"Microtus_arvalis"	"Lagurus_lagurus"	"Marmota_bobak"	"Arvicola_terrestris"	"Allocricetulus_eversmanni"	"Apodemus_uralensis"	"Microtus_gregalis"	"Spermophilus_major"	"Sorex_araneus"	"Clethrionomys_glareolus"	"Microtus_oeconomus"	"Spermophilus_pygmaeus"	"Allactaga_major"	"Cricetus_cricetus"	"Spermophilus_fulvus"	"Micromys_minutus"	"Ctenophthalmus_breviatus"	"Ctenophthalmus_assimilis"	"Citellophilus_tesquorum"	"Neopsylla_pleskei"	"Frontopsylla_elata"	"Oropsylla_ilovaiskii"	"Amalaraeus_penicilliger"	"Peromyscopsylla_bidentata"	"Corrodopsylla_birulai"	"Mesopsylla_hebes"	"Amphipsylla_prima"	"Frontopsylla_semura"	"Palaeopsylla_soricis"	"Leptopsylla_segnis"	"Neopsylla_setosa"	"Oropsylla_silantiewi"	"Amphipsylla_kalabukhovi"	"Amphipsylla_kuznetzovi"
"Microtus_arvalis"	1.08062202052957	0.0217849455298853	0.0109007141868919	0.0281615943740033	0.022054937290079	0.0420283769392262	0.0232382672556631	0.0105023536605338	0.011128230081136	0.0351546085200594	0.0179817490498597	0.0104934928927562	0.00632418552948027	0.0105441657649126	0.00153462442177212	0.000879067307506334	0.100558245891304	0.095995834939507	0.0928383108135447	0.0951684794305314	0.0905884001855366	0.0030601939352977	0.005274403845038	0.0832006953913374	0.00363874739137447	0.00105403092158005	0.00468953801870707	0.00209368217780194	0.001391028760142	0.0042684044265373	0.00200468621908806	0.00181678569781531	0.00183791144083992	0.0771872871806834
"Lagurus_lagurus"	0.0304989237418395	1.05404016678098	0.014248458973639	0.0280917403247749	0.0287499532085727	0.0294096764653452	0.0214409451586438	0.0137275713686011	0.014098989537831	0.0458964228564987	0.01443995938462	0.0137160885846969	0.00826191174298207	0.0137226923701262	0.00200394002797056	0.000985892806215586	0.130185586083738	0.124228100119216	0.122187007557546	0.124324832189427	0.0146658803148413	0.00399890385659229	0.00591535683729352	0.00790761684342197	0.00356736861530637	0.00137698529049701	0.108682332596419	0.00272981943870948	0.00176237369222887	0.00556543131334237	0.00262000476877791	0.00237474316227316	0.00239582943404772	0.00217849455298853
"Marmota_bobak"	0.0254349997694144	0.0237474316227316	1.11432555045919	0.0238296203571831	0.024717400967604	0.0245266069205067	0.0113539468860378	0.022193427770141	0.0109179233384179	0.00449749680918113	0.0109917400978076	0.0225017926319087	0.00164768636992301	0.0100037444542105	0.00237912043167594	0.000264844447397845	0.20938968005719	0.0148735106100323	0.20384828669669	0.0140767078178597	0.00907424361648994	0.00437003909528999	0.00158906668438707	0.00418191937994191	0.00273870792952818	0.000274614394987169	0.00269599293435753	0.00245630348591299	0.00136474041730223	0.00198854051445279	0.00414681884393078	0.185720925076532	0.002059783413967	0.00181678569781531
"Arvicola_terrestris"	0.0394262321236046	0.0280917403247749	0.0142977722143098	1.03668640655004	0.0287696134706659	0.0380181524049044	0.029981787084656	0.0137726483755854	0.0145051268716401	0.0280859085462274	0.0233970502567264	0.0137633646153674	0.00820981263463049	0.0134114449609893	0.00200639743863332	0.000909875460581115	0.131803110491732	0.124601708455421	0.12183191881539	0.123467479246978	0.117581925774766	0.0039981430748082	0.00545925276348669	0.00799047512920622	0.00473777214104581	0.00136830210577175	0.00481531035720802	0.00273186736232771	0.00181314085895501	0.00424137715156207	0.00262829367566679	0.00238296203571831	0.00239746778922216	0.00281615943740033
"Allocricetulus_eversmanni"	0.0257307601717589	0.0239582943404772	0.012358700483802	0.0239746778922216	1.09247889555232	0.0248118044513389	0.0178733554032516	0.0126440195330123	0.0120856817543099	0.0156407656008678	0.0122249669406516	0.0129889416635346	0.00784932007231097	0.011330804931593	0.0268542476176521	0.000528096924226234	0.112785344726934	0.105682131167863	0.10607071061114	0.105839987581643	0.0107356835518327	0.00789126453716256	0.00316858154535741	0.00502275935470396	0.00303883108687018	0.00130822001205183	0.00351302697696686	0.0955156158989691	0.00151071021928873	0.00300566503151797	0.00664053154686446	0.002059783413967	0.0910399079626937	0.00183791144083992
"Apodemus_uralensis"	0.0490331064290972	0.024508063721121	0.0122633034602534	0.0316817936707537	0.0248118044513389	1.04728192405663	0.026143050662621	0.0118151478681006	0.012519258841278	0.0395489345850668	0.0202294676810922	0.0118051795043508	0.0071147087206653	0.0118621864855267	0.00172645247449363	0.000988950720944626	0.113128026627717	0.107995314306945	0.104443099665238	0.107064539359348	0.101911950208729	0.00344271817720992	0.00593370432566775	0.0936007823152546	0.00409359081529628	0.00118578478677755	0.00527573027104545	0.00235539245002718	0.00156490735515975	0.00480195497985446	0.00225527199647407	0.00204388391004223	0.00206765037094491	0.00350236474493552
"Microtus_gregalis"	0.0325335741579283	0.0214409451586438	0.00681236813162269	0.029981787084656	0.0214480264839019	0.0313716607951452	1.04871694346947	0.00668741047506175	0.0142993907892629	0.0476155465954907	0.0233328220376888	0.00657135829990716	0.00798207628144706	0.013584317058566	0.0012691420021655	0.0196859645123734	0.127052703834326	0.124844571977906	0.0152129300409155	0.123734944264539	0.119125718073059	0.00265643812644572	0.11811578707424	0.00833924226293488	0.00470402660336896	0.00133034604690784	0.00554520498697086	0.00199885920735274	0.00178742384865786	0.00566516331420081	0.00130675005034544	0.00113539468860378	0.00178733554032516	0.00232382672556631
"Spermophilus_major"	0.024505491874579	0.0228792856143352	0.022193427770141	0.022954413959309	0.0252880390660245	0.0236302957362011	0.0111456841251029	1.05151961015676	0.0103745443603465	0.00469989902546054	0.0104571725914688	0.0227771847388128	0.0351834010224238	0.00984135879081896	0.0356198380495914	0.000263686451955904	0.198517420075215	0.0144645302390399	0.193158660578592	0.0193646922556035	0.00877244704372771	0.187053808204796	0.00158211871173543	0.00405529066135291	0.00260396461897692	0.00586390017040396	0.0026236356346807	0.00804397626376727	0.00129681804504331	0.00197593353838368	0.00973283713140069	0.00369890462835684	0.00210733658883538	0.00175039227675564
"Sorex_araneus"	0.019474402641988	0.0176237369222887	0.00818844250381341	0.0181314085895501	0.0181285226314648	0.018778888261917	0.0178742384865786	0.00778090827025988	1.1224149463676	0.0130051868645972	0.0534445127896655	0.00787894355755201	0.00104322009345234	0.00800212392779718	0.00106996673980121	0.000493884685010484	0.162120420172327	0.15774095904799	0.0120168766077119	0.012266083990207	0.0141660068405226	0.00164901585058557	0.0029633081100629	0.00388487803420156	0.146982432394658	0.000173870015575391	0.00269131561112868	0.0016890380092556	0.14030186829595	0.00226262924019933	0.00149148504955887	0.00136474041730223	0.00151071021928874	0.001391028760142
"Clethrionomys_glareolus"	0.0351546085200594	0.0327831591832134	0.0019274986325062	0.0200613632473053	0.0134063705150296	0.0338990867872001	0.0340111047110648	0.00201424243948309	0.00743153535119841	1.08766523424604	0.0144874409041001	0.0018723749941049	0.00623137555992721	0.0269843770481271	0.000659654949276244	0.0147439062446952	0.0233450151726785	0.0955689735283589	0.0127066364949719	0.0983650602644557	0.0902445181482187	0.00148421215811442	0.0884634374681714	0.0830263412393692	0.00273987203191231	0.0010385625933212	0.0809686897930387	0.00122714003446517	0.000928941918899802	0.0821877700494052	0.000422004990563524	0.000321249772084366	0.00111719754291913	0.00251104346571853
