"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"R25"	"R26"	"R27"	"R28"	"R29"	"R30"	"R31"	"R32"	"R33"	"R34"	"R35"	"R36"	"R37"	"R38"	"R39"	"R40"	"R41"	"R42"	"R43"	"R44"	"R45"	"R46"	"R47"	"R48"	"R49"	"R50"	"R51"	"R52"	"R53"	"R54"	"R55"	"R56"	"R57"	"R58"	"R59"	"R60"	"R61"	"R62"	"R63"	"R64"	"R65"	"R66"	"R67"	"R68"	"R69"	"R70"	"R71"	"R72"	"R73"	"R74"	"R75"	"R76"	"R77"	"R78"	"R79"	"R80"	"R81"	"R82"	"R83"	"R84"	"R85"	"R86"	"R87"	"R88"	"R89"	"R90"	"R91"	"R92"	"R93"	"C1"	"C2"	"C3"	"C4"	"C5"
"R1"	1.00499567392763	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00049426158616575	0.00049426158616575	0.00043084681118586	0.00043084681118586	0.00548993551379486	0.00548993551379486	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.00567368663756266	0.000247095687418054	0.0052428398263768	0.00043084681118586	0.00548993551379486	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000923495955152392	0.00567368663756266	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.00548993551379486	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.000923495955152392	0.000923495955152392	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.000247095687418054	0.00499567392762911	0.00524276961504716	0.00542652073881497	0.00542652073881497	0.00542652073881497	0.0056720039840338	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.000247095687418054	0.00049426158616575	0.00524276961504716	0.00524276961504716	0.00049426158616575	0.0052428398263768	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.000678012709933557	0.000678012709933557	0.0191101168718519	0.0385469272372164	0.0331202304321913	0.569506827749718	0.00638256437568972
"R2"	0.00499567392762911	1.00499567392763	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00049426158616575	0.00049426158616575	0.00043084681118586	0.00043084681118586	0.00548993551379486	0.00548993551379486	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.00567368663756266	0.000247095687418054	0.0052428398263768	0.00043084681118586	0.00548993551379486	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000923495955152392	0.00567368663756266	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.00548993551379486	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.000923495955152392	0.000923495955152392	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.000247095687418054	0.00499567392762911	0.00524276961504716	0.00542652073881497	0.00542652073881497	0.00542652073881497	0.0056720039840338	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.000247095687418054	0.00049426158616575	0.00524276961504716	0.00524276961504716	0.00049426158616575	0.0052428398263768	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.000678012709933557	0.000678012709933557	0.0191101168718519	0.0385469272372164	0.0331202304321913	0.569506827749718	0.00638256437568972
"R3"	0.00499567392762911	0.00499567392762911	1.00499567392763	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00049426158616575	0.00049426158616575	0.00043084681118586	0.00043084681118586	0.00548993551379486	0.00548993551379486	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.00567368663756266	0.000247095687418054	0.0052428398263768	0.00043084681118586	0.00548993551379486	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000923495955152392	0.00567368663756266	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.00548993551379486	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.000923495955152392	0.000923495955152392	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.000247095687418054	0.00499567392762911	0.00524276961504716	0.00542652073881497	0.00542652073881497	0.00542652073881497	0.0056720039840338	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.000247095687418054	0.00049426158616575	0.00524276961504716	0.00524276961504716	0.00049426158616575	0.0052428398263768	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.000678012709933557	0.000678012709933557	0.0191101168718519	0.0385469272372164	0.0331202304321913	0.569506827749718	0.00638256437568972
"R4"	0.00499567392762911	0.00499567392762911	0.00499567392762911	1.00499567392763	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00049426158616575	0.00049426158616575	0.00043084681118586	0.00043084681118586	0.00548993551379486	0.00548993551379486	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.00567368663756266	0.000247095687418054	0.0052428398263768	0.00043084681118586	0.00548993551379486	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000923495955152392	0.00567368663756266	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.00548993551379486	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.000923495955152392	0.000923495955152392	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.000247095687418054	0.00499567392762911	0.00524276961504716	0.00542652073881497	0.00542652073881497	0.00542652073881497	0.0056720039840338	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.000247095687418054	0.00049426158616575	0.00524276961504716	0.00524276961504716	0.00049426158616575	0.0052428398263768	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.000678012709933557	0.000678012709933557	0.0191101168718519	0.0385469272372164	0.0331202304321913	0.569506827749718	0.00638256437568972
"R5"	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	1.00499567392763	0.00499567392762911	0.00499567392762911	0.00049426158616575	0.00049426158616575	0.00043084681118586	0.00043084681118586	0.00548993551379486	0.00548993551379486	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.00567368663756266	0.000247095687418054	0.0052428398263768	0.00043084681118586	0.00548993551379486	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000923495955152392	0.00567368663756266	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.00548993551379486	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.000923495955152392	0.000923495955152392	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.000247095687418054	0.00499567392762911	0.00524276961504716	0.00542652073881497	0.00542652073881497	0.00542652073881497	0.0056720039840338	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.000247095687418054	0.00049426158616575	0.00524276961504716	0.00524276961504716	0.00049426158616575	0.0052428398263768	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.000678012709933557	0.000678012709933557	0.0191101168718519	0.0385469272372164	0.0331202304321913	0.569506827749718	0.00638256437568972
"R6"	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	1.00499567392763	0.00499567392762911	0.00049426158616575	0.00049426158616575	0.00043084681118586	0.00043084681118586	0.00548993551379486	0.00548993551379486	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.00567368663756266	0.000247095687418054	0.0052428398263768	0.00043084681118586	0.00548993551379486	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000923495955152392	0.00567368663756266	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.00548993551379486	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.000923495955152392	0.000923495955152392	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.000247095687418054	0.00499567392762911	0.00524276961504716	0.00542652073881497	0.00542652073881497	0.00542652073881497	0.0056720039840338	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.000247095687418054	0.00049426158616575	0.00524276961504716	0.00524276961504716	0.00049426158616575	0.0052428398263768	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.000678012709933557	0.000678012709933557	0.0191101168718519	0.0385469272372164	0.0331202304321913	0.569506827749718	0.00638256437568972
"R7"	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	1.00499567392763	0.00049426158616575	0.00049426158616575	0.00043084681118586	0.00043084681118586	0.00548993551379486	0.00548993551379486	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.00567368663756266	0.000247095687418054	0.0052428398263768	0.00043084681118586	0.00548993551379486	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000923495955152392	0.00567368663756266	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.000678012709933557	0.00548993551379486	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.000923495955152392	0.000923495955152392	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.00567368663756266	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.00499567392762911	0.000247095687418054	0.00499567392762911	0.00524276961504716	0.00542652073881497	0.00542652073881497	0.00542652073881497	0.0056720039840338	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.0059191698827815	0.000247095687418054	0.00049426158616575	0.00524276961504716	0.00524276961504716	0.00049426158616575	0.0052428398263768	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.00548993551379486	0.000678012709933557	0.000678012709933557	0.0191101168718519	0.0385469272372164	0.0331202304321913	0.569506827749718	0.00638256437568972
"R8"	0.000247130793082875	0.000247130793082875	0.000247130793082875	0.000247130793082875	0.000247130793082875	0.000247130793082875	0.000247130793082875	1.00415400046247	0.00415400046246906	0.00225515466703123	0.00225515466703123	0.00440113125555194	0.00440113125555194	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00471404815752659	0.00194223776505658	0.00245889349049536	0.00225515466703123	0.00440113125555194	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00472019065858821	0.00471404815752659	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00440113125555194	0.00471404815752659	0.00471404815752659	0.00471404815752659	0.00471404815752659	0.00472019065858821	0.00472019065858821	0.00471404815752659	0.00471404815752659	0.00471404815752659	0.00471404815752659	0.00496732145167108	0.00496732145167108	0.00496732145167108	0.00496732145167108	0.00496732145167108	0.000247130793082875	0.000247130793082875	0.000247130793082875	0.000247130793082875	0.000247130793082875	0.00194223776505658	0.000247130793082875	0.00218936855813946	0.0025022854601141	0.0025022854601141	0.0025022854601141	0.0027555587542586	0.00496732145167108	0.00496732145167108	0.00496732145167108	0.00496732145167108	0.00194223776505658	0.00415400046246906	0.00218936855813946	0.00218936855813946	0.00415400046246906	0.00245889349049536	0.00440113125555194	0.00440113125555194	0.00440113125555194	0.00440113125555194	0.00440113125555194	0.00440113125555194	0.00440113125555194	0.00440113125555194	0.00440113125555194	0.00440113125555194	0.00440113125555194	0.00440113125555194	0.00446691736444371	0.00446691736444371	0.0325433578053632	0.302989091348827	0.296376201453273	0.0281729104114478	0.00658510564775687
"R9"	0.000247130793082875	0.000247130793082875	0.000247130793082875	0.000247130793082875	0.000247130793082875	0.000247130793082875	0.000247130793082875	0.00415400046246906	1.00415400046247	0.00225515466703123	0.00225515466703123	0.00440113125555194	0.00440113125555194	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00471404815752659	0.00194223776505658	0.00245889349049536	0.00225515466703123	0.00440113125555194	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00472019065858821	0.00471404815752659	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00446691736444371	0.00440113125555194	0.00471404815752659	0.00471404815752659	0.00471404815752659	0.00471404815752659	0.00472019065858821	0.00472019065858821	0.00471404815752659	0.00471404815752659	0.00471404815752659	0.00471404815752659	0.00496732145167108	0.00496732145167108	0.00496732145167108	0.00496732145167108	0.00496732145167108	0.000247130793082875	0.000247130793082875	0.000247130793082875	0.000247130793082875	0.000247130793082875	0.00194223776505658	0.000247130793082875	0.00218936855813946	0.0025022854601141	0.0025022854601141	0.0025022854601141	0.0027555587542586	0.00496732145167108	0.00496732145167108	0.00496732145167108	0.00496732145167108	0.00194223776505658	0.00415400046246906	0.00218936855813946	0.00218936855813946	0.00415400046246906	0.00245889349049536	0.00440113125555194	0.00440113125555194	0.00440113125555194	0.00440113125555194	0.00440113125555194	0.00440113125555194	0.00440113125555194	0.00440113125555194	0.00440113125555194	0.00440113125555194	0.00440113125555194	0.00440113125555194	0.00446691736444371	0.00446691736444371	0.0325433578053632	0.302989091348827	0.296376201453273	0.0281729104114478	0.00658510564775687
"R10"	0.00021542340559293	0.00021542340559293	0.00021542340559293	0.00021542340559293	0.00021542340559293	0.00021542340559293	0.00021542340559293	0.00225515466703123	0.00225515466703123	1.00472594317863	0.00472594317863473	0.00247057807262416	0.00247057807262416	0.0050392820513191	0.0050392820513191	0.0050392820513191	0.00525470545691203	0.00194181579434685	0.000528762278277303	0.00472594317863473	0.00247057807262416	0.0050392820513191	0.0050392820513191	0.0050392820513191	0.0050392820513191	0.0050392820513191	0.0050392820513191	0.0050392820513191	0.0050392820513191	0.0050392820513191	0.0050392820513191	0.0050392820513191	0.0050392820513191	0.0050392820513191	0.0050392820513191	0.00533345426690828	0.00525470545691203	0.0050392820513191	0.0050392820513191	0.0050392820513191	0.0050392820513191	0.00247057807262416	0.00525470545691203	0.00525470545691203	0.00525470545691203	0.00525470545691203	0.00533345426690828	0.00533345426690828	0.00525470545691203	0.00525470545691203	0.00525470545691203	0.00525470545691203	0.00554887767250122	0.00554887767250122	0.00554887767250122	0.00554887767250122	0.00554887767250122	0.00021542340559293	0.00021542340559293	0.00021542340559293	0.00021542340559293	0.00021542340559293	0.00194181579434685	0.00021542340559293	0.00215723919993978	0.00494136658422766	0.00494136658422766	0.00494136658422766	0.00523553879981684	0.00554887767250122	0.00554887767250122	0.00554887767250122	0.00554887767250122	0.00194181579434685	0.00225515466703123	0.00215723919993978	0.00215723919993978	0.00225515466703123	0.000528762278277303	0.00247057807262416	0.00247057807262416	0.00247057807262416	0.00247057807262416	0.00247057807262416	0.00247057807262416	0.00247057807262416	0.00247057807262416	0.00247057807262416	0.00247057807262416	0.00247057807262416	0.00247057807262416	0.0050392820513191	0.0050392820513191	0.289549247965939	0.302923263918109	0.041987408939706	0.0245582682375941	0.0076484776053188
