"Claytonia_virginica"	"Isopyrum_biternatum"	"Dentaria_laciniata"	"Erythronium_albidum"	"Dicentra_cucullaria"	"Sanguinaria_canadensis"	"Dicentra_canadensis"	"Apis_mellifera"	"Andrena_carlini"	"Andrena_irgeniae"	"Bombus_griseocollis"	"Andrena_forbesii"	"Andrena_mansonii"	"Andrena_rugosa"	"Helophilus_fasciatus"	"Melanostoma_sp1_M_PL_032"	"Metasyrphus_americanus"	"Syrphus_torvus"	"Andrena_cressoni"	"Andrena_miserabilis"	"Eristalis_dimidiatus"	"Syrphus_sp1_M_PL_032"	"Andrena_erythronii"	"Andrena_personata"	"Andrena_sp1_M_PL_032"	"Augochlora_pura"	"Augochlorella_striata"	"Carposcalis_obscura"	"Ceratina_metallica"	"Dialictus_coeruleus"	"Dialictus_imitatus"	"Dialictus_oblongus"	"Dialictus_obscurus"	"Dialictus_zephyrus"	"Erylaeus_macroupinensis"	"Halictus_confusus"	"Lasioglossum_forbesii"	"Mesograpta_marginata"	"Nomada_luteola"	"Xylota_nemorum"
"Claytonia_virginica"	1.178973962708	0.0650793587753481	0.0494048512085373	0.0212950365969471	0.00685661138330423	0.00777821977382709	0.00394529288737084	0.0349358219512006	0.0312771141619178	0.0312771141619179	0.0315623430989667	0.0290314391069843	0.0290314391069843	0.0295025277788389	0.0295025277788389	0.0295025277788389	0.0292014076673622	0.029502527778839	0.0272568527239054	0.0272568527239054	0.0278755438094552	0.0278755438094552	0.00177458638307892	0.0016269839693837	0.0256298687545217	0.0016269839693837	0.0016269839693837	0.0256298687545217	0.0256298687545217	0.0256298687545217	0.0016269839693837	0.0016269839693837	0.0256298687545217	0.0016269839693837	0.0016269839693837	0.00224567505493352	0.0256298687545217	0.0256298687545217	0.0256298687545217	0.0016269839693837
"Isopyrum_biternatum"	0.0748412625916504	1.18457347698807	0.0369004072284861	0.0239777155289563	0.00373469381185065	0.00874071736298877	0.000565059821333977	0.0380356078862	0.0349167550924902	0.0349167550924902	0.00452047857067181	0.0332394638548317	0.0332394638548317	0.0329186121317438	0.0329186121317438	0.0329186121317438	0.0334265002348326	0.0329186121317439	0.0312413208940854	0.0312413208940854	0.00330427520704216	0.00330427520704216	0.00199814296074636	0.0296143369247017	0.0016269839693837	0.0296143369247017	0.0296143369247017	0.0016269839693837	0.0016269839693837	0.0016269839693837	0.0296143369247017	0.0296143369247017	0.0016269839693837	0.0296143369247017	0.0296143369247017	0.00167729123765846	0.0016269839693837	0.0016269839693837	0.0016269839693837	0.0296143369247017
"Dentaria_laciniata"	0.103301052526942	0.0670916495063383	1.11487154235602	0.0220363451921042	0.0125646017393408	0.00599310138755147	0.00747504062503596	0.0610747333716579	0.0564353075899349	0.056435307589935	0.0598003250002877	0.00575932839193399	0.00575932839193399	0.0545989454905929	0.0545989454905929	0.0545989454905929	0.00542124163947985	0.054598945490593	0.00392296629259198	0.00392296629259197	0.0529216542529345	0.0529216542529344	0.00183636209934202	0.00167729123765846	0.00224567505493352	0.00167729123765846	0.00167729123765846	0.00224567505493352	0.00224567505493352	0.00224567505493352	0.00167729123765846	0.00167729123765846	0.00224567505493352	0.00167729123765846	0.00167729123765846	0.050675979198001	0.00224567505493352	0.00224567505493352	0.00224567505493352	0.00167729123765846
"Erythronium_albidum"	0.0816309736216305	0.0799257184298544	0.0403999661855244	1.11159455188933	0.00937642390737855	0.00961169203837985	0.000794007261235412	0.102988999753718	0.0982419707672781	0.0982419707672782	0.0063520580898833	0.096405608667936	0.0964056086679361	0.0056090914431673	0.0056090914431673	0.00560909144316731	0.00617565235342025	0.00560909144316731	0.00377272934382529	0.00377272934382528	0.00361094848242095	0.00361094848242094	0.0926328793241107	0.00199814296074636	0.00177458638307892	0.00199814296074636	0.00199814296074636	0.00177458638307893	0.00177458638307892	0.00177458638307892	0.00199814296074636	0.00199814296074636	0.00177458638307892	0.00199814296074636	0.00199814296074636	0.00183636209934202	0.00177458638307892	0.00177458638307892	0.00177458638307892	0.00199814296074636
"Dicentra_cucullaria"	0.0788510309079986	0.0373469381185065	0.0691053095663743	0.0281292717221357	1.05921449420859	0.0247317652320173	0.035954523577708	0.279119647570621	0.00813308271046855	0.00813308271046856	0.287636188621664	0.00499193227563335	0.00499193227563336	0.00578897673362391	0.00578897673362392	0.00578897673362392	0.00883076760679304	0.00578897673362392	0.00264782629878872	0.00264782629878872	0.00485530328066126	0.00485530328066125	0.00234410597684464	0.000933673452962662	0.00171415284582606	0.000933673452962662	0.000933673452962662	0.00171415284582606	0.00171415284582606	0.00171415284582606	0.000933673452962662	0.000933673452962663	0.00171415284582606	0.000933673452962662	0.000933673452962662	0.0031411504348352	0.00171415284582606	0.00171415284582606	0.00171415284582606	0.000933673452962662
"Sanguinaria_canadensis"	0.0894495273990114	0.0874071736298877	0.0329620576315331	0.0288350761151396	0.0247317652320173	1.06866429711263	0.0012834362131132	0.281379948226848	0.00803093264068679	0.0080309326406868	0.0102674897049056	0.00653265729379893	0.00653265729379893	0.00562800963109183	0.00562800963109183	0.00562800963109183	0.271295808562362	0.00562800963109184	0.00412973428420397	0.00412973428420396	0.00344283029034464	0.00344283029034464	0.00240292300959496	0.00218517934074719	0.00194455494345677	0.00218517934074719	0.00218517934074719	0.00194455494345677	0.00194455494345677	0.00194455494345677	0.00218517934074719	0.00218517934074719	0.00194455494345677	0.00218517934074719	0.00218517934074719	0.00149827534688787	0.00194455494345677	0.00194455494345677	0.00194455494345677	0.00218517934074719
"Dicentra_canadensis"	0.0907417364095292	0.0113011964266795	0.0822254468753955	0.00476404356741247	0.0719090471554158	0.00256687242622639	1.06982499047267	0.0250086801928987	0.00638970029748808	0.00638970029748808	0.558599923781395	0.00265217998497011	0.00265217998497011	0.00599269666687038	0.00599269666687038	0.00599269666687039	0.00289689446090901	0.00599269666687039	0.00225517635435241	0.00225517635435241	0.0057101667562034	0.00571016675620339	0.000397003630617705	0.000282529910666988	0.00197264644368542	0.000282529910666988	0.000282529910666988	0.00197264644368542	0.00197264644368542	0.00197264644368542	0.000282529910666988	0.000282529910666988	0.00197264644368542	0.000282529910666988	0.000282529910666988	0.00373752031251798	0.00197264644368542	0.00197264644368542	0.00197264644368542	0.000282529910666988
"Apis_mellifera"	0.133920650812936	0.126785359620667	0.111970344514706	0.102988999753718	0.0930398825235404	0.0937933160756163	0.00416811336548312	1.06646122989669	0.019752930246898	0.019752930246898	0.0333449069238649	0.0146633691325932	0.0146633691325932	0.0111705136007549	0.0111705136007549	0.0111705136007549	0.0295292815053542	0.0111705136007549	0.00608095248645007	0.00608095248645006	0.00800087961023823	0.00800087961023821	0.00858241664614313	0.00316963399051667	0.00291131849593339	0.00316963399051667	0.00316963399051667	0.00291131849593339	0.00291131849593339	0.00291131849593339	0.00316963399051667	0.00316963399051667	0.00291131849593339	0.00316963399051667	0.00316963399051667	0.00508956111430483	0.00291131849593339	0.00291131849593339	0.00291131849593339	0.00316963399051667
"Andrena_carlini"	0.179843406431028	0.174583775462451	0.155197095872321	0.147362956150917	0.00406654135523428	0.0040154663203434	0.00159742507437202	0.0296293953703471	1.02760889345145	0.0276088934514527	0.0127794005949762	0.0205544800027108	0.0205544800027108	0.0153286471055429	0.0153286471055429	0.0153286471055429	0.00927810023688686	0.0153286471055429	0.00827423365680102	0.008274233656801	0.0109640527189816	0.0109640527189816	0.0122802463459098	0.00436459438656127	0.00390963927023973	0.00436459438656127	0.00436459438656127	0.00390963927023973	0.00390963927023973	0.00390963927023973	0.00436459438656128	0.00436459438656128	0.00390963927023973	0.00436459438656127	0.00436459438656128	0.00705441344874187	0.00390963927023973	0.00390963927023973	0.00390963927023973	0.00436459438656128
"Andrena_irgeniae"	0.179843406431028	0.174583775462451	0.155197095872321	0.147362956150917	0.00406654135523428	0.0040154663203434	0.00159742507437202	0.0296293953703471	0.0276088934514526	1.02760889345145	0.0127794005949762	0.0205544800027108	0.0205544800027108	0.0153286471055429	0.0153286471055429	0.0153286471055429	0.00927810023688686	0.0153286471055429	0.00827423365680101	0.008274233656801	0.0109640527189816	0.0109640527189816	0.0122802463459097	0.00436459438656128	0.00390963927023973	0.00436459438656128	0.00436459438656128	0.00390963927023973	0.00390963927023973	0.00390963927023973	0.00436459438656128	0.00436459438656128	0.00390963927023973	0.00436459438656128	0.00436459438656128	0.00705441344874187	0.00390963927023973	0.00390963927023973	0.00390963927023973	0.00436459438656128
