"Sideroxylon_cinereum"	"Homalanthus_populifolius"	"Croton_fothergillifolius"	"Toddalia_asiatica"	"Aphloia_theiformis"	"Erythroxylum_macrocarpum"	"Psiadia_terebinthina"	"Antirhea_borbonica"	"Doratoxylon_apetalum"	"Dodonaea_viscosa"	"Trochetia_blackburniana"	"Chaetocnema_sp1_M_PL_073"	"Fannia_pusio"	"Apis_mellifera"	"Stomorhina_lunata"	"Melanostoma_annulipes"	"Musca_domestica"	"Stomoxys_calcitrans"	"Dysauxes_florida"	"Nacoleia_sp2_M_PL_073"	"Pachycerina_crinicornis"	"Episyrphus_sp1_M_PL_073"	"Gelechioidea_sp1_M_PL_073"	"Mauritiborium_undulatus"	"Technomyrmex_albipes"	"Allograpta_nasuta"	"Chrysomya_megacephala"	"Nacoleia_sp1_M_PL_073"	"Stomoxys_niger"	"Cotesia_sp1_M_PL_073"	"Orthellia_albigena"	"Cheloninae_sp1_M_PL_073"	"Henotesia_narcissus"	"Hydrotaea_fuliginosa"	"Lygistorrhina_sp1_M_PL_073"	"Melanostoma_bituberculatum"	"Panara_naso"	"Sapromyza_sp1_M_PL_073"	"Scopariinae_sp1_M_PL_073"	"Zosterops_mauritianus"	"Brachymyrmex_sp1_M_PL_073"	"Cixiidae_sp1_M_PL_073"	"Lecithoceridae_sp1_M_PL_073"	"Melanagromyza_sojae"	"Polistes_hebraeus"	"Psyllidae_sp1_M_PL_073"	"Scirtidae_sp1_M_PL_073"	"Thelairodrino_sp1_M_PL_073"
"Sideroxylon_cinereum"	1.14426011618873	0.0147615846333472	0.0521530912785945	0.0287902831328012	0.0360717766982624	0.0198410060265076	0.0203644085937507	0.000777444788012251	0.00311299276193244	0.00901014544509958	0.00419048378629335	0.00686131142026962	0.0378048570958744	0.0419048378629336	0.0433976882416506	0.0435204545956774	0.0397849555782172	0.040572711586191	0.00299741978579287	0.00112001613308264	0.0401925902670164	0.00320509797463419	0.0382596806232552	0.00242684978415108	0.00215049164326038	0.0401925902670164	0.041118245203096	0.00397952603793272	0.00332786432866104	0.000738079231667362	0.0357581286308979	0.000901014544509959	0.0357581286308979	0.000738079231667362	0.00076311561640414	0.00076311561640414	0.00312581240280939	0.00269602526016539	0.037496565006851	0.0357581286308979	0.00130864923330915	0.000901014544509958	0.0357581286308979	0.0357581286308979	0.00138737602685624	0.00076311561640414	0.00173843637595315	0.00173843637595315
"Homalanthus_populifolius"	0.0236185354133556	1.1112401259944	0.0260985608741125	0.0342385384030125	0.0182754650050336	0.0436273170426221	0.041999388914948	0.00852501817848129	0.0118894662593452	0.0133767070487057	0.000444210199315335	0.0622781948940939	0.0578563827315244	0.00444210199315335	0.0659886406905975	0.0643539448306318	0.00364860446586862	0.00589797062590423	0.00514333406504311	0.00404031767711796	0.00386723096113498	0.0621214097294626	0.00328600499321299	0.0591490431646262	0.00238087623260214	0.00386723096113498	0.00577629409363261	0.0601195100736144	0.0604867138694969	0.0555620062997201	0.000738079231667362	0.00133767070487058	0.000738079231667362	0.0555620062997201	0.00167797373240854	0.00167797373240854	0.00157285452933068	0.00225919970033053	0.00160803126080445	0.000738079231667362	0.00155629720013693	0.00133767070487057	0.000738079231667362	0.000738079231667362	0.000702902500193601	0.00167797373240854	0.000869952029137083	0.000869952029137083
"Croton_fothergillifolius"	0.0556299640305008	0.0173990405827417	1.10584203047462	0.0320534983088032	0.0501928517671316	0.0243318992912213	0.0249612893738637	0.0057182811538909	0.00333170518048625	0.00948699045923988	0.00438578271083767	0.0431892708824281	0.00406536560094492	0.0438578271083768	0.0457606335535028	0.0458764063043052	0.0414790307364335	0.0426007780333895	0.00352742353873463	0.00256417435092108	0.0419873088863642	0.00377332466713858	0.0395356796722053	0.00294039837201702	0.00286633657916742	0.0419873088863642	0.0431219129488126	0.0406179005292851	0.00388909741794101	0.000869952029137083	0.00173843637595315	0.000948699045923988	0.00173843637595315	0.000869952029137083	0.000935842280431589	0.000935842280431589	0.0387918953145564	0.00338747149459052	0.0385998373917737	0.00173843637595315	0.00145697719585469	0.000948699045923988	0.00173843637595315	0.00173843637595315	0.00193049429873583	0.000935842280431588	0.0368614010158205	0.0368614010158205
"Toddalia_asiatica"	0.0418767754658927	0.0311259440027386	0.0437093158756407	1.09329638403561	0.0486514160302524	0.0262277802807676	0.0303940545066439	0.00765126350947153	0.00433914378087319	0.00542774188016947	0.000633513965277882	0.0569700816004338	0.0525602366168827	0.00633513965277882	0.0593635167789612	0.0588215050217599	0.00517960892603664	0.0070271434501694	0.0520855988955863	0.00329436380948806	0.0543321249214563	0.00503139185750493	0.00377438720919336	0.00394660591228663	0.00287996908888538	0.0543321249214563	0.0557136728535765	0.0546213804567961	0.00448938010030358	0.00155629720013693	0.00130864923330915	0.000542774188016947	0.00130864923330915	0.00155629720013693	0.00100876078002952	0.00100876078002952	0.00332818550471055	0.0515664984922925	0.00276562642916384	0.00130864923330915	0.0496952901834366	0.000542774188016947	0.00130864923330915	0.00130864923330915	0.00187120830885586	0.00100876078002952	0.00145697719585469	0.00145697719585469
"Aphloia_theiformis"	0.0443960328593998	0.014058050003872	0.0579148289620749	0.0411665827948289	1.09675870666116	0.0310023500996034	0.0277804508536563	0.000969669053784257	0.00372762300687159	0.0106365500621962	0.0049224889758887	0.0491427781338898	0.00396148683590571	0.0492248897588871	0.051462059912464	0.0515938091669657	0.046564552511087	0.0479560433516967	0.00432635415568512	0.00150516502952135	0.0473721058137232	0.00408995409874076	0.00451026840634605	0.00315804834702286	0.0433754252600292	0.0473721058137232	0.0486348535797985	0.00474702237123136	0.00422170335324248	0.000702902500193601	0.00138737602685624	0.00106365500621962	0.00138737602685624	0.000702902500193601	0.00119239808075398	0.00119239808075398	0.0441135214780111	0.0440542354881311	0.00331787032559208	0.00138737602685624	0.00187120830885586	0.00106365500621962	0.00138737602685624	0.00138737602685624	0.0421830271792753	0.00119239808075398	0.00193049429873583	0.00193049429873583
"Erythroxylum_macrocarpum"	0.0244196997249325	0.0335594746481708	0.0280752684129477	0.0221927371606495	0.0310023500996034	1.12704851531473	0.0450772921307879	0.00106489826774112	0.00951639350076176	0.0108566699886184	0.000520034084391203	0.0502119625175476	0.0034498501288422	0.00520034084391203	0.0533541765091422	0.0520607451328136	0.00397702297645155	0.0482883436215137	0.0464057484239535	0.002315192391062	0.00390011675761922	0.049454059751523	0.045046977716633	0.0470749613763325	0.0445404179005512	0.00390011675761923	0.00594908458174595	0.00388880135980493	0.0481606283751944	0.00167797373240854	0.00076311561640414	0.00108566699886184	0.000763115616404139	0.00167797373240854	0.0433480198197973	0.0433480198197973	0.00212824036118556	0.0022011588607835	0.00169895789683573	0.00076311561640414	0.00100876078002952	0.00108566699886184	0.00076311561640414	0.00076311561640414	0.00119239808075398	0.0433480198197973	0.000935842280431589	0.000935842280431589
"Psiadia_terebinthina"	0.0296209579545465	0.0381812626499527	0.0340381218734505	0.0303940545066439	0.0328314419179574	0.0532731634272948	1.0725816556647	0.0140596742578361	0.0106780185199977	0.0121932227308756	0.00548175983007642	0.056490642338391	0.00421626600069739	0.0548175983007643	0.06008580190447	0.0586356195475581	0.00454232903769078	0.0541256862098528	0.0521842273773697	0.0522686301855818	0.00470455469672339	0.0553812472077466	0.00410922682265465	0.0527117425777471	0.00331171559020201	0.00470455469672339	0.0534582663178462	0.0079401336915252	0.0539310648508348	0.00190906313249763	0.000925654936079579	0.00121932227308756	0.000925654936079579	0.00190906313249763	0.00204896782412672	0.00204896782412672	0.00239735182852364	0.00264429569819546	0.00206025899852793	0.000925654936079579	0.00138154793212018	0.00121932227308756	0.000925654936079579	0.000925654936079579	0.00126274776607529	0.00204896782412672	0.00113460406244835	0.00113460406244835
"Antirhea_borbonica"	0.00621955830409801	0.0426250908924065	0.0428871086541817	0.0420819493020934	0.00630284884959767	0.00692183874031726	0.0773282084180985	1.10517289349509	0.00141090869864483	0.00181647878792643	0.000566449190882198	0.0094972011053013	0.00423843161899127	0.00566449190882198	0.0100442894769656	0.009873210181097	0.00204799662771449	0.00564749188031616	0.00569395900876219	0.279808141938231	0.00377916462628974	0.00626512485067583	0.00189015605241107	0.00591239767601463	0.000508641830381343	0.00377916462628974	0.00729408319074876	0.281766864084233	0.00609404555480728	0.00213125454462032	0.000194361197003063	0.000181647878792643	0.000194361197003063	0.00213125454462032	0.000266224566935279	0.000266224566935279	0.00167198755191879	0.00215523314081395	0.00162393148547579	0.000194361197003063	0.00191281587736788	0.000181647878792643	0.000194361197003063	0.000194361197003063	0.000242417263446064	0.000266224566935279	0.00142957028847273	0.00142957028847273
"Doratoxylon_apetalum"	0.0249039420954595	0.0594473312967259	0.0249877888536469	0.0238652907948026	0.0242295495446654	0.0618565577549514	0.0587291018599873	0.00141090869864483	1.0509961163864	0.00235805290411975	0.000548693143928631	0.0108705875620839	0.0048354007005377	0.00548693143928631	0.274397864849167	0.011884641042979	0.00277888552773454	0.00759168324251244	0.00613338895040816	0.00302223180466063	0.00362786618254087	0.270769998666626	0.00399027286079511	0.00802096957002615	0.00331100412690834	0.00362786618254087	0.00629737081254029	0.00524280597983736	0.00825677486043814	0.00297236656483629	0.000778248190483109	0.000235805290411975	0.000778248190483109	0.00297236656483629	0.00237909837519044	0.00237909837519044	0.00176483204683946	0.0020166916969362	0.00161117448560467	0.000778248190483109	0.0010847859452183	0.000235805290411975	0.000778248190483109	0.000778248190483109	0.000931905751717898	0.00237909837519044	0.000832926295121562	0.000832926295121562
"Dodonaea_viscosa"	0.0288324654243187	0.0267534140974115	0.0284609713777196	0.0119410321363728	0.02765503016171	0.0282273419704079	0.0268250900079264	0.00072659151517057	0.000943221161647899	1.1525331553891	0.000435020091551697	0.00619778821698053	0.00278145943739748	0.00435020091551697	0.00733460805190246	0.1223521183004	0.118166684135563	0.00521835786860297	0.00284776345996635	0.00140097015188021	0.00345614278467051	0.00387846526723196	0.00293538058929579	0.00364265997681998	0.00214932200508146	0.00345614278467051	0.00467546505775807	0.00301079181760415	0.11889597551573	0.00133767070487057	0.000901014544509959	0.11525331553891	0.000901014544509958	0.00133767070487057	0.00108566699886184	0.00108566699886184	0.0020123540521436	0.00160642919423656	0.00184971359043395	0.000901014544509959	0.000542774188016947	0.11525331553891	0.000901014544509959	0.000901014544509959	0.00106365500621962	0.00108566699886184	0.000948699045923988	0.000948699045923988
