"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Erythroxylum_sechellarum"	"Syzygium_wrightii"	"Dillenia_ferruginea"	"Chrysobalanus_icaco"	"Mimusops_sechellarum"	"Roscheria_melanochaetes"	"Dracaena_reflexa"	"Paragenipa_wrightii"	"Northea_hornei"	"Apis_mellifera"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Phelsuma_sp1_M_PL_120"	"Unidentified_sp2_M_PL_120"	"Unidentified_sp4_M_PL_120"	"Neophyllomyza_approximatonervis"	"Xylocopa_caffra"	"Dichaetomyia_fasciculifera"	"Ornidia_obesa"	"Lygistorrhina_sp1_M_PL_120"	"Eagris_sabadius"	"Hemipyrellia_germana"	"Unidentified_sp3_M_PL_120"	"Cratopus_aurostriatus"	"Megachile_seychellensis"	"Rhynchium_brunneum"	"Scaptodrosophila_sp1_M_PL_120"	"Unidentified_sp1_M_PL_120"
"Nephrosperma_vanhoutteanum"	1.121674176379	0.0295086942307985	0.0170652691377147	0.0190048955233018	0.0159354611789688	0.00938529991634447	0.011869511465877	0.0454119554219922	0.0344433237803248	0.0181467493425586	0.0108879969564483	0.107427013531461	0.116140038177764	0.00588908705657203	0.108879969564483	0.0972571776500831	0.00245905785256654	0.00952488358188681	0.0013574925373787	0.0992134019949711	0.00292170919010278	0.00245905785256654	0.0013574925373787	0.0040134027338735	0.00378432961849935	0.00245905785256654	0.0934728480315836	0.00213315864221434	0.00213315864221434	0.00378432961849935
"Phoenicophorium_borsigianum"	0.0295086942307985	1.17291599619042	0.0170766587997147	0.0190545094189182	0.0159467849181044	0.00956572407720228	0.0123672773972965	0.0182009086041029	0.00885489877675273	0.018482460703161	0.0113594202168648	0.109466503488358	0.11396864778074	0.00604714308259009	0.113594202168648	0.00397580023624178	0.0977429996825348	0.00299255884646736	0.00136103638706558	0.00393487431535867	0.00295532373326596	0.0977429996825347	0.00136103638706558	0.00401883387341632	0.00151674238367524	0.0977429996825347	0.00245905785256654	0.00213458234996433	0.00213458234996433	0.00151674238367524
"Erythroxylum_sechellarum"	0.0255979037065721	0.025614988199572	1.16758313741189	0.0267656062684456	0.0230746460767241	0.013231885903014	0.00152771477768611	0.0259201845049519	0.0122790371010979	0.0109603599441583	0.000777869439225238	0.160338566226541	0.162919848078928	0.00449907203076522	0.00777869439225239	0.004293174017627	0.00213458234996433	0.00420652155892898	0.00191182901917468	0.00417966482573066	0.00411714333634369	0.00213458234996433	0.00191182901917468	0.00575760336529537	0.00216001537541266	0.00213458234996433	0.00213315864221434	0.145947892176486	0.145947892176486	0.00216001537541266
"Syzygium_wrightii"	0.0162899104485444	0.016332436644787	0.0152946321533975	1.15638458557019	0.0355122030016149	0.0455647870170826	0.0166333049945406	0.0160339111987474	0.00737990472807654	0.00699957864638409	0.000908078929965836	0.102078247849264	0.097463995462692	0.0943513563874484	0.00908078929965837	0.00269365180394099	0.00136103638706558	0.00256614338790837	0.0825988989692995	0.00258747665872479	0.0901930301388132	0.00136103638706558	0.0825988989692995	0.0885175994695686	0.00133615926656228	0.00136103638706558	0.0013574925373787	0.00191182901917468	0.00191182901917468	0.00133615926656228
"Dillenia_ferruginea"	0.0318709223579375	0.0318935698362088	0.0307661947689655	0.0828618070037682	1.07311314318043	0.0180894605348468	0.00258301385955442	0.0322521337972783	0.0152692584156008	0.013647376394905	0.000986453183837935	0.199632960964888	0.202574771377073	0.00957936405429889	0.00986453183837936	0.00534358801293465	0.00265779748635074	0.00523255421903999	0.00591870050026916	0.00520078659909493	0.00893361058941029	0.00265779748635073	0.00591870050026916	0.184770891030341	0.00268767781643986	0.00265779748635073	0.00265591019649479	0.00384577434612068	0.00384577434612068	0.00268767781643986
"Chrysobalanus_icaco"	0.0187705998326889	0.0191314481544046	0.017642514537352	0.106317836373193	0.0180894605348468	1.09491817327105	0.0344169382384142	0.0181893437338325	0.00209811320974455	0.00245608853288426	0.00130281691492095	0.199975000431076	0.0184523458874129	0.198684727940959	0.0130281691492096	0.00307999529721012	0.00159428734620038	0.00186546417944346	0.00759413116951376	0.0019139021876815	0.190080493381356	0.00159428734620038	0.00759413116951376	0.0106090412586549	0.00151577864448604	0.00159428734620038	0.00156421665272408	0.00220531431716901	0.00220531431716901	0.00151577864448604
"Mimusops_sechellarum"	0.035608534397631	0.0371018321918895	0.00305542955537222	0.0582165674808919	0.00387452078933163	0.0516254073576212	1.07678368254782	0.00401011946882954	0.00224422098378826	0.0310224162532072	0.0297906023069526	0.0201836168057446	0.0197090231400743	0.281958481445193	0.297906023069526	0.00330155448887171	0.00309181934932412	0.000708213453033838	0.00415832624863514	0.00334141469710063	0.0127625608082387	0.00309181934932412	0.00415832624863514	0.00480407971352374	0.000334176622402461	0.00309181934932412	0.00296737786646925	0.000381928694421527	0.000381928694421527	0.000334176622402461
"Roscheria_melanochaetes"	0.0454119554219922	0.0182009086041028	0.0172801230033013	0.018706229731872	0.0161260668986392	0.00909467186691624	0.00133670648960985	1.16290383718037	0.0353920200074824	0.00807512672834431	0.000805687400701382	0.10990935620344	0.116311029242287	0.00318611453345079	0.00805687400701382	0.100692982716864	0.00151674238367524	0.102807323099611	0.00133615926656228	0.00968299961974641	0.00285193791104833	0.00151674238367524	0.00133615926656228	0.00402383708300214	0.0969086530983643	0.00151674238367524	0.00378432961849935	0.00216001537541266	0.00216001537541266	0.0969086530983643
"Dracaena_reflexa"	0.0688866475606495	0.0177097975535055	0.0163720494681306	0.0172197776988453	0.0152692584156008	0.00209811320974455	0.00149614732252551	0.0707840400149648	1.10820847770319	0.0141184948114711	0.00117052957470302	0.0192860926698466	0.207167443788289	0.00195370648693489	0.0117052957470302	0.0116392239646345	0.00147581646279212	0.190600082951779	0.00122998412134609	0.19044196691392	0.00157966965630351	0.00147581646279212	0.00122998412134609	0.00377486052394622	0.00589867000124706	0.00147581646279212	0.00574055396338746	0.00204650618351632	0.00204650618351632	0.00589867000124706
"Paragenipa_wrightii"	0.0544402480276758	0.0554473821094831	0.0219207198883165	0.0244985252623443	0.0204710645923575	0.00368413279932639	0.0310224162532072	0.0242253801850329	0.0211777422172066	1.04710989255486	0.0293358294435208	0.0196919350730989	0.284385009781461	0.0101195208581189	0.293358294435208	0.00655546901772573	0.00462061517579026	0.00554840538495385	0.00174989466159602	0.00806631103850742	0.00236391679481709	0.00462061517579026	0.00174989466159602	0.00516173876032227	0.00201878168208608	0.00462061517579026	0.00453668733563965	0.00274008998603956	0.00274008998603956	0.00201878168208608
