"Nephrosperma_vanhoutteanum"	"Memecylon_eleagni"	"Cinnamomum_verum"	"Canthium_bibracteatum"	"Paragenipa_wrightii"	"Erythroxylum_sechellarum"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp2_M_PL_086"	"Phelsuma_sp1_M_PL_086"	"Megachile_seychellensis"	"Hemipyrellia_sp1_M_PL_086"	"Plagiostenopterina_cyanosoma"	"Unidentified_sp1_M_PL_086"	"Lygistorrhina_sp1_M_PL_086"	"Unidentified_sp4_M_PL_086"	"Musca_domestica"	"Nectarinia_dussumieri"	"Physiphoa_azurea"	"Unidentified_sp3_M_PL_086"
"Nephrosperma_vanhoutteanum"	1.20929399060049	0.0299729647760846	0.0267742949681834	0.0252443352557158	0.0113285364608575	0.030719211272007	0.0920443587444675	0.0840475298288878	0.0755808744125303	0.0755808744125303	0.0849081321671507	0.00755417608030889	0.00141606705760719	0.0830741156065515	0.0051198685453345	0.00141606705760719	0.00334678687102292	0.00141606705760719	0.0755808744125303	0.0755808744125303
"Memecylon_eleagni"	0.119891859104339	1.10040417224872	0.0368038478733802	0.0347007708520442	0.0366222783811309	0.00491040487372043	0.297556011846689	0.0129121229904804	0.00749324119402115	0.00749324119402116	0.0140951038149819	0.0103839427928466	0.00457778479764137	0.282594284256201	0.000818400812286738	0.00457778479764137	0.00460048098417252	0.00457778479764137	0.00749324119402116	0.00749324119402116
"Cinnamomum_verum"	0.0535485899363668	0.0184019239366901	1.15227787625658	0.0578619976133493	0.02020320858202	0.0310397370083246	0.164151069728912	0.152554810904483	0.00334678687102292	0.00334678687102292	0.0181637426413019	0.153678400800964	0.0025254010727525	0.00794726785519545	0.00517328950138743	0.0025254010727525	0.144034734532073	0.0025254010727525	0.00334678687102292	0.00334678687102292
"Canthium_bibracteatum"	0.0673182273485754	0.0231338472346961	0.0771493301511324	1.10131222557107	0.0253983193602537	0.039021383667608	0.206361344802061	0.0203546194227788	0.00420738920928596	0.00420738920928596	0.194262990749065	0.19319570386407	0.00317478992003171	0.00999085101795999	0.00650356394460134	0.00317478992003171	0.00964366626889155	0.00317478992003171	0.00420738920928596	0.00420738920928596
"Paragenipa_wrightii"	0.0226570729217151	0.0183111391905655	0.02020320858202	0.0190487395201903	1.251461755356	0.00165141776283844	0.168126762267533	0.0042167044241661	0.00141606705760719	0.00141606705760719	0.00486609327144531	0.00570019099278421	0.1564327194195	0.00599385185524856	0.000275236293806406	0.1564327194195	0.0025254010727525	0.156432719419501	0.00141606705760719	0.00141606705760719
"Erythroxylum_sechellarum"	0.081917896725352	0.00327360324914695	0.0413863160110994	0.039021383667608	0.00220189035045125	1.16553224332968	0.0178903590974164	0.204548531935001	0.0051198685453345	0.0051198685453345	0.205878806378215	0.0116768534459888	0.000275236293806406	0.00593826935762124	0.194255373888279	0.000275236293806406	0.00517328950138742	0.000275236293806406	0.0051198685453345	0.0051198685453345
"Apis_mellifera"	0.147270973991148	0.119022404738676	0.13132085578313	0.123816806881237	0.134501409814027	0.0107342154584498	1.09282395473897	0.0274085787570796	0.00920443587444675	0.00920443587444675	0.0316296062643945	0.0370512414530973	0.0168126762267533	0.0389600370591156	0.00178903590974164	0.0168126762267533	0.0164151069728912	0.0168126762267533	0.00920443587444675	0.00920443587444675
"Lasioglossum_mahense"	0.224126746210367	0.00860808199365361	0.203406414539311	0.0203546194227788	0.0056222725655548	0.204548531935001	0.0456809645951327	1.07352514544473	0.014007921638148	0.014007921638148	0.0514917801977779	0.028818238387877	0.000702784070694349	0.0161599421365614	0.0340914219891669	0.000702784070694349	0.0254258018174139	0.000702784070694349	0.014007921638148	0.014007921638148
"Unidentified_sp2_M_PL_086"	0.604646995300242	0.0149864823880423	0.0133871474840917	0.0126221676278579	0.00566426823042877	0.0153596056360035	0.0460221793722338	0.0420237649144438	1.03779043720626	0.0377904372062651	0.0424540660835754	0.00377708804015444	0.000708033528803596	0.0415370578032757	0.00255993427266725	0.000708033528803596	0.00167339343551146	0.000708033528803596	0.0377904372062652	0.0377904372062652
"Phelsuma_sp1_M_PL_086"	0.604646995300243	0.0149864823880423	0.0133871474840917	0.0126221676278579	0.00566426823042877	0.0153596056360035	0.0460221793722338	0.0420237649144439	0.0377904372062652	1.03779043720626	0.0424540660835754	0.00377708804015444	0.000708033528803596	0.0415370578032757	0.00255993427266725	0.000708033528803596	0.00167339343551146	0.000708033528803597	0.0377904372062652	0.0377904372062652
