"Nephrosperma_vanhoutteanum"	"Memecylon_eleagni"	"Cinnamomum_verum"	"Canthium_bibracteatum"	"Paragenipa_wrightii"	"Erythroxylum_sechellarum"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp2_M_PL_086"	"Phelsuma_sp1_M_PL_086"	"Megachile_seychellensis"	"Hemipyrellia_sp1_M_PL_086"	"Plagiostenopterina_cyanosoma"	"Unidentified_sp1_M_PL_086"	"Lygistorrhina_sp1_M_PL_086"	"Unidentified_sp4_M_PL_086"	"Musca_domestica"	"Nectarinia_dussumieri"	"Physiphoa_azurea"	"Unidentified_sp3_M_PL_086"
"Megachile_seychellensis"	0.226421685779069	0.00939673587665461	0.0242183235217359	0.194262990749065	0.00648812436192708	0.205878806378215	0.0527160104406575	0.051491780197778	0.0141513553611918	0.0141513553611918	1.0808416548824	0.0354044555650612	0.000811015545240885	0.0165005393303554	0.0343131343963692	0.000811015545240885	0.00302729044021698	0.000811015545240885	0.0141513553611918	0.0141513553611918
"Hemipyrellia_sp1_M_PL_086"	0.0302167043212355	0.0103839427928466	0.307356801601929	0.289793555796104	0.0114003819855684	0.0175152801689831	0.0926281036327434	0.0432273575818155	0.00188854402007722	0.00188854402007722	0.0531066833475918	1.08671852616626	0.00142504774819605	0.00448452971828886	0.00291921336149719	0.00142504774819605	0.0384196002002411	0.00142504774819605	0.00188854402007722	0.00188854402007722
"Plagiostenopterina_cyanosoma"	0.0113285364608575	0.00915556959528273	0.01010160429101	0.00952436976009513	0.625730877678002	0.000825708881419219	0.0840633811337667	0.00210835221208305	0.000708033528803596	0.000708033528803596	0.00243304663572265	0.0028500954963921	1.07821635970975	0.00299692592762428	0.000137618146903203	0.0782163597097502	0.00126270053637625	0.0782163597097503	0.000708033528803596	0.000708033528803596
"Unidentified_sp1_M_PL_086"	0.332296462426206	0.282594284256201	0.0158945357103909	0.01498627652694	0.0119877037104971	0.00890740403643186	0.0974000926477891	0.024239913204842	0.0207685289016379	0.0207685289016379	0.0247508089955332	0.00448452971828886	0.00149846296381214	1.09141709996569	0.00148456733940531	0.00149846296381214	0.00198681696379886	0.00149846296381214	0.0207685289016379	0.0207685289016379
"Lygistorrhina_sp1_M_PL_086"	0.040958948362676	0.00163680162457347	0.0206931580055497	0.019510691833804	0.00110094517522562	0.582766121664838	0.0089451795487082	0.102274265967501	0.00255993427266725	0.00255993427266725	0.102939403189108	0.00583842672299438	0.000137618146903203	0.00296913467881062	1.09712768694414	0.000137618146903203	0.00258664475069371	0.000137618146903203	0.00255993427266725	0.00255993427266725
"Unidentified_sp4_M_PL_086"	0.0113285364608575	0.00915556959528273	0.01010160429101	0.00952436976009513	0.625730877678002	0.000825708881419219	0.0840633811337667	0.00210835221208305	0.000708033528803596	0.000708033528803596	0.00243304663572265	0.0028500954963921	0.0782163597097502	0.00299692592762428	0.000137618146903203	1.07821635970975	0.00126270053637625	0.0782163597097502	0.000708033528803597	0.000708033528803597
"Musca_domestica"	0.0267742949681834	0.00920096196834505	0.576138938128291	0.0289309988066747	0.01010160429101	0.0155198685041623	0.0820755348644562	0.0762774054522416	0.00167339343551146	0.00167339343551146	0.00908187132065095	0.0768392004004822	0.00126270053637625	0.00397363392759772	0.00258664475069371	0.00126270053637625	1.07201736726604	0.00126270053637625	0.00167339343551146	0.00167339343551146
"Nectarinia_dussumieri"	0.0113285364608575	0.00915556959528274	0.01010160429101	0.00952436976009513	0.625730877678002	0.000825708881419219	0.0840633811337667	0.00210835221208305	0.000708033528803597	0.000708033528803597	0.00243304663572265	0.0028500954963921	0.0782163597097503	0.00299692592762428	0.000137618146903203	0.0782163597097503	0.00126270053637625	1.07821635970975	0.000708033528803597	0.000708033528803597
"Physiphoa_azurea"	0.604646995300242	0.0149864823880423	0.0133871474840917	0.0126221676278579	0.00566426823042877	0.0153596056360035	0.0460221793722338	0.0420237649144439	0.0377904372062651	0.0377904372062652	0.0424540660835754	0.00377708804015444	0.000708033528803597	0.0415370578032757	0.00255993427266725	0.000708033528803597	0.00167339343551146	0.000708033528803597	1.03779043720627	0.0377904372062652
"Unidentified_sp3_M_PL_086"	0.604646995300242	0.0149864823880423	0.0133871474840917	0.0126221676278579	0.00566426823042877	0.0153596056360035	0.0460221793722338	0.0420237649144439	0.0377904372062651	0.0377904372062652	0.0424540660835754	0.00377708804015444	0.000708033528803597	0.0415370578032757	0.00255993427266725	0.000708033528803597	0.00167339343551146	0.000708033528803597	0.0377904372062652	1.03779043720627
