"Bouvardia_ternifolia"	"Salvia_elegans"	"Penstemon_roseus"	"Castilleja_tenuiflora"	"Penstemon_gentianoides"	"Prunella_vulgaris"	"Castilleja_scorzonerifolia"	"Salvia_mocinoi"	"Hylocharis_leucotis"	"Archilochus_colubris"	"Eugenes_fulgens"	"Lampornis_clemenciae"	"Colibri_thalassinus"	"Selasphorus_platycercus"	"Selasphorus_rufus"	"Selasphorus_sasin"
"Bouvardia_ternifolia"	1.05880498639822	0.0636470698223453	0.0636470698223453	0.033717849570486	0.0588049863982206	0.0214651793899882	0.0166230959658636	0.0166230959658636	0.132984767726908	0.122526701804978	0.132984767726908	0.119716881007437	0.119716881007437	0.0129122224643325	0.0129122224643325	0.0129122224643325
"Salvia_elegans"	0.0397794186389658	1.06959045004884	0.0695904500488398	0.0498017775528653	0.0397794186389658	0.0414712937415349	0.0116602623316609	0.0116602623316609	0.0932820986532875	0.0833048381133036	0.0932820986532875	0.0791546899838982	0.0791546899838982	0.0794960837596639	0.0794960837596639	0.0794960837596639
"Penstemon_roseus"	0.0397794186389658	0.0695904500488398	1.06959045004884	0.0498017775528653	0.0397794186389658	0.0414712937415349	0.0116602623316609	0.0116602623316609	0.0932820986532875	0.0833048381133036	0.0932820986532875	0.0791546899838982	0.0791546899838982	0.0794960837596639	0.0794960837596639	0.0794960837596639
"Castilleja_tenuiflora"	0.028098207975405	0.066402370070487	0.066402370070487	1.06292238560701	0.028098207975405	0.0526727052748997	0.0143685431798177	0.0143685431798177	0.114948345438542	0.102496803321143	0.114948345438542	0.0139199378538919	0.0139199378538919	0.102144432253552	0.102144432253552	0.102144432253552
"Penstemon_gentianoides"	0.0588049863982206	0.0636470698223453	0.0636470698223453	0.033717849570486	1.05880498639822	0.0214651793899882	0.0166230959658636	0.0166230959658636	0.132984767726908	0.122526701804978	0.132984767726908	0.119716881007437	0.119716881007437	0.0129122224643325	0.0129122224643325	0.0129122224643325
"Prunella_vulgaris"	0.0214651793899882	0.0663540699864559	0.0663540699864559	0.0632072463298797	0.0214651793899882	1.0614217898145	0.0165328992180326	0.0165328992180326	0.132263193744261	0.0178545651537946	0.132263193744261	0.0125872946263046	0.0125872946263046	0.119703708257247	0.119703708257247	0.119703708257247
"Castilleja_scorzonerifolia"	0.0415577399146589	0.0466410493266438	0.0466410493266438	0.0431056295394532	0.0415577399146589	0.0413322480450815	1.0362489386331	0.0362489386330967	0.289991509064773	0.0177338149437167	0.289991509064773	0.0141416791487622	0.0141416791487622	0.0135554917652931	0.0135554917652931	0.0135554917652931
"Salvia_mocinoi"	0.0415577399146589	0.0466410493266438	0.0466410493266438	0.0431056295394532	0.0415577399146589	0.0413322480450815	0.0362489386330967	1.0362489386331	0.289991509064773	0.0177338149437167	0.289991509064773	0.0141416791487622	0.0141416791487622	0.0135554917652931	0.0135554917652931	0.0135554917652931
"Hylocharis_leucotis"	0.0831154798293177	0.0932820986532875	0.0932820986532875	0.0862112590789064	0.0831154798293177	0.0826644960901631	0.0724978772661933	0.0724978772661933	1.07998301812955	0.0354676298874334	0.0799830181295463	0.0282833582975245	0.0282833582975245	0.0271109835305861	0.0271109835305861	0.0271109835305861
"Archilochus_colubris"	0.122526701804978	0.133287740981286	0.133287740981286	0.122996163985372	0.122526701804978	0.0178545651537946	0.00709352597748667	0.00709352597748667	0.0567482078198934	1.05141598831577	0.0567482078198933	0.0411663079836563	0.0411663079836563	0.0286961044701545	0.0286961044701545	0.0286961044701545
"Eugenes_fulgens"	0.0831154798293177	0.0932820986532875	0.0932820986532875	0.0862112590789064	0.0831154798293177	0.0826644960901631	0.0724978772661933	0.0724978772661933	0.0799830181295463	0.0354676298874334	1.07998301812955	0.0282833582975245	0.0282833582975245	0.0271109835305861	0.0271109835305861	0.0271109835305861
"Lampornis_clemenciae"	0.149646101259297	0.158309379967796	0.158309379967796	0.0208799067808378	0.149646101259297	0.0157341182828808	0.00707083957438112	0.00707083957438112	0.056566716595049	0.0514578849795704	0.056566716595049	1.04971789274783	0.0497178927478339	0.0231020765559991	0.0231020765559991	0.0231020765559991
"Colibri_thalassinus"	0.149646101259297	0.158309379967796	0.158309379967796	0.0208799067808378	0.149646101259297	0.0157341182828808	0.00707083957438112	0.00707083957438112	0.056566716595049	0.0514578849795704	0.056566716595049	0.0497178927478339	1.04971789274783	0.0231020765559991	0.0231020765559991	0.0231020765559991
"Selasphorus_platycercus"	0.0161402780804156	0.158992167519328	0.158992167519328	0.153216648380328	0.0161402780804156	0.149629635321559	0.00677774588264653	0.00677774588264653	0.0542219670611722	0.0358701305876931	0.0542219670611722	0.0231020765559991	0.0231020765559991	1.04760503850377	0.0476050385037659	0.0476050385037659
"Selasphorus_rufus"	0.0161402780804156	0.158992167519328	0.158992167519328	0.153216648380328	0.0161402780804156	0.149629635321559	0.00677774588264653	0.00677774588264653	0.0542219670611722	0.0358701305876931	0.0542219670611722	0.0231020765559991	0.0231020765559991	0.0476050385037659	1.04760503850377	0.0476050385037659
"Selasphorus_sasin"	0.0161402780804156	0.158992167519328	0.158992167519328	0.153216648380328	0.0161402780804156	0.149629635321559	0.00677774588264653	0.00677774588264653	0.0542219670611722	0.0358701305876931	0.0542219670611722	0.0231020765559991	0.0231020765559991	0.0476050385037659	0.0476050385037659	1.04760503850377
