"Lasiopodomys_brandtii"	"Spermophilus_undulatus"	"Marmota_sibirica"	"Ellobius_tancrei"	"Alticola_argentatus"	"Allactaga_sibirica"	"Phodopus_sungorus"	"Amphipsylla_primaris"	"Neopsylla_mana"	"Citellophilus_tesquorum"	"Oropsylla_silantiewi"	"Frontopsylla_hetera"	"Rhadinopsylla_dahurica"	"Amalaraeus_penicilliger"	"Neopsylla_pleskei"	"Rhadinopsylla_li"	"Oropsylla_alaskensis"	"Amphipsylla_dumalis"	"Rhadinopsylla_rothschildi"	"Frontopsylla_elatoides"	"Paradoxopsyllus_scorodumovi"	"Ctenophyllus_hirticrus"	"Paramonopsyllus_scalonae"	"Frontopsylla_elata"	"Pectinoctenus_pavlovskii"	"Frontopsylla_luculenta"	"Ophthalmopsylla_praefecta"
"Lasiopodomys_brandtii"	1.18720294954952	0.0806086155393475	0.0326191924899134	0.013585326528397	0.0124532159843639	0	0.00686403324179662	0.0541395083568057	0.0568577743976318	0.0514802493134747	0.0514802493134747	0.054912265934373	0.0456616519057506	0.0456616519057506	0.0487619832726485	0.0487619832726485	0.0487619832726485	0.00226422108806616	0.0456616519057506	0.00310033136689798	0.0058185974077241	0.0058185974077241	0.00310033136689798	0.00310033136689798	0.0456616519057506	0.0456616519057506	0
"Spermophilus_undulatus"	0.0806086155393475	1.16474362948783	0.0549642854153755	0.01357547835079	0.0124441884882242	0	0.00699713605176321	0.0532717901174639	0.0578521472354118	0.0524785203882241	0.0524785203882241	0.0559770884141057	0.00310033136689798	0.00310033136689798	0.0478981632702762	0.0478981632702762	0.0478981632702762	0.00226257972513167	0.00310033136689798	0.0447978319033782	0.0493781890213261	0.0493781890213261	0.0447978319033782	0.0447978319033782	0.00310033136689798	0.00310033136689798	0
"Marmota_sibirica"	0.070674917061479	0.119089285066647	1.10518365291209	0.0131126140032624	0.0120198961696572	0	0.0132529681201931	0.0124890328683988	0.104587670611073	0.0993972609014486	0.0993972609014486	0.106023744961545	0.00271826604082612	0.00271826604082612	0.00729862315877408	0.00729862315877408	0.00729862315877408	0.0021854356672104	0.00271826604082612	0.00458035711794796	0.0966789948606225	0.0966789948606225	0.00458035711794796	0.00458035711794796	0.00271826604082612	0.00271826604082612	0
"Ellobius_tancrei"	0.0588697482897202	0.0588270728534233	0.0262252280065248	1.14183460138414	0.0466817179354659	0	0.000894964864054429	0.206502997194422	0.208688432861632	0.00671223648040823	0.00671223648040822	0.00715971891243544	0.00226422108806616	0.00226422108806616	0.00452680081319783	0.00452680081319783	0.00452680081319783	0.190305766897357	0.00226422108806616	0.00226257972513167	0.00444801539234206	0.00444801539234206	0.00226257972513167	0.00226257972513167	0.00226422108806616	0.00226422108806616	0
"Alticola_argentatus"	0.0809459038983653	0.0808872251734571	0.0360596885089715	0.0700225769031989	1.06418736216127	0	0.00123057668807484	0.28394162114233	0.286946595184744	0.00922932516056131	0.0092293251605613	0.00984461350459872	0.00311330399609097	0.00311330399609097	0.00622435111814702	0.00622435111814701	0.00622435111814702	0.0116704294838665	0.00311330399609097	0.00311104712205604	0.00611602116447034	0.00611602116447034	0.00311104712205604	0.00311104712205604	0.00311330399609097	0.00311330399609097	0
"Allactaga_sibirica"	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667
"Phodopus_sungorus"	0.089232432143356	0.0909627686729218	0.079517808721159	0.00268489459216329	0.00246115337614968	0	1.06847427582758	0.00799335542284455	0.0146198394829411	0.0135570687068765	0.0135570687068765	0.547794206620668	0.00343201662089831	0.00343201662089831	0.00693058464677992	0.00693058464677992	0.00693058464677992	0.000447482432027215	0.00343201662089831	0.00349856802588161	0.0101250520859782	0.0101250520859782	0.00349856802588161	0.00349856802588161	0.00343201662089831	0.00343201662089831	0
"Amphipsylla_primaris"	0.175953402159618	0.173133317881758	0.0187335493025982	0.154877247895816	0.141970810571165	0	0.00199833885571114	1.07473198960138	0.0762931187099275	0.0149875414178335	0.0149875414178335	0.0159867108456891	0.00676743854460071	0.00676743854460071	0.0134264123092837	0.0134264123092837	0.0134264123092837	0.0258128746493027	0.00676743854460071	0.00665897376468299	0.00822010287323283	0.00822010287323283	0.00665897376468299	0.00665897376468299	0.00676743854460071	0.00676743854460071	0
"Neopsylla_mana"	0.147830213433843	0.150415582812071	0.125505204733288	0.125213059716979	0.114778638073898	0	0.00292396789658822	0.061034494967942	1.07149326202905	0.0219297592244117	0.0219297592244117	0.0233917431727058	0.00568577743976318	0.00568577743976318	0.0114709921633044	0.0114709921633044	0.0114709921633044	0.0208688432861632	0.00568577743976318	0.00578521472354119	0.0162439817846485	0.0162439817846485	0.00578521472354118	0.00578521472354118	0.00568577743976318	0.00568577743976318	0
"Citellophilus_tesquorum"	0.22308108035839	0.227406921682305	0.198794521802897	0.00671223648040823	0.0061528834403742	0	0.00451902290229216	0.0199833885571114	0.0365495987073528	1.03389267176719	0.0338926717671912	0.0361521832183373	0.00858004155224578	0.00858004155224578	0.0173264616169498	0.0173264616169498	0.0173264616169498	0.00111870608006804	0.00858004155224578	0.00874642006470402	0.0253126302149455	0.0253126302149455	0.00874642006470402	0.00874642006470402	0.00858004155224578	0.00858004155224578	0
"Oropsylla_silantiewi"	0.22308108035839	0.227406921682305	0.198794521802897	0.00671223648040823	0.00615288344037421	0	0.00451902290229216	0.0199833885571114	0.0365495987073528	0.0338926717671912	1.03389267176719	0.0361521832183373	0.00858004155224578	0.00858004155224578	0.0173264616169498	0.0173264616169498	0.0173264616169498	0.00111870608006804	0.00858004155224578	0.00874642006470402	0.0253126302149455	0.0253126302149455	0.00874642006470402	0.00874642006470402	0.00858004155224578	0.00858004155224578	0
"Frontopsylla_hetera"	0.178464864286712	0.181925537345844	0.159035617442318	0.00536978918432658	0.00492230675229936	0	0.136948551655167	0.0159867108456891	0.0292396789658823	0.027114137413753	0.027114137413753	1.09558841324134	0.00686403324179663	0.00686403324179662	0.0138611692935598	0.0138611692935598	0.0138611692935598	0.00089496486405443	0.00686403324179662	0.00699713605176322	0.0202501041719564	0.0202501041719564	0.00699713605176322	0.00699713605176322	0.00686403324179662	0.00686403324179662	0
"Rhadinopsylla_dahurica"	0.593601474774757	0.0403043077696738	0.0163095962449567	0.00679266326419849	0.00622660799218195	0	0.00343201662089831	0.0270697541784029	0.0284288871988159	0.0257401246567373	0.0257401246567373	0.0274561329671865	1.02283082595288	0.0228308259528753	0.0243809916363243	0.0243809916363243	0.0243809916363243	0.00113211054403308	0.0228308259528753	0.00155016568344899	0.00290929870386205	0.00290929870386205	0.00155016568344899	0.00155016568344899	0.0228308259528753	0.0228308259528753	0
"Amalaraeus_penicilliger"	0.593601474774758	0.0403043077696738	0.0163095962449567	0.00679266326419849	0.00622660799218195	0	0.00343201662089831	0.0270697541784028	0.0284288871988159	0.0257401246567373	0.0257401246567373	0.0274561329671865	0.0228308259528753	1.02283082595288	0.0243809916363243	0.0243809916363243	0.0243809916363243	0.00113211054403308	0.0228308259528753	0.00155016568344899	0.00290929870386205	0.00290929870386205	0.00155016568344899	0.00155016568344899	0.0228308259528753	0.0228308259528753	0
"Neopsylla_pleskei"	0.316952891272216	0.311338061256795	0.0218958694763222	0.00679020121979674	0.00622435111814702	0	0.00346529232338996	0.0268528246185674	0.0286774804082609	0.0259896924254247	0.0259896924254247	0.0277223385871197	0.0121904958181621	0.0121904958181621	1.02416503663573	0.0241650366357312	0.0241650366357312	0.00113170020329946	0.0121904958181621	0.011974540817569	0.0137991966072626	0.0137991966072626	0.011974540817569	0.011974540817569	0.0121904958181621	0.0121904958181621	0
"Rhadinopsylla_li"	0.316952891272216	0.311338061256795	0.0218958694763222	0.00679020121979675	0.00622435111814702	0	0.00346529232338996	0.0268528246185674	0.0286774804082609	0.0259896924254247	0.0259896924254247	0.0277223385871197	0.0121904958181621	0.0121904958181621	0.0241650366357312	1.02416503663573	0.0241650366357312	0.00113170020329946	0.0121904958181621	0.011974540817569	0.0137991966072626	0.0137991966072626	0.011974540817569	0.011974540817569	0.0121904958181621	0.0121904958181621	0
