"Clethrionomys_rutilus"	"Microtus_oeconomus"	"Clethrionomys_rufocanus"	"Tamias_sibiricus"	"Sorex_caecutiens"	"Sorex_arcticus"	"Sciurus_vulgaris"	"Sorex_daphaenodon"	"Alticola_macrotis"	"Lemmus_sibiricus"	"Spermophilus_parryii"	"Sorex_cinereus"	"Sorex_minutissimus"	"Sorex_roboratus"	"Megabothris_advenarius"	"Catallagia_dacenkoi"	"Corrodopsylla_birulai"	"Megabothris_calcarifer"	"Amalaraeus_penicilliger"	"Ceratophyllus_indages"	"Catallagia_ioffi"	"Tarsopsylla_octodecimdentata"	"Oropsylla_alaskensis"	"Megabothris_beljaevi"	"Amphipsylla_marikovskii"	"Rhadinopsylla_pseudodahurica"	"Peromyscopsylla_ostsibirica"	"Ctenophyllus_armatus"	"Neopsylla_acanthina"
"Clethrionomys_rutilus"	1.09998516351914	0.0474313597704673	0.0666895061304506	0.0240666719140999	0.0153026382190341	0.00579602830071434	0.000740512981972305	0.0169119549564552	0.0256843348976898	0.0163159388055291	0	0.00579602830071434	0.00430659776853146	0.00430659776853146	0.0728001700970356	0.0775187598335663	0.0695523396085721	0.0680932888720935	0.0651237400681984	0.00259179543690307	0.0675304072596084	0.000185128245493076	0	0.00256843348976898	0.0625553065784294	0.0591673523091103	0.0615740195005203	0.00240666719140999	0.0549992581759572
"Microtus_oeconomus"	0.0677590853863818	1.06282907273697	0.0582045895117272	0.0185186030402677	0.0203677723869847	0.00786051873999506	0.000569803170469776	0.0226005648066463	0.0338052969855823	0.0215370915989655	0	0.00786051873999506	0.00571020811467536	0.00571020811467536	0.0951586374524002	0.102783746064157	0.0943262248799407	0.0902983795197588	0.0863226331507151	0.00199431109664422	0.0881744934547418	0.000142450792617444	0	0.00338052969855823	0.0829421034521568	0.00702574111380204	0.00887760141782882	0.00185186030402677	0.00338795426931909
"Clethrionomys_rufocanus"	0.0833618826630632	0.0509290158227613	1.08016481325653	0.0289693123813681	0.0123579123974793	0.00111302233996048	0.000891363457888248	0.0142662761740957	0.0307069801484857	0.0193365554315634	0	0.00111302233996048	0.00506158846009062	0.00506158846009062	0.0865662223639948	0.0911085922816313	0.0133562680795257	0.0809166537404455	0.0783868798210176	0.00311977210260887	0.0812838110591544	0.000222840864472062	0	0.00307069801484857	0.075316181806169	0.071678394961686	0.0745753261998229	0.00289693123813681	0.00416809413315316
"Tamias_sibiricus"	0.0481333438281998	0.0259260442563748	0.0463508998101889	1.12764799782853	0.0103644145789845	0.000579110422305922	0.0346968614716471	0.00230570832058575	0.0244439486253563	0.0107179103410634	0	0.000579110422305922	0.000793991713894989	0.000793991713894989	0.12587837419897	0.0142918508501098	0.00694932506767106	0.00932606184384843	0.0095998535961092	0.121439015150765	0.122364653378962	0.00867421536791177	0	0.00244439486253563	0.00715545873357357	0.0053035984295468	0.1180683982124	0.112764799782853	0.00240666719140999
"Sorex_caecutiens"	0.0510087940634469	0.0475248022362977	0.0329544330599448	0.0172740242983075	1.04181584042841	0.0167791411519159	0.000531508439947923	0.0299370649920176	0.0291218346437844	0.0267824973658519	0	0.0167791411519159	0.0114121257507456	0.0114121257507456	0.190744029360503	0.205418263513421	0.20134969382299	0.0174579808935613	0.0109169039649615	0.00186027953981773	0.0126443063947922	0.000132877109986981	0	0.00291218346437844	0.00800472050058301	0.00461009176941889	0.00633749419924964	0.00172740242983075	0.00255043970317234
"Sorex_arcticus"	0.0579602830071434	0.0550236311799654	0.00890417871968383	0.00289555211152961	0.0503374234557476	1.04760709721228	8.90939111239879e-05	0.0507613514326725	0.00476642406459004	0.00438795990140133	0	0.047607097212281	0.00149662056245672	0.00149662056245672	0.0172718795341384	0.0269391701242209	0.571285166547372	0.0165763365793472	0.00786142709679395	0.000311828688933958	0.00815098230794691	2.2273477780997e-05	0	0.000476642406459004	0.00738478469033494	0.00345452532033741	0.00374408053149037	0.000289555211152961	0.00289801415035717
"Sciurus_vulgaris"	0.00370256490986152	0.00199431109664422	0.00356545383155299	0.0867421536791178	0.000797262659921885	4.4546955561994e-05	1.2334382201132	0.000177362178506596	0.00188030374041202	0.000824454641620263	0	4.4546955561994e-05	6.10762856842299e-05	6.10762856842299e-05	0.00968295186145925	0.00109937314231614	0.000534563466743928	0.000717389372603726	0.000738450276623785	0.317033770396213	0.00941266564453556	0.308359555028301	0	0.000188030374041202	0.000550419902582582	0.000407969109965138	0.00908218447787691	0.00867421536791178	0.000185128245493076
"Sorex_daphaenodon"	0.0563731831881838	0.0527346512155081	0.0380434031309217	0.00384284720097626	0.0299370649920176	0.0169204504775575	0.000118241452337731	1.04730014676368	0.0162498628939243	0.0318995900604827	0	0.0169204504775575	0.0114967207400954	0.0114967207400954	0.0212785128411063	0.206940973321717	0.20304540573069	0.188829755460226	0.0105881189455919	0.000413845083182058	0.0109724036656896	2.95603630844327e-05	0	0.00162498628939243	0.00896313265619952	0.0051963718550918	0.00558065657518943	0.000384284720097626	0.00281865915940919
"Alticola_macrotis"	0.0513686697953797	0.0473274157798153	0.0491311682375772	0.0244439486253563	0.0174731007862706	0.000953284812918008	0.000752121496164808	0.00974991773635456	1.09842984283593	0.0178823193789249	0	0.000953284812918008	0.00743412951786431	0.00743412951786431	0.127199610376837	0.133814331321558	0.0114394177550161	0.0136250340557224	0.118862645486768	0.00263242523657683	0.121307040349304	0.000188030374041202	0	0.109842984283593	0.00901966120317579	0.00563913150461756	0.00808352636715319	0.00244439486253563	0.00256843348976898
"Lemmus_sibiricus"	0.0543864626850969	0.0502532137309196	0.0515641478175023	0.0178631839017724	0.0267824973658519	0.00146265330046711	0.000549636427746842	0.0318995900604827	0.0298038656315415	1.04420813253932	0	0.00146265330046711	0.0115486482860846	0.0115486482860846	0.192796740910202	0.207875669149524	0.0175518396056053	0.188882884739309	0.0125119842024971	0.00192372749711395	0.0142983025926744	0.000137409106936711	0	0.00298038656315414	0.00953159763934299	0.00594208237284874	0.00772840076302598	0.00178631839017724	0.00271932313425484
