"Ziziphus_cotinifolia"	"Caesalpinia_pyramidalis"	"Erythroxylon_catingae"	"Senna_spectabilis"	"Sidastrum_paniculatum"	"Cardiospermum_corindum"	"Capparis_yco"	"Melochia_tomentosa"	"Eugenia_rosea"	"Peltogyne_pauciflora"	"Opuntia_palmadora"	"Chlorophora_tinctoria"	"Echinodorus_subulatus"	"Sideroxylon_obtusifolium"	"Passiflora_foetida"	"Acacia_bahiensis"	"Sida_galheirensis"	"Solanum_paniculatum"	"Chaetocalyx_scandens"	"Tabebuia_heptaphylla"	"Herissantia_crispa"	"Boerhavia_coccinia"	"Syagrus_vagans"	"Sida_sp."	"Alternanthera_brasiliana"	"Gomphrena_holosericea"	"Hydrocleis_nymphaeoides"	"Rhaphiodon_echinus"	"Mimosa_arenosa"	"Chamaecrista_belemii"	"Cordia_aff._globosa"	"Herissantia_tiubae"	"Jatropha_mollissima"	"Capparis_jacobinae"	"Cereus_peruvianus"	"Poeppigia_procera"	"Anacardium_occidentale"	"Portulaca_marginata"	"Stigmaphyllon_auriculatum"	"Portulaca_elatior"	"Jacquemontia_sp."	"Lippia_pohliana"	"Mollugo_verticillata"	"Oxalis_sp."	"Nymphoides_indica"	"Cordia_latiloba"	"Evolvulus_glomeratus"	"Solanum_gardnerii"	"Croton_echioides"	"Polybia_ignobilis"	"Polybia_sericea"	"Polistes_Canadensis"	"Polybia_paulista"	"Brachygastra_lecheguana"	"Polybia_occidentalis"	"Protonectarina_sylveirae"	"Mischocyttarus_lanei"	"Protopolybia_ex?ua"	"Mischocyttarus_cerberus"	"Polistes_billardieri"	"Polistes_cinerascens"	"Polistes_versicolor"	"Apis_mellifera"	"Trigona_spinipes"	"Frieseomelitta_silvestrii"	"Plebeia_sp."	"Trigonisca_intermedia"	"Melipona_asilvai"	"Partamona_sp."	"Bombus_brevivillus"	"Bombus_morio"	"Melipona_quadrifasciata"	"Trigona_gr._fuscipennis"	"Trigonisca_sp."
"Ziziphus_cotinifolia"	1.09825535875212	0.0179482783619081	0.0213743190962488	0.0168239197314936	0.0182823513956237	0.014707355465814	0.013645020417073	0.00727932609257116	0.0105263554478158	0.0119716471627591	0.00637428805535419	0.00442593905367288	0.00547084760427988	0.00365319718494836	0.00497573820788337	0.00741562040756551	0.00772735163461058	0.00340347799387198	0.00330554779490328	0.0043524158708751	0.0034707916719227	0.00251744976683916	0.00263232400388579	0.0030558286038269	0.00312912277299245	0.00324399701003907	0.00202234037044266	0.00207224182445188	0.0020717736384883	0.00218711606149851	0.00218711606149851	0.00108631415006355	0.00108631415006355	0.00108631415006355	0.00351563757554835	0.00263401337659595	0.00245875662700778	0.000377206219162554	0.00123377415641497	0.00128320742446061	0.00128320742446061	0.00128320742446061	0.00128320742446061	0.000270884643158419	0.000788566214027689	0.000788566214027689	0.000788566214027689	0.000788566214027689	0.000788566214027689	0.044415869630939	0.0436449707544225	0.0436290524316609	0.0419564954241245	0.0077414463369324	0.0400851978430624	0.0405998375765017	0.036394440090243	0.00216707714526735	0.0323016281985916	0.0323016281985916	0.000817075303656333	0.0323016281985916	0.0504682376977721	0.0400845699115223	0.0362557259932195	0.0357122558971092	0.00330055441767235	0.0349752190855846	0.0333173143872374	0.000454957880785697	0.000454957880785697	0.000890596629010366	9.43015547906385e-05	0.0323016281985916
"Caesalpinia_pyramidalis"	0.0254267276793697	1.03088713221742	0.0197974791619905	0.0251984806263702	0.0149844110667023	0.0136302183008239	0.0196428171712962	0.0112611029103961	0.0112148057928859	0.015735235821452	0.00834221243200495	0.0132666278716993	0.00710299853654446	0.00640699613993832	0.00648705554459921	0.00540518447842861	0.00469691570763828	0.00608447349733698	0.0042595501124873	0.00573582536554696	0.00454553998751911	0.00323359658569885	0.00343559042707527	0.00393702746988595	0.00404331556219416	0.00424530940357057	0.0026176535937536	0.00269038310011338	0.00267911657281776	0.00289237694148979	0.00289237694148979	0.00311193657517532	0.00311193657517532	0.00311193657517532	0.00461765794827676	0.00342737257024891	0.00326472548619598	0.000503081720517504	0.00158043353966954	0.00164189651873369	0.00164189651873369	0.00164189651873369	0.00164189651873369	0.00607202897700634	0.00103722005408406	0.00103722005408406	0.00103722005408406	0.00103722005408406	0.00103722005408406	0.0568956074281035	0.0562075435649966	0.0558244816369456	0.0556547066221719	0.0539426295483725	0.0518450664647611	0.0525833553556265	0.0480015074736522	0.0485762318160507	0.000747844931746169	0.000747844931746169	0.000757234350045771	0.000747844931746169	0.0663820834613801	0.053460130370686	0.0479776700652041	0.0043093695445859	0.00440196505452816	0.00291708871032966	0.00158031221322963	0.000703818931899754	0.000703818931899754	0.000824894965082937	0.000125770430129376	0.000747844931746169
"Erythroxylon_catingae"	0.0302802853863524	0.0197974791619905	1.05125476242942	0.0201776672651449	0.0151356330508285	0.0175186933761913	0.0141524071314495	0.0113465729022387	0.0119473267124583	0.0102293281268779	0.00649410999889216	0.00559385732988576	0.00531418760650477	0.00645814714402925	0.00466666111253949	0.0098410822150282	0.0102674546172724	0.00616098479024004	0.00431922346266954	0.00386290638468579	0.00455596208931372	0.00329650491322139	0.0034359339511109	0.00402206110888033	0.00408312947707085	0.00422255851496036	0.0026489784192561	0.00272851320296104	0.00271073839791132	0.00286794224085055	0.00286794224085055	0.00309988225215264	0.00309988225215264	0.00309988225215264	0.00274254727847764	0.00343560298310557	0.00138793100436783	0.000397549997427249	0.00160848506475822	0.00167024504341344	0.00167024504341344	0.00167024504341344	0.00167024504341344	0.000319088541510501	0.00104049335449788	0.00104049335449788	0.00104049335449788	0.00104049335449788	0.00104049335449788	0.0579054623312959	0.0573926748477476	0.056788331476057	0.0548234665905803	0.0535441113390238	0.0530986729706865	0.0526924118293691	0.0480435678606561	0.00255270833208401	0.000890596629010366	0.000890596629010365	0.000973260743121738	0.000890596629010365	0.0665915746878642	0.00833850359687877	0.00509466657222492	0.0477852775164999	0.00347856247748843	0.0469495709671836	0.00173146513183417	0.000709160806389921	0.000709160806389921	0.0438022817678925	9.93874993568124e-05	0.000890596629010366
"Senna_spectabilis"	0.0286006635435392	0.0302381767516443	0.0242132007181739	1.0403944302493	0.013298148412934	0.00929678847882309	0.0238943419240717	0.010521343774626	0.0212443358043072	0.019204026531461	0.00490148054193226	0.0125292971752832	0.00281506773267339	0.00335112195736749	0.00276868028167876	0.010613967419617	0.00123583137385579	0.00559690825420052	0.00238519799405738	0.00287425319287611	0.00280235409926134	0.00218043872525249	0.00395526834050475	0.00463098429089041	0.003146217047045	0.00492104666229726	0.00213405127425786	0.000669553839007843	0.000562729913806127	0.0024443834542601	0.0024443834542601	0.00274200459256674	0.00274200459256674	0.00274200459256674	0.00317172868966514	0.00309982959605037	0.000695065481627986	0.00661604161070121	0.00182246808025126	0.000251146719799519	0.000251146719799519	0.000251146719799519	0.000251146719799519	0.00727101003484157	0.000311583194006608	0.000311583194006608	0.000311583194006608	0.000311583194006608	0.000311583194006608	0.0656088508890452	0.012171001930042	0.00853898847318364	0.0639840078076048	0.0631909563625634	0.0617873566340615	0.0613414208449628	0.0578289045146602	0.0581680802787326	0.000841195986574681	0.000841195986574681	0.000516488248823505	0.000841195986574681	0.0199413244164229	0.00920357490291307	0.0583374737088535	0.0567139993471995	0.0578903640936356	0.0025210465203874	0.00157998200951546	0.000657583985914126	0.000657583985914126	0.00100888336325724	0.0016540104026753	0.000841195986574681
"Sidastrum_paniculatum"	0.0345333304139558	0.019979214755603	0.0201808440677713	0.0147757204588156	1.03313550920156	0.0148032641927162	0.0127980526750835	0.0142861318659728	0.00909103060344968	0.00784522830649408	0.00811416190071316	0.00691251122252415	0.00661285940175196	0.00812309737586539	0.00578324197515334	0.00673932463554314	0.0059357705099223	0.00776113917860911	0.0054054161339943	0.00482551832985548	0.00573484762523445	0.00413080694677924	0.00434495430920243	0.00504345793673803	0.00515178068490245	0.00536592804732564	0.00330118952018062	0.00340392769967463	0.00339138175035169	0.00361807506209782	0.00361807506209782	0.00390209819891507	0.00390209819891507	0.00390209819891507	0.00341283396292486	0.00432216325830383	0.00166498097769704	0.000312884909248941	0.00201403438364261	0.00210422661381369	0.00210422661381369	0.00210422661381369	0.00210422661381369	0.000301667256890221	0.00128715513653801	0.00128715513653801	0.00128715513653801	0.00128715513653801	0.00128715513653801	0.072505237811134	0.0719702671466453	0.0715437048696654	0.0699275977667945	0.0679885196218037	0.0666473181680991	0.0667701786788481	0.00469918437275119	0.00241333805512176	0.00101568618864576	0.00101568618864576	0.000822403566262011	0.00101568618864576	0.0823779287384324	0.00906782018781691	0.00450767519874522	0.00408711562267107	0.00273774295592824	0.00342092957147186	0.05841210336651	0.000892883241623303	0.000892883241623303	0.000840868502823805	7.82212273122354e-05	0.00101568618864576
"Cardiospermum_corindum"	0.0277805603243153	0.0181736244010985	0.0233582578349217	0.0103297649764701	0.0148032641927162	1.0536071107081	0.0108780205806142	0.00973156550094004	0.00668095100975179	0.010325265833519	0.00867632403395938	0.00501122484252879	0.00920446267985039	0.00590724705504569	0.00833506554325903	0.00669202321356023	0.0133447548661825	0.00548154807450012	0.00548446281716362	0.00533246393195857	0.0037530667844346	0.00416993322852218	0.00237058900405973	0.00505876383661805	0.00522672780803532	0.00342738358357287	0.00330053609193081	0.00341180829373424	0.00345513230380425	0.00161246406927179	0.00161246406927179	0.00158271761465008	0.00158271761465008	0.00158271761465008	0.00593672781896792	0.00435733067144396	0.00412180830466685	0.000274770882358075	0.00202933051335937	0.00218392672523281	0.00218392672523281	0.00218392672523281	0.00218392672523281	0.000236646011082954	0.00127120557857144	0.00127120557857144	0.00127120557857144	0.00127120557857144	0.00127120557857144	0.0730558984809374	0.0727804923155353	0.0742535086579155	0.0102377547210106	0.00809931293804458	0.0666475331116909	0.0678947520431954	0.00440591211045664	0.00189316808866363	0.000817075303656333	0.000817075303656333	0.0585337283726725	0.000817075303656333	0.0813571570285721	0.0684144654262898	0.00390986215374574	0.00362053798370745	0.00240424522063315	0.0619921587777233	0.00163947886991834	0.000608222843808752	0.000608222843808752	0.000973260743121738	6.86927205895187e-05	0.000817075303656333
"Capparis_yco"	0.0257739274544713	0.0261904228950616	0.018869876175266	0.0265492688045241	0.0127980526750835	0.0108780205806142	1.03098416649012	0.0124890563175034	0.0184677103646999	0.0216309224305912	0.00705418384300372	0.00950918575598018	0.00554358617595338	0.00631459476283323	0.00473116233867321	0.00512104505867875	0.0039809058795098	0.00775252002855995	0.00192938637978126	0.00720785293647924	0.00567670861356389	0.00244537260204913	0.00268533863312287	0.00336731164550798	0.00250891533161082	0.00274888136268456	0.00163294876476896	0.00335368710923338	0.0015670692509889	0.00359365314030712	0.00359365314030712	0.00393510167456414	0.00393510167456414	0.00393510167456414	0.00322763581724599	0.00169649149433064	0.00407240759486855	0.0072315940747497	0.000362317128792356	0.000296437615012304	0.000296437615012304	0.000296437615012304	0.000296437615012304	0.000449286618193572	0.0012706316359766	0.0012706316359766	0.0012706316359766	0.0012706316359766	0.0012706316359766	0.0130434166365248	0.0708238860907304	0.0100788789104183	0.0696906451299154	0.0692762210032762	0.0661098793677437	0.00936891688378893	0.0627849966175663	0.00359429294554858	0.000758056689837391	0.00075805668983739	0.000604334476700787	0.000758056689837391	0.0813204247025025	0.0672426230134067	0.0633178739458374	0.00483101777194166	0.0632764481540599	0.00264624924211298	0.00146905961623092	0.000780566019843961	0.000780566019843961	0.000786244840636082	0.00180789851868742	0.000758056689837391
"Melochia_tomentosa"	0.0154685679467137	0.0168916543655941	0.0170198593533581	0.0131516797182825	0.0160718983492195	0.0109480111885575	0.0140501883571913	1.08288453423541	0.00997690420534804	0.00306796644172822	0.00686776308408826	0.00765469581967008	0.00518220519397683	0.00706887494354646	0.00422509018383635	0.00750862032079549	0.00433520385967751	0.00887023623813562	0.00393978450167953	0.00530527649429031	0.0064401537138746	0.00464845671744569	0.00491383170581602	0.00574114579626869	0.00265954234043172	0.00292491732880204	0.00369134170730522	0.00379748081362269	0.00166862569611542	0.00406285580199302	0.00406285580199302	0.00444313423729056	0.00444313423729056	0.00444313423729056	0.000567550110706956	0.00170242733029124	0.00170548858389793	0.000278814880064617	0.00227115880556411	0.000248442794374316	0.000248442794374316	0.000248442794374316	0.000248442794374316	0.000283582999970785	0.00142018290174111	0.00142018290174111	0.00142018290174111	0.00142018290174111	0.00142018290174111	0.0817617170003079	0.0808281290039738	0.00844705500872675	0.0792801870075573	0.0785967347242858	0.0763397137955009	0.00620937742810299	0.0035252280849569	0.00226866399976628	0.000454957880785697	0.000454957880785697	0.000608222843808752	0.000454957880785697	0.0908917057114309	0.0068473363717637	0.0035287032932347	0.0034729162278569	0.0024396302005654	0.00231424201344406	0.001347841122409	0.0676802833897129	0.0676802833897129	0.000709160806389921	6.97037200161543e-05	0.000454957880785697
"Eugenia_rosea"	0.0255640060875527	0.019225381359233	0.0204811315070713	0.0303490511490103	0.011688467918721	0.00858979415539516	0.0237441990403284	0.0114021762346835	1.0323244566932	0.0177017942966831	0.00499067631652689	0.00593223419527825	0.00564473672733052	0.00768948374761614	0.00463007151641075	0.0123115518725261	0.00472235201004248	0.00633041717703325	0.00428930367005104	0.00325744055592	0.00445807540808466	0.00501318345378614	0.00281772034445814	0.00293023709946814	0.00291389971576356	0.000718436606435557	0.00399851824286637	0.00409747060796852	0.00183218812570904	0.00190200749864052	0.00190200749864052	0.00484263041098733	0.00484263041098733	0.00484263041098733	0.00069859965267912	0.00189923450484378	0.00188217054488408	0.00915746468200751	0.00245711554434199	0.000290785427184671	0.000290785427184671	0.000290785427184671	0.000290785427184671	0.000388231137815073	0.00154140269852437	0.00154140269852437	0.00154140269852437	0.00154140269852437	0.00154140269852437	0.0884561595963118	0.0869063089211009	0.00988670452427882	0.0108181440034844	0.0858319205240368	0.0104086742127752	0.00787229973902706	0.00650730917277501	0.00310584910252058	0.000751882531986845	0.000751882531986845	0.000477210786410842	0.000751882531986845	0.0986497727055598	0.00817842831263301	0.0793913898856854	0.0783991207453361	0.0801278159675658	0.0026727677991143	0.00140124186080468	0.000712636014667717	0.000712636014667717	0.000853380479461305	0.00228936617050188	0.000751882531986845
"Peltogyne_pauciflora"	0.029074000252415	0.026974689979632	0.0175359910746478	0.0274343236163728	0.0100867221083495	0.013275341785953	0.0278111859821887	0.00350624736197511	0.0177017942966831	1.03280587963416	0.00836302946702962	0.00621458824817277	0.00683761279741132	0.00484199840358202	0.00799253776074306	0.00264702450993334	0.0048375374401411	0.00108055707200544	0.00444385213122967	0.004273586875533	0.00223423574908441	0.000681133160227924	0.000697215326781425	0.000682410799653085	0.00419235796232426	0.00420844012887776	0.00183605812355967	0.00186374404279786	0.0041171285107348	0.00187982620935136	0.00187982620935136	0.00187979485617897	0.00187979485617897	0.00187979485617897	0.00738663405210459	0.005347282925656	0.00505802013257819	0.00917094641086465	0.000326723620494868	0.00260779400767	0.00260779400767	0.00260779400767	0.00260779400767	0.000415616056193856	0.0015093345030648	0.0015093345030648	0.0015093345030648	0.0015093345030648	0.0015093345030648	0.0117620503378152	0.0120499243509239	0.08866499626078	0.0111147511885967	0.00963196918096832	0.00782511794148079	0.0844348652970064	0.0793983599790928	0.00332492844955085	0.000855117654482793	0.000855117654482793	0.000737518988108502	0.000855117654482793	0.0965974081961472	0.0851684551083214	0.0799321075626503	0.0045527920721546	0.0802457810950657	0.00292799511738592	0.00141549110494666	0.000219140460123444	0.000219140460123444	0.000730666294776992	0.00229273660271616	0.000855117654482793
