"Apodemus_flavicollis"	"Clethrionomys_glareolus"	"Apodemus_sylvaticus"	"Microtus_agrestis"	"Neomys_fodiens"	"Sorex_araneus"	"Ctenophthalmus_agyrtes"	"Palaeopsylla_soricis"	"Nosopsyllus_fasciatus"	"Megabothris_turbidus"	"Peromyscopsylla_silvatica"	"Doratopsylla_dasycnema"	"Ctenophthalmus_uncinatus"	"Hystrichopsylla_talpae"	"Leptopsylla_segnis"	"Amalaraeus_penicilliger"	"Rhadinopsylla_integella"
"Apodemus_flavicollis"	1.12037762271004	0.0541502307134905	0.0555466789994829	0.0489832357071597	0.0321602312705196	0.0221153339326456	0.10044897337874	0.0998549023985062	0.0855816409506651	0.0950889348336532	0.0895342669337049	0.0970387495423597	0.00338438941959316	0.00893905731954145	0.0800269730507167	0.00338438941959316	0.00338438941959316
"Clethrionomys_glareolus"	0.0473814518743042	1.17125172107287	0.0500536895689574	0.0348488919845286	0.019357557517732	0.0104400213149422	0.0891753620278979	0.0874292558585674	0.0083897583764889	0.0859491024416093	0.0809437334847135	0.0135767658326834	0.0732032325670543	0.0782086015239501	0.00338438941959315	0.0732032325670543	0.0732032325670543
"Apodemus_sylvaticus"	0.077765350599276	0.0800859033103319	1.09898891442988	0.0332313186255584	0.0280956961417246	0.0151661502265598	0.129295459151648	0.128933081880093	0.115453559342937	0.124612843128027	0.0147139516850388	0.0181827363084038	0.00500536895689574	0.114904260399884	0.00555466789994829	0.00500536895689574	0.00500536895689574
"Microtus_agrestis"	0.0857206624875296	0.0696977839690573	0.0415391482819481	1.07746418892787	0.0372318378693221	0.0216797117976027	0.155521260717194	0.0262581650506102	0.0102768192915898	0.14931595440564	0.145162039577445	0.152431162340333	0.00435611149806608	0.00851002632626089	0.00612290446339496	0.00435611149806608	0.00435611149806608
"Neomys_fodiens"	0.0750405396312123	0.0516201533806186	0.0468261602362076	0.0496424504924294	1.06495031175102	0.0452537178418467	0.196965939091719	0.202074062240628	0.0100426545687074	0.0194742204665497	0.0147916044429289	0.200370492942272	0.00322625958628866	0.00790887560990942	0.00536003854508659	0.00322625958628866	0.00322625958628866
"Sorex_araneus"	0.0774036687642596	0.0417600852597687	0.0379153755663994	0.0433594235952054	0.0678805767627701	1.06501420338493	0.0286637337783992	0.289497356675231	0.00932037103980134	0.0173503043179376	0.0135587667612976	0.288515741739256	0.00261000532873554	0.00640154288537549	0.00552883348316139	0.00261000532873554	0.00261000532873554
"Ctenophthalmus_agyrtes"	0.140628562730236	0.142680579244637	0.129295459151648	0.124417008573755	0.118179563455032	0.0114654935113597	1.06714069943672	0.0544549467428404	0.0229744432530388	0.0474441055275479	0.0345145596123831	0.0481599906966052	0.0089175362027898	0.0218470821179546	0.010044897337874	0.0089175362027898	0.00891753620278979
"Palaeopsylla_soricis"	0.139796863357909	0.139886809373708	0.128933081880093	0.0210065320404882	0.121244437344377	0.115798942670092	0.0544549467428404	1.0807788659053	0.0228787984278599	0.0342475405187777	0.0213542323307684	0.0617684486364975	0.00874292558585674	0.021636233773866	0.00998549023985062	0.00874292558585674	0.00874292558585674
"Nosopsyllus_fasciatus"	0.299535743327328	0.0335590335059556	0.288633898357342	0.0205536385831795	0.015063981853061	0.00932037103980134	0.0574361081325969	0.0571969960696498	1.0502588000734	0.0549254444904201	0.0260620546546859	0.0288053714626909	0.00209743959412223	0.0309608294298564	0.0213954102376663	0.00209743959412223	0.00209743959412223
"Megabothris_turbidus"	0.166405635958893	0.171898204883219	0.155766053910034	0.14931595440564	0.0146056653499123	0.00867515215896878	0.0593051319094349	0.0428094256484721	0.02746272224521	1.05687085435112	0.0412942489601128	0.0351536767529726	0.0107436378052012	0.0263202431962046	0.0118861168542066	0.0107436378052012	0.0107436378052012
"Peromyscopsylla_silvatica"	0.208913289511978	0.215849955959236	0.0245232528083981	0.19354938610326	0.0147916044429289	0.00903917784086508	0.0575242660206386	0.0355903872179473	0.017374703103124	0.0550589986134837	1.05260667333264	0.0438411129525628	0.0134906222474523	0.0159429475282921	0.0149223778222841	0.0134906222474523	0.0134906222474523
"Doratopsylla_dasycnema"	0.16981781169913	0.0271535316653669	0.0227284203855047	0.152431162340333	0.150277869706704	0.144257870869628	0.0601999883707565	0.0772105607956219	0.0144026857313454	0.0351536767529726	0.0328808347144221	1.09229451832053	0.00169709572908543	0.00396993776763591	0.012129843692795	0.00169709572908543	0.00169709572908543
"Ctenophthalmus_uncinatus"	0.0236907259371521	0.585625860536434	0.0250268447844787	0.0174244459922643	0.00967877875886598	0.00522001065747109	0.044587681013949	0.0437146279292837	0.00419487918824445	0.0429745512208046	0.0404718667423568	0.00678838291634172	1.03660161628353	0.039104300761975	0.00169219470979658	0.0366016162835272	0.0366016162835271
"Hystrichopsylla_talpae"	0.0312867006183951	0.3128344060958	0.28726065099971	0.0170200526525218	0.0118633134148641	0.00640154288537549	0.0546177052948864	0.0540905844346651	0.0309608294298564	0.0526404863924091	0.0239144212924381	0.00793987553527181	0.0195521503809875	1.04827821548096	0.00223476432988536	0.0195521503809875	0.0195521503809875
"Leptopsylla_segnis"	0.560188811355017	0.0270751153567452	0.0277733394997414	0.0244916178535799	0.0160801156352598	0.0110576669663228	0.0502244866893699	0.0499274511992531	0.0427908204753325	0.0475444674168266	0.0447671334668524	0.0485193747711799	0.00169219470979658	0.00446952865977072	1.04001348652536	0.00169219470979658	0.00169219470979658
"Amalaraeus_penicilliger"	0.0236907259371521	0.585625860536434	0.0250268447844787	0.0174244459922643	0.00967877875886598	0.00522001065747109	0.044587681013949	0.0437146279292837	0.00419487918824445	0.0429745512208046	0.0404718667423568	0.00678838291634172	0.0366016162835271	0.039104300761975	0.00169219470979658	1.03660161628353	0.0366016162835271
