"Cyrtocymura_scorpioides"	"Vernonanthura_aff._lucida"	"Vernonanthura_aff._laxa"	"Vernonanthura_glanduloso-dentata"	"Vernonanthura_membranacea"	"Vernonanthura_mucronulata"	"Vernonanthura_phosphorica"	"Vernonanthura_subverticillata"	"Vernonanthura_westiniana"	"Vernonanthura_mariana"	"Lessingianthus_buddleiifolius"	"Proteopsis_sp._1"	"Lessingianthus_coriaceus"	"Lessingianthus_roseus"	"Lessingianthus_linearis"	"Lessingianthus_vepretorum"	"Lessingianthus_rosmarinifolius"	"Lessingianthus_linearifolius"	"Lessingianthus_carduoides"	"Lessingianthus_brevipetiolatus"	"Lessingianthus_pumillus"	"Lessingianthus_glabratus"	"Lessingianthus_simplex"	"Lessingianthus_aff._simplex"	"Eremanthus_sp._03"	"Chresta_sp._01"	"Lessingianthus_tomentellus"	"Chresta_sphaerocephala"	"Lessingianthus_sp._01"	"Eremanthus_erythropappus"	"Lessingianthus_psilophyllus"	"Lessingianthus_warmingianus"	"Lepidaploa_spixiana"	"Echinocoryne_schwenkiaefolia"	"Lessingianthus_rubricaulis"	"Lepidaploa_lilacina"	"Lepidaploa_aff._rufogrisea"	"Lessingianthus_virgulatus"	"Echinocoryne_holosericea"	"Stilpnopappus_bicolor"	"Lessingianthus_hovaefolius"	"Lepidaploa_rufogrisea"	"Chrysolaena_herbacea"	"Centratherum_punctatum"	"Vernonanthura_ferruginea"	"Lepidaploa_sp._01"	"Lepidaploa_salzmannii"	"Lepidaploa_aurea"	"Minasia_sp._06"	"Proteopsis_argenica"	"Minasia_sp._02"	"Minasia_sp._04"	"Eremanthus_polycephalus"	"Minasia_sp._01"	"Piptolepis_sp._02"	"Piptolepis_sp._01"	"Piptolepis_sp._03"	"Minasia_sp._05"	"Minasia_scapigera"	"Minasia_alpestris"	"Lychnophora_tomentosa"	"Lychnophora_cipoensis"	"Eremanthus_crotonoides"	"Lychnophora_markgravii"	"Lychnophora_pseudovillosissima"	"Anteremanthus_hatschbachii"	"Lychnophora_candelabrum"	"Lychnophora_villosissima"	"Eremanthus_bicolor"	"Lychnophora_passerina"	"Eremanthus_aff._glomerulatus"	"Eremanthus_elaegnus"	"Lychnophora_aff._pohlii"	"Lychnophora_salicifolia"	"Lychnophora_pohlii"	"Lychnophora_diamantiana"	"Lychnophora_pinaster"	"Eremanthus_glomerulatus"	"Lychnophora_rosmarinifolia"	"Lychnophora_granmogolense"	"Eremanthus_incanus"	"Tomoplagia_argentiniensis"	"Tomoplagia_pseudopenicillata"	"Tomoplagia_fiebrigi"	"Tomoplagia_reimoseri"	"Tomoplagia_minuta"	"Tomoplagia_grandis"	"Tomoplagia_achromoptera"	"Tomoplagia_brasiliensis"	"Dictyotripeta_atacta"	"Tomoplagia_cipoensis"	"Tomoplagia_tripuntacta"	"Tomoplagia_incompleta"	"Xanthaciura_biocellata"	"Dictyotrypeta_sp._1"	"Dictyotrypeta_sp._2"	"Tomoplagia_sp._1"	"Tomoplagia_dimorphica"	"Tomoplagia_variabilis"	"Tetreuaresta_sp._1"	"Tomoplagia_formosa"	"Tomoplagia_punctata"	"Tetreuaresta_sp._2"	"Dictyotrypeta_sp._3"	"Tomoplagia_bicolor"	"Tetreuaresta_sp._3"	"Trupanea_sp._1"	"Acrotaeniini_n._gen.1_sp._1"	"Tomoplagia_interrupta"	"Tomoplagia_aczeli"	"Xanthaciura_chrysura"	"Tomoplagia_voluta"	"Acrotaeniini_n._gen.2_sp._1"	"Tomoplagia_rupestris"	"Tomoplagia_sp._2"	"Tetreuaresta_sp._4"
"Lessingianthus_simplex"	0	6.49474119671737e-06	5.6828985471277e-06	5.6828985471277e-06	5.6828985471277e-06	5.6828985471277e-06	5.6828985471277e-06	1.93366158356813e-05	1.36537172885536e-05	0.000421567746768746	0.000589621979023334	0.00101337089340668	0.013891711389547	0.0139437106686317	0.000549450940846055	0.015348196092892	0.000978883893537205	0.0130641503732864	0.0130641503732864	0.0130641503732864	0.0120852664797492	0.0120852664797492	1.01208526647975	0.0120852664797492	0.0120852664797492	0.0120852664797492	0.00140448542426027	0.0135383607881974	0.000425601530723069	0.000425601530723069	0.0142934566851847	0.0133379431914375	0.0133379431914375	0.0133379431914375	0.0129123416607144	0.0129123416607144	0.0129123416607144	0.00122930631189831	0.00125267671168832	0.000483512885292763	0.0142714258407797	0.0135579587437501	0.0140861909025975	0.000486401749397793	0.000827075180965248	0.000827075180965248	0.000827075180965248	0.00064561708303572	0.000568107772913264	0.00099440378234889	1.0962018630015e-05	0.0122277727219394	0.000162864276788794	0.00015346826082021	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000167328601383643	0.000444678746894387	2.48223591934478e-05	0.000165322849604979	0.000617262938264634	0.000180108700923869	6.43245360442391e-06	3.4396263909269e-05	0.000151498890069819	0.000182990430800117	3.21763716490085e-05	2.38377899870507e-05	1.72619767663647e-05	6.70754939004879e-06	1.14934158291603e-05	4.20678144051316e-06	4.78586643911153e-06	1.67468770876517e-05	0	0	1.62368529917934e-06	9.09263767540432e-05	8.19223037313214e-05	0.000147405494755834	0.00198980664704504	0.00475844409834667	0.00515919231645418	0.00329670564507633	0.0137043745095209	0.58009279102796	0.00402231130933065	0.00936323367590752	0.00193405154117105	0.0264664057908879	0.00178392823009746	0.00178392823009746	0.00258246833214288	0.00234769848376626	0.000121600437349448	4.07160691971985e-05	4.38480745200599e-05	0.00598526217198818	0.000248223591934478	2.57298144176956e-05	0.000182532859318274	0.0001570480683723	2.53905837432111e-05	5.73271065154484e-06	2.06119311748445e-05	9.39056914606831e-05	5.88949401671842e-05	4.78586643911153e-05	2.09335963595646e-06
"Lessingianthus_aff._simplex"	0	6.49474119671737e-06	5.6828985471277e-06	5.6828985471277e-06	5.6828985471277e-06	5.6828985471277e-06	5.6828985471277e-06	1.93366158356813e-05	1.36537172885536e-05	0.000421567746768746	0.000589621979023334	0.00101337089340668	0.013891711389547	0.0139437106686317	0.000549450940846055	0.015348196092892	0.000978883893537205	0.0130641503732864	0.0130641503732864	0.0130641503732864	0.0120852664797492	0.0120852664797492	0.0120852664797492	1.01208526647975	0.0120852664797492	0.0120852664797492	0.00140448542426027	0.0135383607881974	0.000425601530723069	0.000425601530723069	0.0142934566851847	0.0133379431914375	0.0133379431914375	0.0133379431914375	0.0129123416607144	0.0129123416607144	0.0129123416607144	0.00122930631189831	0.00125267671168832	0.000483512885292763	0.0142714258407797	0.0135579587437501	0.0140861909025975	0.000486401749397793	0.000827075180965248	0.000827075180965248	0.000827075180965248	0.00064561708303572	0.000568107772913264	0.00099440378234889	1.0962018630015e-05	0.0122277727219394	0.000162864276788794	0.00015346826082021	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000167328601383643	0.000444678746894387	2.48223591934478e-05	0.000165322849604979	0.000617262938264634	0.000180108700923869	6.43245360442391e-06	3.4396263909269e-05	0.000151498890069819	0.000182990430800117	3.21763716490085e-05	2.38377899870507e-05	1.72619767663647e-05	6.70754939004879e-06	1.14934158291603e-05	4.20678144051316e-06	4.78586643911153e-06	1.67468770876517e-05	0	0	1.62368529917934e-06	9.09263767540432e-05	8.19223037313214e-05	0.000147405494755834	0.00198980664704504	0.00475844409834667	0.00515919231645418	0.00329670564507633	0.0137043745095209	0.58009279102796	0.00402231130933065	0.00936323367590752	0.00193405154117105	0.0264664057908879	0.00178392823009746	0.00178392823009746	0.00258246833214288	0.00234769848376626	0.000121600437349448	4.07160691971985e-05	4.38480745200599e-05	0.00598526217198818	0.000248223591934478	2.57298144176956e-05	0.000182532859318274	0.0001570480683723	2.53905837432111e-05	5.73271065154484e-06	2.06119311748445e-05	9.39056914606831e-05	5.88949401671842e-05	4.78586643911153e-05	2.09335963595646e-06
"Eremanthus_sp._03"	0	6.49474119671737e-06	5.6828985471277e-06	5.6828985471277e-06	5.6828985471277e-06	5.6828985471277e-06	5.6828985471277e-06	1.93366158356813e-05	1.36537172885536e-05	0.000421567746768746	0.000589621979023334	0.00101337089340668	0.013891711389547	0.0139437106686317	0.000549450940846055	0.015348196092892	0.000978883893537205	0.0130641503732864	0.0130641503732864	0.0130641503732864	0.0120852664797492	0.0120852664797492	0.0120852664797492	0.0120852664797492	1.01208526647975	0.0120852664797492	0.00140448542426027	0.0135383607881974	0.000425601530723069	0.000425601530723069	0.0142934566851847	0.0133379431914375	0.0133379431914375	0.0133379431914375	0.0129123416607144	0.0129123416607144	0.0129123416607144	0.00122930631189831	0.00125267671168832	0.000483512885292763	0.0142714258407797	0.0135579587437501	0.0140861909025975	0.000486401749397793	0.000827075180965248	0.000827075180965248	0.000827075180965248	0.00064561708303572	0.000568107772913264	0.00099440378234889	1.0962018630015e-05	0.0122277727219394	0.000162864276788794	0.00015346826082021	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000167328601383643	0.000444678746894387	2.48223591934478e-05	0.000165322849604979	0.000617262938264634	0.000180108700923869	6.43245360442391e-06	3.4396263909269e-05	0.000151498890069819	0.000182990430800117	3.21763716490085e-05	2.38377899870507e-05	1.72619767663647e-05	6.70754939004879e-06	1.14934158291603e-05	4.20678144051316e-06	4.78586643911153e-06	1.67468770876517e-05	0	0	1.62368529917934e-06	9.09263767540432e-05	8.19223037313214e-05	0.000147405494755834	0.00198980664704504	0.00475844409834667	0.00515919231645418	0.00329670564507633	0.0137043745095209	0.58009279102796	0.00402231130933065	0.00936323367590752	0.00193405154117105	0.0264664057908879	0.00178392823009746	0.00178392823009746	0.00258246833214288	0.00234769848376626	0.000121600437349448	4.07160691971985e-05	4.38480745200599e-05	0.00598526217198818	0.000248223591934478	2.57298144176956e-05	0.000182532859318274	0.0001570480683723	2.53905837432111e-05	5.73271065154484e-06	2.06119311748445e-05	9.39056914606831e-05	5.88949401671842e-05	4.78586643911153e-05	2.09335963595646e-06
"Chresta_sp._01"	0	6.49474119671737e-06	5.6828985471277e-06	5.6828985471277e-06	5.6828985471277e-06	5.6828985471277e-06	5.6828985471277e-06	1.93366158356813e-05	1.36537172885536e-05	0.000421567746768746	0.000589621979023334	0.00101337089340668	0.013891711389547	0.0139437106686317	0.000549450940846055	0.015348196092892	0.000978883893537205	0.0130641503732864	0.0130641503732864	0.0130641503732864	0.0120852664797492	0.0120852664797492	0.0120852664797492	0.0120852664797492	0.0120852664797492	1.01208526647975	0.00140448542426027	0.0135383607881974	0.000425601530723069	0.000425601530723069	0.0142934566851847	0.0133379431914375	0.0133379431914375	0.0133379431914375	0.0129123416607144	0.0129123416607144	0.0129123416607144	0.00122930631189831	0.00125267671168832	0.000483512885292763	0.0142714258407797	0.0135579587437501	0.0140861909025975	0.000486401749397793	0.000827075180965248	0.000827075180965248	0.000827075180965248	0.00064561708303572	0.000568107772913264	0.00099440378234889	1.0962018630015e-05	0.0122277727219394	0.000162864276788794	0.00015346826082021	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000142506242190195	0.000167328601383643	0.000444678746894387	2.48223591934478e-05	0.000165322849604979	0.000617262938264634	0.000180108700923869	6.43245360442391e-06	3.4396263909269e-05	0.000151498890069819	0.000182990430800117	3.21763716490085e-05	2.38377899870507e-05	1.72619767663647e-05	6.70754939004879e-06	1.14934158291603e-05	4.20678144051316e-06	4.78586643911153e-06	1.67468770876517e-05	0	0	1.62368529917934e-06	9.09263767540432e-05	8.19223037313214e-05	0.000147405494755834	0.00198980664704504	0.00475844409834667	0.00515919231645418	0.00329670564507633	0.0137043745095209	0.58009279102796	0.00402231130933065	0.00936323367590752	0.00193405154117105	0.0264664057908879	0.00178392823009746	0.00178392823009746	0.00258246833214288	0.00234769848376626	0.000121600437349448	4.07160691971985e-05	4.38480745200599e-05	0.00598526217198818	0.000248223591934478	2.57298144176956e-05	0.000182532859318274	0.0001570480683723	2.53905837432111e-05	5.73271065154484e-06	2.06119311748445e-05	9.39056914606831e-05	5.88949401671842e-05	4.78586643911153e-05	2.09335963595646e-06
"Lessingianthus_tomentellus"	0	5.37477947653553e-06	4.70293204196859e-06	4.70293204196859e-06	4.70293204196859e-06	4.70293204196859e-06	4.70293204196859e-06	1.60021843505944e-05	1.12992523086258e-05	0.000348872049658761	0.000429792611331162	0.000459522824520694	0.00175149161834828	0.00227156824472257	0.000603530915980213	0.0364256880876102	0.0207756936390918	0.0214779363512219	0.0214779363512219	0.0214779363512219	0.000702242712130137	0.000702242712130137	0.000702242712130137	0.000702242712130137	0.000702242712130137	0.000702242712130137	1.03415411984289	0.00140624562224163	0.0133784262037959	0.0133784262037959	0.0223152631703981	0.014585125869794	0.014585125869794	0.014585125869794	0.00120669966599811	0.00120669966599811	0.00120669966599811	0.000837326819176137	0.0138828831576638	5.02230579372011e-05	0.00118298580278663	0.00126703464929801	0.0013163996356343	0.0152896299471953	0.000504456953867971	0.000504456953867971	0.000504456953867971	6.03349832999054e-05	0.0135277491021022	0.000675215606793292	1.14863767927941e-05	0.00085156561043646	0.000170654740921512	0.000160809275099117	0.000149322898306323	0.000149322898306323	0.000149322898306323	0.000149322898306323	0.000149322898306323	0.000149322898306323	0.000149322898306323	0.000149322898306323	0.000149322898306323	0.000170758652925321	0.000743642910178491	2.14357546189975e-05	0.000356709586717055	0.0140531782505301	0.000189360775757391	6.76288484847824e-06	0.00014846384528354	0.000177977278505591	0.000516954065008058	0.000243946803143015	0.000219012144706582	0.000142121129788162	0.000114656103557581	0.00012768469550986	1.56257882469895e-05	1.30285919522788e-05	0.000152864516007306	0	0	1.34369486913388e-06	7.52469126714974e-05	6.77955138517549e-05	0.000107448152832791	0.000333817158423709	0.00353835649018471	0.00376068534914767	0.00362118549588128	0.290859710947285	0.0337076501822466	0.00332869865308166	0.294325376483509	0.000200892231748805	0.0161426225237751	0.000147873225348329	0.000147873225348329	0.000241339933199621	0.000219399939272383	0.00382240748679882	4.2663685230378e-05	4.59455071711763e-05	0.00627156172886557	0.000214357546189975	2.7051539393913e-05	0.00165909350728586	0.00162709085167674	4.73569519343675e-05	2.47439742139233e-05	8.3737305941174e-05	0.00160518544980613	0.000218761035457853	0.000130285919522788	1.91080645009132e-05
"Chresta_sphaerocephala"	0	5.02718479424792e-06	4.39878669496693e-06	4.39878669496693e-06	4.39878669496693e-06	4.39878669496693e-06	4.39878669496693e-06	1.49673001828745e-05	1.05685134879076e-05	0.000326309994826638	0.000168725195551515	0.000287446417200221	0.0038990870405642	0.0039183509290747	0.000159075759603145	0.00462147374019552	0.000330770856713488	0.00371536105376283	0.00371536105376283	0.00371536105376283	0.00338459019704934	0.00338459019704934	0.00338459019704934	0.00338459019704934	0.00338459019704934	0.00338459019704934	0.000703122811120816	1.04956424185169	0.000372351954407328	0.000372351954407328	0.00894385808677438	0.00867409648982445	0.00867409648982445	0.00867409648982445	0.00830174453541712	0.00830174453541712	0.00830174453541712	0.00522849703301155	0.00528950629277511	0.0374844372089888	0.00422392330479212	0.00871683176218798	0.00905644858409141	0.000425545090751233	0.00491715433836779	0.00491715433836779	0.00491715433836779	0.000415087226770856	0.00415041206168715	0.00902774375364927	0.000290620008252294	0.00716265030432916	0.00431778297974837	0.00406868011553211	0.00377806010727982	0.00377806010727982	0.00377806010727982	0.00377806010727982	0.00377806010727982	0.00377806010727982	0.00377806010727982	0.00377806010727982	0.00377806010727982	0.00411058941528148	0.000635670090606978	0.000332529308001665	0.00398092929244574	0.00455073421875135	0.00441984007824554	0.000157851431365912	0.000445662620839259	0.00398597723231759	0.0042894698395157	0.000400216327437973	0.000212765717769512	0.000318701499671358	7.59947611009887e-05	0.000192604379166537	9.13075069722228e-05	0.000116609618065548	0.000302839345214677	0	0	1.25679619856198e-06	7.03805871194709e-05	6.34110809274454e-05	4.21812988878787e-05	0.00055924748437058	0.00136230255788782	0.00147634546107576	0.00095445455761887	0.00463079199398883	0.162460329458368	0.00311342694643763	0.00819174299696123	0.149937748835955	0.157348938827769	0.000527990413099015	0.000527990413099015	0.00166034890708342	0.00150940809734857	0.000106386272687808	0.00107944574493709	0.00116248003300918	0.158678524505752	0.00332529308001665	0.000631405725463649	0.0016229534813274	0.000971665686378318	0.000605596926392586	7.42771034732098e-05	0.000424158541199303	0.00106392665541384	0.00127830509761112	0.00116609618065548	3.78549181518346e-05
"Lessingianthus_sp._01"	0	1.08022507400063e-06	9.45196939750553e-07	9.45196939750553e-07	9.45196939750553e-07	9.45196939750553e-07	9.45196939750553e-07	3.21612465213825e-06	2.27092771238769e-06	7.01164275305865e-05	0.000330797622040389	0.000349723899423053	0.00122938356556071	0.00163650319756708	0.000467395612144082	0.0283933556051588	0.000754669854272281	0.00118027138499535	0.00118027138499535	0.00118027138499535	0.000425601530723069	0.000425601530723069	0.000425601530723069	0.000425601530723069	0.000425601530723069	0.000425601530723069	0.0267568524075917	0.00148940781762931	1.02600218255332	0.0260021825533194	0.0019801073994783	0.027160719795647	0.027160719795647	0.027160719795647	0.00115853724232757	0.00115853724232757	0.00115853724232757	0.000799836014482951	0.0267351182649239	5.3193136343904e-05	0.000562859238401734	0.00121646410444395	0.0012638588098119	0.0297167800609365	0.000732935711604503	0.000732935711604503	0.000732935711604503	5.79268621163785e-05	0.0262798599922773	0.0010467675000119	2.13598029967568e-05	0.000703278969680907	0.000317345644523244	0.000299037241954595	0.000277677438957839	0.000277677438957839	0.000277677438957839	0.000277677438957839	0.000277677438957839	0.000277677438957839	0.000277677438957839	0.000277677438957839	0.000277677438957839	0.000313831788407402	0.000836922745041858	3.61543494495629e-05	0.000666370735258573	0.027272080733558	0.000348591310693302	1.24496896676179e-05	0.000281839252982105	0.000331914375659059	0.00097481509062592	0.000457550934370703	0.000410813513945824	0.000273992499818799	0.000222198299117367	0.000246950867735438	2.94843680831497e-05	2.4752568618071e-05	0.000294864251539827	0	0	2.70056268500158e-07	1.51231510360089e-05	1.36255662743262e-05	8.26994055100972e-05	0.000241103920550852	0.00272434881248754	0.0028944791928534	0.00280437367286449	0.0105653779598119	0.0204288734747073	0.000669003028784483	0.572048016173028	0.000212772545375616	0.0234539427713441	7.03574048002168e-05	7.03574048002168e-05	0.000231707448465514	0.000210643134968649	0.00742919501523413	7.9336411130811e-05	8.54392119870272e-05	0.0116624524362292	0.00036154349449563	4.97987586704717e-05	0.00310954637040588	0.0030506331669014	8.92393304731292e-05	4.69732088303509e-05	0.000157493079947277	0.00311077618764314	0.000412781153164096	0.00024752568618071	3.68580314424783e-05
"Eremanthus_erythropappus"	0	1.08022507400063e-06	9.45196939750553e-07	9.45196939750553e-07	9.45196939750553e-07	9.45196939750553e-07	9.45196939750553e-07	3.21612465213825e-06	2.27092771238769e-06	7.01164275305865e-05	0.000330797622040389	0.000349723899423053	0.00122938356556071	0.00163650319756708	0.000467395612144082	0.0283933556051588	0.000754669854272281	0.00118027138499535	0.00118027138499535	0.00118027138499535	0.000425601530723069	0.000425601530723069	0.000425601530723069	0.000425601530723069	0.000425601530723069	0.000425601530723069	0.0267568524075917	0.00148940781762931	0.0260021825533194	1.02600218255332	0.0019801073994783	0.027160719795647	0.027160719795647	0.027160719795647	0.00115853724232757	0.00115853724232757	0.00115853724232757	0.000799836014482951	0.0267351182649239	5.3193136343904e-05	0.000562859238401734	0.00121646410444395	0.0012638588098119	0.0297167800609365	0.000732935711604503	0.000732935711604503	0.000732935711604503	5.79268621163785e-05	0.0262798599922773	0.0010467675000119	2.13598029967568e-05	0.000703278969680907	0.000317345644523244	0.000299037241954595	0.000277677438957839	0.000277677438957839	0.000277677438957839	0.000277677438957839	0.000277677438957839	0.000277677438957839	0.000277677438957839	0.000277677438957839	0.000277677438957839	0.000313831788407402	0.000836922745041858	3.61543494495629e-05	0.000666370735258573	0.027272080733558	0.000348591310693302	1.24496896676179e-05	0.000281839252982105	0.000331914375659059	0.00097481509062592	0.000457550934370703	0.000410813513945824	0.000273992499818799	0.000222198299117367	0.000246950867735438	2.94843680831497e-05	2.4752568618071e-05	0.000294864251539827	0	0	2.70056268500158e-07	1.51231510360089e-05	1.36255662743262e-05	8.26994055100972e-05	0.000241103920550852	0.00272434881248754	0.0028944791928534	0.00280437367286449	0.0105653779598119	0.0204288734747073	0.000669003028784483	0.572048016173028	0.000212772545375616	0.0234539427713441	7.03574048002168e-05	7.03574048002168e-05	0.000231707448465514	0.000210643134968649	0.00742919501523413	7.9336411130811e-05	8.54392119870272e-05	0.0116624524362292	0.00036154349449563	4.97987586704717e-05	0.00310954637040588	0.0030506331669014	8.92393304731292e-05	4.69732088303509e-05	0.000157493079947277	0.00311077618764314	0.000412781153164096	0.00024752568618071	3.68580314424783e-05
"Lessingianthus_psilophyllus"	0	0.000228339170582042	0.000199796774259287	0.000199796774259287	0.000199796774259287	0.000199796774259287	0.000199796774259287	0.000679827985141989	0.000480031210882702	0.0148212879814162	0.000299041849048264	0.000425945890300118	0.00440520493565216	0.00458359677733812	0.000342676114068854	0.0157412283625372	0.0106626047353294	0.0142359689066256	0.0142359689066256	0.0142359689066256	0.00357336417129617	0.00357336417129617	0.00357336417129617	0.00357336417129617	0.00357336417129617	0.00357336417129617	0.011157631585199	0.00894385808677437	0.000495026849869575	0.000495026849869575	1.03333608256374	0.00902704468200319	0.00902704468200319	0.00902704468200319	0.00853201783213362	0.00853201783213362	0.00853201783213362	0.0191001136571117	0.00545368051070703	0.000319423503099085	0.0202455133343661	0.0089586187237403	0.00930765581687304	0.000565744971279514	0.00495865366083745	0.00495865366083745	0.00495865366083745	0.000426600891606681	0.000587443601411246	0.00515148436241735	7.10898088782081e-06	0.00366578092283784	0.000105619144619052	9.95257324294914e-05	9.24167515416706e-05	9.24167515416706e-05	9.24167515416706e-05	9.24167515416706e-05	9.24167515416706e-05	9.24167515416706e-05	9.24167515416706e-05	9.24167515416706e-05	9.24167515416706e-05	0.000192830701579895	0.0148299443857914	0.000100413950038225	0.000439384844571239	0.00129147308898851	0.000208485276864024	7.4459027451437e-06	0.000126500779743595	0.000116922008706509	0.000500687856913988	0.000390562959377914	0.000358406709176178	4.06441832876141e-05	1.55450980600711e-05	2.31599425363511e-05	1.68904126885584e-05	7.61484447627995e-06	4.272037890657e-05	0	0	5.70847926455106e-05	0.00319674838814859	0.00288018726529622	7.4760462262066e-05	0.000657137089531549	0.00243536924433521	0.00261661617917231	0.00205605668441312	0.149276466294612	0.171521480222216	0.141414599962742	0.0108905906971307	0.00127769401239634	0.158676917146799	0.00253068916679577	0.00253068916679577	0.00170640356642672	0.00155127596947884	0.000141436242819879	2.6404786154763e-05	2.84359235512833e-05	0.00388150356475017	0.00100413950038225	2.97836109805748e-05	0.00277574474423655	0.00273213037190096	3.28346901559386e-05	2.10834632905992e-05	0.000106817814639151	0.000217631372840996	0.000236465777639817	7.61484447627995e-05	5.34004736332125e-06
"Lessingianthus_warmingianus"	0	6.64956970109256e-06	5.81837348845599e-06	5.81837348845599e-06	5.81837348845599e-06	5.81837348845599e-06	5.81837348845599e-06	1.97975825191619e-05	1.39792090307059e-05	0.000431617524234553	0.000323789185863166	0.0004810598432581	0.00536569809357432	0.00552454121655115	0.000356587428604654	0.0152479584630805	0.000669843981313642	0.00511582504512614	0.00511582504512614	0.00511582504512614	0.00444598106381249	0.00444598106381249	0.00444598106381249	0.00444598106381249	0.00444598106381249	0.00444598106381249	0.00972341724652931	0.0115654619864326	0.00905357326521567	0.00905357326521567	0.0120360595760043	1.02000796891819	0.0200079689181909	0.0200079689181909	0.0109543956529752	0.0109543956529752	0.0109543956529752	0.00692023453087813	0.0155619878543784	0.000413052213801164	0.00555177257774615	0.011502115435624	0.0119502498032457	0.0103469408745322	0.00650841458916274	0.00650841458916274	0.00650841458916274	0.000547719782648761	0.00925158738487188	0.00684434263523692	1.52318553581702e-05	0.0046439951834687	0.000226301851035671	0.000213245975014382	0.000198014119656212	0.000198014119656212	0.000198014119656212	0.000198014119656212	0.000198014119656212	0.000198014119656212	0.000198014119656212	0.000198014119656212	0.000198014119656212	0.000335928046074182	0.000706353067058923	0.00013791392641797	0.000347689821915525	0.00962740898432309	0.000364972279991423	1.3034724285408e-05	0.000239129891482529	0.000223170643811442	0.000466540319234093	0.000180100517920963	0.000158058460515118	0.000110499021170414	8.12884741076814e-05	9.32439608320118e-05	1.32010374308997e-05	1.19554867243305e-05	0.000113541331480439	0	0	1.66239242527314e-06	9.30939758152958e-05	8.38752541842357e-05	8.09472964657916e-05	0.000790977222511315	0.00263194311902239	0.00283315537630271	0.00213952457162793	0.00937781573839099	0.213407091063	0.00411819941715391	0.199178611834745	0.00165220885520466	0.208269266853208	0.000693971572218269	0.000693971572218269	0.00219087913059504	0.00199170830054095	0.00258673521863305	5.65754627589178e-05	6.09274214326807e-05	0.00831659302556092	0.0013791392641797	5.21388971416318e-05	0.00119740561807451	0.00115885938467375	6.40380385273301e-05	3.98549819137548e-05	6.88951129230016e-05	0.00113803863750754	0.000184814524032595	0.000119554867243305	1.41926664350549e-05
"Lepidaploa_spixiana"	0	6.64956970109256e-06	5.81837348845599e-06	5.81837348845599e-06	5.81837348845599e-06	5.81837348845599e-06	5.81837348845599e-06	1.97975825191619e-05	1.39792090307059e-05	0.000431617524234553	0.000323789185863166	0.0004810598432581	0.00536569809357432	0.00552454121655115	0.000356587428604654	0.0152479584630805	0.000669843981313642	0.00511582504512614	0.00511582504512614	0.00511582504512614	0.00444598106381249	0.00444598106381249	0.00444598106381249	0.00444598106381249	0.00444598106381249	0.00444598106381249	0.00972341724652931	0.0115654619864326	0.00905357326521567	0.00905357326521567	0.0120360595760043	0.0200079689181909	1.02000796891819	0.0200079689181909	0.0109543956529752	0.0109543956529752	0.0109543956529752	0.00692023453087813	0.0155619878543784	0.000413052213801164	0.00555177257774615	0.011502115435624	0.0119502498032457	0.0103469408745322	0.00650841458916274	0.00650841458916274	0.00650841458916274	0.000547719782648761	0.00925158738487188	0.00684434263523692	1.52318553581702e-05	0.0046439951834687	0.000226301851035671	0.000213245975014382	0.000198014119656212	0.000198014119656212	0.000198014119656212	0.000198014119656212	0.000198014119656212	0.000198014119656212	0.000198014119656212	0.000198014119656212	0.000198014119656212	0.000335928046074182	0.000706353067058923	0.00013791392641797	0.000347689821915525	0.00962740898432309	0.000364972279991423	1.3034724285408e-05	0.000239129891482529	0.000223170643811442	0.000466540319234093	0.000180100517920963	0.000158058460515118	0.000110499021170414	8.12884741076814e-05	9.32439608320118e-05	1.32010374308997e-05	1.19554867243305e-05	0.000113541331480439	0	0	1.66239242527314e-06	9.30939758152958e-05	8.38752541842357e-05	8.09472964657916e-05	0.000790977222511315	0.00263194311902239	0.00283315537630271	0.00213952457162793	0.00937781573839099	0.213407091063	0.00411819941715391	0.199178611834745	0.00165220885520466	0.208269266853208	0.000693971572218269	0.000693971572218269	0.00219087913059504	0.00199170830054095	0.00258673521863305	5.65754627589178e-05	6.09274214326807e-05	0.00831659302556092	0.0013791392641797	5.21388971416318e-05	0.00119740561807451	0.00115885938467375	6.40380385273301e-05	3.98549819137548e-05	6.88951129230016e-05	0.00113803863750754	0.000184814524032595	0.000119554867243305	1.41926664350549e-05
