"Apodemus_agrarius"	"Microtus_fortis"	"Apodemus_peninsulae"	"Crocidura_suaveolens"	"Tamias_sibiricus"	"Megabothris_calcarifer"	"Ctenophthalmus_congeneroides"	"Neopsylla_bidentatiformis"	"Stenoponia_sidimi"	"Nosopsyllus_fasciatus"	"Ceratophyllus_anisus"	"Rhadinopsylla_insolita"	"Peromyscopsylla_ostsibirica"	"Hystrichopsylla_microti"
"Apodemus_agrarius"	1.20684039087948	0.0542888165038002	0.0542888165038002	0.00895765472312704	0.00895765472312704	0.0895765472312703	0.0806188925081434	0.0806188925081433	0.0670466883821933	0.0738327904451683	0.0670466883821933	0.0738327904451683	0.0670466883821933	0.0670466883821933
"Microtus_fortis"	0.12214983713355	1.10461980315926	0.0723617386431298	0.0171009771986971	0.0171009771986971	0.171009771986971	0.153908794788274	0.153908794788274	0.00678610206297503	0.0158313193933663	0.00678610206297503	0.144863577457882	0.00678610206297503	0.00678610206297503
"Apodemus_peninsulae"	0.12214983713355	0.0723617386431298	1.10461980315926	0.0171009771986971	0.0171009771986971	0.171009771986971	0.153908794788274	0.153908794788274	0.00678610206297503	0.144863577457882	0.00678610206297503	0.0158313193933663	0.00678610206297503	0.00678610206297503
"Crocidura_suaveolens"	0.0806188925081433	0.0684039087947883	0.0684039087947883	1.05795331161781	0.0579533116178067	0.579533116178067	0.0215798045602606	0.0215798045602606	0.00447882736156352	0.0130293159609121	0.00447882736156352	0.0130293159609121	0.00447882736156352	0.00447882736156352
"Tamias_sibiricus"	0.0806188925081433	0.0684039087947883	0.0684039087947883	0.0579533116178067	1.05795331161781	0.579533116178067	0.0215798045602606	0.0215798045602606	0.00447882736156352	0.0130293159609121	0.00447882736156352	0.0130293159609121	0.00447882736156352	0.00447882736156352
"Megabothris_calcarifer"	0.161237785016287	0.136807817589577	0.136807817589577	0.115906623235613	0.115906623235613	1.15906623235613	0.0431596091205212	0.0431596091205212	0.00895765472312703	0.0260586319218241	0.00895765472312704	0.0260586319218241	0.00895765472312704	0.00895765472312704
"Ctenophthalmus_congeneroides"	0.24185667752443	0.205211726384365	0.205211726384365	0.00719326818675353	0.00719326818675353	0.0719326818675353	1.06473941368078	0.0647394136807817	0.0134364820846906	0.0390879478827362	0.0134364820846906	0.0390879478827362	0.0134364820846906	0.0134364820846906
"Neopsylla_bidentatiformis"	0.24185667752443	0.205211726384365	0.205211726384365	0.00719326818675353	0.00719326818675353	0.0719326818675353	0.0647394136807817	1.06473941368078	0.0134364820846906	0.0390879478827362	0.0134364820846906	0.0390879478827361	0.0134364820846906	0.0134364820846906
"Stenoponia_sidimi"	0.603420195439739	0.0271444082519001	0.0271444082519001	0.00447882736156352	0.00447882736156352	0.0447882736156352	0.0403094462540716	0.0403094462540716	1.0335233441911	0.0369163952225841	0.0335233441910966	0.0369163952225841	0.0335233441910966	0.0335233441910966
"Nosopsyllus_fasciatus"	0.332247557003257	0.0316626387867325	0.289727154915765	0.00651465798045603	0.00651465798045603	0.0651465798045602	0.0586319218241042	0.0586319218241042	0.0184581976112921	1.05467409197576	0.0184581976112921	0.0224160274596336	0.0184581976112921	0.0184581976112921
"Ceratophyllus_anisus"	0.60342019543974	0.0271444082519001	0.0271444082519001	0.00447882736156352	0.00447882736156352	0.0447882736156352	0.0403094462540717	0.0403094462540717	0.0335233441910966	0.0369163952225841	1.0335233441911	0.0369163952225842	0.0335233441910966	0.0335233441910966
"Rhadinopsylla_insolita"	0.332247557003257	0.289727154915765	0.0316626387867325	0.00651465798045603	0.00651465798045603	0.0651465798045602	0.0586319218241042	0.0586319218241042	0.0184581976112921	0.0224160274596336	0.0184581976112921	1.05467409197576	0.0184581976112921	0.0184581976112921
"Peromyscopsylla_ostsibirica"	0.60342019543974	0.0271444082519001	0.0271444082519001	0.00447882736156352	0.00447882736156352	0.0447882736156352	0.0403094462540717	0.0403094462540717	0.0335233441910966	0.0369163952225841	0.0335233441910966	0.0369163952225841	1.0335233441911	0.0335233441910966
"Hystrichopsylla_microti"	0.60342019543974	0.0271444082519001	0.0271444082519001	0.00447882736156352	0.00447882736156352	0.0447882736156352	0.0403094462540717	0.0403094462540717	0.0335233441910966	0.0369163952225841	0.0335233441910966	0.0369163952225841	0.0335233441910966	1.0335233441911
