"Alyxia_oliviformis"	"Cheirodendron_trigynum"	"Dubautia_raillardioides"	"Carex"	"Elaeocarpus_bifidus"	"Styphelia_tameiameiae"	"Vaccinium_calycinum"	"Acacia__melanoxylon"	"Dicranopteris_linearis"	"Scaevola_procera"	"Stenogyne_purpurea"	"Dianella_sandwicianaum"	"Metrosideros_polymorpha"	"Syzygium_sandwicensis"	"Rubus_argutus"	"Coprosma_kauensis"	"Hedyotis_terminalis"	"Melicope_anisata"	"Cryptomeria_japonica"	"Wilkstroemia_oahuensis"	"Athyrium_microphyllum"	"Hedychium_gardinerianum"	"Amorbia_emigratella"	"Croesia_zimmermani"	"Schreckensteinia_festaliella"	"Spheterista_pleonectes"	"Udea_ommatias"	"Omiodes_antidoxa"	"Casposina_sp._2"	"Scotorythra_complex"	"Thyrocopa_complex"	"Udea_pyranthes"	"Eupithecia_sp._2"	"Eupithecia_rhodopyra"	"Udea_constricta"	"Udea_sp._1"	"Carposina_graminis"	"Eccoptocera_sp._1"	"Eupithecia_monticolans"	"Eupithecia_orichloris"	"Fletcherana_leucoxyla"	"Hyles_calida"	"Paralopostega_sp._1"	"Agrotis_hephaestaea"	"Haliophyle_euclidias"
"Alyxia_oliviformis"	1.14677793837998	0.000673692122510765	0.000673692122510765	0.00188837943431048	0.000589480607196919	0.000589480607196919	0.00463632138820191	0.000589480607196919	0.00198641006068178	0	0	0.00114153387425435	0.164673411959308	0.000589480607196919	0.00197830226451574	0.00463632138820191	0.000589480607196919	0	0.000673692122510765	0	5.67545731623367e-05	0.000589480607196919	0.000168423030627691	0.000247287783064467	0.000247287783064467	0.000168423030627691	0.000168423030627691	0.000314729905718413	0.000463632138820191	0.0176844182159076	0.0159814742395609	0.000463632138820191	0.000198641006068179	0.000198641006068179	0	0	0.0137227843299423	0.0137227843299423	0.587111753519934	0.0146500486075827	0.000463632138820191	0.000463632138820191	0	0	0.000227018292649347
"Cheirodendron_trigynum"	0.000336846061255382	1.15575153068688	0.012894387829734	0.0130553367377465	0.0112825893510173	0.0112825893510173	0.0140352525523076	0.0112825893510173	0.0137330727979027	0	0	0.000684802658583681	0.014147534572726	0.0112825893510173	0.0136770194395439	0.0140352525523076	0.0112825893510173	0	0.012894387829734	0	0.000392373508511506	0.0112825893510173	0.0032235969574335	0.00170962742994299	0.00170962742994299	0.288937882671719	0.0032235969574335	0.00217588945629108	0.00140352525523076	0.338477680530518	0.00958723722017154	0.00140352525523076	0.00137330727979027	0.00137330727979027	0	0	0.00117896121439384	0.00117896121439384	0.00134738424502153	0.00398601172485536	0.00140352525523076	0.00140352525523076	0	0	0.00156949403404602
"Dubautia_raillardioides"	0.000336846061255382	0.012894387829734	1.15575153068688	0.0130553367377465	0.0112825893510173	0.0112825893510173	0.0140352525523076	0.0112825893510173	0.0137330727979027	0	0	0.000684802658583681	0.014147534572726	0.0112825893510173	0.0136770194395439	0.0140352525523076	0.0112825893510173	0	0.012894387829734	0	0.000392373508511506	0.0112825893510173	0.0032235969574335	0.00170962742994299	0.00170962742994299	0.0032235969574335	0.288937882671719	0.00217588945629108	0.00140352525523076	0.338477680530518	0.00958723722017154	0.00140352525523076	0.00137330727979027	0.00137330727979027	0	0	0.00117896121439384	0.00117896121439384	0.00134738424502153	0.00398601172485536	0.00140352525523076	0.00140352525523076	0	0	0.00156949403404602
"Carex"	0.000629459811436825	0.00870355782516432	0.00870355782516432	1.1153054272372	0.00761561309701878	0.00761561309701878	0.026227492143201	0.00761561309701878	0.0256628128041616	0	0	0.0147476952037506	0.0264373120803467	0.00761561309701878	0.0255580666294508	0.026227492143201	0.00761561309701878	0	0.00870355782516432	0	0.000733223222976047	0.00761561309701878	0.00217588945629108	0.00319475832868135	0.00319475832868135	0.00217588945629108	0.00217588945629108	0.185884237872867	0.0026227492143201	0.228468392910563	0.206467732852509	0.0026227492143201	0.00256628128041616	0.00256628128041616	0	0	0.00220310934002889	0.00220310934002889	0.0025178392457473	0.0074486077686691	0.0026227492143201	0.0026227492143201	0	0	0.00293289289190419
"Elaeocarpus_bifidus"	0.000589480607196919	0.0225651787020345	0.0225651787020345	0.0228468392910563	1.01974453136428	0.0197445313642802	0.0245616919665383	0.0197445313642802	0.0240328773963298	0	0	0.00119840465252144	0.0247581855022706	0.0197445313642802	0.0239347840192019	0.0245616919665383	0.0197445313642802	0	0.0225651787020345	0	0.000686653639895136	0.0197445313642802	0.00564129467550863	0.00299184800240023	0.00299184800240023	0.00564129467550863	0.00564129467550863	0.00380780654850939	0.00245616919665383	0.592335940928406	0.0167776651353002	0.00245616919665383	0.00240328773963298	0.00240328773963298	0	0	0.00206318212518922	0.00206318212518922	0.00235792242878767	0.00697552051849687	0.00245616919665383	0.00245616919665383	0	0	0.00274661455958054
"Styphelia_tameiameiae"	0.000589480607196919	0.0225651787020345	0.0225651787020345	0.0228468392910563	0.0197445313642802	1.01974453136428	0.0245616919665383	0.0197445313642802	0.0240328773963298	0	0	0.00119840465252144	0.0247581855022706	0.0197445313642802	0.0239347840192019	0.0245616919665383	0.0197445313642802	0	0.0225651787020345	0	0.000686653639895136	0.0197445313642802	0.00564129467550863	0.00299184800240023	0.00299184800240023	0.00564129467550863	0.00564129467550863	0.00380780654850939	0.00245616919665383	0.592335940928406	0.0167776651353002	0.00245616919665383	0.00240328773963298	0.00240328773963298	0	0	0.00206318212518922	0.00206318212518922	0.00235792242878767	0.00697552051849687	0.00245616919665383	0.00245616919665383	0	0	0.00274661455958054
"Vaccinium_calycinum"	0.000927264277640381	0.00561410102092303	0.00561410102092303	0.0157364952859206	0.00491233839330766	0.00491233839330766	1.14974712267946	0.00491233839330766	0.0165534171723482	0	0	0.00951278228545292	0.038945099660896	0.00491233839330766	0.0164858522042978	0.0386360115683492	0.00491233839330766	0	0.00561410102092303	0	0.000472954776352806	0.00491233839330766	0.00140352525523076	0.00206073152553722	0.00206073152553722	0.00140352525523076	0.00140352525523076	0.0026227492143201	0.114974712267946	0.14737015179923	0.133178951996341	0.114974712267946	0.00165534171723482	0.00165534171723482	0	0	0.00324542497174133	0.00324542497174133	0.00370905711056153	0.122083738396522	0.00386360115683492	0.00386360115683492	0	0	0.00189181910541122
"Acacia__melanoxylon"	0.000589480607196919	0.0225651787020345	0.0225651787020345	0.0228468392910563	0.0197445313642802	0.0197445313642802	0.0245616919665383	1.01974453136428	0.0240328773963298	0	0	0.00119840465252144	0.0247581855022706	0.0197445313642802	0.0239347840192019	0.0245616919665383	0.0197445313642802	0	0.0225651787020345	0	0.000686653639895136	0.0197445313642802	0.00564129467550863	0.00299184800240023	0.00299184800240023	0.00564129467550863	0.00564129467550863	0.00380780654850939	0.00245616919665383	0.592335940928406	0.0167776651353002	0.00245616919665383	0.00240328773963298	0.00240328773963298	0	0	0.00206318212518922	0.00206318212518922	0.00235792242878767	0.00697552051849687	0.00245616919665383	0.00245616919665383	0	0	0.00274661455958054
"Dicranopteris_linearis"	0.000397282012136357	0.00549322911916109	0.00549322911916109	0.015397687682497	0.00480657547926595	0.00480657547926595	0.0165534171723482	0.00480657547926595	1.16373800480263	0	0	0.00930797156302295	0.016685844509727	0.00480657547926595	0.016130910905473	0.0165534171723482	0.00480657547926595	0	0.00549322911916109	0	0.0332496572800751	0.00480657547926595	0.00137330727979027	0.00201636386318413	0.00201636386318413	0.00137330727979027	0.00137330727979027	0.00256628128041616	0.00165534171723482	0.144197264377979	0.130311601882321	0.00165534171723482	0.116373800480263	0.116373800480263	0	0	0.00139048704247725	0.00139048704247725	0.00158912804854543	0.00470117047694689	0.00165534171723482	0.00165534171723482	0	0	0.1329986291203
"Scaevola_procera"	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0
