"Centropomus_nigrescens"	"Eleotris_picta"	"Cichlasoma_trimaculatum"	"Diapterus_peruvianus"	"Gobiomorus_maculatus"	"Dormitator_latifrons"	"Hexanematichthys_guatemalensis"	"Poecilia_sphenops"	"Astyanax_fasciatus"	"Centropomus_robalito"	"Lutjanus_argentiventris"	"Mugil_curema"	"Gobionellus_sagittula"	"Ergasilus_sp."	"Contracaecum_sp."	"Argulus_sp."	"Ascocotye_(Phagicola)_longa"	"Austrodiplostomum_compactum"	"Pseudoacanthostomum_panamense"	"Neoechinorhynchus_golvani"	"Clinostomum_complanatum"	"Echinochasmus_leopoldinae"	"Southwellina_hispida"	"Paracryptogonimus_sp."	"Posthodiplostomum_minimum"	"Parvitaenia_cochlearii"	"Pseudoleptorhynchoides_lamothei"	"Centrocestus_formosanus"	"Metadena_sp."	"Gnathostoma_sp."	"Crassicutis_cichlasomae"	"Magnivitellinum_simplex"	"Neoapocreadium_marina"	"Pseudacaenodera_cristata"	"Saccocoelioides_sp."	"Saccocoelioides_sogandaresi"	"Cladocystis_trifolium"	"Haplorchis_sp."	"Tylodelphys_sp."	"Aristocleidus_hastatus"	"Cornutohaptor_nigrescensi"	"Ligophorus_mugilinus"	"Microcotyloides_incisa"	"Neotetraonchus_sp."	"Rhabdosynochus_sp."	"Proteocephalus_sp."	"Proteocephalus_chamelensis"	"Floridosentis_mugilis"	"Hysterothylacium_perezi"	"Philometra_sp."	"Rhabdochona_mexicana"	"Procamallanus_gobiomori"
"Centropomus_nigrescens"	1.0815425636894	0.0214607592709895	0.0303038138511101	0.0189900043587684	0.022612411225241	0.0201398234572135	0.0139622047443358	0.0270426074735617	0.0173461957409904	0.0236258509305674	0.0282719668742165	0.0133753774361878	0.0146597542807525	0.053400412809442	0.052574998991327	0.0520044177709197	0.0510481899812779	0.050739309045634	0.0525644517196802	0.0505142111087853	0.0056569721022917	0.047538380130949	0.0472480428810947	0.0444810030113965	0.0442125801952718	0.00286024186485025	0.00270891308415095	0.00231580791484421	0.00174523554298482	0.00185325069198958	0.00126265891046292	0.000963677541166131	0.000863182016307653	0.000863182016307653	0.00100699117286067	0.00135213037367808	0.00126265891046292	0.000863182016307654	0.000825413818114983	0.000863182016307653	0.0415977909111307	0.000835961089761737	0.00157066482634536	0.000698110237216788	0.00131254727392041	0.0415977909111307	0.000825413818114983	0.000835961089761737	0.000698110237216789	0.00131254727392041	0.000963677541166131	0.000825413818114983
"Eleotris_picta"	0.0214607592709895	1.10543404408414	0.0248769360860482	0.0169195150565449	0.0421385542185074	0.0255477438000152	0.0155228059517279	0.0141339726081659	0.0133889091760124	0.0142022540094355	0.0155102108844779	0.0151878808025079	0.00900974738476188	0.0530668190661413	0.0105501250629052	0.0523780798574364	0.0515292752890143	0.0510280283966	0.0521175765159846	0.0506347375879899	0.0484713918726793	0.00505855969317713	0.0478995423230776	0.00247610631222129	0.00256865145210862	0.0457094700213508	0.00216352196976849	0.00145052691796454	0.00141969368221224	0.0444320828313501	0.00103653900358534	0.000743828287556244	0.000769068866206584	0.000769068866206584	0.00127738719000076	0.000706698630408297	0.00103653900358534	0.000769068866206585	0.0425166940032361	0.000769068866206584	0.000825413818114983	0.000949242550156745	0.000861678382470995	0.000776140297586395	0.000789014111635308	0.000825413818114982	0.0425166940032361	0.000949242550156745	0.000776140297586395	0.000789014111635308	0.000743828287556245	0.0425166940032361
"Cichlasoma_trimaculatum"	0.032829131672036	0.0269500140932189	1.07969004162709	0.0202213683746815	0.0279261875160483	0.0214810990688595	0.0186936265065303	0.0249940628630127	0.0144656248354553	0.0173593168030941	0.0187058529807692	0.0182334565237564	0.0117835504687857	0.0567181414241486	0.0556816024205633	0.055715698582938	0.054706209692185	0.0545668360640686	0.0555785503914138	0.0533941659229367	0.0504413235427052	0.00627095906207751	0.0503985150203429	0.00326627945401088	0.0474994471214088	0.00337996611684869	0.00258000932586031	0.0020533489673426	0.00177636350166835	0.00230591116340572	0.0449870850677952	0.000803645824191961	0.00091915310794007	0.00091915310794007	0.00107405495344297	0.00124970314315064	0.0449870850677952	0.000919153107940071	0.00103653900358534	0.00091915310794007	0.00126265891046292	0.00113959103273478	0.00103921405448718	0.000934681325326515	0.000964406489060782	0.00126265891046292	0.00103653900358534	0.00113959103273478	0.000934681325326516	0.000964406489060783	0.000803645824191961	0.00103653900358534
"Diapterus_peruvianus"	0.022442732423999	0.0199957905213712	0.0220596745905617	1.12181195769124	0.0215756142498568	0.0186701685442052	0.0156703662963239	0.0183012642328481	0.0107933224640226	0.0186164969879563	0.0156769332248504	0.0152670370610634	0.0124519750450347	0.0609044634777078	0.0601353946115012	0.0595804158818915	0.0589602066650256	0.0588102165526316	0.0599502736613913	0.0582516921349327	0.00534014827111943	0.00507175020458432	0.0050026834895771	0.0027683725836858	0.00269739833589013	0.0026832870320467	0.00227257412952628	0.00151469223742144	0.00167294510374725	0.00174977860483644	0.00091915310794007	0.000599629025779032	0.0509914526223291	0.0509914526223291	0.00093350842721026	0.000915063211642406	0.00091915310794007	0.0509914526223291	0.000769068866206584	0.0509914526223291	0.000863182016307653	0.000954189816316465	0.000870940734713911	0.000783518314816195	0.00103424983266424	0.000863182016307653	0.000769068866206584	0.000954189816316465	0.000783518314816195	0.00103424983266424	0.000599629025779033	0.000769068866206584
"Gobiomorus_maculatus"	0.0267237587207394	0.0498001095309633	0.0304649318356891	0.0215756142498568	1.04959549875695	0.0311113002094142	0.0199831972972873	0.0183881865681043	0.0152947917409354	0.0184593344323789	0.0198931466727117	0.0194944049325925	0.01254905838571	0.0606217831275925	0.0587063942994785	0.0595496138870251	0.0584707977865866	0.0579143926409803	0.0594033828193054	0.0574848136260359	0.0546667724786906	0.00635405799344036	0.0538763696363678	0.00315853026860185	0.00321661836210019	0.0511798401457188	0.00274523183040355	0.00176911998067941	0.00189552117812936	0.0496242751352481	0.00126937215982038	0.00084971065227419	0.000980709738629855	0.000980709738629855	0.00155556501047071	0.000919409328405215	0.00126937215982038	0.000980709738629856	0.00191538882811397	0.000980709738629856	0.00102783687387459	0.00121840030828703	0.00110517481515065	0.000999159864864364	0.00102551857957661	0.00102783687387459	0.00191538882811397	0.00121840030828703	0.000999159864864365	0.00102551857957661	0.00084971065227419	0.00191538882811397
"Dormitator_latifrons"	0.0261817704943775	0.0332120669400198	0.0257773188826314	0.0205371853986257	0.0342224302303556	1.0638782039167	0.018991016291056	0.0216049352741425	0.0137822915877688	0.0172375446572572	0.0215598366196949	0.018346252505887	0.0180024805348133	0.0656591568474126	0.0643817696574118	0.0641813068767798	0.0629916287309804	0.010747269349698	0.0645125160657946	0.0624827184875347	0.0591971089459204	0.0585304911662567	0.00687744989385643	0.00316240124380245	0.00316129289001077	0.0560268623963067	0.00300112514731233	0.00184592962969428	0.00223544228132518	0.00283295220047147	0.00107405495344297	0.000765682865987158	0.00093350842721026	0.000933508427210259	0.0531939101958352	0.00108024676370712	0.00107405495344297	0.00093350842721026	0.00127738719000076	0.00093350842721026	0.00100699117286067	0.00114664078161794	0.00119776870109416	0.000949550814552799	0.00095764136984762	0.00100699117286067	0.00127738719000076	0.00114664078161794	0.000949550814552799	0.00095764136984762	0.000765682865987159	0.00127738719000076
"Hexanematichthys_guatemalensis"	0.0181508661676365	0.0201796477372463	0.0224323518078364	0.0172374029259563	0.021981517027016	0.018991016291056	1.09869979993174	0.0170386078219884	0.0187395545748344	0.0139127022153606	0.0138281405180439	0.0183404145437811	0.0338013117708406	0.0660298944928721	0.0652537541952857	0.0638836735450845	0.00895338142057074	0.0629388206026048	0.0648836185838858	0.00909669819619954	0.0597407982079033	0.0067232872491207	0.00521740811904286	0.00223926816685038	0.00248472195364272	0.00272485097700356	0.0583904557740583	0.001893016756368	0.0573493694087898	0.00177530016245076	0.000934681325326515	0.00104108636526858	0.000783518314816195	0.000783518314816195	0.000949550814552799	0.000851930391099418	0.000934681325326516	0.000783518314816195	0.000776140297586395	0.000783518314816195	0.000698110237216789	0.00114627590898632	0.000768230028780218	0.0549349899965868	0.000772927900853367	0.000698110237216788	0.000776140297586395	0.00114627590898632	0.0549349899965868	0.000772927900853367	0.00104108636526858	0.000776140297586395
"Poecilia_sphenops"	0.0351553897156302	0.0183741643906157	0.0299928754356152	0.0201313906561329	0.0202270052249147	0.0216049352741425	0.0170386078219884	1.07281371098423	0.0310234407930489	0.0168599217810957	0.018602761205877	0.0163986820598731	0.0151104479901707	0.0647902517884601	0.0640835531580518	0.0644977962422072	0.0635490414386199	0.0633207250660122	0.063765334159718	0.0092727182194072	0.00583290588551276	0.0599093916223428	0.00698495269780478	0.0033222794285099	0.0562425190660402	0.00270635472252064	0.00365477259318575	0.0553642100377141	0.00193124810468304	0.00162610795881351	0.00124970314315063	0.00172352448850271	0.000915063211642406	0.000915063211642406	0.00108024676370712	0.0536406855492114	0.00124970314315064	0.000915063211642407	0.000706698630408297	0.000915063211642406	0.00135213037367808	0.00102491762874207	0.00103348673365984	0.000851930391099418	0.000936662321171981	0.00135213037367808	0.000706698630408297	0.00102491762874207	0.000851930391099419	0.000936662321171981	0.00172352448850272	0.000706698630408297
"Astyanax_fasciatus"	0.0250556160703194	0.0193395354764624	0.0192874997806071	0.0131918385671387	0.0186936343500322	0.0153136573197432	0.0208217273053716	0.0344704897700543	1.10942506415761	0.00972096297203315	0.0170301809296271	0.0122867573205499	0.0186963693137862	0.0110803369954484	0.0103365087078922	0.0708395543325512	0.0693924003029718	0.0696678038022533	0.0103124146629141	0.00754780380914279	0.0049718763278125	0.0673691867959316	0.0659417092544793	0.00244985220236948	0.00349084785386081	0.00235922180581759	0.0640112671027871	0.0633582502750365	0.00237654131625331	0.00159353893983043	0.000803645824191961	0.0616347257865338	0.000599629025779032	0.000599629025779032	0.000765682865987158	0.00172352448850272	0.000803645824191961	0.000599629025779032	0.000743828287556244	0.000599629025779032	0.000963677541166131	0.000767922332534369	0.00094612116275706	0.00104108636526858	0.000540053498446286	0.00096367754116613	0.000743828287556244	0.000767922332534369	0.00104108636526858	0.000540053498446286	0.0616347257865338	0.000743828287556244
"Centropomus_robalito"	0.0341262291219308	0.020514366902518	0.0231457557374588	0.0227534963186132	0.0225614087506854	0.0191528273969524	0.0154585580170673	0.0187332464234396	0.00972096297203315	1.09139677654276	0.026099167252711	0.0150079493308502	0.0146625885663182	0.0718614004552825	0.0710723863436472	0.0107209719466165	0.0691312445618766	0.0689465310928824	0.0709234036221043	0.069213813400079	0.00544750528415183	0.00624418595438504	0.00608149368890112	0.0633956552625575	0.00321361608415318	0.00277217406105954	0.00236030915403667	0.00147671581961827	0.00182025565559038	0.00181453269121192	0.000964406489060783	0.000540053498446286	0.00103424983266424	0.00103424983266424	0.00095764136984762	0.000936662321171981	0.000964406489060783	0.00103424983266424	0.000789014111635308	0.00103424983266424	0.00131254727392041	0.00093799683317814	0.00144995373626173	0.000772927900853367	0.0606331542523753	0.00131254727392041	0.000789014111635308	0.00093799683317814	0.000772927900853367	0.0606331542523753	0.000540053498446286	0.000789014111635308
