"Euphorbia_obtusifolia"	"Parolinea_intermedia"	"Argyranthemum_frutescencs"	"Convolvulus_sp1_M_PL_050"	"Euphorbia_canariensis"	"Lavandula_buchii"	"Plocama_pendula"	"Echium_bonnetii"	"Periploca_laevigata"	"Ceballosia_fruticosa"	"Echium_aculeatum"	"Fagonia_albiflora"	"Lotus_sp1_M_PL_050"	"Noechamaelea_pulverulenta"	"Lasioglossum_evylaeus"	"Camponotus_rufoglaucus"	"Eucera_gracilipes"	"Sphecodes_marginatus"	"Unidentified_sp1_M_PL_050"	"Unidentified_sp2_M_PL_050"	"Amegilla_quadrifasciata"	"Amegilla_sp1_M_PL_050"	"Anthophora_orotavae"	"Hylaeus_sp1_M_PL_050"	"Unidentified_sp3_M_PL_050"	"Unidentified_sp4_M_PL_050"	"Amegilla_canifrons"	"Apis_mellifera"	"Lucilia_sp1_M_PL_050"	"Unidentified_sp5_M_PL_050"	"Unidentified_sp6_M_PL_050"	"Unidentified_sp7_M_PL_050"	"Unidentified_sp8_M_PL_050"	"Unidentified_sp9_M_PL_050"	"Anthophora_alluardii"	"Gallotia_galloti"	"Unidentified_sp10_M_PL_050"	"Unidentified_sp11_M_PL_050"	"Unidentified_sp12_M_PL_050"	"Unidentified_sp13_M_PL_050"	"Unidentified_sp14_M_PL_050"	"Unidentified_sp15_M_PL_050"	"Unidentified_sp16_M_PL_050"	"Unidentified_sp17_M_PL_050"	"Unidentified_sp18_M_PL_050"	"Unidentified_sp19_M_PL_050"	"Unidentified_sp20_M_PL_050"	"Unidentified_sp21_M_PL_050"	"Unidentified_sp22_M_PL_050"
"Euphorbia_obtusifolia"	1.19934863669688	0.0124951295962514	0.0139062755391159	0.0150342313531169	0.0384289855044215	0.00741196774943756	0.0165399371929692	0.00352137268559207	0.0159135917220115	0.00369921297212909	0.00343886714862818	0.000217720848746457	0.000217720848746457	0.0031596834752855	0.0418854706299939	0.044235568653997	0.0030480918824504	0.0393610112334848	0.0396917572776807	0.0403612842390831	0.0016751020400561	0.00178291998818894	0.0013833456890923	0.0390550995962899	0.00201498578080488	0.0396659704621273	0.00103120842053309	0.00194628853560734	0.00439101055927778	0.00126327421314904	0.00167651481068812	0.0376767714968758	0.00144702534461164	0.00194628853560734	0.000463247984339847	0.000352137268559208	0.0352749599028495	0.000695313776955794	0.000751711567655843	0.0352749599028495	0.0352749599028495	0.000695313776955793	0.0352749599028495	0.000695313776955793	0.0352749599028495	0.0352749599028495	0.0352749599028495	0.0352749599028495	0.0352749599028495
"Parolinea_intermedia"	0.0193106548305704	1.09906435182675	0.0405123532764601	0.0406035403120163	0.0119830920928955	0.0473818561191448	0.0367113370761384	0.019483648151365	0.00143528703488681	0.00587879846666372	0.00138976662285328	0.00453253815689127	0.00453253815689127	0.000513571209803881	0.063299177821264	0.00718999693725434	0.0634555341964778	0.0600459517031645	0.0553301689090027	0.00352193223518307	0.00525717247829637	0.054949013560627	0.0548672013601627	0.00437618178167741	0.0540132652170035	0.00149631457136006	0.0529188365450262	0.0530167486272579	0.000928354135166817	0.0519830882014027	0.00349987663226674	0.00131690369199921	0.00405579467942381	0.0530167486272578	0.00296136600744655	0.0019483648151365	0.000567960436193247	0.00202561766382301	0.00203017701560081	0.000567960436193247	0.000567960436193247	0.00202561766382301	0.000567960436193247	0.00202561766382301	0.000567960436193247	0.000567960436193247	0.000567960436193247	0.000567960436193247	0.000567960436193247
"Argyranthemum_frutescencs"	0.023640668416497	0.0445635886041061	1.14921980870085	0.0441472431718377	0.0205715628888709	0.0124717246891394	0.00685320555071273	0.0105238151177655	0.00915357373200325	0.00117281484825245	0.000790178560084285	0.00488660265863885	0.00488660265863885	0.00045194373593948	0.0660779714823747	0.00632721230315272	0.0684124372209439	0.00657208056706441	0.0636750067149675	0.0605862236090531	0.00202940894486883	0.0050124626154861	0.00385748196867077	0.00255213692006962	0.0616939702574573	0.00312523317401063	0.00280510045689422	0.0025967181263824	0.00242991939705484	0.0594866080988654	0.002500565870655	0.00198103645751022	0.0596683525936342	0.0025967181263824	0.000779482793071213	0.00105238151177655	0.000695313776955794	0.0574609904350424	0.00220736215859188	0.000695313776955793	0.000695313776955794	0.0574609904350424	0.000695313776955793	0.0574609904350424	0.000695313776955794	0.000695313776955793	0.000695313776955793	0.000695313776955793	0.000695313776955793
"Convolvulus_sp1_M_PL_050"	0.0255581933002987	0.0446638943432179	0.0441472431718376	1.10154883113289	0.0171227944802518	0.0274515848476486	0.0162756030105991	0.0108920041524342	0.0059428077541022	0.0205603344648814	0.00514755145245007	0.00477845424608143	0.00477845424608143	0.00446558273056108	0.0652980916726135	0.062518158227855	0.06689835944514	0.0660714380599828	0.0611368669535087	0.00477209935052624	0.00409181233133397	0.0588233426252232	0.00483510148382227	0.00317818647355484	0.0593149807308371	0.00256473719193436	0.00374590106857885	0.00338647726648407	0.00181302562427851	0.0042375391741927	0.0602175251728648	0.00182188622267158	0.0572848037152362	0.00338647726648407	0.00171572405297804	0.00108920041524342	0.000751711567655844	0.00220736215859188	0.0550774415566444	0.000751711567655843	0.000751711567655844	0.00220736215859188	0.000751711567655844	0.00220736215859188	0.000751711567655844	0.000751711567655844	0.000751711567655844	0.000751711567655844	0.000751711567655844
"Euphorbia_canariensis"	0.0816615941968957	0.0164767516277313	0.0257144536110886	0.0214034931003147	1.08874905250396	0.00736281908097841	0.0248788833451268	0.00617771973434134	0.0469005298952808	0.000905897267383361	0.00645359542224234	0.000321752981336263	0.000321752981336263	0.00600503758531636	0.076704656411656	0.084070526194429	0.00450454173870768	0.00698082029301561	0.0735534679669001	0.0775969162929886	0.00269134702155587	0.00227929410338285	0.00182689142180125	0.0725218676542845	0.00310484059137614	0.076311193612434	0.00120911944836711	0.00282218353456653	0.0739093820184076	0.0020346659363604	0.00129664897186158	0.0704486273755238	0.00235589733557017	0.00282218353456653	0.00046017619256115	0.000617771973434134	0.00240181159402634	0.00128572268055443	0.00107017465501574	0.00240181159402634	0.00240181159402634	0.00128572268055443	0.00240181159402634	0.00128572268055443	0.00240181159402634	0.00240181159402634	0.00240181159402634	0.00240181159402634	0.00240181159402634
"Lavandula_buchii"	0.0157504314675548	0.0651500521638241	0.0155896558614242	0.0343144810595608	0.0073628190809784	1.10794123280583	0.0144739656280534	0.0384139551799348	0.00109691429127208	0.00734000009603641	0.0132752553377285	0.00604186887860412	0.00604186887860412	0.000540832603930219	0.0806738834010923	0.00757165645502307	0.0845861643004577	0.0774278289214756	0.0063799970303968	0.00184002125638122	0.0764065364027898	0.0739234171107888	0.0760490885758042	0.00212958797923878	0.0054565728534958	0.00106053846331001	0.0722076930578107	0.00416752980978433	0.00059729047897016	0.00374084880051777	0.00355072407698714	0.000923424176900997	0.00249520684604925	0.00416752980978433	0.0692463270503642	0.00384139551799348	0.000463247984339848	0.000779482793071213	0.00171572405297804	0.000463247984339847	0.000463247984339848	0.000779482793071213	0.000463247984339847	0.000779482793071213	0.000463247984339848	0.000463247984339847	0.000463247984339847	0.000463247984339847	0.000463247984339847
"Plocama_pendula"	0.0468631553800793	0.0673041179729204	0.0114220092511879	0.0271260050176652	0.0331718444601691	0.0192986208374045	1.08423464619879	0.00882882961544849	0.009526040400069	0.00922016892529052	0.00796467909998306	0.000544286582077192	0.000544286582077192	0.00728464301017	0.100880181128411	0.10198500214238	0.00762001214908069	0.0996579996568686	0.00843824718129552	0.00521342389074269	0.0040802165388784	0.00562174214289925	0.00514832485356083	0.0938044555614073	0.00498667880312086	0.0046423234281833	0.00426544189201598	0.0934121652729108	0.00326399532876919	0.0036303785522376	0.0036613424822059	0.00345156837817466	0.00192740071344265	0.0934121652729108	0.00120616380233778	0.000882882961544849	0.0013783280994141	0.000571100462559395	0.00135630025088326	0.0013783280994141	0.0013783280994141	0.000571100462559395	0.0013783280994141	0.000571100462559395	0.0013783280994141	0.0013783280994141	0.0013783280994141	0.0013783280994141	0.0013783280994141
"Echium_bonnetii"	0.0119726671310131	0.0428640259330031	0.0210476302355309	0.0217840083048684	0.00988435157494615	0.0614623282878957	0.0105945955385382	1.11184207987271	0.00126656856225819	0.00103468929310979	0.0206429888926825	0.009162734634417	0.009162734634417	0.000611930437943296	0.120968342450959	0.00856702613120615	0.128278284881838	0.00837265330175491	0.00505985598414981	0.00218061182405216	0.120186350728435	0.0068789607483734	0.116973968320401	0.00185279220353819	0.00408994674215647	0.00112823031227562	0.00578976033312998	0.00283124777668135	0.000776093043716407	0.00300074632691305	0.00134787273852087	0.000969909241993341	0.00214158192701996	0.00283124777668135	0.00384139551799348	0.111184207987271	0.000352137268559208	0.00105238151177655	0.00108920041524342	0.000352137268559208	0.000352137268559208	0.00105238151177655	0.000352137268559208	0.00105238151177655	0.000352137268559208	0.000352137268559208	0.000352137268559208	0.000352137268559208	0.000352137268559208
"Periploca_laevigata"	0.067632764818549	0.00394703934593874	0.0228839343300081	0.0148570193852555	0.0938010597905617	0.00219382858254416	0.0142890606001035	0.00158321070282274	1.08862643351872	0.000587989368916458	0.0115490368444397	0.000181684147831948	0.000181684147831948	0.0110185877498062	0.0114044141739855	0.154260228497286	0.00254357806964727	0.00438632749252182	0.00991822376728558	0.145074266108503	0.00318269456780121	0.00105937613503264	0.000474846236052135	0.00904252025217017	0.00206645856512404	0.143930069392002	0.000316525165769861	0.00137016592936948	0.141940870426751	0.00132360759586126	0.000889848311491891	0.00785176520216154	0.00188704768576318	0.00137016592936948	0.00013711428640901	0.000158321070282273	0.00198919896525144	0.00114419671650041	0.000742850969262776	0.00198919896525144	0.00198919896525144	0.00114419671650041	0.00198919896525144	0.00114419671650041	0.00198919896525144	0.00198919896525144	0.00198919896525144	0.00198919896525144	0.00198919896525144
"Ceballosia_fruticosa"	0.0314433102630973	0.0323333915666505	0.00586407424126224	0.102801672324407	0.00362358906953344	0.0293600003841456	0.0276605067758716	0.00258672323277448	0.00117597873783292	1.09337226177999	0.00106042668224985	0.000692050714787381	0.000692050714787381	0.000667296845941679	0.0124529790834367	0.00934215584318351	0.00968871000702332	0.285017694176249	0.00805426450482751	0.00159147861417034	0.00235877901784901	0.00844478325689538	0.00356337196395248	0.00345631979120074	0.0069029869449494	0.00129827490210723	0.00330469964067503	0.00377474184798856	0.000373471659074955	0.00176290332872904	0.278483149061219	0.00115127755987811	0.00543328732828346	0.00377474184798856	0.0018350000240091	0.000258672323277448	0.000924803243032274	0.000293203712063112	0.00514008361622035	0.000924803243032273	0.000924803243032274	0.000293203712063112	0.000924803243032274	0.000293203712063112	0.000924803243032274	0.000924803243032274	0.000924803243032274	0.000924803243032274	0.000924803243032274
