"Rhombomys_opimus"	"Meriones_libycus"	"Spermophilus_fulvus"	"Meriones_meridianus"	"Spermophilopsis_leptodactylus"	"Dipus_sagitta"	"Blanfordimys_afghanus"	"Allactaga_elater"	"Microtus_socialis"	"Cricetulus_migratorius"	"Apodemus_uralensis"	"Allactaga_severtzovi"	"Pygeretmus_pumilio"	"Calomyscus_mystax"	"Microtus_transcaspicus"	"Eremodipus_lichtensteini"	"Nesokia_indica"	"Xenopsylla_gerbilli"	"Xenopsylla_hirtipes"	"Xenopsylla_conformis"	"Citellophilus_trispinus"	"Xenopsylla_nuttalli"	"Nosopsyllus_laeviceps"	"Paradoxopsyllus_teretifrons"	"Nosopsyllus_turkmenicus"	"Coptopsylla_olgae"	"Coptopsylla_lamellifer"	"Rostropsylla_daca"	"Nosopsyllus_tersus"	"Coptopsylla_bairamalensis"	"Rhadinopsylla_cedestis"	"Stenoponia_vlasovi"	"Echidnophaga_oschanini"	"Paradoxopsyllus_repandus"	"Neopsylla_setosa"	"Ctenophthalmus_dolichus"	"Mesopsylla_eucta"	"Nosopsyllus_consimilis"	"Amphipsylla_parthiana"	"Desertopsylla_rothschildi"	"Frontopsylla_macrophthalma"	"Leptopsylla_taschenbergi"	"Ophthalmopsylla_karakum"	"Amphipsylla_schelkovnikovi"	"Ophthalmopsylla_volgensis"	"Mesopsylla_lenis"	"Amphipsylla_rossica"	"Peromyscopsylla_tikhomirovae"	"Nosopsyllus_fidus"	"Xenopsylla_persica"	"Nosopsyllus_philippovi"	"Phaenopsylla_kopetdag"	"Paradoxopsyllus_microphthalmus"	"Amphipsylla_argoi"	"Phaenopsylla_tiflovi"	"Wagnerina_schelkovnikovi"
"Rhombomys_opimus"	1.04085774706636	0.0421249051489942	0.0345444801822587	0.0432578886468003	0.0392613564852049	0.034508452370277	0.0237746508072346	0.031146548677589	0.000800180238509484	0.0179076313891481	0.00032092945313321	0.00354000535967773	0.00393123564815659	0.000425727992015876	0.000224299086329378	0.00447996969293718	0.0122273250887115	0.0378443804762662	0.034416487974748	0.0377176617282763	0.0344484900761982	0.0340166169956589	0.0358044070055704	0.0336698263592585	0.036762975126967	0.0352767111921581	0.034930025869536	0.0350699017635952	0.0336698263592585	0.0353628997226303	0.0358895947634876	0.03545761636917	0.0344484900761982	0.0325099685052534	0.00420269578589625	0.0353628997226303	0.00469904321386153	0.00252514908615263	0.00191563818972079	0.00450079884634144	0.00364241255648527	0.000663002175722944	0.000958568121396582	0.00130535875779702	0.00312984230783089	0.000778663716939726	0.000682792342253327	3.04091422868483e-05	0.00314135897330072	0.000626717570670983	0.000526695040857297	3.04091422868483e-05	3.04091422868483e-05	3.04091422868483e-05	3.04091422868483e-05	0.000557104183144145
"Meriones_libycus"	0.0361070615562808	1.04482500646902	0.0361131894190702	0.0435688535105115	0.0393639168655755	0.0306222039754934	0.0210759589001736	0.035487743220918	0.000775286534230567	0.0186166919626949	0.00030833190421844	0.00527818601785176	0.00569790259664377	0.00041253276733056	0.000230744240009233	0.00401762568670983	0.0108320977066016	0.0341894551990025	0.0302480455731567	0.0340853382153635	0.0304656348725613	0.0301625678590729	0.031746902927683	0.0295784412920383	0.0325975197047801	0.0310468257906417	0.0308206542894931	0.0308997123204043	0.0295784412920384	0.0312762486764142	0.0318237984400228	0.0311627763606484	0.0304656348725613	0.0284852516329403	0.0282519094788184	0.0312762486764142	0.0292008355070381	0.00233534525129009	0.00181520906876731	0.00436828577272776	0.0276748080474983	0.000682318799665593	0.000850616777097038	0.00143474334413162	0.00335773263033611	0.00088719358052295	0.000702146640389804	2.94666262378971e-05	0.00327966390811432	0.000644460580387496	0.000547549763608674	2.94666262378972e-05	2.94666262378971e-05	2.94666262378971e-05	2.94666262378971e-05	0.000577016389846572
"Spermophilus_fulvus"	0.0345444801822587	0.0421320543222486	1.04374997144918	0.0432742273594869	0.0414503406122782	0.0338600139580033	0.0172970902074946	0.0311230523451904	0.000737048928672787	0.018975443018952	0.000294932811171572	0.00355095291091642	0.00394003834191259	0.000397525028648991	0.000233103063527924	0.00739429407748762	0.0103787647159068	0.0376119039142035	0.0350171653715278	0.0381029459236009	0.0345628593339097	0.0341804046558951	0.0355870176930338	0.0337847830252799	0.0365275736363117	0.00697641760857128	0.00679317853698409	0.0350842246273937	0.0337847830252799	0.0352281320341979	0.0357862332994612	0.0351913960624186	0.0345628593339096	0.00430760845672202	0.0323192893586208	0.0352281320341979	0.00475401001209485	0.00215897326618253	0.001658950219695	0.0330544523270465	0.0316758216249592	0.000690110233938169	0.000940555943277869	0.00133617757389305	0.00311268344796935	0.000778076308629761	0.000708508147229375	2.83946449034993e-05	0.00322463684893661	0.000650232381347394	0.000558101265263295	2.83946449034994e-05	2.83946449034994e-05	2.83946449034994e-05	2.83946449034993e-05	0.000586495910166795
"Meriones_meridianus"	0.0324434164851002	0.0381227468216976	0.0324556705196152	1.05025921276623	0.0380868132805907	0.0324850108404871	0.0226634369538238	0.0351868864329446	0.00458721751633198	0.0176275043757767	0.000345503043475642	0.00480435847158293	0.00788537163322996	0.000449814448540202	0.000308489085911803	0.00582056160726116	0.00980131905073303	0.0311563183387051	0.0273701210319755	0.0314263177220057	0.0272796995915889	0.0268957941904054	0.0284675590603851	0.0264000274307653	0.0293699204726208	0.0279499180582459	0.0277682798513887	0.0276185776597271	0.0264000274307653	0.0281513702436591	0.0286698262547113	0.027971792300745	0.0272796995915889	0.0254406335404676	0.00411418791096728	0.0281513702436591	0.0263609836286398	0.00278212843490947	0.0233254731075748	0.0255612305703648	0.024569303278245	0.000681954043399116	0.000902361412235752	0.00139812817187587	0.0246481052931762	0.000879672160823614	0.0011689804720717	3.21296034671573e-05	0.0241853573254721	0.00109185820059375	0.000518456011052255	3.21296034671573e-05	3.21296034671573e-05	3.21296034671573e-05	3.21296034671573e-05	0.000550585614519412
"Spermophilopsis_leptodactylus"	0.0336525912730328	0.0393639168655755	0.0355288633819527	0.0435277866063894	1.04475796723752	0.033072117499839	0.0185925785416977	0.0329766941949637	0.000801130458364597	0.0217374393322276	0.000326148771463908	0.00528304058954962	0.00570339566850226	0.000441496544161449	0.00026551843673769	0.00649983971459173	0.0108028082167621	0.0341035450662428	0.0306429383230109	0.0344152225270013	0.0303840490587864	0.0301047155791832	0.031591443912204	0.0295596317039123	0.0325101138427551	0.0308838645200863	0.030751571812694	0.0309705973132003	0.0295596317039123	0.0310991482334671	0.0317384846844149	0.0310463600369331	0.0303840490587864	0.00431837573506361	0.0282630924895214	0.0310991482334671	0.0291371032779734	0.00233927875157036	0.00172206936960937	0.0287709080051352	0.00365539523007515	0.000787253252998271	0.000918669930551083	0.00146375380582196	0.00336284063162107	0.000824417354874094	0.000805857367427868	3.15354674401035e-05	0.0272457723895866	0.000739477758243446	0.000639336450947871	3.15354674401035e-05	3.15354674401035e-05	3.15354674401035e-05	3.15354674401035e-05	0.000670871918387975
"Dipus_sagitta"	0.034508452370277	0.0357259046380756	0.0338600139580033	0.0433133477873161	0.0385841370831455	1.05525884630659	0.0192760562731792	0.0281488275497886	0.000675581962473066	0.013989126912075	0.000260349410524349	0.00360084580807389	0.00758420245032509	0.00034399149712052	0.000176804530235922	0.00744580538348086	0.0105810394126533	0.0380440250967361	0.0351244854792103	0.0385292041311743	0.0345872386040416	0.00568593778248172	0.00718311309169462	0.0338835179152968	0.0364958588224331	0.0351438579699766	0.03479951434968	0.0350507513539507	0.0338835179152968	0.0353286253837792	0.0357400702929579	0.0353806932245097	0.0345872386040415	0.00415665377921175	0.00382500824884938	0.0353286253837792	0.00492353508293154	0.00208272613755469	0.00172819593728255	0.0333153005807167	0.00339725482135537	0.000520733394368744	0.0293127457307385	0.00111516559792339	0.0318668531380096	0.000703720688744716	0.000540093787046791	2.45708212228942e-05	0.00293619694071023	0.00049589265448781	0.000411444909178677	2.45708212228943e-05	2.45708212228943e-05	2.45708212228943e-05	2.45708212228942e-05	0.000436015730401571
"Blanfordimys_afghanus"	0.0329187472715556	0.0340457797618189	0.0239498172103772	0.041840191299367	0.0300341653365886	0.0266899240705559	1.04096868625557	0.031099545099691	0.0116907060907084	0.0217828382391222	0.00402775952077328	0.0044032864165406	0.00477674125607935	0.00483456623106759	0.000681749375884106	0.00271206513074452	0.0168767647668912	0.0487103271852134	0.00517046361218576	0.0479568548427024	0.00549594138455395	0.00539522631773165	0.0466379666790424	0.00471845275706168	0.0473793534587801	0.0460734090455765	0.0455085975608567	0.00656460766761212	0.00471845275706168	0.0455331985482297	0.046173870261145	0.0459611931183724	0.00549594138455395	0.0434114398935231	0.0036091460192294	0.0455331985482297	0.00450584598452929	0.04469701637512	0.0423702660770844	0.00344544016190083	0.00312504578370351	0.00181804893707971	0.000741386779737663	0.00141816034040763	0.00298763871631	0.000777488627492276	0.00227244731822493	0.000345326159361971	0.00300493016715846	0.0021020099742539	0.000640671712915358	0.000345326159361971	0.000345326159361971	0.000345326159361971	0.000345326159361971	0.00098599787227733
"Allactaga_elater"	0.0280318938098301	0.0372621303819639	0.0280107471106714	0.0422242637195335	0.0346255289047119	0.0253339447948098	0.0202147043147992	1.06273370193365	0.000896874993399232	0.0278222719259254	0.000365957076393869	0.00556727625699366	0.00923046926398206	0.0005039499446712	0.000334582340765484	0.00220588423224459	0.00796915232899157	0.0356667903023566	0.00521939118257562	0.0354652125080408	0.031420086358876	0.0315346677855997	0.0328813815794485	0.00485174381053486	0.0335851022681932	0.0319887238440951	0.0322378007932069	0.0062392710923598	0.00485174381053486	0.0321975749863683	0.0330158771018367	0.00619845760438368	0.031420086358876	0.0298913606341197	0.0298763319078364	0.0321975749863683	0.0312413136787252	0.00240461097720996	0.00176927016249079	0.00355353388511295	0.0291132845983175	0.000993436969758234	0.000703720688744716	0.0273866446638095	0.0293055440559072	0.0265683425483412	0.00101405707483467	3.59964246193714e-05	0.0290907341795073	0.0009304114896433	0.000818302115468395	3.59964246193714e-05	3.59964246193714e-05	3.59964246193714e-05	3.59964246193714e-05	0.000854298540087768
"Microtus_socialis"	0.00360081107329268	0.00407025430471048	0.00331672017902754	0.0275233050979919	0.00420593490641414	0.0030401188311288	0.0379947947948022	0.00448437496699616	1.09439134378249	0.0788025935073488	0.014267917275049	0.00055809188403936	0.000664723096043227	0.015889152910892	0.0263638807215411	0.000386630636091794	0.0137726853654765	0.00609809562019083	0.00111149414417144	0.00517877081914829	0.00115916507899771	0.00339244067214002	0.00583754217386974	0.00104705570482281	0.00592198991917887	0.00351213546464334	0.00484609556270359	0.00434854228366542	0.00104705570482281	0.00262050334033626	0.00493822667878769	0.00349215720655253	0.00115916507899771	0.00234378317164745	0.00271901595278483	0.00262050334033626	0.00105866938880276	0.14626366162539	0.138833658423691	0.000914560797578936	0.00087455349657932	0.0124756728375989	8.44477453091334e-05	0.00242983271262634	0.000853049696030938	0.000112109374174904	0.145707611491648	0.00113493949363514	0.00310337620946341	0.139116641311262	0.00231772333845143	0.00113493949363514	0.00113493949363514	0.00113493949363514	0.00113493949363514	0.00345266283208658
"Cricetulus_migratorius"	0.0189610214708627	0.0229970900715643	0.0200916455494786	0.0248858885305082	0.0268521309398106	0.0148120167304324	0.0166574645357993	0.0327320846187358	0.0185417867076115	1.08015343425279	0.00944795354006618	0.00346944739128451	0.00374651202107624	0.0139190109803333	0.0124032998240828	0.00207668756526165	0.0115858586036365	0.038303892487132	0.00354769803511835	0.0378224457525111	0.00401988555637647	0.0353776593016916	0.0368458923434381	0.00320158344090807	0.0372573372526168	0.00493001733285971	0.0358716746585223	0.035798363424233	0.00320158344090807	0.00466055726929183	0.0364297759237856	0.0046698164826546	0.00401988555637646	0.00305167464390198	0.034332508249782	0.00466055726929183	0.00357019957559248	0.0389113784897321	0.00347685106241905	0.00247345323065237	0.00244240915539262	0.037232031995531	0.000411444909178677	0.0325875207699622	0.00221651703833386	0.000818302115468396	0.0371877669489659	0.000994215070023803	0.0337453132319623	0.0340869419929452	0.0317692186544938	0.000994215070023804	0.000994215070023804	0.000994215070023804	0.000994215070023804	0.0327634337245176
