"Pandanus_barklyi"	"Syzygium_coriaceum"	"Pittosporum_senacia"	"Aphloia_theiformis"	"Gaertnera_sp1_M_PL_067"	"Tabernaemontana_persicarifolia"	"Diospyros_revaughanii"	"Psiadia_terebinthina"	"Stillingia_lineata"	"Gaertnera_rotundifolia"	"Euodia_obtusifolia"	"Turraea_rigida"	"Gaertnera_petrinensis"	"Labourdonnaisia_callophylloides"	"Phyllanthus_phillyreifolius"	"Euodia_chapelieri"	"Ochna_mauritiana"	"Cordemoya_integrifolia"	"Smilax_anceps"	"Apis_mellifera"	"Nacoleia_sp1_M_PL_067"	"Technomyrmex_albipes"	"Villa_unifasciata"	"Phorinia_sp1_M_PL_067"	"Paragus_borbonicus"	"Pachycerina_crinicornis"	"Phelsuma_cepediana"	"Chrysomya_megacephala"	"Hippotion_eson"	"Nogodinidae_sp1_M_PL_067"	"Brachymyrmex_sp1_M_PL_067"	"Lecithoceridae_sp1_M_PL_067"	"Episyrphus_sp1_M_PL_067"	"Eristalinus_flaveolus"	"Ischiodon_aegyptius"	"Musca_domestica"	"Nacoleia_sp2_M_PL_067"	"Syritta_sp1_M_PL_067"	"Allograpta_nasuta"	"Cephonodes_trochilus"	"Fannia_pusio"	"Lygaeidae_sp1_M_PL_067"	"Melanagromyza_sojae"	"Pheidole_megacephala"	"Sarrothripinae_sp1_M_PL_067"	"Stomorhina_lunata"	"Zosterops_mauritianus"
"Pandanus_barklyi"	1.18547530219407	0.00113501410396934	0.0124713249021384	0.0113499220034211	0.000931197514497515	0.00209401185150138	0.0392104002836842	0.0127648885713785	0.000824443144553625	0.000606935361198576	0.000703345004014961	0.000459948069161589	0.0122765589388415	0.0406809702761541	0.000288097834485531	0.000347512850500526	0.000459948069161589	0.0106465769994061	0.000606935361198576	0.170345231990498	0.00971096577917721	0.00352919847244775	0.0037415243517615	0.00243396934853372	0.00111720309211021	0.000898004930770262	0.159865874522411	0.000898004930770262	0.000116399689312189	0.000911777755098465	3.74746883888011e-05	0.00525030201071076	0.148184412774258	0.000860530242381461	0.148184412774258	0.000118547124386611	0.00204609315647358	3.74746883888011e-05	3.74746883888011e-05	0.000116399689312189	3.74746883888011e-05	0.000911777755098464	3.74746883888011e-05	7.20244586213827e-05	0.00034900197525023	3.74746883888011e-05	0.00678016171269235
"Syzygium_coriaceum"	0.000648579487982478	1.09500338760811	0.0655515679544693	0.0158763162519072	0.00662711535025342	0.000550714452487138	0.00107232863343121	0.0195891537776546	0.079981754231682	0.00044836487613152	0.0153618586358454	0.00631267020876188	0.00105035180966538	0.000619098602165093	0.00109978188962475	0.0162647968622072	0.00631267020876188	0.000514457616061742	0.00044836487613152	0.00823132185698786	0.00717383801810433	0.0134723281479032	0.096306498996124	0.0904918842708355	0.0873154864549361	0.0859470349667061	0.00031829661553756	0.0859470349667062	0.000828389418781678	0.00139922526983247	0.00363553428325828	0.000225826821260091	8.10724359978097e-05	0.0823115006834479	8.10724359978097e-05	0.0818500619695518	0.000175058634944229	0.00363553428325828	0.00363553428325828	0.000828389418781678	0.00363553428325828	0.00139922526983247	0.00363553428325828	0.000274945472406189	9.17857420811897e-05	0.00363553428325828	0.000103183100360849
"Pittosporum_senacia"	0.00623566245106921	0.0573576219601607	1.07044241568335	0.023473018496822	0.0111666787563411	0.00604154515860924	0.010994287706744	0.0233325957672999	0.0402711766680688	0.00494278052294734	0.0185411106817783	0.010655666238432	0.0107723872778084	0.00595222324874788	0.00666011754237805	0.00596369059634955	0.010655666238432	0.00493190781504368	0.00494278052294734	0.0789105250406988	0.0790844883671574	0.0815864398941311	0.086905140999321	0.0788544444334632	0.00908501765998705	0.0728301320077307	0.0031457809778513	0.0728301320077307	0.00139583484454264	0.00166661398337857	0.00183050803036677	0.00238121015644454	0.000779457806383651	0.070999623977364	0.000779457806383651	0.00592748102752111	0.00179539787963473	0.00183050803036677	0.00183050803036677	0.00139583484454264	0.00183050803036677	0.00166661398337857	0.00183050803036677	0.00166502938559451	0.00100692419310154	0.00183050803036677	0.000992037208124647
"Aphloia_theiformis"	0.0113499220034211	0.0277835534408376	0.0469460369936439	1.04309882902149	0.0107247593303695	0.00115252408309824	0.0109876621625001	0.0328842962987854	0.0206508400953676	0.000665094130132832	0.0339339585068889	0.0197439230296674	0.0107235977942513	0.010834016457811	0.0125998317094022	0.009680600601272	0.0197439230296674	0.00916487051459754	0.000665094130132832	0.146637928233561	0.0106415060821253	0.154347938440177	0.156943265110929	0.141900354772215	0.00769224253865193	0.00585734139338057	0.00459786743037532	0.00585734139338058	0.00134059491629619	0.0023488783070561	0.000938674549789435	0.00156554511749556	0.00141874025042763	0.00491866684359114	0.00141874025042763	0.00292321408127783	0.00178726629904188	0.000938674549789435	0.000938674549789435	0.00134059491629619	0.000938674549789435	0.0023488783070561	0.000938674549789435	0.00314995792735055	0.00019208734718304	0.000938674549789435	0.00180566940963517
"Gaertnera_sp1_M_PL_067"	0.000931197514497515	0.0115974518629435	0.0223333575126823	0.0107247593303695	1.16473642259351	0.0121681030722543	0.0119688923080851	0.0226981554788735	0.00251273385739475	0.0102730623035949	0.0102034042196754	0.00966544404718518	0.0117757280883152	0.000888870354747628	0.000907584664524739	0.00948830466320589	0.00966544404718518	0.000521355110694087	0.0102730623035949	0.00834168177110539	0.164368996857518	0.0111179121404281	0.159683534383069	0.00537960172490255	0.00493597757983882	0.00233843943866045	0.00176065628694743	0.00233843943866045	0.145592052824189	0.00162129681991954	0.000114215175336125	0.00352412871721969	0.000116399689312189	0.00222422426332432	0.000116399689312189	0.000942604594117803	0.00196262134805254	0.000114215175336125	0.000114215175336125	0.145592052824189	0.000114215175336125	0.00162129681991954	0.000114215175336125	0.000226896166131185	0.00202801717870905	0.000114215175336125	0.000148145059124605
"Tabernaemontana_persicarifolia"	0.00279201580200184	0.00128500038913666	0.0161107870896247	0.00153669877746432	0.0162241374296724	1.1611529443145	0.0668332127817083	0.0166850341067788	0.000850463298051176	0.0139202883757575	0.000618241268229448	0.000474991776591845	0.0161877227836281	0.00266510599281994	0.00022761131586969	0.000455340169916259	0.000474991776591845	0.000918457509234874	0.0139202883757575	0.014695320147758	0.22272461401212	0.0027882386194037	0.00496497375370559	0.00143249491637604	0.00143606635768315	0.00113736735782142	0.00914733790510042	0.00113736735782142	0.00202801717870905	0.0011917881504842	3.86574226386898e-05	0.201879642316797	0.00034900197525023	0.00109870993518273	0.00034900197525023	0.00013044316471988	0.00269795379727134	3.86574226386898e-05	3.86574226386898e-05	0.00202801717870905	3.86574226386898e-05	0.0011917881504842	3.86574226386898e-05	5.69028289674225e-05	0.193525490719083	3.86574226386898e-05	0.000444184332136656
"Diospyros_revaughanii"	0.0392104002836842	0.00187657510850462	0.0219885754134881	0.0109876621625001	0.0119688923080851	0.0501249095862812	1.08025693403565	0.0226402384483666	0.00130608126889461	0.010101266699382	0.00104046775042084	0.000729011406923284	0.0218710484852306	0.0374281093616986	0.000408568384835251	0.000617120111005388	0.000729011406923284	0.00994719441207931	0.010101266699382	0.159155110593269	0.161620267190113	0.00500496271423183	0.0066872532634639	0.00311456343497553	0.00196484832650359	0.00156769437292621	0.146171435016866	0.00156769437292621	0.00149611153851064	0.00161715988916905	5.93673304043002e-05	0.14338626835217	0.00490130003546053	0.00150832704252191	0.00490130003546053	0.000193408409583202	0.00364517474753843	5.93673304043003e-05	5.93673304043003e-05	0.00149611153851064	5.93673304043002e-05	0.00161715988916905	5.93673304043002e-05	0.000102142096208813	0.00835415159771354	5.93673304043002e-05	0.00623801822694976
"Psiadia_terebinthina"	0.00729422204078771	0.0195891537776546	0.026665823734057	0.0187910264564488	0.0129703745593563	0.00715072890290521	0.0129372791133524	1.11411096677914	0.015430353102033	0.0058525978177498	0.0130234791807341	0.0121948114697162	0.0126765219201431	0.00696266649347918	0.00765523605489057	0.0162131353677062	0.0121948114697162	0.00576754727571469	0.0058525978177498	0.092280756411435	0.0936415650839968	0.0937766416724096	0.0989366385903654	0.00828667711017887	0.0857332435681536	0.00376721893966709	0.00368938205984737	0.00376721893966709	0.00162129681991954	0.0795793547699385	0.000701379686456048	0.00280894803965325	0.000911777755098464	0.00306583925321104	0.000911777755098464	0.00210060495628852	0.00211275365335718	0.000701379686456048	0.000701379686456048	0.00162129681991954	0.000701379686456048	0.0795793547699385	0.000701379686456048	0.00191380901372264	0.0011917881504842	0.000701379686456048	0.00116044441557986
"Stillingia_lineata"	0.000299797507110409	0.0508974799656158	0.0292881284858682	0.00750939639831548	0.000913721402688999	0.000231944535832139	0.000474938643234402	0.00981931561038466	1.21453845271128	0.000188109636252047	0.00727116309238429	0.000988876023997263	0.000465101391472626	0.0002861703476963	0.000431405066167355	0.00831411354884895	0.000988876023997263	0.000238233305931194	0.000188109636252047	0.0038117328948991	0.00300975418003274	0.0052847120605501	0.0110051386398149	0.0628228706838702	0.0616217356619849	0.0606723356186834	0.000144537076742485	0.0606723356186834	0.000114215175336125	0.000701379686456048	0.0552062933050584	9.802475304299e-05	3.74746883888011e-05	0.00546604231362504	3.74746883888011e-05	0.0588418275883167	7.75168985787709e-05	0.0552062933050584	0.0552062933050584	0.000114215175336125	0.0552062933050584	0.000701379686456047	0.0552062933050584	0.000107851266541839	3.86574226386898e-05	0.0552062933050584	4.76950579493832e-05
"Gaertnera_rotundifolia"	0.0024277414447943	0.00313855413292064	0.0395422441835787	0.00266037652053133	0.0410922492143795	0.0417608651272725	0.0404050667975282	0.0409681847242486	0.00206920599877251	1.03527809864894	0.0014928248602997	0.00115572698768818	0.0397588912463698	0.00231738956094002	0.00054640865605353	0.00111812793215451	0.00115572698768818	0.00116755166023163	0.0352780986489407	0.0186808265637061	0.564449578383051	0.00669350603665574	0.0121971494455442	0.00337097872611515	0.00352406814810531	0.00278962751766545	0.00574033262378031	0.00278962751766545	0.00513653115179744	0.0029262989088749	9.40548181260233e-05	0.0120107775375698	0.000303467680599288	0.00269557269953943	0.000303467680599288	0.000318237256191784	0.00662648187439497	9.40548181260233e-05	9.40548181260233e-05	0.00513653115179744	9.40548181260233e-05	0.0029262989088749	9.40548181260233e-05	0.000136602164013382	0.00696014418787876	9.40548181260233e-05	0.000386231593490003
"Euodia_obtusifolia"	0.000937793338686615	0.0358443368169727	0.0494429618180754	0.0452452780091852	0.0136045389595673	0.000618241268229448	0.00138729033389445	0.0303881180883796	0.0266609313387424	0.000497608286766566	1.04449801381348	0.0258379120679721	0.00135804270815281	0.000895166368746315	0.0164931985887055	0.0125411169773332	0.0258379120679721	0.000747264195706841	0.000497608286766566	0.0119562271313095	0.00796173258826505	0.202041682711642	0.205314539451386	0.186601017455063	0.00907802939582727	0.006862355401668	0.000439829853863686	0.006862355401668	0.00170056736994591	0.00217057986345569	0.00121186051539738	0.000276451503108381	0.000117224167335827	0.00565049488627062	0.000117224167335827	0.00377217028803829	0.000226340451358801	0.00121186051539738	0.00121186051539738	0.00170056736994591	0.00121186051539738	0.00217057986345569	0.00121186051539738	0.00412329964717637	0.000103040211371575	0.00121186051539738	0.000149194394791052
"Turraea_rigida"	0.000919896138323179	0.0220943457306666	0.0426226649537278	0.0394878460593349	0.0193308880943704	0.000712487664887767	0.00145802281384657	0.0426818401440068	0.00543881813198495	0.000577863493844091	0.0387568681019581	1.03716839191274	0.00142782703769545	0.000878082677490307	0.0238076895131513	0.0174925675013495	0.0371683919127374	0.000730977957376737	0.000577863493844091	0.0116956473180278	0.00924581590150546	0.291644196536103	0.29405994459714	0.0158847618922077	0.00924723130095623	0.00448930311779778	0.00044358698193627	0.00448930311779778	0.0024163610117963	0.00304870286742906	0.000247219005999316	0.000301000795878782	0.000114987017290397	0.00424208411179846	0.000114987017290397	0.00182538655818979	0.000237971172949241	0.000247219005999316	0.000247219005999316	0.0024163610117963	0.000247219005999316	0.00304870286742906	0.000247219005999316	0.00595192237828782	0.000118747944147961	0.000247219005999316	0.000146347112915051
"Gaertnera_petrinensis"	0.0163687452517886	0.00245082088921921	0.0287263660741557	0.0142981303923351	0.0157009707844203	0.016187722783628	0.0291613979803074	0.0295785511470005	0.00170537176873296	0.0132529637487899	0.00135804270815281	0.000951884691796965	1.11948332883597	0.0156247113767073	0.00053314171910759	0.000806247056451971	0.000951884691796965	0.0129400876841823	0.0132529637487899	0.207041402946916	0.212047419980639	0.00653098605906798	0.00873694237640084	0.00406158016355842	0.00256689095099317	0.00204797341315773	0.00829538646679655	0.00204797341315773	0.00196262134805254	0.00211275365335718	7.7516898578771e-05	0.00634312854480977	0.00204609315647358	0.00197045651457896	0.00204609315647358	0.000252575533523001	0.186580554805995	7.7516898578771e-05	7.7516898578771e-05	0.00196262134805254	7.7516898578771e-05	0.00211275365335718	7.7516898578771e-05	0.000133285429776897	0.00269795379727134	7.7516898578771e-05	0.00260411856278455
