"Cecropia_schreberiana"	"Guarea_guidonia"	"Schefflera_morototoni"	"Alchornea_latifolia"	"Dendropanax_arboreus"	"Ocotea_floribunda"	"Inga_vera"	"Ficus_sp1_M_SD_006"	"Miconia_prasina"	"Musa_acuminata"	"Phytolacca_rivinoides"	"Tournefortia_hisutissima"	"Casearia_sylvestris"	"Citrus_sinensis"	"Coffea_arabica"	"Miconia_laevigatta"	"Momordica_charantia"	"Murraya_paniculata"	"Piper_amalaga"	"Roystonea_borinquena"	"Solanum_rugosum"	"Spindalis_portoricensis"	"Loxigilla_portoricensis"	"Vireo_altiloquous"	"Turdus_plumbeus"	"Coereba_flaveola"	"Tyrannus_dominicensis"	"Nesospingus_speculiferus"	"Melanerpes_portoricensis"	"Tyrannus_caudifasciatus"	"Columba_squamosa"	"Euphonia_musica"	"Icterus_dominicensis"	"Myarchus_antillarum"	"Vireo_flavirostris"	"Vireo_latimeri"
"Cecropia_schreberiana"	1.09847521420506	0.0397799567352301	0.0279555710245758	0.0122153077045963	0.0156666959805975	0.0139529558719648	0.0236250331533976	0.00921029133433682	0.0240394862183343	0.00429215545882671	0.00921029133433682	0.00921029133433682	0	0.00575890305833555	0.00575890305833555	0.00375563602647338	0.00733555424143761	0.011824178513738	0.00375563602647338	0.00375563602647338	0.00375563602647338	0.0826239925824142	0.0774768557551285	0.0806246428166978	0.0763651743100883	0.0684583526928082	0.0733555424143761	0.070945071082428	0.0638678262702578	0.00284142548108786	0.00232549264532746	0.06102640078917	0.00107303886470668	0.00284142548108787	0.00284142548108787	0
"Guarea_guidonia"	0.0511456586595816	1.17219974138676	0.0115577281637102	0.0155073511450203	0.00904696335993651	0.0109646065467298	0.016685185435144	0.000922827675459719	0.0165247231460061	0.000376005187524783	0.000922827675459719	0.000922827675459719	0	0.00738321546054349	0.00738321546054349	0.000329004539084185	0.00945706619812674	0.00101737200098586	0.000329004539084185	0.000329004539084185	0.000329004539084185	0.00723809985985208	0.0974896282137215	0.103365016447609	0.00831352390925747	0.00706700574074231	0.0945706619812674	0.00610423200591515	0.0865699784372853	0.0837285529561974	0.00182743442445496	0.00284142548108787	9.40012968811959e-05	0.0837285529561974	0.0837285529561974	0
"Schefflera_morototoni"	0.0629000348052956	0.0202260242864928	1.05731345068225	0.0018902900736893	0.0201873411739021	0.028610503798115	0.0252000631123694	0.019069808061091	0.00260457033438059	0.00888843713747756	0.019069808061091	0.019069808061091	0	0.000772756960878186	0.000772756960878186	0.00777738249529286	0.0149338695824739	0.000714280260691286	0.00777738249529286	0.00777738249529286	0.00777738249529286	0.171102414896443	0.0134103973537334	0.0108185974522946	0.158093957921174	0.139858638232081	0.149338695824739	0.00428568156414772	0.00493916239853575	0.00144471602046377	0.00476841729968582	0.00349444637807198	0.00222210928436939	0.00144471602046377	0.00144471602046377	0
"Alchornea_latifolia"	0.0549688846706832	0.054275729007571	0.00378058014737861	1.04592109802034	0.0251036436212714	0.0015629400106175	0.0478376550114195	0.00105731502655255	0.047928724882129	0.00049294645321919	0.00105731502655255	0.00105731502655255	0	0.0218747694256216	0.0218747694256216	0.000431328146566791	0.000806708129746952	0.00200762686178859	0.000431328146566791	0.000431328146566791	0.000431328146566791	0.00948921922446941	0.288555943136626	0.306246771958702	0.00876381631980061	0.0114993419464746	0.00806708129746952	0.0120457611707315	0.00693066471240413	0.00387683778625507	0.000260490001769584	0.00305382692614906	0.000123236613304798	0.00387683778625507	0.00387683778625507	0
"Dendropanax_arboreus"	0.0470000879417926	0.0211095811731852	0.0269164548985361	0.0167357624141809	1.03996725859609	0.0167924999359442	0.0182383281161432	0.0243315470834093	0.0177483392390177	0.0114523020060477	0.0243315470834093	0.0243315470834093	0	0.00110005090149957	0.00110005090149957	0.0100207642552917	0.00108234211316457	0.00101257682483683	0.0100207642552917	0.0100207642552917	0.0100207642552917	0.220456813616417	0.187628538152176	0.015400712620994	0.200350959593646	0.0090153942117738	0.0108234211316457	0.00607546094902096	0.00411894322342234	0.00150782722665608	0.00279874998932402	0.00261111599676625	0.00286307550151191	0.00150782722665608	0.00150782722665608	0
"Ocotea_floribunda"	0.0418588676158944	0.0255840819423694	0.0381473383974866	0.00104196000707833	0.0167924999359441	1.12994803005948	0.00228782914071142	0.0161387307326905	0.00151055112829843	0.00127517147732494	0.0161387307326905	0.0161387307326905	0	0.00038819080382464	0.00038819080382464	0.00111577504265932	0.0207627385311631	0.000468591121220098	0.00111577504265932	0.00111577504265932	0.00111577504265932	0.024547050938505	0.00784523043904434	0.00543467125354496	0.210321379660436	0.00747521480179853	0.207627385311631	0.00281154672732059	0.00415292706978242	0.00182743442445496	0.188324671676581	0.00232549264532746	0.000318792869331234	0.00182743442445496	0.00182743442445496	0
"Inga_vera"	0.0708750994601929	0.0389320993486693	0.0336000841498259	0.031891770007613	0.0182383281161432	0.00228782914071142	1.06276939475828	0.00153301885807683	0.0336266701063946	0.000714608784958995	0.00153301885807683	0.00153301885807683	0	0.0151864607495466	0.0151864607495466	0.000625282686839121	0.0011894405410811	0.00173490009878158	0.000625282686839121	0.000625282686839121	0.000625282686839121	0.0137562191104607	0.200463711096797	0.212610450493653	0.0127083063973279	0.185265748504008	0.011894405410811	0.0104094005926895	0.00671836976475694	0.00278086423919067	0.000381304856785237	0.00393750552556627	0.000178652196239749	0.00278086423919067	0.00278086423919067	0
"Ficus_sp1_M_SD_006"	0.0414463110045157	0.00322989686410902	0.038139616122182	0.00105731502655255	0.0364973206251139	0.0242080960990357	0.00229952828711524	1.03570420134047	0.00152208852742936	0.016807597833337	0.0357042013404725	0.0357042013404725	0	0.000264195741911131	0.000264195741911131	0.0147066481041699	0.00119320152114679	0.000464773500876806	0.0147066481041699	0.0147066481041699	0.0147066481041699	0.323546258291738	0.00951743141569702	0.00369874038675584	0.293965745308236	0.00745327956337616	0.0119320152114679	0.00278864100526083	0.00253327975244914	0.00023070691886493	0.00403468268317261	0.00230257283358421	0.00420189945833426	0.00023070691886493	0.00023070691886493	0
"Miconia_prasina"	0.0721184586550028	0.038557687340681	0.00347276044584079	0.0319524832547527	0.0177483392390177	0.00151055112829843	0.0336266701063946	0.0010147256849529	1.06495223230079	0.000473030544676528	0.0010147256849529	0.0010147256849529	0	0.0152188697006878	0.0152188697006878	0.000413901726591962	0.000783847909245955	0.032999749046034	0.000413901726591962	0.000413901726591962	0.000413901726591962	0.00910583798502317	0.200803362648778	0.213064175809629	0.00841153541705318	0.0100451211098516	0.00783847909245955	0.197998494276204	0.0067607015607234	0.00275412052433436	0.000251758521383072	0.00400658103638904	0.000118257636169132	0.00275412052433436	0.00275412052433436	0
"Musa_acuminata"	0.0193146995647202	0.00131601815633674	0.0177768742749551	0.00049294645321919	0.0171784530090715	0.00191275721598741	0.00107191317743849	0.016807597833337	0.000709545817014792	1.16050805345076	0.016807597833337	0.016807597833337	0	0.000122091277484735	0.000122091277484735	0.015444546769414	0.000390309717398789	0.000216599363795602	0.015444546769414	0.015444546769414	0.015444546769414	0.339780028927108	0.00445026210881347	0.00170927788478629	0.019082714894922	0.00347380034531582	0.00390309717398789	0.00129959618277361	0.00116704016158787	9.40012968811958e-05	0.000318792869331234	0.00107303886470668	0.29012701336269	9.40012968811958e-05	9.40012968811958e-05	0
"Phytolacca_rivinoides"	0.0414463110045157	0.00322989686410902	0.038139616122182	0.00105731502655255	0.0364973206251139	0.0242080960990357	0.00229952828711524	0.0357042013404725	0.00152208852742936	0.016807597833337	1.03570420134047	0.0357042013404725	0	0.000264195741911131	0.000264195741911131	0.0147066481041699	0.00119320152114679	0.000464773500876806	0.0147066481041699	0.0147066481041699	0.0147066481041699	0.323546258291738	0.00951743141569702	0.00369874038675584	0.293965745308236	0.00745327956337616	0.0119320152114679	0.00278864100526083	0.00253327975244914	0.00023070691886493	0.00403468268317261	0.00230257283358421	0.00420189945833426	0.00023070691886493	0.00023070691886493	0
"Tournefortia_hisutissima"	0.0414463110045157	0.00322989686410902	0.038139616122182	0.00105731502655255	0.0364973206251139	0.0242080960990357	0.00229952828711524	0.0357042013404725	0.00152208852742936	0.016807597833337	0.0357042013404725	1.03570420134047	0	0.000264195741911131	0.000264195741911131	0.0147066481041699	0.00119320152114679	0.000464773500876806	0.0147066481041699	0.0147066481041699	0.0147066481041699	0.323546258291738	0.00951743141569702	0.00369874038675584	0.293965745308236	0.00745327956337616	0.0119320152114679	0.00278864100526083	0.00253327975244914	0.00023070691886493	0.00403468268317261	0.00230257283358421	0.00420189945833426	0.00023070691886493	0.00023070691886493	0
