"Entacmaea_quadricolor"	"Heteractis_crispa"	"Heteractis_magnifica"	"Stichodactyla_mertensii"	"Amphiprion_clarkii"	"Premnas_biaculeatus"	"Amphiprion_perideraion"	"Amphiprion_ocellaris"	"Amphiprion_sandaracinos"
"Entacmaea_quadricolor"	1.23760683760684	0.0888888888888889	0.00683760683760684	0	0.331623931623932	0.309401709401709	0.0239316239316239	0.00170940170940171	0
"Heteractis_crispa"	0.0888888888888889	1.15555555555556	0.0888888888888889	0	0.311111111111111	0.0222222222222222	0.311111111111111	0.0222222222222222	0
"Heteractis_magnifica"	0.00683760683760684	0.0888888888888889	1.23760683760684	0	0.0239316239316239	0.00170940170940171	0.331623931623932	0.309401709401709	0
"Stichodactyla_mertensii"	0	0	0	1.33333333333333	0	0	0	0	0.666666666666667
"Amphiprion_clarkii"	0.331623931623932	0.311111111111111	0.0239316239316239	0	1.16068376068376	0.0829059829059829	0.0837606837606838	0.00598290598290598	0
"Premnas_biaculeatus"	0.618803418803419	0.0444444444444444	0.00341880341880342	0	0.165811965811966	1.15470085470085	0.011965811965812	0.000854700854700855	0
"Amphiprion_perideraion"	0.0239316239316239	0.311111111111111	0.331623931623932	0	0.0837606837606838	0.00598290598290598	1.16068376068376	0.0829059829059829	0
"Amphiprion_ocellaris"	0.00341880341880342	0.0444444444444444	0.618803418803419	0	0.011965811965812	0.000854700854700854	0.165811965811966	1.15470085470085	0
"Amphiprion_sandaracinos"	0	0	0	0.666666666666667	0	0	0	0	1.33333333333333
