"Byrsonima_crassifolia"	"Casearia_guianensis"	"Cnestidium_rufescens"	"Connarus_turczaninowii"	"Cupania_sylvatica"	"Desmopsis_panamensis"	"Doliocarpus_major"	"Eugenia_coloradensis"	"Eugenia_oerstedeana"	"Flemingia_sp."	"Heliconia_metallica"	"Herrania_purpurea"	"Heteropteris_laurifolia"	"Hiraea_reclinata"	"Inga_cocleensis"	"Inga_marginata"	"Inga_quaternata"	"Inga_sapindoides"	"Isertia_haenkaena"	"Luehea_seemannii"	"Mabea_occidentalis"	"Maripa_panamensis"	"Miconia_affinis"	"Miconia_argentea"	"Mouriri_myrtilloides"	"Nectandra_globosa"	"Nuerolaena_lobata"	"Paulinia_fibrigera"	"Paulinia_turbacensis"	"Piper_dilatatum"	"Pithecellobium_sp."	"Rheedia_edulis"	"Serjania_mexicana"	"Serjania_sp."	"Solanum_rudepannum"	"Tetracera_portobellensis"	"Uncaria_tomentosa"	"Vatairea_erythrocarpa"	"Vernonia_arborescens"	"Vernonia_patens"	"Vismia_baccifera"	"Zanthoxylum_setulosum"	"Adippe_alliaceae"	"Adippe_inequalis"	"Amastris_triviale"	"Anchistrotus_maculatus"	"Aphetea_inconspicua"	"Atymna_sp."	"Bolbonotus_corrugata"	"Bolbonotus_pictipennis"	"Campylenchia_hastata"	"Ceresa_vitulus"	"Chelyoidea_nitida"	"Cymbomorpha_prasina"	"Cyphonia_clavata"	"Cyphonia_trifida"	"Enchophyllum_dubium"	"Endoiastus_caviceps"	"Genus_unknown"	"Gerridius_scutellatus"	"Guayaquila_compressa"	"Guayaquila_sp."	"Harmonides_sp."	"Heteronotus_trinodosus"	"Horiola_picta"	"Ischnocentrus_fowleri"	"Membracis_flava"	"Membracis_fuscata"	"Notocera_bituberculata"	"Notocera_cerviceps"	"Notocera_cervipes"	"Poppea_zebrina"	"Potnia_gladiator"	"Potnia_granadensis"	"Sphongophorus_guerinii"	"Sphongophorus_nymph"
"Byrsonima_crassifolia"	1.16738881442437	2.5336482605352e-05	0.00115546757064313	0.000171337832031886	4.40293295230877e-07	1.54102653330807e-05	0.0012143123368642	0.000149168409752202	0	0.00115546757064313	2.2169422279683e-05	0.000149168409752202	0	0	0.0191104904578724	0.000170478182573946	0	0	0.00166975454838053	0.0191104904578724	0	0.000176763102154727	0.00115546757064313	0.000157172085133902	0	4.19146787901564e-05	0.00401164541039302	1.43760089468322e-06	1.43760089468322e-06	0.0191104904578724	0	2.2169422279683e-05	7.18800447341611e-05	6.20030871181919e-06	0	0.0214197814178149	0	0.000375140765372364	0	0.0561630357455023	0.0191104904578724	0	1.54102653330807e-06	0.000220052063648321	1.54102653330807e-06	0	3.25516207370508e-05	0.194564802404062	0.0231093514128625	4.80220522901998e-05	0.215460274646752	0	0	0	0.0160465816415721	0	1.04786696975391e-05	0	0	0.00178498178481791	1.76117318092351e-06	0.00178498178481791	0.000310371911915562	4.26195456434864e-05	0.00208835773653083	0	0.000278292424730089	0.00225084459223418	8.62560536809933e-06	7.18800447341611e-06	1.5500771779548e-06	0	0	6.334120651338e-06	0	0.208605561340437
"Casearia_guianensis"	3.8004723908028e-05	1.17010239381431	0.000251942781603804	0.0246947946166265	4.2988015785219e-05	0.00150458055248267	0.0253115433261229	0.000855200029102435	0	0.000251942781603804	0.023839594587524	0.000855200029102435	0	0	0.000285082639650753	0.000977371461831354	0	0	0.000306040376427122	0.000285082639650753	0	0.0254638195120634	0.000251942781603804	0.00139730961511465	0	0.00139429252228004	1.30600425800784e-07	0.000550574411409275	0.000550574411409275	0.000285082639650753	0	0.023839594587524	0.0275287205704637	0.000878885594785101	0	0.00127513843513554	0	2.85942301210573e-05	0	1.82840596121097e-06	0.000285082639650753	0	0.000150458055248267	0.00732003574197019	0.000150458055248267	0	0.00461414937262178	6.334120651338e-06	0.00503885563207608	0.0032526575160733	0.000397678296563386	0	0	0	5.22401703203134e-07	0	0.000348573130570009	0	0	0.000106261536261295	0.000171952063140876	0.000106261536261295	0.333754324225336	0.000244342865457838	0.0119728004074341	0	5.10067294045203e-05	0.000171565380726344	0.00330344646845565	0.00275287205704637	0.000219721398696275	0	0	0.292525598453578	0	6.79122214164075e-06
"Cnestidium_rufescens"	0.00346640271192938	0.000503885563207608	1.02954096299847	0.000717152765751313	2.04701661909516e-06	7.16455816683307e-05	0.030909906608846	0.000276252897944655	0	0.0295409629984737	0.000440899867806657	0.000276252897944655	0	0	0.0325636423392025	0.000315717597651035	0	0	0.0339704764011953	0.0325636423392025	0	0.000739989593233142	0.0295409629984737	0.000315850077345229	0	0.00106062142007492	1.19120368107539e-05	3.029119978006e-05	3.029119978006e-05	0.0325636423392025	0	0.000440899867806657	0.001514559989003	2.60992314078047e-05	0	0.0375693115706572	0	0.0015986403692886	0	0.000166768515350554	0.0325636423392025	0	7.16455816683307e-06	0.00556826245539336	7.16455816683307e-06	0	0.000137020964890975	0.000577733785321563	0.590819259969475	0.00023758307640344	0.0362721520887455	0	0	0	4.76481472430155e-05	0	0.000265155355018731	0	0	0.00313077596422143	8.18806647638065e-06	0.00313077596422143	0.00617259814929321	7.89293994127587e-05	0.00386754057122517	0	0.00566174606686588	0.00959184221573162	0.00018174719868036	0.0001514559989003	6.52480785195117e-06	0	0	0.000125971390801902	0	0.000619425914159201
"Connarus_turczaninowii"	0.000257006748047828	0.0246947946166265	0.000358576382875656	1.04332650388039	9.22164829294933e-05	0.00322757690253227	0.0230953138718655	0.0217185585908461	0	0.000358576382875656	0.0216079452895481	0.0217185585908461	0	0	0.00058268450080396	0.0248212098181098	0	0	0.000827886884542323	0.00058268450080396	0	0.0446863380012242	0.000358576382875656	0.0231713271993656	0	0.00129004822793335	8.83184701195286e-07	0.000520204432204502	0.000520204432204502	0.00058268450080396	0	0.0216079452895481	0.0260102216102251	0.00155409613809145	0	0.0247653414759326	0	0.000400319927954806	0	1.2364585816734e-05	0.00058268450080396	0	0.000322757690253227	0.0067727531966501	0.000322757690253227	0	0.00815900472498014	4.28344580079714e-05	0.00717152765751313	0.00871661165111714	0.00268929741513965	0	0	0	3.53273880478114e-06	0	0.000322512056983338	0	0	0.00206377845632771	0.000368865931717973	0.00206377845632771	0.302511234053674	0.00620530245452745	0.304059820271845	0	0.00013798114742372	0.00240191956772884	0.00312122659322701	0.00260102216102251	0.000388524034522864	0	0	0.00617369865415661	0	4.59256044621549e-05
"Cupania_sylvatica"	1.32087988569263e-06	8.5976031570438e-05	2.04701661909516e-06	0.000184432965858987	1.14774179306918	0.170962757421256	0.00014116693074623	0.000109203938234853	0	2.04701661909516e-06	7.52290276241333e-05	0.000109203938234853	0	0	3.19881480120687e-06	0.000124804500839832	0	0	4.44332474698288e-06	3.19881480120687e-06	0	0.00327170597843534	2.04701661909516e-06	0.00314661953561059	0	7.30181560034307e-05	4.5391061364008e-09	6.8312591645223e-05	6.8312591645223e-05	3.19881480120687e-06	0	7.52290276241333e-05	0.00341562958226115	0.00352831201437298	0	0.000124831400838217	0	2.02603106563914e-06	0	6.35474859096111e-08	3.19881480120687e-06	0	0.0170962757421257	0.000383345319018011	0.0170962757421257	0	0.0185236380754581	2.20146647615439e-07	4.09403323819033e-05	0.0182244935842544	1.38215781853404e-05	0	0	0	1.81564245456032e-08	0	1.82545390008577e-05	0	0	1.04026167365181e-05	0.590967172276715	1.04026167365181e-05	0.00105320638673787	3.12011252099581e-05	0.00152885513528795	0	7.40554124497146e-07	1.21561863938348e-05	0.000409875549871338	0.000341562958226115	0.000882078003593244	0	0	2.14940078926095e-05	0	2.36033519092841e-07
"Desmopsis_panamensis"	9.24615919984842e-06	0.000601832220993066	1.43291163336661e-05	0.00129103076101291	0.0341925514842513	1.1967393019488	0.000988168515223612	0.000764427567643974	0	1.43291163336661e-05	0.000526603193368933	0.000764427567643974	0	0	2.23917036084481e-05	0.000873631505878827	0	0	3.11032732288801e-05	2.23917036084481e-05	0	0.0229019418490474	1.43291163336661e-05	0.0220263367492741	0	0.000511127092024015	3.17737429548056e-08	0.000478188141516561	0.000478188141516561	2.23917036084481e-05	0	0.000526603193368933	0.0239094070758281	0.0246981841006108	0	0.000873819805867522	0	1.4182217459474e-05	0	4.44832401367278e-07	2.23917036084481e-05	0	0.11967393019488	0.00268341723312608	0.11967393019488	0	0.129665466528207	1.54102653330807e-06	0.000286582326673323	0.127571455089781	9.6751047297383e-05	0	0	0	1.27094971819222e-07	0	0.000127781773006004	0	0	7.28183171556269e-05	0.136770205937005	7.28183171556268e-05	0.00737244470716507	0.000218407876469707	0.0107019859470156	0	5.18387887148002e-06	8.50933047568439e-05	0.00286912884909937	0.00239094070758281	0.00617454602515271	0	0	0.000150458055248267	0	1.65223463364989e-06
"Doliocarpus_major"	0.0012143123368642	0.0168743622174152	0.0103033022029487	0.015396875914577	4.70556435820768e-05	0.00164694752537269	1.05678359679196	0.000631808974338659	0	0.0103033022029487	0.0147650669402383	0.000631808974338659	0	0	0.011362174214905	0.000722067399244181	0	0	0.0118584752113459	0.011362174214905	0	0.015889130468262	0.0103033022029487	0.001574751549907	0	0.0362459744557447	4.17289462839929e-06	0.00101985456267921	0.00101985456267921	0.011362174214905	0	0.0147650669402383	0.0509927281339605	0.000562576632782854	0	0.0137028544691222	0	0.00056696674078506	0	5.84205247975901e-05	0.011362174214905	0	0.000164694752537269	0.190291365892659	0.000164694752537269	0	0.00295352732210998	0.000202385389477366	0.206066044058973	0.00565765545341007	0.0127064641434759	0	0	0	1.66915785135972e-05	0	0.00906149361393616	0	0	0.00114190453909352	0.000188222574328307	0.00114190453909352	0.206710937163337	0.000180516849811045	0.00884532564074122	0	0.00197641253522431	0.00340180044471036	0.00611912737607526	0.00509927281339605	0.000140644158195713	0	0	0.00421859055435381	0	0.000216990520676763
"Eugenia_coloradensis"	0.000447505229256608	0.00171040005820487	0.000276252897944655	0.0434371171816922	0.000109203938234853	0.00382213783821987	0.00189542692301598	1.04194051713076	0	0.000276252897944655	0.00149660005092926	0.0419405171307629	0	0	0.000666474382219103	0.0479320195780148	0	0	0.00112020311033718	0.000666474382219103	0	0.0448109918563375	0.000276252897944655	0.0438973625722806	0	0.00014008454187664	1.5378186572392e-06	7.69036444427739e-05	7.69036444427739e-05	0.000666474382219103	0	0.00149660005092926	0.0038451822221387	0.00157014248530898	0	0.0472991906903779	0	0.000750599953197762	0	2.15294612013488e-05	0.000666474382219103	0	0.000382213783821987	0.000735443844852359	0.000382213783821987	0	0.00824324804787216	7.45842048761012e-05	0.00552505795889311	0.011741072649106	0.00468265781129337	0	0	0	6.1512746289568e-06	0	3.50211354691599e-05	0	0	0.00394159922419816	0.000436815752939413	0.00394159922419816	0.0209524007130096	0.0119830048945037	0.587167239830681	0	0.00018670051838953	0.00450359971918657	0.000461421866656643	0.00038451822221387	0.000392535621327245	0	0	0.000427600014551217	0	7.99665701764384e-05
"Eugenia_oerstedeana"	0	0	0	0	0	0	0	0	1.16068376068376	0	0	0	0.00598290598290598	0.0837606837606837	0	0	0	0	0	0	0	0	0	0	0.0829059829059829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0239316239316239	0	0	0	0	0.331623931623932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.311111111111111	0	0	0
"Flemingia_sp."	0.00346640271192938	0.000503885563207608	0.0295409629984737	0.000717152765751313	2.04701661909516e-06	7.16455816683307e-05	0.030909906608846	0.000276252897944655	0	1.02954096299847	0.000440899867806657	0.000276252897944655	0	0	0.0325636423392025	0.000315717597651035	0	0	0.0339704764011953	0.0325636423392025	0	0.000739989593233142	0.0295409629984737	0.000315850077345229	0	0.00106062142007492	1.19120368107539e-05	3.029119978006e-05	3.029119978006e-05	0.0325636423392025	0	0.000440899867806657	0.001514559989003	2.60992314078047e-05	0	0.0375693115706572	0	0.0015986403692886	0	0.000166768515350554	0.0325636423392025	0	7.16455816683307e-06	0.00556826245539336	7.16455816683307e-06	0	0.000137020964890975	0.000577733785321563	0.590819259969475	0.00023758307640344	0.0362721520887455	0	0	0	4.76481472430155e-05	0	0.000265155355018731	0	0	0.00313077596422143	8.18806647638065e-06	0.00313077596422143	0.00617259814929321	7.89293994127587e-05	0.00386754057122517	0	0.00566174606686588	0.00959184221573162	0.00018174719868036	0.0001514559989003	6.52480785195117e-06	0	0	0.000125971390801902	0	0.000619425914159201
"Heliconia_metallica"	6.6508266839049e-05	0.047679189175048	0.000440899867806657	0.0432158905790963	7.52290276241333e-05	0.00263301596684467	0.044295200820715	0.00149660005092926	0	0.000440899867806657	1.04171929052817	0.00149660005092926	0	0	0.000498894619388818	0.00171040005820487	0	0	0.000535570658747463	0.000498894619388818	0	0.044561684146111	0.000440899867806657	0.00244529182645064	0	0.00244001191399006	2.28550745151371e-07	0.000963505219966231	0.000963505219966231	0.000498894619388818	0	0.041719290528167	0.0481752609983115	0.00153804979087393	0	0.00223149226148719	0	5.00399027118503e-05	0	3.1997104321192e-06	0.000498894619388818	0	0.000263301596684467	0.0128100625484478	0.000263301596684467	0	0.00807476140208811	1.10847111398415e-05	0.00881799735613315	0.00569215065312828	0.000695937018985926	0	0	0	9.14202980605485e-07	0	0.000610002978497516	0	0	0.000185957688457266	0.000300916110496533	0.000185957688457266	0.584070067394339	0.000427600014551217	0.0209524007130096	0	8.92617764579105e-05	0.000300239416271102	0.00578103131979738	0.00481752609983115	0.000384512447718482	0	0	0.011919797293762	0	1.18846387478713e-05
"Herrania_purpurea"	0.000447505229256608	0.00171040005820487	0.000276252897944655	0.0434371171816922	0.000109203938234853	0.00382213783821987	0.00189542692301598	0.0419405171307629	0	0.000276252897944655	0.00149660005092926	1.04194051713076	0	0	0.000666474382219103	0.0479320195780148	0	0	0.00112020311033718	0.000666474382219103	0	0.0448109918563375	0.000276252897944655	0.0438973625722806	0	0.00014008454187664	1.5378186572392e-06	7.69036444427739e-05	7.69036444427739e-05	0.000666474382219103	0	0.00149660005092926	0.0038451822221387	0.00157014248530898	0	0.0472991906903779	0	0.000750599953197762	0	2.15294612013488e-05	0.000666474382219103	0	0.000382213783821987	0.000735443844852359	0.000382213783821987	0	0.00824324804787216	7.45842048761012e-05	0.00552505795889311	0.011741072649106	0.00468265781129337	0	0	0	6.1512746289568e-06	0	3.50211354691599e-05	0	0	0.00394159922419816	0.000436815752939413	0.00394159922419816	0.0209524007130096	0.0119830048945037	0.587167239830681	0	0.00018670051838953	0.00450359971918657	0.000461421866656643	0.00038451822221387	0.000392535621327245	0	0	0.000427600014551217	0	7.99665701764384e-05
"Heteropteris_laurifolia"	0	0	0	0	0	0	0	0	0.011965811965812	0	0	0	1.15470085470085	0.165811965811966	0	0	0	0	0	0	0	0	0	0	0.000854700854700855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.618803418803419	0	0	0	0	0.00341880341880342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0444444444444444	0	0	0
"Hiraea_reclinata"	0	0	0	0	0	0	0	0	0.0837606837606837	0	0	0	0.0829059829059829	1.16068376068376	0	0	0	0	0	0	0	0	0	0	0.00598290598290598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.331623931623932	0	0	0	0	0.0239316239316239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.311111111111111	0	0	0
"Inga_cocleensis"	0.0286657356868087	0.000285082639650753	0.0162818211696013	0.00058268450080396	1.59940740060343e-06	5.59792590211201e-05	0.0170432613223575	0.000333237191109551	0	0.0162818211696013	0.000249447309694409	0.000333237191109551	0	0	1.04127814567313	0.000380842504125201	0	0	0.019169259935915	0.0412781456731329	0	0.000601199111934932	0.0162818211696013	0.000363504505696984	0	0.000585134677784896	9.85076827725384e-05	1.70259670396479e-05	1.70259670396479e-05	0.0412781456731329	0	0.000249447309694409	0.000851298351982394	2.11595555782535e-05	0	0.0468015090573417	0	0.00129000043832078	0	0.00137910755881554	0.0412781456731329	0	5.59792590211201e-06	0.00307195705837071	5.59792590211201e-06	0	0.000111087666785831	0.00477762261446812	0.325636423392025	0.000181603887524597	0.29995589404238	0	0	0	0.000394030731090154	0	0.000146283669446224	0	0	0.00390012575477847	6.39762960241373e-06	0.00390012575477847	0.00349226233572173	9.52106260313004e-05	0.00466532067553372	0	0.00319487665598583	0.00774000262992469	0.000102155802237887	8.51298351982394e-05	5.28988889456337e-06	0	0	7.12706599126882e-05	0	0.005122399504172
"Inga_marginata"	0.000255717273860919	0.000977371461831354	0.000157858798825517	0.0248212098181098	6.24022504199162e-05	0.00218407876469707	0.00108310109886627	0.0239660097890074	0	0.000157858798825517	0.000855200029102435	0.0239660097890074	0	0	0.000380842504125201	1.17024686833029	0	0	0.000640116063049819	0.000380842504125201	0	0.0256062810607643	0.000157858798825517	0.0250842071841603	0	8.00483096437942e-05	8.787535184224e-07	4.39449396815851e-05	4.39449396815851e-05	0.000380842504125201	0	0.000855200029102435	0.00219724698407925	0.000897224277319418	0	0.0270281089659302	0	0.00042891425897015	0	1.23025492579136e-05	0.000380842504125201	0	0.000218407876469707	0.000420253625629919	0.000218407876469707	0	0.00471042745592695	4.26195456434864e-05	0.00315717597651035	0.00670918437091772	0.00267580446359621	0	0	0	3.5150140736896e-06	0	2.00120774109485e-05	0	0	0.00225234241382752	0.000249609001679665	0.00225234241382752	0.0119728004074341	0.292561717082574	0.335524137046103	0	0.000106686010508303	0.0025734855538209	0.000263669638089511	0.000219724698407926	0.000224306069329854	0	0	0.000244342865457838	0	4.56951829579648e-05
"Inga_quaternata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0
"Inga_sapindoides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Isertia_haenkaena"	0.00166975454838053	0.000204026917618081	0.0113234921337318	0.000551924589694882	1.48110824899429e-06	5.18387887148002e-05	0.0118584752113459	0.000373401036779061	0	0.0113234921337318	0.000178523552915821	0.000373401036779061	0	0	0.0127795066239433	0.000426744042033212	0	0	1.14188586288603	0.0127795066239433	0	0.000569440448237656	0.0113234921337318	0.000401058979830613	0	0.000407382313940898	5.73798813876472e-06	1.20998068960357e-05	1.20998068960357e-05	0.0127795066239433	0	0.000178523552915821	0.000604990344801783	2.00181240488845e-05	0	0.0529724980063821	0	0.0354052155117945	0	8.03318339427061e-05	0.0127795066239433	0	5.18387887148002e-06	0.00213875714818971	5.18387887148002e-06	0	0.000105095151256644	0.000278292424730089	0.226469842674635	0.000165947658309312	0.0174721738825386	0	0	0	2.29519525550589e-05	0	0.000101845578485224	0	0	0.00441437483386517	5.92443299597717e-06	0.00441437483386517	0.00249932974082149	0.000106686010508303	0.00522761451490685	0	0.190314310481005	0.212431293070767	7.2598841376214e-05	6.04990344801783e-05	5.00453101222113e-06	0	0	5.10067294045203e-05	0	0.000298375383215765
"Luehea_seemannii"	0.0286657356868087	0.000285082639650753	0.0162818211696013	0.00058268450080396	1.59940740060343e-06	5.59792590211201e-05	0.0170432613223575	0.000333237191109551	0	0.0162818211696013	0.000249447309694409	0.000333237191109551	0	0	0.0412781456731329	0.000380842504125201	0	0	0.019169259935915	1.04127814567313	0	0.000601199111934932	0.0162818211696013	0.000363504505696984	0	0.000585134677784896	9.85076827725384e-05	1.70259670396479e-05	1.70259670396479e-05	0.0412781456731329	0	0.000249447309694409	0.000851298351982394	2.11595555782535e-05	0	0.0468015090573417	0	0.00129000043832078	0	0.00137910755881554	0.0412781456731329	0	5.59792590211201e-06	0.00307195705837071	5.59792590211201e-06	0	0.000111087666785831	0.00477762261446812	0.325636423392025	0.000181603887524597	0.29995589404238	0	0	0	0.000394030731090154	0	0.000146283669446224	0	0	0.00390012575477847	6.39762960241373e-06	0.00390012575477847	0.00349226233572173	9.52106260313004e-05	0.00466532067553372	0	0.00319487665598583	0.00774000262992469	0.000102155802237887	8.51298351982394e-05	5.28988889456337e-06	0	0	7.12706599126882e-05	0	0.005122399504172
"Mabea_occidentalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0
"Maripa_panamensis"	0.000176763102154727	0.0169758796747089	0.000246663197744381	0.0297908920008162	0.00109056865947845	0.0381699030817456	0.015889130468262	0.0149369972854458	0	0.000246663197744381	0.0148538947153703	0.0149369972854458	0	0	0.000400799407956621	0.0170708540405095	0	0	0.000569440448237656	0.000400799407956621	0	1.06141685696626	0.000246663197744381	0.0165733764340919	0	0.000901225777311178	6.07433340737894e-07	0.000371588095035778	0.000371588095035778	0.000400799407956621	0	0.0148538947153703	0.0185794047517889	0.0361439599605103	0	0.0170324951707737	0	0.000275323879806804	0	8.50406677033052e-06	0.000400799407956621	0	0.00381699030817456	0.00473143533088368	0.00381699030817456	0	0.189755789792679	2.94605170257879e-05	0.00493326395488761	0.00981827489187643	0.00184963452254689	0	0	0	2.42973336295158e-06	0	0.000225306444327794	0	0	0.00141937459756448	0.00436227463791379	0.00141937459756448	0.207954526015185	0.00426771351012738	0.209117961996242	0	9.49067413729426e-05	0.00165194327884082	0.00222952857021467	0.00185794047517889	0.00903598999012758	0	0	0.00424396991867724	0	3.15865337183705e-05
