"Rutilus_rutilus"	"Abramis_brama"	"Blicca_bjoerkna"	"Scardinius_erythrophthalmus"	"Tinca_tinca"	"Alburnus_alburnus"	"Esox_lucius"	"Perca_fluviatilis"	"Carassius_carassius"	"Gymnocephalus_cernuus"	"Vimba_vimba"	"Gasterosteus_aculeatus"	"Lota_lota"	"Anguilla_anguilla"	"Coregonus_albula"	"Coregonus_lavaretus"	"Gobio_gobio_gobio"	"Leuciscus_cephalus"	"Sander_lucioperca"	"Cyprinus_carpio_carpio"	"Leuciscus_idus"	"Leuciscus_leuciscus"	"Osmerus_eperlanus_spirinchus"	"Aspius_aspius"	"Leucaspius_delineatus"	"Coregonus_peled"	"Lampetra_fluviatilis"	"Osmerus_eperlanus"	"Silurus_glanis"	"Alburnoides_bipunctatus"	"Carassius_auratus_auratus"	"Cobitis_taenia"	"Gadus_morhua_callarias"	"Platichthys_flesus_trachurus"	"Psetta_maxima"	"Pungitius_pungitius"	"Salmo_trutta_morpha_fario"	"Triglopsis_quadricornis"	"Zoarces_viviparus"	"Alosa_fallax_fallax"	"Belone_belone"	"Clupea_harengus_membras"	"Cottus_gobio"	"Pelecus_cultratus"	"Phoxinus_phoxinus"	"Salmo_salar"	"Salmo_trutta"	"Taurulus_bubalis"	"Diplostomum_spathaceum"	"Tylodelphys_clavata"	"Argulus_foliaceus"	"Piscicola_geometra"	"Acanthocephalus_lucii"	"Raphidascaris_acus"	"Myxobolus_muelleri"	"Ergasilus_sieboldi"	"Allocreadium_isoporum"	"Posthodiplostomum_brevicaudatum"	"Myxobolus_bramae"	"Ichthyocotylurus_variegatus"	"Myxobolus_oviformis"	"Triaenophorus_nodulosus"	"Proteocephalus_longicollis"	"Camallanus_(Camallanus)_lacustris"	"Myxidium_pfeifferi"	"Dactylogyrus_sphyrna"	"Ichthyocotylurus_erraticus"	"Proteocephalus_torulosus"	"Dactylogyrus_crucifer"	"Dactylogyrus_fraternus"
"Rutilus_rutilus"	1.04172099813322	0.0211481898642249	0.0211481898642249	0.027664515243607	0.0205486354895159	0.017357957104906	0.0123440716418605	0.0132613992831988	0.0154931581051804	0.0121586570247319	0.0156038975833882	0.00776628997584547	0.00604439570664057	0.0045122542313409	0.0046437097661949	0.0046437097661949	0.00665056151587625	0.00709832227348472	0.00682773540231402	0.00524992328094344	0.00593414626566571	0.0106304221554311	0.0037009287486829	0.00362664087214602	0.00393918570333115	0.00290115801685833	0.00290115801685833	0.000938748872822326	0.00289681704339348	0.00158607946578119	0.00226691826628593	0.00118746851319448	0.00179841575839142	0.00298647945224939	0.00158607946578119	0.00226691826628593	0.00078368057729407	0.00158607946578119	0.00158607946578119	0.000634239750572406	0.000634239750572406	0.000634239750572406	0.000634239750572406	0.000634239750572406	0.000634239750572406	0.000951839715208786	0.000951839715208786	0.000634239750572406	0.0545446185492269	0.045673218204804	0.0441096903386767	0.0442386882971223	0.0419436024835933	0.0475919857604393	0.041518257229638	0.0406689646592537	0.0411163935868304	0.0376358352268317	0.0378453275572197	0.0368271499043883	0.00429020865368433	0.00350440950284711	0.00179328992065996	0.00314855957989698	0.0353373203774689	0.0350474482264499	0.000930409773169537	0.0344058214574293	0.0337064693268134	0.000788998050223
"Abramis_brama"	0.0260285413713537	1.02836410420763	0.0283641042076279	0.0155859909592675	0.0167810234446935	0.0171583225893619	0.0118722858741465	0.0130653764354251	0.0132927667290984	0.0117844194567061	0.0219268220061765	0.00655906996116805	0.00703353204497673	0.00519930100315272	0.00541467707826217	0.00541467707826217	0.0111042550998982	0.00827847043859711	0.00807399820696091	0.00615108054415789	0.0069291043208302	0.00606712338890129	0.00425923109943957	0.00755583425014158	0.0045903460067758	0.00336169373971242	0.00336169373971242	0.00108579503988892	0.00338696452529472	0.00182622998791263	0.00263032309648591	0.00140250799377714	0.00208073676099343	0.00101937802442452	0.00182622998791263	0.00263032309648591	0.000905226369940282	0.00182622998791263	0.00182622998791263	0.000731370643226518	0.000731370643226518	0.000731370643226518	0.000731370643226518	0.000731370643226518	0.000731370643226518	0.00109485934468611	0.00109485934468611	0.000731370643226518	0.0628978753174806	0.0540606997507887	0.0512382791487597	0.0512759124751428	0.0499435051962267	0.0547429672343057	0.0490499295904702	0.0473010926073628	0.0477044714969895	0.00460811809916809	0.0448034906815587	0.0445308762311452	0.0445113070364647	0.00355284941465191	0.00208626872056516	0.00333125449139507	0.00282665585447476	0.0426749413273317	0.00108341201969185	0.00220002801080684	0.00146280820782428	0.000779923754061904
"Blicca_bjoerkna"	0.0260285413713537	0.0283641042076279	1.02836410420763	0.0155859909592675	0.0167810234446935	0.0171583225893619	0.0118722858741465	0.0130653764354251	0.0132927667290984	0.0117844194567061	0.0219268220061765	0.00655906996116805	0.00703353204497673	0.00519930100315272	0.00541467707826217	0.00541467707826217	0.0111042550998982	0.00827847043859711	0.00807399820696091	0.00615108054415789	0.0069291043208302	0.00606712338890129	0.00425923109943957	0.00755583425014158	0.0045903460067758	0.00336169373971242	0.00336169373971242	0.00108579503988892	0.00338696452529472	0.00182622998791263	0.00263032309648591	0.00140250799377714	0.00208073676099343	0.00101937802442452	0.00182622998791263	0.00263032309648591	0.000905226369940282	0.00182622998791263	0.00182622998791263	0.000731370643226518	0.000731370643226518	0.000731370643226518	0.000731370643226518	0.000731370643226518	0.000731370643226518	0.00109485934468611	0.00109485934468611	0.000731370643226518	0.0628978753174806	0.0540606997507887	0.0512382791487597	0.0512759124751428	0.0499435051962267	0.0547429672343057	0.0490499295904702	0.0473010926073628	0.0477044714969895	0.00460811809916809	0.0448034906815587	0.0445308762311452	0.0445113070364647	0.00355284941465191	0.00208626872056516	0.00333125449139507	0.00282665585447476	0.0426749413273317	0.00108341201969185	0.00220002801080684	0.00146280820782428	0.000779923754061904
"Scardinius_erythrophthalmus"	0.0368860203248093	0.0168848235392064	0.0168848235392064	1.03547561804129	0.0247087643010222	0.0146388454935851	0.0140121222052885	0.0121821177334616	0.0182535340957703	0.0107940659563691	0.00991193123208221	0.0083741691909415	0.00599130131668273	0.00410997738099837	0.00578866698934842	0.00578866698934842	0.00679422680292031	0.00880275904358576	0.00406401399141472	0.0052064187367268	0.00733989415761606	0.00647141088674286	0.00457068311332452	0.00433996487469019	0.00489889608860933	0.00361954093578367	0.00361954093578367	0.00114602369548093	0.00223130181284401	0.00192377916472655	0.00285091666306218	0.00146412427878428	0.0022314891586912	0.00380657341415421	0.00192377916472655	0.00285091666306218	0.000953393398680111	0.00192377916472655	0.00192377916472655	0.000768624272721491	0.000768624272721491	0.000768624272721491	0.000768624272721491	0.000768624272721491	0.000768624272721491	0.00115515489200506	0.00115515489200506	0.000768624272721491	0.0661016874540482	0.0562916267243291	0.0555220710836991	0.0555888656668488	0.00984072473975879	0.057757744600253	0.0517405345587306	0.0513561454626831	0.051521742722704	0.0486071862629236	0.0478419348934693	0.00443428731600063	0.00362357867030227	0.00355602203043616	0.00221722951150344	0.00283946660951149	0.0462397141042018	0.00300218356131603	0.00115578178080489	0.00246523129171481	0.0442975055535373	0.000665402067890231
"Tinca_tinca"	0.0273981806526879	0.0181794420650846	0.0181794420650846	0.0247087643010222	1.02588108718193	0.0145602795432636	0.0153927145197595	0.0135873319600581	0.0194888732030237	0.0122007259260101	0.0112393249042765	0.00973393373875026	0.00742044453006938	0.00554269071859937	0.00578768138882305	0.00578768138882305	0.00814177717916338	0.00879564671100916	0.00547492808876551	0.00655093510806696	0.00733565451555611	0.00641154558023352	0.00460191060069078	0.00436671870453564	0.0049071809793403	0.00362320894539272	0.00362320894539272	0.00115488873542147	0.00358374445286372	0.00193999032413706	0.00284659822950101	0.00146940088335944	0.00223660291134476	0.00378915135634403	0.00193999032413706	0.00284659822950101	0.000962039565303562	0.00193999032413706	0.00193999032413706	0.000776610715891708	0.000776610715891708	0.000776610715891708	0.000776610715891708	0.000776610715891708	0.000776610715891708	0.00116337960824535	0.00116337960824535	0.000776610715891708	0.0667885215666869	0.0564947694936938	0.0554642413619182	0.0554797034272161	0.0526001321192531	0.0581689804122676	0.0514900831008298	0.0510175792205571	0.0511513043016259	0.0482006502472371	0.0473154267383673	0.00456290500679618	0.00390897771751166	0.00407470582306502	0.00222514619294225	0.00337547778905377	0.0456052139506707	0.00287901870491409	0.00115709502070742	0.00215917859175001	0.00188572499127242	0.000661830888330166
"Alburnus_alburnus"	0.025247937607136	0.0202780176056095	0.0202780176056095	0.0159696496293655	0.015883941319924	1.05114875670112	0.0118683729302585	0.00984305353571925	0.0118946819412029	0.00835974126773612	0.0127940132316474	0.00584898486768608	0.00448699685204644	0.0042326224932678	0.00619174054991882	0.00619174054991882	0.00947372456963327	0.00768038475236797	0.00421396640774709	0.0055081198673852	0.0061246764984886	0.0130652113310752	0.00482658238031287	0.00686507156027402	0.00523022814729846	0.0038582616258367	0.0038582616258367	0.00122223919764678	0.00233412030254106	0.00205622858245432	0.00303902052186249	0.00156902073325752	0.00237494935785357	0.00108233291352409	0.00205622858245432	0.00303902052186249	0.00101629531576996	0.00205622858245432	0.00205622858245432	0.000819241103974203	0.000819241103974203	0.000819241103974203	0.000819241103974203	0.000819241103974203	0.000819241103974203	0.00123698747848012	0.00123698747848012	0.000819241103974203	0.0704547349417814	0.0603665269443174	0.0593324907193251	0.0591169136474159	0.00889253504277573	0.061849373924006	0.00950872273780023	0.0549697866335059	0.0559382709425403	0.00420946895279818	0.0521663459683963	0.00427618652626604	0.0516977259544566	0.00297853127225687	0.00236465054154909	0.00242925226813169	0.00271096510350354	0.0030596240712161	0.00123566329126093	0.0498750081242903	0.00145440011811323	0.0477794889409598
"Esox_lucius"	0.0179550132972516	0.0140308833058094	0.0140308833058094	0.0152859514966783	0.0167920522033739	0.0118683729302585	1.02394403261497	0.0220838964227936	0.0132330400776566	0.0205861279879175	0.00666694329030339	0.0139838139290929	0.0135906099527167	0.0134364200712355	0.00623434556368129	0.00623434556368129	0.00674328344932787	0.00750841382018978	0.00989596932640734	0.0070571782595044	0.00595147160937582	0.004855768892206	0.00841618445148868	0.00272978987597883	0.00525157535000027	0.00389151554089884	0.00389151554089884	0.00127517861373266	0.00389722553867773	0.00209162262917359	0.00305471064569008	0.00158983563380827	0.00239374710602272	0.00411818604920802	0.00209162262917359	0.00305471064569008	0.00106658071991561	0.00209162262917359	0.00209162262917359	0.00083680489520876	0.00083680489520876	0.00083680489520876	0.00083680489520876	0.00083680489520876	0.00083680489520876	0.00125481773396483	0.00125481773396483	0.00083680489520876	0.0719652209879534	0.0598426316004628	0.059910737395045	0.0591638040109303	0.0577792931041322	0.0627408866982417	0.00758936118865329	0.0546348063552481	0.0529893759322778	0.0525020984639881	0.00388683360405291	0.00486856260341396	0.00289231997295296	0.0525069522701621	0.00275730989648216	0.0514911540834691	0.00255932965692412	0.0020107786197208	0.00125158736290233	0.00158614255158964	0.00119800881123404	0.000539471496829931
"Perca_fluviatilis"	0.0192893080482892	0.0154408994236842	0.0154408994236842	0.0132895829819581	0.014822543956427	0.00984305353571925	0.0220838964227936	1.02547392670643	0.0112504410850402	0.0239795477167829	0.0100188959044148	0.01401501350976	0.0136399285499146	0.0135079357168556	0.00622868206854183	0.00622868206854183	0.0047984190561248	0.0055392690733607	0.0132662777673651	0.00706341598658803	0.0039859560915874	0.00284896005591159	0.00842932610435508	0.00270463538684245	0.00524132413692976	0.00388181170017877	0.00388181170017877	0.00127217091391879	0.00390998429891098	0.00208789244925271	0.00304769197142492	0.00158920659462535	0.00238743271052715	0.00412294346832311	0.00208789244925271	0.00304769197142492	0.00106381388662821	0.00208789244925271	0.00208789244925271	0.000834119728753852	0.000834119728753852	0.000834119728753852	0.000834119728753852	0.000834119728753852	0.000834119728753852	0.00125377272049886	0.00125377272049886	0.000834119728753852	0.0717342966728313	0.0598185472170434	0.0597751595860648	0.0590258933073854	0.0583069391890647	0.0626886360249428	0.00693834403495021	0.0546681129337313	0.0065206036709779	0.0526211798331082	0.00396590784544523	0.05126410944571	0.00292972602453585	0.0527591889979673	0.00275632989449233	0.0520207071412579	0.00233665155319376	0.00234715769866164	0.00125014216374344	0.00133509840645107	0.00115652350075729	0.000447411524350875
"Carassius_carassius"	0.0247890529682886	0.0172805967478279	0.0172805967478279	0.0219042409149243	0.0233866478436284	0.0130841501353232	0.0145563440854223	0.0123754851935443	1.02269107538065	0.0107709386496608	0.00923336150207897	0.00803254658266912	0.00848876571671222	0.00629991502382136	0.00667980496148505	0.00667980496148505	0.00938491426931287	0.0101838076174545	0.00619490087090575	0.00756026258170225	0.00849836050008602	0.00736701144435978	0.00526052836145654	0.00499737123678753	0.00565602200048631	0.00417365742030089	0.00417365742030089	0.00131895470422853	0.00412590139321825	0.00222166081200231	0.00328999366125192	0.00169546775687295	0.00256911087641743	0.00121503953859895	0.00222166081200231	0.00328999366125192	0.00109676693573648	0.00222166081200231	0.00222166081200231	0.00088366375904896	0.00088366375904896	0.00088366375904896	0.00088366375904896	0.00088366375904896	0.00088366375904896	0.00133799705295335	0.00133799705295335	0.00088366375904896	0.0759950832782106	0.0652240415281586	0.0641818617553382	0.0640469904600019	0.0609356985989102	0.0668998526476673	0.060086849071311	0.0591224174628787	0.0595992588314257	0.00530201247279985	0.00509875356806198	0.00423420983203933	0.00384372289157111	0.00399386048108541	0.00255723812025027	0.0034102960568484	0.053796332039231	0.00261689910606214	0.00133312661095226	0.00210609314675514	0.00168733461004753	0.000594734097060147
"Gymnocephalus_cernuus"	0.0194538512395711	0.015319745293718	0.015319745293718	0.0129528791476429	0.0146408711112122	0.00919571539450973	0.0226447407867092	0.0263775024884612	0.0107709386496608	1.02605210521807	0.0107988149018821	0.0138903762400109	0.0148109262949433	0.0133963837859137	0.00535322016371714	0.00535322016371714	0.00512685332533269	0.0059106653679519	0.0144372197163697	0.00630412843737028	0.00426181765071701	0.00301777807113996	0.00780896501014539	0.00287821450854474	0.00432922743653725	0.0028639049033373	0.0028639049033373	0.00128955277187113	0.00422304105617592	0.00224814005534288	0.00197424498762446	0.00168069391892524	0.00253850763294773	0.00447716126186216	0.00224814005534288	0.00197424498762446	0.00110503130143812	0.00224814005534288	0.00224814005534288	0.000889659915712838	0.000889659915712838	0.000889659915712838	0.000889659915712838	0.000889659915712838	0.000889659915712838	0.00135848013963004	0.00135848013963004	0.000889659915712838	0.0765107527513041	0.064474191460798	0.0130158908155828	0.0626562132549257	0.0631968320266571	0.0679240069815022	0.00714004840170072	0.0590966372946687	0.00656970758291797	0.0574000215383891	0.00395403561562865	0.0560909932478964	0.00298337776095224	0.057478243900857	0.00258445662870343	0.0569082793114439	0.0022962193778386	0.00238630895812288	0.00110712882259805	0.0013276977217374	0.00114763614905505	0.000417987063386806
