"Phoradendron_sp1_M_SD_004"	"Schefflera_morototoni"	"Cecropia_schreberiana"	"Ficus_sp1_M_SD_004"	"Guarea_guidonia"	"Cordia_sulcata"	"Alchornea_latifolia"	"Miconia_serrulata"	"Clusia_rosea"	"Anthurium_scandens"	"Miconia_affinis"	"Inga_vera"	"Musa_acuminata"	"Inga_laurina"	"Dendropemon_bicolor"	"Myrcine_coriacea"	"Syzigium_jambos"	"Andira_inermis"	"Coffea_arabica"	"Miconia_racemosa"	"Palicourea_guianensis"	"Tilandsia_sp1_M_SD_004"	"Buchenavia_capitata"	"Casearia_arborea"	"Citrus_sinensis"	"Dendropanax_arboreus"	"Henriettea_fascicularis"	"Momordica_charantia"	"Palicourea_crocea"	"Philodendron_angustatum"	"Piper_sp1_M_SD_004"	"Solanum_rugosum"	"Unidentified_sp1_M_SD_004"	"Zanthoxylum_martinicensis"	"Spindalis_portoricensis"	"Euphonia_musica"	"Nesospingus_sp1_M_SD_004"	"Loxigilla_portoricensis"	"Vireo_altiloquous"	"Melanerpes_portoricensis"	"Columba_squamosa"	"Margarops_fuscatus"	"Tyrannus_dominicensis"	"Zenaida_asiatica"	"Coereba_flaveola"	"Dendroica_tigrina"	"Vireo_flavirostris"	"Dendroica_caerulescens"	"Icterus_dominicensis"	"Myarchus_antillarum"	"Tiaris_bicolor"	"Todus_mexicanus"	"Tyrannus_caudifasciatus"	"Vireo_latimeri"
"Phoradendron_sp1_M_SD_004"	1.05260465204496	0.0369344293991959	0.0285945377778036	0.010084145383242	0.0296116718882992	0.00327294551157276	0.0113707422263982	0.0133158163831184	0.0078168325083561	0.0107057290820859	0.00929581817336843	0.00602287266179567	0.00914670138836774	0.00668573087233595	0.00587375587679498	0.00928654123755817	0.00587375587679498	0.00668573087233595	0.00667645393652568	0.00587375587679498	0.00587375587679498	0.00261008730103248	0.00667645393652568	0.00588303281260524	0.00588303281260524	0.00327294551157276	0.00743278357051316	0.00743278357051316	0.0032636685757625	0.00261008730103248	0	0.00078832720987356	0.00261008730103248	0.0032636685757625	0.0981883653471828	0.0891934028461579	0.104403492041299	0.0979100572728748	0.0955579901013693	0.00223998814112988	0.00167883769996345	0.0078832720987356	0.00233024040899313	0.000947561852199852	0.0784534697067038	0.00326742313206365	0.0781472137634701	0.0015885854321002	0.000651402709029675	0.000651402709029675	0	0.000947561852199852	0.00167883769996345	0.000947561852199852
"Schefflera_morototoni"	0.0235037277994883	1.10485029849245	0.0386632296290648	0.0123159044093007	0.0130046877479109	0.00228011990586026	0.007884604541414	0.00913211494377749	0.0197902653551554	0.00730257152883866	0.00650449576289427	0.00422437585703402	0.00633373994658087	0.00467495234795545	0.00405362004072062	0.00644845248281581	0.00405362004072062	0.00467495234795545	0.00461890906787699	0.00405362004072062	0.00405362004072062	0.00182954341493882	0.00461890906787699	0.00410966332079908	0.00410966332079908	0.00228011990586026	0.00502245162297841	0.00502245162297841	0.0022240766257818	0.00182954341493882	0	0.00581140864640647	0.00182954341493882	0.0022240766257818	0.0684035971758077	0.0602694194757409	0.0731817365975528	0.0667222987734539	0.0670553083786655	0.003797145981211	0.0502204681132931	0.0581140864640647	0.0518696568928894	0.000657050378451166	0.0540472630148713	0.0523684253149078	0.00297930647475454	0.00214795720161471	0.00164918877959628	0.00164918877959628	0	0.000657050378451166	0.0502204681132931	0.000657050378451166
"Cecropia_schreberiana"	0.0222401960494028	0.0472550584355237	1.08947465188025	0.0145671396697503	0.0153647143125853	0.00262546343606414	0.00926978342768109	0.00526284940663668	0.0236109184495643	0.00311570065099472	0.00761643539180348	0.00499097195573934	0.00741438605476553	0.00546928663616152	0.00478892261870139	0.00763274581879877	0.00478892261870139	0.00546928663616152	0.00548559706315681	0.00478892261870139	0.00478892261870139	0.00214714875564196	0.00548559706315681	0.0047726121917061	0.0047726121917061	0.00262546343606414	0.000490237214930579	0.000490237214930579	0.00264177386305943	0.00214714875564196	0	0.00695070427794683	0.00214714875564196	0.00264177386305943	0.0787639030819242	0.00588284657916695	0.0858859502256783	0.079253215891783	0.0796270496027266	0.0624939460863666	0.00214795720161471	0.0695070427794683	0.0041155337390784	0.000772481952306757	0.0642629121826178	0.0626743267505176	0.00312505686335873	0.0605263695489029	0.00196757653746369	0.00196757653746369	0	0.000772481952306757	0.00214795720161471	0.000772481952306757
"Ficus_sp1_M_SD_004"	0.0176472544206735	0.0338687371255771	0.0327760642569382	1.02888623256804	0.02527768310699	0.00522322126781914	0.0129671713605938	0.00980697934660759	0.0118232280507019	0.00575720341654385	0.014728450684713	0.00950522941689384	0.00994059738375319	0.0106786747546492	0.00471737611593405	0.0101728296027641	0.00471737611593405	0.0106786747546492	0.0061230536727004	0.00471737611593405	0.00471737611593405	0.00404977593006374	0.0061230536727004	0.00927299719788288	0.00927299719788288	0.00522322126781914	0.000533982148724703	0.000533982148724703	0.000667600185870307	0.00404977593006374	0	0.0141577818833247	0.00404977593006374	0.000667600185870307	0.156696638034574	0.00640778578469644	0.16199103720255	0.0200280055761092	0.152752697631243	0.00280616146294395	0.00153948805116259	0.141577818833247	0.00252475705538775	0.00108059761338281	0.00462089868278663	0.00336038050988138	0.00378828648360425	0.00182089245871879	0.00098526900422516	0.00098526900422516	0	0.00108059761338281	0.00153948805116259	0.00108059761338281
"Guarea_guidonia"	0.041456340643619	0.028610313045404	0.0276564857626535	0.020222146485592	1.05102712372134	0.000610420369348803	0.0109388753931296	0.00451292392125858	0.00993464182914836	0.00109101525705435	0.00859399691834121	0.0079835765489924	0.00843175674840443	0.00517208825413698	0.00782133637905563	0.0123830042638438	0.00782133637905563	0.00517208825413698	0.00896109559963958	0.00782133637905563	0.00782133637905563	0.00342190866420422	0.00896109559963958	0.00403232903355303	0.00403232903355303	0.000610420369348803	0.000480594887705549	0.000480594887705549	0.0043994277148514	0.00342190866420422	0	0.0116281495672508	0.00342190866420422	0.0043994277148514	0.0183126110804641	0.00576713865246658	0.136876346568169	0.131982831445542	0.127726700774069	0.00236435825035423	0.00130046877479109	0.116281495672507	0.00212835559388679	0.000911572949427465	0.00579810739487954	0.00283694020604962	0.108063879560963	0.00153647143125853	0.000827886819095696	0.000827886819095696	0	0.000911572949427465	0.00130046877479109	0.000911572949427465
"Cordia_sulcata"	0.0229106185810093	0.0250813189644628	0.0236291709245773	0.0208928850712766	0.00305210184674402	1.01873057314321	0.0228339098944883	0.0204945557603063	0.00252604283255108	0.0197421950304612	0.0203276627039559	0.00159708956074165	0.0198873030566259	0.0195753019741108	0.00115672991341167	0.00200145874430817	0.00115672991341167	0.0195753019741108	0.00124909801446303	0.00115672991341167	0.00115672991341167	0.000752360729845142	0.00124909801446303	0.0194829338730594	0.0194829338730594	0.0187305731432143	0.00101162188724693	0.00101162188724693	0.000404369183566524	0.000752360729845142	0	0.000565222367320649	0.000752360729845142	0.000404369183566524	0.561917194296428	0.0121394626469631	0.0300944291938057	0.0121310755069957	0.0236524072651022	0.00152323528741133	0.00114005995293013	0.00565222367320649	0.00135056352230938	0.00190282582454069	0.00408926442674858	0.0024527916709622	0.00194168294046078	0.00131273171803207	0.000210503569379257	0.000210503569379257	0	0.00190282582454069	0.00114005995293013	0.00190282582454069
"Alchornea_latifolia"	0.0132658659307979	0.0144551083259257	0.0139046751415216	0.00864478090706251	0.00911572949427465	0.00380565164908139	1.15617101062731	0.00456091721674558	0.00552723781567549	0.00411413332465153	0.00828460165510797	0.00447895000602657	0.00806425207706214	0.00783781776301391	0.00425860042798075	0.00829076654191328	0.00425860042798075	0.00783781776301391	0.00784398264981922	0.00425860042798075	0.00425860042798075	0.000446783892094051	0.00784398264981922	0.00425243554117544	0.00425243554117544	0.00380565164908139	0.000308481675570136	0.000308481675570136	0.0038118165358867	0.000446783892094051	0	0.000360179251954548	0.000446783892094051	0.0038118165358867	0.114169549472442	0.00370178010684163	0.017871355683762	0.114354496076601	0.112900651190111	0.00123308510361305	0.000657050378451166	0.00360179251954547	0.00111765352975746	0.0963475842189429	0.00237709418295778	0.00142953233075792	0.00185913480162732	0.000772481952306757	0.000460603151306291	0.000460603151306291	0	0.0963475842189429	0.000657050378451166	0.0963475842189429
"Miconia_serrulata"	0.0310702382272763	0.0334844214605174	0.01578854821991	0.0130759724621434	0.0075215398687643	0.00683151858676878	0.00912183443349115	1.02840754359613	0.00724625651348991	0.0232827240565854	0.0125722028548052	0.00574068426803641	0.0124905599403504	0.00744738331526418	0.0056590413535816	0.006274906082077	0.0056590413535816	0.00744738331526418	0.00115008654253598	0.0056590413535816	0.0056590413535816	0.00512481953954102	0.00115008654253598	0.0119563381263098	0.0119563381263098	0.00683151858676878	0.0164512054698167	0.0164512054698167	0.000534221814040584	0.00512481953954102	0	0.000503769607338251	0.00512481953954102	0.000534221814040584	0.204945557603063	0.1974144656378	0.204992781581641	0.0160266544212175	0.0172442123978711	0.00148099627723027	0.00152201915729625	0.00503769607338251	0.00212587386675374	0.000760152869457596	0.00461846345558876	0.00239916072506903	0.00297145671739616	0.00087714156777278	0.000603854709457493	0.000603854709457492	0	0.000760152869457596	0.00152201915729625	0.000760152869457596
"Clusia_rosea"	0.00911963792641545	0.0362821531511182	0.0354163776743464	0.00788215203380128	0.00827886819095696	0.000421007138758514	0.00552723781567549	0.00362312825674496	1.15176430351766	0.000700979044132753	0.00731058138744541	0.00688957424868689	0.00379105726525357	0.0043884321748332	0.00337005012649505	0.00733747516256974	0.00337005012649505	0.0043884321748332	0.00441532594995754	0.00337005012649505	0.00337005012649505	0.0029221492126122	0.00441532594995754	0.00334315635137072	0.00334315635137072	0.000421007138758514	0.00027997190537424	0.00027997190537424	0.000447900913882851	0.0029221492126122	0	0.000571570646355877	0.0029221492126122	0.000447900913882851	0.0126302141627554	0.00335966286449088	0.116885968504488	0.0134370274164855	0.111087901010091	0.0979479351639353	0.00164918877959628	0.00571570646355876	0.0976295474060679	0.000460603151306291	0.00426816802608965	0.00361676531705997	0.00147928952812537	0.00196757653746369	0.0959803586264716	0.0959803586264716	0	0.000460603151306291	0.00164918877959628	0.000460603151306291
"Anthurium_scandens"	0.0374700517873007	0.0401641434086126	0.0140206529294762	0.0115144068330877	0.00272753814263588	0.0098710975152306	0.0123423999739546	0.0349240860848782	0.00210293713239826	1.03431672826367	0.0110600254948395	0.00118892797960889	0.0108253876400249	0.0104526676736277	0.000954290124794276	0.00153586028319141	0.000954290124794276	0.0104526676736277	0.000928502461979658	0.000954290124794276	0.000954290124794276	0.000607357821211755	0.000928502461979658	0.0104784553364424	0.0104784553364424	0.0098710975152306	0.0244456307484358	0.0244456307484358	0.000346932303582521	0.000607357821211755	0	0.000454381338248199	0.000607357821211755	0.000346932303582521	0.296132925456918	0.29334756898123	0.0242943128484702	0.0104079691074756	0.0162839644351198	0.000954169923781869	0.00182564288220966	0.00454381338248199	0.00200088764324285	0.00102853333116288	0.00528100031547983	0.00260456804495835	0.00294918608478507	0.00077892516274868	0.000175244761033188	0.000175244761033188	0	0.00102853333116288	0.00182564288220967	0.00102853333116288
