"Spondias_cytherea"	"Uvaria_sp."	"Cerbera_manghas"	"Ochrosia_coccinea"	"Ochrosia_oppositifolia"	"Barringtonia_calyptrocalyx"	"Garcinia_hollrungii"	"Garcinia_ledermannii"	"Terminalia_sp."	"Pimelodendron_amboinicum"	"Pangium_edule"	"Gnetum_costatum"	"Gnetum_gnemon"	"Medusanthera_laxiflora"	"Neuburgia_corynocarpa"	"Ficus_conocephaliafolia"	"Ficus_hispidioides"	"Myristica_sp."	"Syzygium_pachycladum"	"Syzygium_samaragense"	"Syzygium_longipes"	"Syzygium_sp."	"Galearia_celebica"	"Morinda_bracteata"	"Nauclea_orientalis"	"Randia_dryadum"	"Versteegia_cauliflora"	"Pometia_pinnata"	"Phaleria_macrocarpa"	"Gmelina_moluccana"	"Adrama_selecta"	"Bactrocera_bancroftii"	"Bactrocera_bullata"	"Bactrocera_cheesmane"	"Bactrocera_diaphana"	"Bactrocera_enochra"	"Bactrocera_frauenfeldi"	"Bactrocera_hastigerina"	"Bactrocera_lineata"	"Bactrocera_neocheesmanae"	"Bactrocera_paramusae"	"Bactrocera_penefurva"	"Bactrocera_tinomiscii"	"Bactrocera_trivialis"	"Bactrocera_sp._1"	"Bactrocera_sp._2"	"Bactrocera_sp._3"	"Bactrocera_sp._4"	"Bactrocera_sp._5"	"Bactrocera_sp._6"	"Bactrocera_sp._7"	"Bactrocera_sp._8"	"Bactrocera_sp._9"	"Bactrocera_sp._10"	"Bactrocera_sp._11"	"Euphranta_marginata"	"Euphranta_perkinsi"	"Euphranta_quatei"	"Euphranta_sp."
"Myristica_sp."	0	0	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1547619047619	0	0	0	0	0	0.0119047619047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0.619047619047619
"Syzygium_pachycladum"	0	0	0	0	0	0.0674017704612518	0	0	0.0273334368690791	0	0	0	0	0	0	0	0	0	1.06178495625615	0.0617849562561474	0.0239167572604442	0.0239167572604442	0.0239167572604442	0	0	0	0	0	0.0432779417093752	0	0.0112336284102086	0	0.0108194854273438	0	0	0	0.302945591965626	0	0	0	0	0.00683335921726976	0	0.334834601646218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syzygium_samaragense"	0	0	0	0	0	0.0674017704612518	0	0	0.0273334368690791	0	0	0	0	0	0	0	0	0	0.0617849562561474	1.06178495625615	0.0239167572604442	0.0239167572604442	0.0239167572604442	0	0	0	0	0	0.0432779417093752	0	0.0112336284102086	0	0.0108194854273438	0	0	0	0.302945591965626	0	0	0	0	0.00683335921726976	0	0.334834601646218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syzygium_longipes"	0	0	0	0	0	0.0521820158409691	0	0	0.049835205604735	0	0	0	0	0	0	0	0	0	0.0478335145208883	0.0478335145208883	1.04360580490414	0.0436058049041432	0.0436058049041432	0	0	0	0	0	0.00483166813342307	0	0.00869700264016152	0	0.00120791703335577	0	0	0	0.0338216769339615	0	0	0	0	0.0124588014011838	0	0.610481268658004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syzygium_sp."	0	0	0	0	0	0.0521820158409691	0	0	0.049835205604735	0	0	0	0	0	0	0	0	0	0.0478335145208883	0.0478335145208883	0.0436058049041432	1.04360580490414	0.0436058049041432	0	0	0	0	0	0.00483166813342307	0	0.00869700264016152	0	0.00120791703335577	0	0	0	0.0338216769339615	0	0	0	0	0.0124588014011838	0	0.610481268658004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Galearia_celebica"	0	0	0	0	0	0.0521820158409691	0	0	0.049835205604735	0	0	0	0	0	0	0	0	0	0.0478335145208883	0.0478335145208883	0.0436058049041432	0.0436058049041432	1.04360580490414	0	0	0	0	0	0.00483166813342307	0	0.00869700264016152	0	0.00120791703335577	0	0	0	0.0338216769339615	0	0	0	0	0.0124588014011838	0	0.610481268658004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Morinda_bracteata"	0	0	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0119047619047619	0	0	0	0	0	1.1547619047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.619047619047619	0	0.0476190476190476
"Nauclea_orientalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0
"Randia_dryadum"	0	0	0	0	0	0	0.121212121212121	0.106060606060606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10606060606061	0	0	0	0	0	0	0	0.0303030303030303	0	0	0	0	0	0.636363636363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Versteegia_cauliflora"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pometia_pinnata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0888888888888889	0	0	0	0	0	0	0	0	0	0	0	1.24444444444444	0	0	0	0	0	0	0	0	0	0	0.355555555555556	0	0	0	0	0	0	0	0	0.311111111111111	0	0	0	0	0	0	0	0	0	0	0
"Phaleria_macrocarpa"	0	0	0	0	0	0.0472123000465911	0	0	0.00276095321909889	0	0	0	0	0	0	0	0	0	0.0432779417093752	0.0432779417093752	0.00241583406671153	0.00241583406671153	0.00241583406671153	0	0	0	0	0	1.18955669444876	0	0.00786871667443185	0	0.29738917361219	0	0	0	0.326896861141309	0	0	0	0	0.000690238304774724	0	0.0338216769339615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gmelina_moluccana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0
"Adrama_selecta"	0	0	0	0	0	0.569964280167728	0	0	0.00993943158875602	0	0	0	0	0	0	0	0	0	0.0224672568204172	0.0224672568204172	0.00869700264016152	0.00869700264016152	0.00869700264016152	0	0	0	0	0	0.0157374333488637	0	1.09499404669462	0	0.00393435833721592	0	0	0	0.110162033442046	0	0	0	0	0.002484857897189	0	0.121758036962261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_bancroftii"	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11111111111111	0	0	0.111111111111111	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	0	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_bullata"	0	0	0	0	0	0.0236061500232955	0	0	0.00138047660954945	0	0	0	0	0	0	0	0	0	0.0216389708546876	0.0216389708546876	0.00120791703335577	0.00120791703335577	0.00120791703335577	0	0	0	0	0	0.594778347224379	0	0.00393435833721593	0	1.14869458680609	0	0	0	0.163448430570655	0	0	0	0	0.000345119152387362	0	0.0169108384669807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_cheesmane"	0	0	0	0	0	0	0.606060606060606	0.0303030303030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0303030303030303	0	0	0	0	0	0	0	1.15151515151515	0	0	0	0	0	0.181818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_diaphana"	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	0	0	1.11111111111111	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	0	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_enochra"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_frauenfeldi"	0	0	0	0	0	0.165243050163069	0	0	0.00966333626684613	0	0	0	0	0	0	0	0	0	0.151472795982813	0.151472795982813	0.00845541923349036	0.00845541923349036	0.00845541923349036	0	0	0	0	0	0.163448430570655	0	0.0275405083605115	0	0.0408621076426636	0	0	0	1.14413901399458	0	0	0	0	0.00241583406671153	0	0.118375869268865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_hastigerina"	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11111111111111	0	0	0.111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	0	0	0	0
"Bactrocera_lineata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.311111111111111	0	0	0	0	0	0	0	0	0	0	0	0.355555555555556	0	0	0	0	0	0	0	0	0	0	1.24444444444444	0	0	0	0	0	0	0	0	0.0888888888888889	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_neocheesmanae"	0	0	0	0	0	0	0.242424242424242	0.212121212121212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212121212121212	0	0	0	0	0	0	0	0.0606060606060606	0	0	0	0	0	1.27272727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_paramusae"	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	0	0	1.11111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	0	0	0	0
"Bactrocera_penefurva"	0	0	0	0	0	0.014909147383134	0	0	0.585667201601353	0	0	0	0	0	0	0	0	0	0.0136667184345395	0.0136667184345395	0.0124588014011838	0.0124588014011838	0.0124588014011838	0	0	0	0	0	0.00138047660954945	0	0.002484857897189	0	0.000345119152387362	0	0	0	0.00966333626684613	0	0	0	0	1.14641680040034	0	0.174423219616573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_tinomiscii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_trivialis"	0	0	0	0	0	0.104364031681938	0	0	0.0996704112094701	0	0	0	0	0	0	0	0	0	0.0956670290417767	0.0956670290417767	0.0872116098082863	0.0872116098082863	0.0872116098082863	0	0	0	0	0	0.00966333626684613	0	0.017394005280323	0	0.00241583406671153	0	0	0	0.0676433538679229	0	0	0	0	0.0249176028023675	0	1.22096253731601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_sp._1"	0	0	0.0291796933154682	0	0.606520768200089	0	0	0	0	0	0.00208426380824773	0	0	0	0	0	0.0288819413428614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10108679470001	0.00833705523299092	0	0	0	0	0.108381718028882	0	0	0.115527765371446	0	0	0	0	0
"Bactrocera_sp._2"	0	0	0.331100193538782	0	0.0250111656989727	0	0	0	0	0	0.309364299538484	0	0	0	0	0	0.00119100789042727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00416852761649546	1.23745719815394	0	0	0	0	0.086943576001191	0	0	0.0047640315617091	0	0	0	0	0
"Bactrocera_sp._3"	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	0	0	0.111111111111111	0	0	0	0	0	0	0	0	0	0	0	1.11111111111111	0	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_sp._4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0444444444444444	0	0	0	0	0	0	0	0	0	0	0	0.622222222222222	0	0	0	0	0	0	0	0	0	0	0.177777777777778	0	0	0	0	0	0	0	0	1.15555555555556	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_sp._5"	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0
"Bactrocera_sp._6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0
"Bactrocera_sp._7"	0	0	0.304302516004169	0	0.325145154086646	0	0	0	0	0	0.0217358940002978	0	0	0	0	0	0.0154831025755546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054190859014441	0.086943576001191	0	0	0	0	1.13026648801548	0	0	0.0619324103022183	0	0	0	0	0
"Bactrocera_sp._8"	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16666666666667	0.166666666666667	0	0	0	0	0	0
"Bactrocera_sp._9"	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	1.16666666666667	0	0	0	0	0	0
"Bactrocera_sp._10"	0	0	0.0166741104659818	0	0.346583296114337	0	0	0	0	0	0.00119100789042727	0	0	0	0	0	0.302218252195921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0577638826857228	0.0047640315617091	0	0	0	0	0.0619324103022183	0	0	1.20887300878368	0	0	0	0	0
"Bactrocera_sp._11"	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	0	0	0.111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11111111111111	0	0	0	0
"Euphranta_marginata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0
"Euphranta_perkinsi"	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0238095238095238	0	0	0	0	0	0.30952380952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23809523809524	0	0.0952380952380952
"Euphranta_quatei"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0
"Euphranta_sp."	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30952380952381	0	0	0	0	0	0.0238095238095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0952380952380952	0	1.23809523809524
