"Alticola_strelzowi"	"Alticola_barakshin"	"Alticola_argentatus"	"Spermophilus_undulatus"	"Meriones_meridianus"	"Cricetulus_longicaudatus"	"Cricetulus_barabensis"	"Phodopus_sungorus"	"Allactaga_sibirica"	"Meriones_unguiculatus"	"Apodemus_peninsulae"	"Amphipsylla_primaris"	"Paradoxopsyllus_scorodumovi"	"Callopsylla_caspia"	"Paramonopsyllus_scalonae"	"Citellophilus_tesquorum"	"Wagnerina_tuvensis"	"Paradoxopsyllus_dashidorzhii"	"Frontopsylla_elatoides"	"Nosopsyllus_laeviceps"	"Amphipsylla_vinogradovi"	"Frontopsylla_hetera"	"Pectinoctenus_pavlovskii"	"Neopsylla_mana"	"Frontopsylla_wagneri"	"Neopsylla_bidentatiformis"	"Amphipsylla_longispina"	"Ophthalmopsylla_praefecta"	"Oropsylla_alaskensis"	"Rhadinopsylla_li"	"Neopsylla_pleskei"	"Echidnophaga_oschanini"	"Frontopsylla_luculenta"	"Ophthalmopsylla_kukuschkini"	"Amphalius_runatus"	"Ctenophyllus_hirticrus"	"Rhadinopsylla_rothschildi"
"Alticola_strelzowi"	1.06249093868169	0.0402545788878126	0.0424313342119683	0.0408679172472017	0.0327792253634419	0.0429926793959403	0.0220930093843791	0.0320198330162091	0	0.0140357203963467	0.00336809674834	0.044119278099966	0.0405475414940989	0.0408054521088623	0.0477317078172103	0.0434732600390646	0.0408054521088623	0.0406390292553258	0.0470818932368859	0.0389918977480132	0.04368029668003	0.0470818932368859	0.0436889821900929	0.0461028493482241	0	0.00831480603110491	0.0423795169230252	0	0.00157184297104622	0.0405968407915906	0.00175446504954333	0.00157184297104622	0	0.00194667465630395	0.00157184297104622	0.00110465046921896	0.00110465046921896
"Alticola_barakshin"	0.0548926075742899	1.05625362073414	0.0455181825893457	0.0373882844637262	0.0263785355070274	0.0416622300765217	0.0247012909336527	0.032515948282092	0	0.00975866203755938	0.00426397113498047	0.0562021580090553	0.00690028172113335	0.0534737989954089	0.0594035584570786	0.00960082046265084	0.0534737989954089	0.0527447669367452	0.0594187902490663	0.00451506053533944	0.00996925109296562	0.0594187902490662	0.0565153051133189	0.0590193088379765	0	0.0543445841511167	0.0082756065459728	0	0.00143801094091255	0.0530857343131376	0.00121983275469492	0.00143801094091255	0	0.00230105733042775	0.00143801094091255	0.00123506454668263	0.00123506454668263
"Alticola_argentatus"	0.0530391677649603	0.0417250007069002	1.05497044568351	0.0329903785018859	0.0265835417098102	0.0514943809994724	0.0308150170494774	0.028577899474739	0	0.00904749870577782	0.00409000273679703	0.0516091242352976	0.0491395340822341	0.0497672643118458	0.0552315868719318	0.0521571483630307	0.0497672643118458	0.00641028733998853	0.0556414003861834	0.00437577302537703	0.0524759487333497	0.0556414003861834	0.0528956762462496	0.0551870376420599	0	0.0510169063338104	0.00824695668900709	0	0.001268860711611	0.00652108499359569	0.00113093733822223	0.001268860711611	0	0.00256325153667312	0.001268860711611	0.00154075085247387	0.00154075085247387
"Spermophilus_undulatus"	0.0471552891313866	0.031636240700076	0.0304526570786639	1.10762763163117	0.0266206872351179	0.0311782672498831	0.0171094617271296	0.0292540888971383	0	0.00863246972072737	0.0036665399620403	0.0495840632546578	0.0467408609064474	0.00557780909231489	0.0523620847920206	0.0490752610614215	0.00557780909231489	0.0470898437356214	0.0521384991632862	0.0041298287547548	0.00809942546732862	0.0521384991632862	0.0080585093396235	0.0515762070851786	0	0.00634036627624281	0.0485761544244062	0	0.042601062755045	0.0472361438279559	0.00107905871509092	0.042601062755045	0	0.00177210807686656	0.042601062755045	0.000855473086356482	0.000855473086356482
"Meriones_meridianus"	0.0546320422724031	0.0322404322863668	0.0354447222797469	0.0384521037840592	1.0555614641673	0.0411426008658252	0.0297277348810716	0.0282988041993749	0	0.0166835508132681	0.00114987778391323	0.00989993240803476	0.00649113360876327	0.00647768073498046	0.070256511008961	0.0666198239176671	0.00647768073498046	0.0634077729040495	0.0696574539013561	0.0625488154922555	0.0667130526379035	0.0696574539013561	0.0095362232678882	0.0113026197824842	0	0.0647853029681375	0.0652287295341449	0	0.00147892706861766	0.00633762512805345	0.00208544385165852	0.00147892706861766	0	0.00177385619003189	0.00147892706861766	0.00148638674405358	0.00148638674405358
"Cricetulus_longicaudatus"	0.0537408492449254	0.0381903775701449	0.0514943809994724	0.0337764561873733	0.0308569506493689	1.05576556380315	0.0309067457962387	0.0292872380253203	0	0.00522555284546547	0.0040892182118724	0.00925224445661003	0.0492262871436853	0.0496631189281286	0.0549567513178174	0.0524858994695733	0.0496631189281286	0.00654065739950709	0.0558488945019461	0.00415883078325674	0.0528138737800126	0.0558488945019461	0.052835524997125	0.0551569240188382	0	0.051131369612519	0.0504220317506345	0	0.00129909446874513	0.0064534511426155	0.000653194105683184	0.00129909446874513	0	0.00256764184278004	0.00129909446874513	0.00154533728981194	0.00154533728981194
"Cricetulus_barabensis"	0.0331395140765687	0.0271714200270179	0.0369780204593728	0.0222423002452685	0.0267549613929645	0.0370880949554865	1.1040851386165	0.0249554014128675	0	0.00168533149723192	0.0192331506500524	0.00633301658148968	0.00504621169786124	0.0054258031581874	0.0093647406153552	0.06173685537274	0.0054258031581874	0.00468157484631165	0.0643583311090263	0.00280170365042653	0.0622677934759872	0.0643583311090263	0.0620164712786163	0.0676802320274859	0	0.0610117963638471	0.00637825877904471	0	0.000855473086356482	0.00458159929186182	0.00021066643715399	0.000855473086356482	0	0.0600125445933382	0.000855473086356482	0.0552042569308251	0.0552042569308251
"Phodopus_sungorus"	0.0533663883603486	0.0397417145670014	0.0381038659663186	0.0422559061847553	0.0282988041993749	0.039049650700427	0.027728223792075	1.04839702227271	0	0.0114018174144915	0.00498993987582881	0.0664677156180832	0.00661883663407815	0.00680005104435336	0.0696669401861218	0.00957740361253606	0.00680005104435336	0.00678270413304524	0.0696281241989141	0.00477626257767721	0.0661964554667346	0.069628124198914	0.0664307412491078	0.0693034533790171	0	0.00797973841079964	0.064847610356153	0	0.00162522716095213	0.0634548273593418	0.00142522717681143	0.00162522716095213	0	0.00263389615856095	0.00162522716095213	0.00138641118960375	0.00138641118960375
"Allactaga_sibirica"	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222222222222222	0	0	0.222222222222222	0	0	0	0	0.222222222222222	0	0	0	0
"Meriones_unguiculatus"	0.0526339514863	0.0268363206032883	0.0271424961173335	0.0280555265923639	0.0375379893298533	0.0156766585363964	0.00421332874307981	0.0256540891826058	0	1.11501917292341	0.000563799818699388	0.145986917649789	0.00461765520853967	0.00475842924814367	0.148725555607131	0.00691376549735217	0.00475842924814367	0.0061388003709877	0.00955882542885853	0.143217305516628	0.00725993395907268	0.00955882542885853	0.00639432286210909	0.00761433153187486	0	0.00530007448741284	0.00699738889878739	0	0.00107905871509092	0.00547858369614061	0.139377396615427	0.00107905871509092	0	0.000351616391828837	0.00107905871509092	0.00021066643715399	0.00021066643715399
"Apodemus_peninsulae"	0.02526072561255	0.0234518412423926	0.0245400164207821	0.023832509753262	0.00517445002760955	0.0245353092712344	0.0961657532502621	0.0224547294412296	0	0.00112759963739878	1.08679039867661	0.0052355875691715	0.00380346441476243	0.00395282220799747	0.0065453615681179	0.00889922152325384	0.00395282220799747	0.0031121214073185	0.0112126992759562	0.00127044358773815	0.00923007150170097	0.0112126992759562	0.0100085948394678	0.282622829499131	0	0.00820655512940388	0.00431591814549868	0	0.000916634990510075	0.00407213693029739	0.000140949954674847	0.000916634990510076	0	0.276505887331666	0.000916634990510075	0.0048082876625131	0.00480828766251311
"Amphipsylla_primaris"	0.110298195249915	0.103037289683268	0.103218248470595	0.107432137051759	0.0148498986120521	0.0185044889132201	0.0105550276358161	0.0997015734271247	0	0.0973246117665263	0.0017451958563905	1.03449743807224	0.0128803925038776	0.0134319004000774	0.0360934528109578	0.0142331382530047	0.0134319004000774	0.0133171193143095	0.0244556277219329	0.0166671773464825	0.0156401092832901	0.0244556277219328	0.0194986280833751	0.0240669323186943	0	0.0111080396408739	0.0149436028197793	0	0.00413200527122149	0.0180311012484802	0.0121655764708158	0.00413200527122149	0	0.000964050345888431	0.00413200527122148	0.000527751381790806	0.000527751381790806
"Paradoxopsyllus_scorodumovi"	0.152053280602871	0.0189757747331167	0.147418602246702	0.151907797945954	0.0146050506197174	0.147678861431056	0.0126155292446531	0.0148923824266758	0	0.00461765520853967	0.00190173220738122	0.0193205887558164	1.02320677795331	0.0182267055551439	0.0262852663498725	0.0246489461166363	0.018226705555144	0.0125849772163054	0.0263388359110377	0.00645704128892523	0.0196336930825901	0.0263388359110377	0.0196848365966364	0.0260028772617876	0	0.0146004310317097	0.0187030824733841	0	0.00584260761330592	0.0126009400944697	0.000577206901067458	0.00584260761330592	0	0.00110620951407796	0.00584260761330592	0.000630776462232655	0.000630776462232655
