"Catostomus_catostomus"	"Catostomus_macrocheilus"	"Cottus_asper"	"Cottus_cognatus"	"Lota_lota"	"Mylocheilus_caurinus"	"Oncorhynchus_nerka"	"Oncorhynchus_tshawytscha"	"Prosopium_williamsoni"	"Ptychocheilus_oregonensis"	"Richardsonius_balteatus"	"Salmo_gairdneri"	"Salvelinus_malma"	"Salvelinus_namaycush"	"Acolpenteron_catostomi"	"Anoncohaptor_anomalum"	"Pseudomurraytrema_copulata"	"Tetraonchus_alaskensis"	"Tetraonchus_variabilis"	"Octomacrum_lanceatum"	"Octomacrum_micronfibulum"	"Allocreadium_isosporum"	"Bunodera_luciopercae"	"Crepidostomum_farionis"	"Phyllodistomum_sp."	"Brachyphallus_crenatus"	"Genolinea_oncorhynchi"	"Lampritrema_miescheri"	"Diplostomum_sp.1_(L)"	"Diplostomum_sp.2_(L)"	"Neascus_sp._(L)"	"Tetracotyle_sp._(L)"	"Glaridacris_catostomi"	"Proteocephalus_ptychocheilus"	"Proteocephalus_salmonidicola"	"Proteocephalus_sp."	"Proteocephalus_tumidocollus"	"Bothriocephalus_opsariichthydis"	"Diphyllobothrium_sp._(L)"	"Eubothrium_salvelini"	"Ligula_intestinalis_(L)"	"Phyllobothrium_sp._(L)"	"Hysterothylacium_brachyurum"	"Eustrongylides_sp._(L)"	"Philometroides_huronensis"	"Philonema_agubernaculum"	"Philonema_oncorhynchi"	"Philonema_sp."	"Haplonema_hamatulum"	"Cystidicola_farionis"	"Cystidicoloides_tenuissima"	"Rhabdochona_canadensis"	"Rhabdochona_cascadilla"	"Rhabdochona_cotti"	"Rhabdochona_kisutchi"	"Rhabdochona_milleri"	"Rhabdochona_zacconis"	"Neoechinorhynchus_cristatus"	"Neoechinorhynchus_rutili"	"Octospinifer_macilentus"	"Ergasilus_nerkae"	"Salmincola_californiensis"	"Salmincola_edwardsii"	"Salmincola_extensus"	"Salmincola_thymalli"
"Catostomus_catostomus"	1.17503433743718	0.0651963241228242	0.000129455525203645	0.00882220314282383	0.000493177489986685	0.00473447808873741	0.00460427961247517	0.0204355308629915	0.0107662588562237	0.00410053819942989	0.0085158216706696	0.0108883951376174	0.0104127716130789	0.00919976157408773	0.0699365657076643	0.0652796854131769	0.0699365657076643	0.00034709238710263	0.000299062746006214	0.00102177654314957	0.000295904880546088	0.000295904880546088	0.000320246915812277	0.00233759325409873	0.000977372742532828	0.00102177654314957	0.00102177654314957	0.00102177654314957	0.000915214542364579	0.0744497643855549	0.0663014619563265	0.0755460040168094	0.0652796854131768	0.000512567274928737	0.00034709238710263	0.00129455525203645	0.000320246915812276	0.000512567274928737	0.00156420296431874	0.00264530441879125	0.000295904880546088	0.00102177654314957	6.16471862483357e-05	0.00154061651009819	0.0652796854131768	0.000619309661818491	0.00102177654314957	0.00125416952470082	0.000680956848066827	0.00034709238710263	0.000667339302914906	0.00034709238710263	0.00171520849232436	0.00147036719047064	0.00125416952470082	0.000299062746006214	0.00465688029448744	0.0699365657076643	0.00191129535142137	0.00465688029448744	0.000583672356325787	0.00134202345896185	0.0013032809598294	0.000299062746006214	0.000299062746006214
"Catostomus_macrocheilus"	0.0838238453007739	1.15839224499326	0.00015892051297579	0.0110187863435318	0.000493195053827079	0.00590245508138366	0.00562061389755203	0.00194904047717346	0.0131530253276479	0.00511535782795039	0.0106359443570964	0.0129987870645868	0.012725737422889	0.0113453796726845	0.0873991835082917	0.00465688029448744	0.0873991835082918	0.000424191247429635	0.000365361814656886	9.74520238586729e-05	0.000368903442586479	0.000368903442586479	0.000382317266605494	0.00168226010287607	0.0011927015289401	9.74520238586729e-05	9.74520238586729e-05	9.74520238586729e-05	0.00111658252384886	0.0929905598827564	0.00475433231834612	0.0943501714224336	0.00465688029448744	0.000639419728493798	0.000424191247429635	0.0015892051297579	0.000382317266605494	0.000639419728493798	0.00190935171219399	0.00207970661488529	0.000368903442586479	9.74520238586729e-05	6.16493817283849e-05	0.0018729394389142	0.00465688029448744	0.00074767908126238	9.74520238586729e-05	0.00152315869728902	0.000809328462990765	0.000424191247429635	0.000806508514035129	0.000424191247429635	0.00214156083543588	0.00183646439058863	0.00152315869728902	0.000365361814656886	0.0827423032138043	0.0873991835082918	0.00233354295962362	0.0827423032138043	0.000720191811183481	0.000479769290464167	0.00159993732442112	0.000365361814656886	0.000365361814656886
"Cottus_asper"	0.00116509972683281	0.00111244359083053	1.05387840477348	0.0010089188945731	0.00165060496828546	0.0646139402429966	0.0607618075987221	0.00150742463495888	0.0663992568676948	0.00121536879919689	0.00201854101181443	0.00922134008989236	0.0649331191831303	0.00384706295092173	0.000144188019089717	6.47277626018227e-05	0.000144188019089717	0.00216443730610434	0.00184442380188041	7.53712317479439e-05	0.00403837126518729	0.00403837126518729	0.000271215884996834	0.00835938682068535	0.000546006095776958	7.53712317479439e-05	7.53712317479439e-05	7.53712317479439e-05	0.00615401095206454	0.00520363187391602	0.000140098994349767	0.013191537213923	6.47277626018227e-05	0.000151921099899612	0.00216443730610434	0.538784047734834	0.000271215884996834	0.000151921099899612	0.0061880428725775	0.00463023843550965	0.00403837126518729	7.53712317479439e-05	0.000206325621035683	0.00463832371391688	6.47277626018226e-05	0.00211563968687725	7.5371231747944e-05	0.00807768996790172	0.00232196530791293	0.00216443730610434	0.00243565319110117	0.00216443730610434	0.00437479476715636	0.000168153149095517	0.00807768996790172	0.00184442380188041	7.94602564878948e-05	0.000144188019089717	0.00835248017868184	7.94602564878948e-05	0.00783598424010742	0.000346587116744778	0.00428365131876488	0.00184442380188041	0.00184442380188041
"Cottus_cognatus"	0.0264666094284715	0.0257105014682408	0.000336306298191034	1.11424790551839	0.00103122841670758	0.012500766578254	0.0118907837337556	0.00155438139966023	0.0278272483857307	0.0108341326805127	0.0225279003857143	0.0274670627614501	0.0269237644946512	0.0240147417836034	0.00330683158105927	0.00147036719047064	0.00330683158105927	0.000897458816488373	0.000772979121825852	7.77190699830113e-05	0.000781297911140872	0.000781297911140872	0.000807854787101473	0.00342808933084688	0.00252319348593029	7.77190699830113e-05	7.77190699830113e-05	7.77190699830113e-05	0.0023621318200682	0.196963097322655	0.00154808626045365	0.199841835802219	0.00147036719047064	0.00135426658506409	0.000897458816488373	0.00336306298191034	0.000807854787101472	0.00135426658506409	0.00403934659111587	0.00427135049422752	0.000781297911140873	7.77190699830113e-05	0.000128903552088448	0.00396146286256823	0.00147036719047064	0.00158083390892732	7.77190699830114e-05	0.00322146670877542	0.00170973746101577	0.000897458816488374	0.00170531360358985	0.000897458816488373	0.0045359479754266	0.185707984253065	0.00322146670877542	0.000772979121825852	0.00183646439058863	0.00330683158105927	0.00493680540760424	0.00183646439058863	0.0015244718945006	0.000885573857084483	0.00338577663714304	0.000772979121825853	0.000772979121825853
"Lota_lota"	0.00110964935247004	0.000863091344197389	0.000412651242071366	0.000773421312530687	1.12086597756566	0.00190682586690742	0.0158328053517398	0.0160259851253161	0.0603611805874395	0.0172195998364609	0.000770883851120235	0.0597040747773062	0.0340428116325095	0.00344437548760765	0.000123296567976721	6.16471862483357e-05	0.000123296567976721	0.00113476038775031	0.00167669946076221	0.000801299256265805	0.000119176616681714	0.000119176616681714	0.00175600219933254	0.146466558834302	0.00200202901987594	0.000801299256265805	0.000801299256265805	0.000801299256265805	0.00355187827677646	0.005194169630307	0.000862946442514141	0.00845534656103006	6.16471862483357e-05	0.00215244997955761	0.00113476038775031	0.00412651242071366	0.00175600219933254	0.00215244997955761	0.00466827881512189	0.00561478812465427	0.000119176616681714	0.000801299256265805	0.140108247195707	0.14682815922311	6.16471862483356e-05	0.00343270166009474	0.000801299256265806	0.0055570123823288	0.143540948855802	0.00113476038775032	0.00289076258708285	0.00113476038775031	0.000247657258535086	0.000128903552088448	0.0055570123823288	0.00167669946076221	6.16493817283849e-05	0.000123296567976721	0.0058030392028722	6.16493817283849e-05	0.00110872695116545	0.00255730145559834	0.00305748666905593	0.00167669946076221	0.00167669946076221
"Mylocheilus_caurinus"	0.00532628784982959	0.0051646481962107	0.00807674253037458	0.00468778746684523	0.000953412933453711	1.17239122636	0.0330459854997803	0.00101676441997703	0.0303060843356738	0.00466283192521517	0.0235990449632868	0.0216122052517202	0.0164217786399359	0.00606853296102918	0.000664808323132567	0.000295904880546088	0.000664808323132567	0.000547392621331196	0.000841835675990939	5.08382209988513e-05	0.0732744516475001	0.0732744516475001	0.00063565309563883	0.0042602703243778	0.00106911973571234	5.08382209988513e-05	5.08382209988513e-05	5.08382209988512e-05	0.0747519404191298	0.00783762842785571	0.00034674310154494	0.0837603081597439	0.000295904880546088	0.000582853990651896	0.000547392621331196	0.0807674253037458	0.00063565309563883	0.000582853990651896	0.00397632950543955	0.00250918625403333	0.0732744516475001	5.08382209988513e-05	0.000119176616681714	0.00272691200029458	0.000295904880546088	0.00147748877162977	5.08382209988513e-05	0.00409025548669723	0.00159666538831148	0.000547392621331196	0.00118304571697003	0.000547392621331196	0.0772076258080478	0.000781297911140872	0.00409025548669723	0.000841835675990939	0.000368903442586478	0.000664808323132567	0.00452372212677074	0.000368903442586478	0.0753398257412363	0.000686491316637682	0.00182269493739565	0.000841835675990939	0.000841835675990939
"Oncorhynchus_nerka"	0.00517981456403457	0.00491803716035803	0.00759522594984026	0.00445904390015836	0.0079164026758699	0.0330459854997803	1.06861617205845	0.00875781517272583	0.0597734182849492	0.00478791768514736	0.00480396566808268	0.0516185440768466	0.0492116683786685	0.022649322258422	0.000639055844376701	0.000287767475779698	0.000639055844376701	0.00164038894595562	0.00166037273013748	0.000437890758636292	0.00206537409373627	0.00206537409373627	0.00151819247284843	0.0730349059957147	0.00313600120559286	0.000437890758636292	0.000437890758636292	0.000437890758636292	0.00524393929672218	0.00861965365410283	0.00072565823441599	0.0780720282121356	0.000287767475779698	0.00059848971064342	0.00164038894595562	0.0759522594984026	0.00151819247284843	0.00059848971064342	0.0715848846893835	0.00687465364032224	0.00206537409373627	0.000437890758636292	0.000989550334483738	0.00640699419406868	0.000287767475779698	0.00317856520298591	0.000437890758636292	0.0716074649025946	0.00416811553746965	0.00164038894595562	0.00315858141880404	0.00164038894595562	0.00286603503841671	0.000743173983359727	0.0716074649025946	0.00166037273013748	0.000351288368597002	0.000639055844376701	0.073225273635339	0.000351288368597002	0.0688538848473893	0.00195608323148472	0.00491857040883753	0.00166037273013748	0.00166037273013748
"Oncorhynchus_tshawytscha"	0.0183919777766923	0.00136432833402142	0.000150742463495888	0.000466314419898068	0.00641039405012644	0.00081341153598162	0.00700625213818066	1.22695940128143	0.0158495086168511	0.000536375909522966	0.000459302024510896	0.0318087565866173	0.0150918088598979	0.00802475933611031	0.00111922856700825	0.00102177654314957	0.00111922856700825	0.000503060295329929	0.000440264128245863	0.0613479700640713	5.08382209988513e-05	5.08382209988513e-05	0.000935551664312274	0.0644660361668615	0.00150874875974872	0.0613479700640713	0.0613479700640713	0.0613479700640713	0.00142665401355699	0.00372557115773426	0.0623697466072209	0.00428134712605977	0.00102177654314957	6.70469886903708e-05	0.000503060295329929	0.00150742463495888	0.000935551664312274	6.70469886903708e-05	0.00238690364663088	0.0638000432473958	5.08382209988513e-05	0.0613479700640713	0.000801299256265805	0.00274722233284424	0.00102177654314957	0.00137581579255814	0.0613479700640714	0.00231676684652436	0.00217711504882394	0.000503060295329929	0.0014386119596422	0.000503060295329929	0.000127388558417334	7.77190699830114e-05	0.00231676684652436	0.000440264128245863	9.74520238586729e-05	0.00111922856700825	0.00288996394196081	9.74520238586729e-05	0.000488728979635143	0.0622835217283836	0.00151652151901224	0.000440264128245863	0.000440264128245863
"Prosopium_williamsoni"	0.00538312942811185	0.0051150654051964	0.00368884760376082	0.00463787473095511	0.0134135956860977	0.013469370815855	0.0265659636821997	0.00880528256491726	1.12326442134803	0.00633141297962227	0.00465583731030253	0.055167667698064	0.0402016304312899	0.0226332336489302	0.0006644245606631	0.000299062746006214	0.000664424560663099	0.00134005434770966	0.0312017894818897	0.000440264128245863	0.000841835675990939	0.000841835675990939	0.00162257846170776	0.0379417586104527	0.00323923800805992	0.000440264128245863	0.000440264128245863	0.000440264128245863	0.0336662036195884	0.0379944584051987	0.000739326874252077	0.0412880934337799	0.000299062746006214	0.000791426622452783	0.00134005434770966	0.0368884760376082	0.00162257846170776	0.000791426622452784	0.0361014002200871	0.0362213459659052	0.000841835675990939	0.000440264128245863	0.00167669946076221	0.0366325483745222	0.000299062746006214	0.0328243679435975	0.000440264128245863	0.0358247950214446	0.0345010674043597	0.00134005434770966	0.00296263280941743	0.00134005434770966	0.00161780856104136	0.000772979121825852	0.0358247950214446	0.0312017894818897	0.000365361814656885	0.0006644245606631	0.0374414545677968	0.000365361814656885	0.00250220840612842	0.00206284258995363	0.0341585033759516	0.0312017894818897	0.0312017894818897
"Ptychocheilus_oregonensis"	0.00922621094871726	0.00895187619891317	0.000303842199799223	0.00812559951038451	0.0172195998364609	0.00932566385043034	0.00957583537029472	0.00134093977380742	0.0284913584083002	1.16809042686493	0.00792436144227699	0.0280654492689793	0.0274119172303356	0.0092802524297	0.00115198700342254	0.000512567274928736	0.00115198700342254	0.00091373057434452	0.000791426622452783	6.70469886903708e-05	0.000582853990651896	0.000582853990651896	0.000825454390264096	0.0053485982659528	0.0014883295638141	6.70469886903708e-05	6.70469886903708e-05	6.70469886903708e-05	0.00219973500336878	0.00702046725614419	0.000579614263619107	0.154213114315556	0.000512567274928736	0.146011303358117	0.00091373057434452	0.00303842199799223	0.000825454390264095	0.146011303358117	0.0028782458969103	0.00326053374930177	0.000582853990651896	6.70469886903708e-05	0.00215244997955761	0.150694364924736	0.000512567274928736	0.00161688101271688	6.70469886903708e-05	0.00312910129770482	0.00376933099227449	0.000913730574344521	0.00173918496460862	0.00091373057434452	0.00190358089769806	0.00135426658506409	0.00312910129770482	0.000791426622452783	0.000639419728493798	0.00115198700342254	0.00379197647125482	0.000639419728493798	0.00118134370129532	0.000892501378954467	0.0023680323703473	0.000791426622452784	0.000791426622452784
