"Neolitsea_dealbata"	"Ficus_destruens"	"Linociera_ramiflora"	"Litsea_leefeana"	"Tieghemopanax_elegans"	"Tieghemopanax_murrayi"	"Archontophoenix_alexandrae"	"Canarium_australianum"	"Cissus_hypoglauca"	"Cryptocarya_hypospodia"	"Cryptocarya_mackinnoniana"	"Cryptocarya_sp1_M_SD_007"	"Dysoxylum_micranthum"	"Elaeocarpus_grahamii"	"Elaeocarpus_largiflorens"	"Endiandra_hypotephra"	"Endiandra_muelleri"	"Ficus_virens"	"Kissodendron_australianum"	"Litsea_bindoniana"	"Myristica_muelleri"	"Notothixos_subarueus"	"Pothos_loureirii"	"Aceratium_megalospermun"	"Antirhea_tenuiflora"	"Cinnamomun_laubatii"	"Cissus_sterculifolius"	"Citronella_emythii"	"Dysoxylum_oppositifolium"	"Elaeocarpus_grandis"	"Eugenia_johnsonii"	"Eugenia_sp1_M_SD_007"	"Ficus_leptoclada"	"Flagellaria_sp1_M_SD_007"	"Glochidion_ferdinandii"	"Gomphandra_australiana"	"Hakea_laurina"	"Piper_sp1_M_SD_007"	"Symplocos_etawellii"	"Terminalia_sericocarpa"	"Tetrasynandra_laxiflora"	"Alphitonia_whitei"	"Breynia_stipitata"	"Calamus_sp1_M_SD_007"	"Cananga_odorata"	"Canthium_coprosmoides"	"Clerodendrum_traceyanum"	"Dendrophthoe_falcata"	"Dysoxylum_sp1_M_SD_007"	"Elaeocarpus_arnhemicus"	"Embelia_sp1_M_SD_007"	"Euodia_xanthoxyloides"	"Freycinetia_excelsa"	"Ganophyllum_faloatum"	"Gmelina_fasciculiflora"	"Helicia_nortoniana"	"Hibbertia_scandens"	"Homalanthus_populifolius"	"Hypaerpa_decumbens"	"Lantana_camara"	"Litsea_glutinosa"	"Melia_asederach"	"Morinda_jasminioides"	"Pilidiostigma_tropicum"	"Planchonella_obovata"	"Planchonella_obovoidea"	"Planchonella_xerocarpa"	"Rauwenhoffia_leichardtii"	"Solanum_torvum"	"Solanum_viride"	"Strychnos_colubrina"	"Symplocos_paucistamineus"	"Ptilinopus_magnificus"	"Ptilinopus_superbus"	"Macropygia_amboinensis"	"Ptilinopus_regina"	"Ducula_spilorrhoa"	"Columba_leucomela"	"Lopholaimus_antarcticus"
"Neolitsea_dealbata"	1.02508271031976	0.008456157349345	0.008456157349345	0.0221446621176094	0.0110798761221562	0.0110798761221562	0.00814182792000131	0.00343058137349484	0.00605430014630606	0.00343058137349484	0.00339954757543761	0.0171190861417592	0.00605430014630606	0.00605430014630606	0.00814182792000131	0.00814182792000131	0.00814182792000131	0.00343058137349484	0.00605430014630606	0.00605430014630606	0.00343058137349484	0.00605430014630606	0.00605430014630606	0.00448457930167192	0.00311625194415114	0.0155725550422422	0.00311625194415114	0.00311625194415114	0.00311625194415114	0.00311625194415114	0.00311625194415114	0.00311625194415114	0.00311625194415114	0.00311625194415114	0.00448457930167192	0.00188405027397784	0.00311625194415114	0.00311625194415114	0.00311625194415114	0.00311625194415114	0.00311625194415114	0.001546531099517	0.00293804820215492	0.001546531099517	0.00156972084463415	0.001546531099517	0.001546531099517	0.00502557597585017	0.00156972084463415	0.001546531099517	0.001546531099517	0.00293804820215492	0.00293804820215492	0.00502557597585017	0.00156972084463415	0.00293804820215492	0.00293804820215492	0.00293804820215492	0.00156972084463415	0.00293804820215492	0.000314329429343695	0.00156972084463415	0.00156972084463415	0.001546531099517	0.00156972084463415	0.00156972084463415	0.00293804820215492	0.001546531099517	0.00293804820215492	0.00293804820215492	0.00156972084463415	0.001546531099517	0.150693201084878	0.148466985553632	0.129274120894816	0.120613823420404	0.00502927086949912	0.112022673580865	0.000566591262572935
"Ficus_destruens"	0.0105701966866813	1.01897846650802	0.0189784665080157	0.010332424996229	0.0101162748987749	0.0101162748987749	0.00987850320832267	0.0128389914232139	0.00397679981397307	0.0128389914232139	0.00407893977111361	0.00419294991142713	0.00397679981397307	0.00397679981397307	0.00987850320832267	0.00987850320832267	0.00987850320832267	0.0128389914232139	0.00397679981397307	0.00397679981397307	0.0128389914232139	0.00397679981397307	0.00397679981397307	0.00209481550261556	0.00373902812352081	0.00233590609926383	0.00373902812352081	0.00373902812352081	0.00373902812352081	0.00373902812352081	0.00373902812352081	0.00373902812352081	0.00373902812352081	0.00373902812352081	0.00209481550261556	0.0109819476110506	0.00373902812352081	0.00373902812352081	0.00373902812352081	0.00373902812352081	0.00373902812352081	0.0018570438121633	0.000237771690452262	0.0018570438121633	0.00188198431135751	0.0018570438121633	0.0018570438121633	0.00613947508480186	0.00188198431135751	0.0018570438121633	0.0018570438121633	0.000237771690452262	0.000237771690452262	0.00613947508480186	0.00188198431135751	0.000237771690452262	0.000237771690452262	0.000237771690452262	0.00188198431135751	0.000237771690452262	0.00909996329969306	0.00188198431135751	0.00188198431135751	0.0018570438121633	0.00188198431135751	0.00188198431135751	0.000237771690452262	0.0018570438121633	0.000237771690452262	0.000237771690452262	0.00188198431135751	0.0018570438121633	0.180670493890321	0.178276205967676	0.0104619543798995	0.147347402035245	0.145599412795089	0.00363137430325056	0.000679823295185601
"Linociera_ramiflora"	0.0105701966866813	0.0189784665080157	1.01897846650802	0.010332424996229	0.0101162748987749	0.0101162748987749	0.00987850320832267	0.0128389914232139	0.00397679981397307	0.0128389914232139	0.00407893977111361	0.00419294991142713	0.00397679981397307	0.00397679981397307	0.00987850320832267	0.00987850320832267	0.00987850320832267	0.0128389914232139	0.00397679981397307	0.00397679981397307	0.0128389914232139	0.00397679981397307	0.00397679981397307	0.00209481550261556	0.00373902812352081	0.00233590609926383	0.00373902812352081	0.00373902812352081	0.00373902812352081	0.00373902812352081	0.00373902812352081	0.00373902812352081	0.00373902812352081	0.00373902812352081	0.00209481550261556	0.0109819476110506	0.00373902812352081	0.00373902812352081	0.00373902812352081	0.00373902812352081	0.00373902812352081	0.0018570438121633	0.000237771690452262	0.0018570438121633	0.00188198431135751	0.0018570438121633	0.0018570438121633	0.00613947508480186	0.00188198431135751	0.0018570438121633	0.0018570438121633	0.000237771690452262	0.000237771690452262	0.00613947508480186	0.00188198431135751	0.000237771690452262	0.000237771690452262	0.000237771690452262	0.00188198431135751	0.000237771690452262	0.00909996329969306	0.00188198431135751	0.00188198431135751	0.0018570438121633	0.00188198431135751	0.00188198431135751	0.000237771690452262	0.0018570438121633	0.000237771690452262	0.000237771690452262	0.00188198431135751	0.0018570438121633	0.180670493890321	0.178276205967676	0.0104619543798995	0.147347402035245	0.145599412795089	0.00363137430325056	0.000679823295185601
"Litsea_leefeana"	0.0276808276470117	0.010332424996229	0.010332424996229	1.0273966856063	0.0102362213184656	0.0102362213184656	0.00995207927775298	0.00411635762393925	0.00402015394617585	0.00411635762393925	0.00407564935141443	0.0211806182340094	0.00402015394617585	0.00402015394617585	0.00995207927775298	0.00995207927775298	0.00995207927775298	0.00411635762393925	0.00402015394617585	0.00402015394617585	0.00411635762393925	0.00402015394617585	0.00402015394617585	0.00212844377920578	0.00373601190546323	0.0193363164955162	0.00373601190546323	0.00373601190546323	0.00373601190546323	0.00373601190546323	0.00373601190546323	0.00373601190546323	0.00373601190546323	0.00373601190546323	0.00212844377920578	0.00227205588544609	0.00373601190546323	0.00373601190546323	0.00373601190546323	0.00373601190546323	0.00373601190546323	0.00184430173849316	0.000284142040712623	0.00184430173849316	0.00189171016697007	0.00184430173849316	0.00184430173849316	0.00621606737228975	0.00189171016697007	0.00184430173849316	0.00184430173849316	0.000284142040712623	0.000284142040712623	0.00621606737228975	0.00189171016697007	0.000284142040712623	0.000284142040712623	0.000284142040712623	0.00189171016697007	0.000284142040712623	0.000380345718476017	0.00189171016697007	0.00189171016697007	0.00184430173849316	0.00189171016697007	0.00189171016697007	0.000284142040712623	0.00184430173849316	0.000284142040712623	0.000284142040712623	0.00189171016697007	0.00184430173849316	0.181604176029127	0.177052966895343	0.0125022497913554	0.149185616934954	0.00608553149561627	0.139556850628369	0.000679274891902405
"Tieghemopanax_elegans"	0.0138498451526953	0.0101162748987749	0.0101162748987749	0.0102362213184656	1.01335814287656	0.0133581428765579	0.0097445190423282	0.0040280373921606	0.00726990536994355	0.0040280373921606	0.00398867076623331	0.00414798381185126	0.00726990536994355	0.00726990536994355	0.0097445190423282	0.0097445190423282	0.0097445190423282	0.0040280373921606	0.00726990536994355	0.00726990536994355	0.0040280373921606	0.00726990536994355	0.00726990536994355	0.0054505060712293	0.00365628153571386	0.00231110157485164	0.00365628153571386	0.00365628153571386	0.00365628153571386	0.00365628153571386	0.00365628153571386	0.00365628153571386	0.00365628153571386	0.00365628153571386	0.0054505060712293	0.00219115515516098	0.00365628153571386	0.00365628153571386	0.00365628153571386	0.00365628153571386	0.00365628153571386	0.00183688223699962	0.00361362383422969	0.00183688223699962	0.00181939929871425	0.00183688223699962	0.00183688223699962	0.00608823750661434	0.00181939929871425	0.00183688223699962	0.00183688223699962	0.00361362383422969	0.00361362383422969	0.00608823750661434	0.00181939929871425	0.00361362383422969	0.00361362383422969	0.00361362383422969	0.00181939929871425	0.00361362383422969	0.000371755856446734	0.00181939929871425	0.00181939929871425	0.00183688223699962	0.00181939929871425	0.00181939929871425	0.00361362383422969	0.00183688223699962	0.00361362383422969	0.00361362383422969	0.00181939929871425	0.00183688223699962	0.174662332676568	0.176340694751963	0.158999448706106	0.146117700158744	0.00594809370314774	0.00393361820909918	0.000664778461038884
"Tieghemopanax_murrayi"	0.0138498451526953	0.0101162748987749	0.0101162748987749	0.0102362213184656	0.0133581428765579	1.01335814287656	0.0097445190423282	0.0040280373921606	0.00726990536994355	0.0040280373921606	0.00398867076623331	0.00414798381185126	0.00726990536994355	0.00726990536994355	0.0097445190423282	0.0097445190423282	0.0097445190423282	0.0040280373921606	0.00726990536994355	0.00726990536994355	0.0040280373921606	0.00726990536994355	0.00726990536994355	0.0054505060712293	0.00365628153571386	0.00231110157485164	0.00365628153571386	0.00365628153571386	0.00365628153571386	0.00365628153571386	0.00365628153571386	0.00365628153571386	0.00365628153571386	0.00365628153571386	0.0054505060712293	0.00219115515516098	0.00365628153571386	0.00365628153571386	0.00365628153571386	0.00365628153571386	0.00365628153571386	0.00183688223699962	0.00361362383422969	0.00183688223699962	0.00181939929871425	0.00183688223699962	0.00183688223699962	0.00608823750661434	0.00181939929871425	0.00183688223699962	0.00183688223699962	0.00361362383422969	0.00361362383422969	0.00608823750661434	0.00181939929871425	0.00361362383422969	0.00361362383422969	0.00361362383422969	0.00181939929871425	0.00361362383422969	0.000371755856446734	0.00181939929871425	0.00181939929871425	0.00183688223699962	0.00181939929871425	0.00181939929871425	0.00361362383422969	0.00183688223699962	0.00361362383422969	0.00361362383422969	0.00181939929871425	0.00183688223699962	0.174662332676568	0.176340694751963	0.158999448706106	0.146117700158744	0.00594809370314774	0.00393361820909918	0.000664778461038884
"Archontophoenix_alexandrae"	0.0135697132000022	0.0131713376110969	0.0131713376110969	0.013269439037004	0.0129926920564376	0.0129926920564376	1.01269241789344	0.00514155773230839	0.00496291217764909	0.00514155773230839	0.00508651419780096	0.00523965915821546	0.00496291217764909	0.00496291217764909	0.0126924178934394	0.0126924178934394	0.0126924178934394	0.00514155773230839	0.00496291217764909	0.00496291217764909	0.00514155773230839	0.00496291217764909	0.00496291217764909	0.00263096763112692	0.00466263801465088	0.00290896569008676	0.00466263801465088	0.00466263801465088	0.00466263801465088	0.00466263801465088	0.00466263801465088	0.00466263801465088	0.00466263801465088	0.00466263801465088	0.00263096763112692	0.00281086426417969	0.00466263801465088	0.00466263801465088	0.00466263801465088	0.00466263801465088	0.00466263801465088	0.0023306934681287	0.000300274162998214	0.0023306934681287	0.00233194454652218	0.0023306934681287	0.0023306934681287	0.00802977987878851	0.00233194454652218	0.0023306934681287	0.0023306934681287	0.000300274162998214	0.000300274162998214	0.00802977987878851	0.00233194454652218	0.000300274162998214	0.000300274162998214	0.000300274162998214	0.00233194454652218	0.000300274162998214	0.00047891971765751	0.00233194454652218	0.00233194454652218	0.0023306934681287	0.00233194454652218	0.00233194454652218	0.000300274162998214	0.0023306934681287	0.000300274162998214	0.000300274162998214	0.00233194454652218	0.0023306934681287	0.223866676466129	0.223746572940355	0.0132120631719214	0.192714717090924	0.00766271548252016	0.00461616914851665	0.00084775236630016
"Canarium_australianum"	0.0057176356224914	0.0171186552309518	0.0171186552309518	0.00548847683191899	0.0053707165228808	0.0053707165228808	0.00514155773230839	1.01667048691532	0.00492254820724734	0.0166704869153184	0.0051200611818272	0.00504030851628554	0.00492254820724734	0.00492254820724734	0.00514155773230839	0.00514155773230839	0.00514155773230839	0.0166704869153184	0.00492254820724734	0.00492254820724734	0.0166704869153184	0.00492254820724734	0.00492254820724734	0.00255955446179846	0.00469338941667494	0.00270991284505948	0.00469338941667494	0.00469338941667494	0.00469338941667494	0.00469338941667494	0.00469338941667494	0.00469338941667494	0.00469338941667494	0.00469338941667494	0.00255955446179846	0.0143400912440923	0.00469338941667494	0.00469338941667494	0.00469338941667494	0.00469338941667494	0.00469338941667494	0.00233039567122606	0.000229158790572405	0.00233039567122606	0.00236299374544888	0.00233039567122606	0.00233039567122606	0.000448168315633454	0.00236299374544888	0.00233039567122606	0.00233039567122606	0.000229158790572405	0.000229158790572405	0.000448168315633454	0.00236299374544888	0.000229158790572405	0.000229158790572405	0.000229158790572405	0.00236299374544888	0.000229158790572405	0.0119770974986434	0.00236299374544888	0.00236299374544888	0.00233039567122606	0.00236299374544888	0.00236299374544888	0.000229158790572405	0.00233039567122606	0.000229158790572405	0.000229158790572405	0.00236299374544888	0.00233039567122606	0.226847399563093	0.223717984437701	0.0100829867851858	0.0107560395752029	0.191633559978295	0.00277535279688481	0.000853343530304534
"Cissus_hypoglauca"	0.0100905002438434	0.00530239975196409	0.00530239975196409	0.0053602052615678	0.00969320715992473	0.00969320715992473	0.00496291217764909	0.00492254820724734	1.00931335561521	0.00492254820724734	0.00499970250865347	0.00498035371685105	0.00931335561520798	0.00931335561520798	0.00496291217764909	0.00496291217764909	0.00496291217764909	0.00492254820724734	0.00931335561520798	0.00931335561520798	0.00492254820724734	0.00931335561520798	0.00931335561520798	0.00703380855328346	0.00458306063293234	0.00267684014584323	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00703380855328346	0.00261903463623953	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00230351357100782	0.00473029498227564	0.00230351357100782	0.00227954706192453	0.00230351357100782	0.00230351357100782	0.00037985154471675	0.00227954706192453	0.00230351357100782	0.00230351357100782	0.00473029498227564	0.00473029498227564	0.00037985154471675	0.00227954706192453	0.00473029498227564	0.00473029498227564	0.00473029498227564	0.00227954706192453	0.00473029498227564	0.000339487574314998	0.00227954706192453	0.00227954706192453	0.00230351357100782	0.00227954706192453	0.00227954706192453	0.00473029498227564	0.00230351357100782	0.00473029498227564	0.00473029498227564	0.00227954706192453	0.00230351357100782	0.218836517944755	0.22113730281675	0.208132979220128	0.00911643707320201	0.00543180118903996	0.00317834467134964	0.000833283751442245
"Cryptocarya_hypospodia"	0.0057176356224914	0.0171186552309518	0.0171186552309518	0.00548847683191899	0.0053707165228808	0.0053707165228808	0.00514155773230839	0.0166704869153184	0.00492254820724734	1.01667048691532	0.0051200611818272	0.00504030851628554	0.00492254820724734	0.00492254820724734	0.00514155773230839	0.00514155773230839	0.00514155773230839	0.0166704869153184	0.00492254820724734	0.00492254820724734	0.0166704869153184	0.00492254820724734	0.00492254820724734	0.00255955446179846	0.00469338941667494	0.00270991284505948	0.00469338941667494	0.00469338941667494	0.00469338941667494	0.00469338941667494	0.00469338941667494	0.00469338941667494	0.00469338941667494	0.00469338941667494	0.00255955446179846	0.0143400912440923	0.00469338941667494	0.00469338941667494	0.00469338941667494	0.00469338941667494	0.00469338941667494	0.00233039567122606	0.000229158790572405	0.00233039567122606	0.00236299374544888	0.00233039567122606	0.00233039567122606	0.000448168315633454	0.00236299374544888	0.00233039567122606	0.00233039567122606	0.000229158790572405	0.000229158790572405	0.000448168315633454	0.00236299374544888	0.000229158790572405	0.000229158790572405	0.000229158790572405	0.00236299374544888	0.000229158790572405	0.0119770974986434	0.00236299374544888	0.00236299374544888	0.00233039567122606	0.00236299374544888	0.00236299374544888	0.000229158790572405	0.00233039567122606	0.000229158790572405	0.000229158790572405	0.00236299374544888	0.00233039567122606	0.226847399563093	0.223717984437701	0.0100829867851858	0.0107560395752029	0.191633559978295	0.00277535279688481	0.000853343530304534
"Cryptocarya_mackinnoniana"	0.00566591262572935	0.00543858636148481	0.00543858636148481	0.00543419913521924	0.00531822768831107	0.00531822768831107	0.00508651419780096	0.0051200611818272	0.00499970250865347	0.0051200611818272	1.09611053347434	0.00511567395556163	0.00499970250865347	0.00499970250865347	0.00508651419780096	0.00508651419780096	0.00508651419780096	0.0051200611818272	0.00499970250865347	0.00499970250865347	0.0051200611818272	0.00499970250865347	0.00499970250865347	0.00261538337029596	0.00476798901814335	0.00273200407577578	0.00476798901814335	0.00476798901814335	0.00476798901814335	0.00476798901814335	0.00476798901814335	0.00476798901814335	0.00476798901814335	0.00476798901814335	0.00261538337029596	0.00273639130204135	0.00476798901814335	0.00476798901814335	0.00476798901814335	0.00476798901814335	0.00476798901814335	0.00238366987978585	0.000231713490510113	0.00238366987978585	0.0023843191383575	0.00238366987978585	0.00238366987978585	0.000318525179657607	0.0023843191383575	0.00238366987978585	0.00238366987978585	0.000231713490510113	0.000231713490510113	0.000318525179657607	0.0023843191383575	0.000231713490510113	0.000231713490510113	0.000231713490510113	0.0023843191383575	0.000231713490510113	0.00035207216368385	0.0023843191383575	0.0023843191383575	0.00238366987978585	0.0023843191383575	0.0023843191383575	0.000231713490510113	0.00238366987978585	0.000231713490510113	0.000231713490510113	0.0023843191383575	0.00238366987978585	0.22889463728232	0.228832308459442	0.010195393582445	0.00764460431178256	0.0056331546189416	0.00278147949934622	0.18268508891239
"Cryptocarya_sp1_M_SD_007"	0.0285318102362654	0.00559059988190284	0.00559059988190284	0.0282408243120125	0.00553064508246835	0.00553064508246835	0.00523965915821546	0.00504030851628554	0.00498035371685105	0.00504030851628554	0.00511567395556163	1.0276905329464	0.00498035371685105	0.00498035371685105	0.00523965915821546	0.00523965915821546	0.00523965915821546	0.00504030851628554	0.00498035371685105	0.00498035371685105	0.00504030851628554	0.00498035371685105	0.00498035371685105	0.00260439216391876	0.00468936779259816	0.0253771267067293	0.00468936779259816	0.00468936779259816	0.00468936779259816	0.00468936779259816	0.00468936779259816	0.00468936779259816	0.00468936779259816	0.00468936779259816	0.00260439216391876	0.00272690227661967	0.00468936779259816	0.00468936779259816	0.00468936779259816	0.00468936779259816	0.00468936779259816	0.00231340623966587	0.000290985924252886	0.00231340623966587	0.00237596155293229	0.00231340623966587	0.00231340623966587	0.000550291365617299	0.00237596155293229	0.00231340623966587	0.00231340623966587	0.000290985924252886	0.000290985924252886	0.000550291365617299	0.00237596155293229	0.000290985924252886	0.000290985924252886	0.000290985924252886	0.00237596155293229	0.000290985924252886	0.000350940723687375	0.00237596155293229	0.00237596155293229	0.00231340623966587	0.00237596155293229	0.00237596155293229	0.000290985924252886	0.00231340623966587	0.000290985924252886	0.000290985924252886	0.00237596155293229	0.00231340623966587	0.2280923090815	0.222086999007923	0.012803380667127	0.0132069927748152	0.00561505157899801	0.184009321230376	0.000852612325926939
"Dysoxylum_micranthum"	0.0100905002438434	0.00530239975196409	0.00530239975196409	0.0053602052615678	0.00969320715992473	0.00969320715992473	0.00496291217764909	0.00492254820724734	0.00931335561520798	0.00492254820724734	0.00499970250865347	0.00498035371685105	1.00931335561521	0.00931335561520798	0.00496291217764909	0.00496291217764909	0.00496291217764909	0.00492254820724734	0.00931335561520798	0.00931335561520798	0.00492254820724734	0.00931335561520798	0.00931335561520798	0.00703380855328346	0.00458306063293234	0.00267684014584323	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00703380855328346	0.00261903463623953	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00230351357100782	0.00473029498227564	0.00230351357100782	0.00227954706192453	0.00230351357100782	0.00230351357100782	0.00037985154471675	0.00227954706192453	0.00230351357100782	0.00230351357100782	0.00473029498227564	0.00473029498227564	0.00037985154471675	0.00227954706192453	0.00473029498227564	0.00473029498227564	0.00473029498227564	0.00227954706192453	0.00473029498227564	0.000339487574314998	0.00227954706192453	0.00227954706192453	0.00230351357100782	0.00227954706192453	0.00227954706192453	0.00473029498227564	0.00230351357100782	0.00473029498227564	0.00473029498227564	0.00227954706192453	0.00230351357100782	0.218836517944755	0.22113730281675	0.208132979220128	0.00911643707320201	0.00543180118903996	0.00317834467134964	0.000833283751442245
"Elaeocarpus_grahamii"	0.0100905002438434	0.00530239975196409	0.00530239975196409	0.0053602052615678	0.00969320715992473	0.00969320715992473	0.00496291217764909	0.00492254820724734	0.00931335561520798	0.00492254820724734	0.00499970250865347	0.00498035371685105	0.00931335561520798	1.00931335561521	0.00496291217764909	0.00496291217764909	0.00496291217764909	0.00492254820724734	0.00931335561520798	0.00931335561520798	0.00492254820724734	0.00931335561520798	0.00931335561520798	0.00703380855328346	0.00458306063293234	0.00267684014584323	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00703380855328346	0.00261903463623953	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00458306063293234	0.00230351357100782	0.00473029498227564	0.00230351357100782	0.00227954706192453	0.00230351357100782	0.00230351357100782	0.00037985154471675	0.00227954706192453	0.00230351357100782	0.00230351357100782	0.00473029498227564	0.00473029498227564	0.00037985154471675	0.00227954706192453	0.00473029498227564	0.00473029498227564	0.00473029498227564	0.00227954706192453	0.00473029498227564	0.000339487574314998	0.00227954706192453	0.00227954706192453	0.00230351357100782	0.00227954706192453	0.00227954706192453	0.00473029498227564	0.00230351357100782	0.00473029498227564	0.00473029498227564	0.00227954706192453	0.00230351357100782	0.218836517944755	0.22113730281675	0.208132979220128	0.00911643707320201	0.00543180118903996	0.00317834467134964	0.000833283751442245
"Elaeocarpus_largiflorens"	0.0135697132000022	0.0131713376110969	0.0131713376110969	0.013269439037004	0.0129926920564376	0.0129926920564376	0.0126924178934394	0.00514155773230839	0.00496291217764909	0.00514155773230839	0.00508651419780096	0.00523965915821546	0.00496291217764909	0.00496291217764909	1.01269241789344	0.0126924178934394	0.0126924178934394	0.00514155773230839	0.00496291217764909	0.00496291217764909	0.00514155773230839	0.00496291217764909	0.00496291217764909	0.00263096763112692	0.00466263801465088	0.00290896569008676	0.00466263801465088	0.00466263801465088	0.00466263801465088	0.00466263801465088	0.00466263801465088	0.00466263801465088	0.00466263801465088	0.00466263801465088	0.00263096763112692	0.00281086426417969	0.00466263801465088	0.00466263801465088	0.00466263801465088	0.00466263801465088	0.00466263801465088	0.0023306934681287	0.000300274162998214	0.0023306934681287	0.00233194454652218	0.0023306934681287	0.0023306934681287	0.00802977987878851	0.00233194454652218	0.0023306934681287	0.0023306934681287	0.000300274162998214	0.000300274162998214	0.00802977987878851	0.00233194454652218	0.000300274162998214	0.000300274162998214	0.000300274162998214	0.00233194454652218	0.000300274162998214	0.00047891971765751	0.00233194454652218	0.00233194454652218	0.0023306934681287	0.00233194454652218	0.00233194454652218	0.000300274162998214	0.0023306934681287	0.000300274162998214	0.000300274162998214	0.00233194454652218	0.0023306934681287	0.223866676466129	0.223746572940355	0.0132120631719214	0.192714717090924	0.00766271548252016	0.00461616914851665	0.00084775236630016
