"Clethrionomys_rutilus"	"Clethrionomys_rufocanus"	"Tamias_sibiricus"	"Apodemus_peninsulae"	"Microtus_maximowiczii"	"Sciurus_vulgaris"	"Megabothris_advenarius"	"Amphipsylla_marikovskii"	"Catallagia_dacenkoi"	"Catallagia_ioffi"	"Ceratophyllus_indages"	"Amalaraeus_ioffi"	"Catallagia_striata"	"Amalaraeus_penicilliger"	"Hystrichopsylla_microti"	"Neopsylla_acanthina"	"Peromyscopsylla_ostsibirica"	"Ctenophthalmus_pisticus"	"Rhadinopsylla_integella"	"Stenoponia_montana"	"Ctenophthalmus_congeneroides"	"Tarsopsylla_octodecimdentata"	"Frontopsylla_elata"	"Ctenophyllus_armatus"	"Megabothris_bispinosa"	"Nosopsyllus_fasciatus"	"Ceratophyllus_anisus"
"Ceratophyllus_indages"	0.230853723951618	0.216425706154595	0.194352976698715	0.0190816822446858	0.00595257761705291	0	0.0295267172550603	0.0132892882038799	0.0132892882038799	0.0271716436823596	1.02717164368236	0.0132892882038799	0.0132892882038799	0.0132892882038799	0.0285346209855514	0.0285346209855514	0.0146522655070718	0.0213204307803983	0.0132892882038799	0.0132892882038799	0.00843017157142745	0	0.00956926377785381	0.0060750979987268	0.0132892882038799	0.0199574534772065	0.00607509799872679
"Amalaraeus_ioffi"	0.319075952989876	0.306742781853282	0.0183741222799928	0.0164318658409053	0.00604194370260985	0	0.0221146276258434	0.0186214950001062	0.0186214950001062	0.0199339323058199	0.0199339323058199	1.01862149500011	0.0186214950001062	0.0186214950001061	0.0211076370087417	0.0211076370087417	0.019795199703028	0.0108828776136323	0.0186214950001062	0.0186214950001061	0.0105774309250202	0	0.0124054547151329	0.00839673560499675	0.0186214950001062	0.00970917291071052	0.00839673560499675
"Catallagia_striata"	0.319075952989876	0.306742781853282	0.0183741222799928	0.0164318658409053	0.00604194370260985	0	0.0221146276258434	0.0186214950001062	0.0186214950001062	0.0199339323058199	0.0199339323058199	0.0186214950001062	1.01862149500011	0.0186214950001061	0.0211076370087417	0.0211076370087417	0.019795199703028	0.0108828776136323	0.0186214950001062	0.0186214950001061	0.0105774309250202	0	0.0124054547151329	0.00839673560499675	0.0186214950001062	0.00970917291071051	0.00839673560499675
"Amalaraeus_penicilliger"	0.319075952989876	0.306742781853282	0.0183741222799928	0.0164318658409053	0.00604194370260985	0	0.0221146276258434	0.0186214950001062	0.0186214950001062	0.0199339323058199	0.0199339323058199	0.0186214950001062	0.0186214950001062	1.01862149500011	0.0211076370087417	0.0211076370087417	0.019795199703028	0.0108828776136323	0.0186214950001062	0.0186214950001061	0.0105774309250202	0	0.0124054547151329	0.00839673560499675	0.0186214950001062	0.00970917291071052	0.00839673560499675
"Hystrichopsylla_microti"	0.184214412731432	0.171182124027364	0.151860061287098	0.150196644576681	0.00921342404409159	0	0.0336648681686561	0.0105538185043709	0.0105538185043709	0.0214009657391636	0.0214009657391636	0.0105538185043709	0.0105538185043709	0.0105538185043709	1.03212929749464	0.0321292974946408	0.0212821502598481	0.0264232266937287	0.0105538185043709	0.0105538185043709	0.0171116501329512	0	0.0179699732304046	0.00484774770345873	0.0105538185043709	0.0156948949382514	0.00484774770345873
"Neopsylla_acanthina"	0.184214412731432	0.171182124027364	0.151860061287098	0.150196644576681	0.00921342404409159	0	0.0336648681686561	0.0105538185043709	0.0105538185043709	0.0214009657391636	0.0214009657391636	0.0105538185043709	0.0105538185043709	0.0105538185043709	0.0321292974946408	1.03212929749464	0.0212821502598481	0.0264232266937287	0.0105538185043709	0.0105538185043709	0.0171116501329512	0	0.0179699732304046	0.00484774770345873	0.0105538185043709	0.0156948949382514	0.00484774770345872
"Peromyscopsylla_ostsibirica"	0.227482795016875	0.216312313784079	0.0203765198707441	0.192135087751493	0.0103599502434758	0	0.0301028587203767	0.0131967998020186	0.0131967998020186	0.0146522655070718	0.0146522655070718	0.0131967998020186	0.0131967998020186	0.0131967998020186	0.0283762003464641	0.0283762003464641	1.02692073464141	0.0211657898869948	0.0131967998020186	0.0131967998020186	0.0214369825558543	0	0.0226610036727743	0.00598638934254934	0.0131967998020186	0.00744185504760248	0.00598638934254934
"Ctenophthalmus_pisticus"	0.224440288830322	0.0404678505644976	0.196912506531674	0.194747534024026	0.0100984867161469	0	0.0369140500443294	0.00725525174242155	0.00725525174242155	0.0213204307803983	0.0213204307803983	0.00725525174242155	0.00725525174242155	0.00725525174242155	0.0352309689249715	0.0352309689249715	0.0211657898869948	1.03388204057282	0.00725525174242155	0.00725525174242155	0.0214999426542027	0	0.016942547616081	0.00590632339027163	0.00725525174242155	0.0199715024282484	0.00590632339027163
"Rhadinopsylla_integella"	0.319075952989876	0.306742781853282	0.0183741222799928	0.0164318658409053	0.00604194370260985	0	0.0221146276258434	0.0186214950001062	0.0186214950001062	0.0199339323058199	0.0199339323058199	0.0186214950001062	0.0186214950001061	0.0186214950001062	0.0211076370087417	0.0211076370087417	0.019795199703028	0.0108828776136323	1.01862149500011	0.0186214950001061	0.0105774309250202	0	0.0124054547151329	0.00839673560499675	0.0186214950001061	0.00970917291071051	0.00839673560499675
"Stenoponia_montana"	0.319075952989876	0.306742781853282	0.0183741222799928	0.0164318658409053	0.00604194370260985	0	0.0221146276258434	0.0186214950001061	0.0186214950001061	0.0199339323058199	0.0199339323058199	0.0186214950001061	0.0186214950001061	0.0186214950001061	0.0211076370087417	0.0211076370087417	0.019795199703028	0.0108828776136323	0.0186214950001061	1.01862149500011	0.0105774309250202	0	0.0124054547151329	0.00839673560499675	0.0186214950001061	0.00970917291071051	0.00839673560499675
"Ctenophthalmus_congeneroides"	0.217969130890687	0.0394677256919673	0.0192997133664625	0.201395067148438	0.188535029569112	0	0.0542380384387869	0.00705162061668013	0.00705162061668013	0.00843017157142746	0.00843017157142746	0.00705162061668013	0.00705162061668013	0.00705162061668013	0.0228155335106016	0.0228155335106016	0.0214369825558543	0.0214999426542027	0.00705162061668013	0.00705162061668013	1.05154389662764	0	0.0471234577237584	0.00573602976028122	0.00705162061668013	0.00711458071502854	0.00573602976028122
"Tarsopsylla_octodecimdentata"	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0
"Frontopsylla_elata"	0.047609685187276	0.210522500733755	0.0181854488820467	0.201469807410933	0.188879224452656	0	0.0554398350493155	0.0082703031434219	0.0082703031434219	0.00956926377785381	0.00956926377785381	0.0082703031434219	0.0082703031434219	0.0082703031434219	0.0239599643072062	0.0239599643072062	0.0226610036727743	0.016942547616081	0.0082703031434219	0.0082703031434219	0.0471234577237584	0	1.05288798796259	0.00125288645229674	0.0082703031434219	0.00255184708672864	0.00125288645229674
"Ctenophyllus_armatus"	0.574615121544992	0.0501606192906006	0.0200455190066165	0.0163197554471632	0.00552565137729404	0	0.0203119327100506	0.0167934712099935	0.0167934712099935	0.0182252939961804	0.0182252939961804	0.0167934712099935	0.0167934712099935	0.0167934712099935	0.0193909908138349	0.0193909908138349	0.017959168027648	0.0177189701708149	0.0167934712099935	0.0167934712099935	0.0172080892808437	0	0.00375865935689021	1.01512145056697	0.0167934712099935	0.0165532733531604	0.0151214505669735
"Megabothris_bispinosa"	0.319075952989876	0.306742781853282	0.0183741222799928	0.0164318658409053	0.00604194370260985	0	0.0221146276258434	0.0186214950001062	0.0186214950001062	0.0199339323058199	0.0199339323058199	0.0186214950001062	0.0186214950001061	0.0186214950001062	0.0211076370087417	0.0211076370087417	0.019795199703028	0.0108828776136323	0.0186214950001061	0.0186214950001061	0.0105774309250202	0	0.0124054547151329	0.00839673560499675	1.01862149500011	0.00970917291071051	0.00839673560499675
"Nosopsyllus_fasciatus"	0.314512193710047	0.04297608702391	0.283178102271388	0.0203505352497049	0.00564974841161653	0	0.0323314146117723	0.00970917291071052	0.00970917291071052	0.0299361802158097	0.0299361802158097	0.00970917291071052	0.00970917291071052	0.00970917291071052	0.0313897898765029	0.0313897898765029	0.0111627825714037	0.0299572536423725	0.00970917291071052	0.00970917291071051	0.0106718710725428	0	0.00382777063009296	0.00827663667658019	0.00970917291071051	1.02850364398168	0.00827663667658018
"Ceratophyllus_anisus"	0.574615121544992	0.0501606192906006	0.0200455190066165	0.0163197554471632	0.00552565137729404	0	0.0203119327100506	0.0167934712099935	0.0167934712099935	0.0182252939961804	0.0182252939961804	0.0167934712099935	0.0167934712099935	0.0167934712099935	0.0193909908138349	0.0193909908138349	0.017959168027648	0.0177189701708149	0.0167934712099935	0.0167934712099935	0.0172080892808437	0	0.00375865935689021	0.0151214505669735	0.0167934712099935	0.0165532733531604	1.01512145056697
