"Nephrosperma_vanhoutteanum"	"Gastonia_crassa"	"Erythroxylum_sechellarum"	"Paragenipa_wrightii"	"Chrysobalanus_icaco"	"Canthium_bibracteatum"	"Nepenthes_pervillei"	"Dillenia_ferruginea"	"Memecylon_eleagni"	"Apis_mellifera"	"Lasioglossum_mahense"	"Lygistorrhina_sp1_M_PL_131"	"Hemipyrellia_germana"	"Unidentified_sp2_M_PL_131"	"Eristalinus_vicarians"	"Hemipyrellia_sp1_M_PL_131"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_131"	"Eagris_sabadius"	"Melanostoma_annulipes"	"Polistes_olivaceus"	"Rhynchium_brunneum"	"Unidentified_sp1_M_PL_131"
"Nephrosperma_vanhoutteanum"	1.10226953711182	0.0867654192942775	0.0289724768073924	0.0285242612012406	0.0127717459403191	0.014034731564393	0.0152404125028202	0.0276816519099559	0.017073097001119	0.170289945870921	0.15504117817538	0.00502503275736335	0.00613764990194134	0.00941387510148582	0.0047540435335401	0.00292751440672133	0.15224459535469	0.15224459535469	0.00212862432338651	0.0014034731564393	0.00212862432338651	0.00152404125028202	0.0014034731564393
"Gastonia_crassa"	0.115687225725703	1.11338148088704	0.0174146826920873	0.0170999825933746	0.0160430870463177	0.01686760833639	0.0169607618615609	0.016798959746573	0.00307954444428501	0.213907827284237	0.0230574483866197	0.00386359617014991	0.00449590281058492	0.00464279763373825	0.00284999709889577	0.00338283701979509	0.200024483363553	0.200024483363553	0.00267384784105296	0.001686760833639	0.00267384784105296	0.00169607618615609	0.001686760833639
"Erythroxylum_sechellarum"	0.0289724768073924	0.0130610120190655	1.08638871036089	0.0284435774603726	0.0121941774604176	0.0531280843708126	0.0418963986425976	0.0282998497092938	0.0409490465024926	0.162589032805568	0.159114647883269	0.141111397232192	0.00890628148247539	0.150225490284994	0.00474059624339544	0.00950244830134102	0.00579839493743496	0.00579839493743496	0.0020323629100696	0.00531280843708126	0.0020323629100696	0.00418963986425976	0.00531280843708126
"Paragenipa_wrightii"	0.0380323482683209	0.0170999825933747	0.0379247699471635	1.12825126685684	0.015957554732588	0.0176048513754096	0.0192404932437039	0.0362205289911605	0.0230015373247727	0.212767396434507	0.209323656749462	0.0065010813809364	0.00796080415623047	0.012415029898959	0.188041877809473	0.00368453446191135	0.00760404063243588	0.00760404063243588	0.00265959245543134	0.00176048513754096	0.00265959245543134	0.00192404932437039	0.00176048513754096
"Chrysobalanus_icaco"	0.0170289945870921	0.0160430870463178	0.0162589032805568	0.015957554732588	1.21637022115692	0.0171508960135897	0.0171327967974349	0.0157106905302347	0.00168018918860161	0.218269615425568	0.00985907540774364	0.00374745251142857	0.00433172810144928	0.00416568988696349	0.00265959245543134	0.00342836928110247	0.00480247216443947	0.00480247216443947	0.20272837019282	0.00171508960135897	0.20272837019282	0.0017132796797435	0.00171508960135897
"Canthium_bibracteatum"	0.0112277852515144	0.010120565001834	0.0425024674966501	0.0105629108252458	0.0102905376081538	1.18944667949699	0.0450410982550694	0.0112786390047152	0.00286265039316011	0.137207168108718	0.0110722024968041	0.12425747638678	0.00638388299295947	0.0105325808608782	0.00176048513754096	0.123448777775206	0.00309023399007831	0.00309023399007831	0.00171508960135898	0.118944667949699	0.00171508960135898	0.00450410982550694	0.118944667949699
"Nepenthes_pervillei"	0.0121923300022562	0.0101764571169365	0.0335171189140781	0.0115442959462223	0.010279678078461	0.0450410982550694	1.14684500608106	0.0409600658463274	0.022777283092919	0.13706237437948	0.0201587288531965	0.00869374968976671	0.121511178249161	0.124568461245596	0.00192404932437038	0.119188610433613	0.00322011743643811	0.00322011743643811	0.0017132796797435	0.00450410982550694	0.0017132796797435	0.114684500608106	0.00450410982550694
"Dillenia_ferruginea"	0.0369088692132746	0.016798959746573	0.037733132945725	0.0362205289911605	0.0157106905302347	0.0187977316745252	0.0682667764105456	1.07990485668052	0.0229917871407791	0.209475873736463	0.201099094667016	0.00659641478566815	0.18681082042114	0.017291266044465	0.00603675483186009	0.00870645080850708	0.00741343527608815	0.00741343527608815	0.00261844842170578	0.00187977316745252	0.00261844842170578	0.00682667764105456	0.00187977316745252
"Memecylon_eleagni"	0.034146194002238	0.00461931666642752	0.0818980930049852	0.0345023059871591	0.00252028378290242	0.00715662598290028	0.0569432077322974	0.0344876807111686	1.07705962546325	0.0336037837720323	0.295268773358105	0.0109529242239132	0.0114422675584245	0.285196488764667	0.00575038433119317	0.00640998337151977	0.005038160361351	0.005038160361351	0.000420047297150403	0.000715662598290028	0.000420047297150403	0.00569432077322974	0.000715662598290028
"Apis_mellifera"	0.0851449729354606	0.0802154352315888	0.0812945164027838	0.0797877736629402	0.0818511057845881	0.0857544800679487	0.0856639839871747	0.0785534526511735	0.00840094594300806	1.09134807712784	0.0492953770387182	0.0187372625571429	0.0216586405072464	0.0208284494348175	0.0132979622771567	0.0171418464055123	0.0240123608221974	0.0240123608221973	0.013641850964098	0.00857544800679487	0.013641850964098	0.00856639839871748	0.00857544800679487
