"Themeda"	"Cynodon"	"Sporobolus"	"Brachiaria"	"Sedges"	"Elyonorus"	"Hyparrhenia"	"Harpachne"	"Aristida"	"Solanum"	"Indigofera"	"Croton"	"Acacia"	"Sida"	"Grewia"	"Olea"	"Hibiscus"	"T._Gazelle"	"G._gazelle"	"Impala"	"Kongoni"	"Topi"	"Wilde-beest"	"Zebra"	"Giraffe"	"Buffalo"	"Elephant"
"Indigofera"	0.0272579894025096	0.0266105825072585	0.0272579894025096	0.0272579894025096	0.0272579894025096	0.0179833868762353	0.0187685077463941	0.0272579894025096	0.0272579894025096	0.0268742600174017	1.0229078103136	0.00168303708569067	0.00168303708569067	0.0250089024664498	0.00965041990951929	0.000375817383244928	0.0182396355267931	0.187912052374102	0.188419363373601	0.0168325792765284	0.0174651939089501	0.0151909353670581	0.187949828961216	0.0153811187034126	0.00450980859893914	0.0158506531157977	0.017155132987061
"Croton"	0.0187362747506166	0.0113172202335431	0.0187362747506166	0.0187362747506166	0.0187362747506166	0.00255756676614326	0.010770052570325	0.0187362747506166	0.0187362747506166	0.0342586218729973	0.00168303708569067	1.03087584190798	0.0308758419079785	0.0170324184789606	0.0322188240584862	0.0160401160740129	0.0332861438735177	0.0131892207215848	0.016924635920128	0.192895417443909	0.011300422304694	0.0103553790326432	0.0115809284856425	0.00988105409811397	0.192481392888155	0.0152247615325995	0.192833454239197
"Acacia"	0.0187362747506166	0.0113172202335431	0.0187362747506166	0.0187362747506166	0.0187362747506166	0.00255756676614326	0.010770052570325	0.0187362747506166	0.0187362747506166	0.0342586218729973	0.00168303708569067	0.0308758419079785	1.03087584190798	0.0170324184789606	0.0322188240584862	0.0160401160740129	0.0332861438735177	0.0131892207215848	0.016924635920128	0.192895417443909	0.011300422304694	0.0103553790326432	0.0115809284856425	0.00988105409811397	0.192481392888155	0.0152247615325995	0.192833454239197
"Sida"	0.027169601138736	0.0232161763205378	0.027169601138736	0.027169601138736	0.027169601138736	0.0145521155590721	0.0189514064823698	0.027169601138736	0.027169601138736	0.0270443419402202	0.0125044512332249	0.00851620923948028	0.00851620923948028	1.02497109694134	0.0132231013701157	0.000605615790451859	0.0182150023846191	0.10226462461286	0.103485395085563	0.102789045273152	0.100233149700019	0.014617499779352	0.102317224905557	0.014818891621574	0.0072673894854223	0.0159870618015797	0.102886384401587
"Grewia"	0.0223730899025887	0.017631159182377	0.0223730899025887	0.0223730899025887	0.0223730899025887	0.00301879060232115	0.0170071705321115	0.0223730899025887	0.0223730899025887	0.03161230811521	0.00579025194571157	0.0193312944350917	0.0193312944350917	0.0158677216441388	1.02920607269671	0.00985177339644734	0.0304469569325853	0.0150798972490661	0.118913423353656	0.123290198725503	0.0131548705152232	0.0122511036765195	0.0141199125061751	0.0118325603782116	0.118221280757368	0.116626071225693	0.123177348279251
"Olea"	0.00477744749571546	0.003644463580889	0.00477744749571546	0.00477744749571546	0.00477744749571546	0.00137320458334311	0.00327760423550249	0.00477744749571546	0.00477744749571546	0.0503442231022444	0.00112745214973478	0.0481203482220386	0.0481203482220386	0.00363369474271115	0.0492588669822367	1.04585462406986	0.0499138184684372	0.00881047254876362	0.0138331533769032	0.029457581785488	0.00529140569764582	0.00575696926670739	0.00547931438926828	0.00498859780241989	0.550255488838372	0.0133424367900548	0.0294512461710434
"Hibiscus"	0.0245367988898287	0.0209707753545808	0.0245367988898287	0.0245367988898287	0.0245367988898287	0.00991951800490169	0.0172946781856855	0.0245367988898287	0.0245367988898287	0.0274040557860457	0.0078169866543399	0.0142654902315076	0.0142654902315076	0.0156128591868164	0.0217478263804181	0.00713054549549103	1.02968431448307	0.0881567880809882	0.0905749530746602	0.0927166119164449	0.0145404115221187	0.0852657719854814	0.0158432426311753	0.0132393399232173	0.0855665459458924	0.0879710503667022	0.0927919512199857
"T._Gazelle"	0.0556038921382949	0.0543729983367153	0.0556038921382949	0.0556038921382949	0.0556038921382949	0.050054807663581	0.0106989760761803	0.0556038921382949	0.0556038921382949	0.0547693063862546	0.0469780130935255	0.0032973051803962	0.0032973051803962	0.0511323123064302	0.00628329052044421	0.000734206045730302	0.0514247930472431	1.04574505749668	0.0421321183592362	0.0320032388410693	0.0350064017212544	0.0313758359554123	0.0428360705701753	0.0307453756957186	0.00881047254876362	0.0300414234847794	0.034637338660244
"G._gazelle"	0.0521524812922785	0.0507251814192302	0.0521524812922785	0.0521524812922785	0.0521524812922785	0.00748063795448019	0.04911771858355	0.0521524812922785	0.0521524812922785	0.0518018395847539	0.0434813915477542	0.00390568521233723	0.00390568521233723	0.0477624900394904	0.0457359320590986	0.00106408872130024	0.0487711285786632	0.0388911861777565	1.04622512405847	0.0371097966992568	0.0316690440153846	0.0282946085764961	0.038915942606677	0.0276888365120938	0.0127690646556029	0.0349980179638887	0.036771712067705
"Impala"	0.0514343621853613	0.0110262329824094	0.0514343621853613	0.0514343621853613	0.0514343621853613	0.00628102281289772	0.0483632383139461	0.0514343621853613	0.0514343621853613	0.0524262015252401	0.00388444137150655	0.0445143271024406	0.0445143271024406	0.0474410978183777	0.0474193072021166	0.00226596782965292	0.0499243294934703	0.0295414512379101	0.0371097966992567	1.05061135927675	0.0287825378298359	0.0254825697954834	0.029429944725087	0.0248291130116377	0.0271916139558351	0.0325089649858075	0.0478459818157278
"Kongoni"	0.0596245237375053	0.0583162265634219	0.0596245237375053	0.0596245237375053	0.0596245237375053	0.0541260740212807	0.0567407243591284	0.0596245237375053	0.0596245237375053	0.0584232581447379	0.00476323470244093	0.00308193335582564	0.00308193335582564	0.0546726271091015	0.00597948659782872	0.000481036881604166	0.00925298915043915	0.0381888018777321	0.0374270520181818	0.0340157265261697	1.04078691051366	0.0336460494874319	0.0415807829640671	0.0362308582545685	0.00577244257924999	0.0320771273086832	0.0336075818035886
"Topi"	0.0641803932934202	0.0629062648036461	0.0641803932934202	0.0641803932934202	0.0641803932934202	0.0586305383818312	0.0613548132023016	0.0641803932934202	0.0641803932934202	0.0127643934662844	0.00455728061011742	0.00310661370979295	0.00310661370979295	0.00877049986761122	0.00612555183825977	0.000575696926670739	0.059686040389837	0.0376510031464948	0.0367829911494449	0.0331273407341284	0.0370106544361751	1.03983393507613	0.037770201204528	0.0362797794472075	0.00690836312004886	0.0352925693921244	0.032676495627049
"Wilde-beest"	0.0557915629844844	0.0545653152876058	0.0557915629844844	0.0557915629844844	0.0557915629844844	0.0503648756393505	0.0527943518186341	0.0557915629844844	0.0557915629844844	0.0546744141334014	0.0469874572403041	0.00289523212141062	0.00289523212141062	0.0511586124527784	0.00588329687757296	0.000456609532439024	0.00924189153485227	0.0428360705701753	0.0421589378239	0.0318824401188442	0.0381157177170615	0.03147516767044	1.04594696059045	0.0338525000126633	0.00547931438926829	0.0300644772461178	0.0315217471944171
"Zebra"	0.064228496054319	0.0629870404037371	0.064228496054319	0.064228496054319	0.064228496054319	0.0588110756454552	0.0614672264709228	0.064228496054319	0.064228496054319	0.0629133668622007	0.00461433561102378	0.00296431622943419	0.00296431622943419	0.00889133497294441	0.00591628018910581	0.00049885978024199	0.00926753794625212	0.0368944508348623	0.0359954874657219	0.0322778469151291	0.0398539440800253	0.0362797794472075	0.0406230000151959	1.03911299949895	0.00598631736290388	0.0344854869494725	0.0318240207638682
"Giraffe"	0.00955489499143092	0.007288927161778	0.00955489499143092	0.00955489499143092	0.00955489499143092	0.00274640916668622	0.00655520847100497	0.00955489499143092	0.00955489499143092	0.100688446204489	0.00225490429946957	0.0962406964440772	0.0962406964440772	0.0072673894854223	0.0985177339644734	0.0917092481397287	0.0998276369368744	0.0176209450975272	0.0276663067538063	0.058915163570976	0.0105828113952916	0.0115139385334148	0.0109586287785366	0.00997719560483979	1.10051097767674	0.0266848735801095	0.0589024923420868
"Buffalo"	0.0591607692299089	0.0576830890032813	0.0591607692299089	0.0591607692299089	0.0591607692299089	0.0073618674718717	0.0563336713156153	0.0591607692299089	0.0591607692299089	0.0587695103293628	0.00432290539521754	0.00415220769070896	0.00415220769070896	0.0087202155281344	0.0530118505571331	0.00121294879909589	0.0559815775060832	0.0327724619833957	0.041361293957323	0.038419685892318	0.0320771273086832	0.0320841539928403	0.0327976115412194	0.0313504426813387	0.0145553855891507	1.03991412509744	0.0380010452896219
"Elephant"	0.0514283913269072	0.0495881612570715	0.0514283913269072	0.0514283913269072	0.0514283913269072	0.00631796861727565	0.00970186863699914	0.0514283913269072	0.0514283913269072	0.0524370835082548	0.00395887684316793	0.0445000279013531	0.0445000279013531	0.0474860235699634	0.0473759031843272	0.00226548047469565	0.0499648968107616	0.0319729279940714	0.036771712067705	0.0478459818157278	0.0284371846030365	0.0251357658669608	0.0290969974102312	0.0244800159722063	0.0271857656963477	0.0321547306296801	1.05025225127737
