"Themeda"	"Cynodon"	"Sporobolus"	"Brachiaria"	"Sedges"	"Elyonorus"	"Hyparrhenia"	"Harpachne"	"Aristida"	"Solanum"	"Indigofera"	"Croton"	"Acacia"	"Sida"	"Grewia"	"Olea"	"Hibiscus"	"T._Gazelle"	"G._gazelle"	"Impala"	"Kongoni"	"Topi"	"Wilde-beest"	"Zebra"	"Giraffe"	"Buffalo"	"Elephant"
"Themeda"	1.02853360401347	0.0256761394476177	0.0285336040134711	0.0285336040134711	0.0285336040134711	0.016634937122668	0.0225873660431821	0.0285336040134711	0.0285336040134711	0.025498854107805	0.00908599646750321	0.00624542491687219	0.00624542491687219	0.018113067425824	0.012429494390327	0.00053082749952394	0.0190841769143112	0.0741385228510598	0.0753313618666245	0.0742940787121886	0.0728744179013953	0.0713115481038003	0.0743887506459792	0.07136499561591	0.00636992999428728	0.0723076068365553	0.0742854541388659
"Cynodon"	0.0288856568785699	1.02819651731717	0.0288856568785699	0.0288856568785699	0.0288856568785699	0.0183217403371954	0.0223880844039582	0.0288856568785699	0.0288856568785699	0.0254095732759532	0.00997896844022195	0.00424395758757868	0.00424395758757868	0.0174121322404034	0.0110194744889856	0.000455557947611125	0.0183494284352582	0.081559497505073	0.082428419806249	0.0179176285964152	0.080184811524705	0.0786328310045576	0.0818479729314087	0.0787338005046714	0.0054666953713335	0.0793142473795118	0.0805807620427412
"Sporobolus"	0.0285336040134711	0.0256761394476177	1.02853360401347	0.0285336040134711	0.0285336040134711	0.016634937122668	0.0225873660431821	0.0285336040134711	0.0285336040134711	0.025498854107805	0.00908599646750321	0.00624542491687219	0.00624542491687219	0.018113067425824	0.012429494390327	0.00053082749952394	0.0190841769143112	0.0741385228510598	0.0753313618666245	0.0742940787121886	0.0728744179013953	0.0713115481038003	0.0743887506459792	0.07136499561591	0.00636992999428728	0.0723076068365553	0.0742854541388659
"Brachiaria"	0.0285336040134711	0.0256761394476177	0.0285336040134711	1.02853360401347	0.0285336040134711	0.016634937122668	0.0225873660431821	0.0285336040134711	0.0285336040134711	0.025498854107805	0.00908599646750321	0.00624542491687219	0.00624542491687219	0.018113067425824	0.012429494390327	0.00053082749952394	0.0190841769143112	0.0741385228510598	0.0753313618666245	0.0742940787121886	0.0728744179013953	0.0713115481038003	0.0743887506459792	0.07136499561591	0.00636992999428728	0.0723076068365553	0.0742854541388659
"Sedges"	0.0285336040134711	0.0256761394476177	0.0285336040134711	0.0285336040134711	1.02853360401347	0.016634937122668	0.0225873660431821	0.0285336040134711	0.0285336040134711	0.025498854107805	0.00908599646750321	0.00624542491687219	0.00624542491687219	0.018113067425824	0.012429494390327	0.00053082749952394	0.0190841769143112	0.0741385228510598	0.0753313618666245	0.0742940787121886	0.0728744179013953	0.0713115481038003	0.0743887506459792	0.07136499561591	0.00636992999428728	0.0723076068365553	0.0742854541388659
"Elyonorus"	0.0299428868208024	0.0293147845395126	0.0299428868208024	0.0299428868208024	0.0299428868208024	1.02719873713515	0.0243056091927167	0.0299428868208024	0.0299428868208024	0.0243544738992879	0.0107900321257412	0.00153454005968596	0.00153454005968596	0.0174625386708866	0.00301879060232115	0.000274640916668622	0.0138873252068624	0.120131538392594	0.0194496586816485	0.0163306593135341	0.119077362846818	0.117261076763662	0.120875701534441	0.11762215129091	0.00329569100002346	0.0161961084381177	0.0164267184049167
"Hyparrhenia"	0.029040899198377	0.0255863821759523	0.029040899198377	0.029040899198377	0.029040899198377	0.0173611494233691	1.02758369600458	0.029040899198377	0.029040899198377	0.0251266417175701	0.00804364617702603	0.00461573681585359	0.00461573681585359	0.0162440626991741	0.0121479789515082	0.000468229176500355	0.0172946781856855	0.0183411018448805	0.0912186202265928	0.0898174425830427	0.0891639954214875	0.0876497331461451	0.0905046031176585	0.0878103235298897	0.00561875011800426	0.088524340638824	0.0180177560401413
"Harpachne"	0.0285336040134711	0.0256761394476177	0.0285336040134711	0.0285336040134711	0.0285336040134711	0.016634937122668	0.0225873660431821	1.02853360401347	0.0285336040134711	0.025498854107805	0.00908599646750321	0.00624542491687219	0.00624542491687219	0.018113067425824	0.012429494390327	0.00053082749952394	0.0190841769143112	0.0741385228510598	0.0753313618666245	0.0742940787121886	0.0728744179013953	0.0713115481038003	0.0743887506459792	0.07136499561591	0.00636992999428728	0.0723076068365553	0.0742854541388659
"Aristida"	0.0285336040134711	0.0256761394476177	0.0285336040134711	0.0285336040134711	0.0285336040134711	0.016634937122668	0.0225873660431821	0.0285336040134711	1.02853360401347	0.025498854107805	0.00908599646750321	0.00624542491687219	0.00624542491687219	0.018113067425824	0.012429494390327	0.00053082749952394	0.0190841769143112	0.0741385228510598	0.0753313618666245	0.0742940787121886	0.0728744179013953	0.0713115481038003	0.0743887506459792	0.07136499561591	0.00636992999428728	0.0723076068365553	0.0742854541388659
"Solanum"	0.025498854107805	0.0225862873564028	0.025498854107805	0.025498854107805	0.025498854107805	0.0135302632773822	0.0195429435581101	0.025498854107805	0.025498854107805	1.03038352370437	0.00895808667246722	0.0114195406243324	0.0114195406243324	0.0180295612934802	0.0175623933973389	0.00559380256691605	0.0213142656113689	0.0730257418483394	0.0748248794002001	0.075726735536458	0.0714062043991241	0.0141826594069826	0.0728992188445352	0.0699037409580007	0.0671256308029926	0.0718294015136656	0.0757424539563681
