"Nephrosperma_vanhoutteanum"	"Premna_serratifolia"	"Psidium_cattleianum"	"Deckenia_nobilis"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Ochna_kirkii"	"Alstonia_macrophylla"	"Apis_mellifera"	"Lasioglossum_mahense"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_112"	"Rhynchium_brunneum"	"Xylocopa_caffra"	"Megachile_seychellensis"	"Lygistorrhina_sp1_M_PL_112"	"Hemipyrellia_germana"	"Phelsuma_sp1_M_PL_112"	"Neophyllomyza_approximatonervis"	"Hemipyrellia_sp1_M_PL_112"	"Chalcidoma_disjunctum"	"Unidentified_sp2_M_PL_112"	"Eagris_sabadius"	"Eristalinus_vicarians"	"Rhiparida_seychellensis"	"Simosyrphus_aegyptius"
"Nephrosperma_vanhoutteanum"	1.13299273000757	0.0341596216343823	0.0354174752157365	0.0685394820302483	0.031214826665901	0.0136935562112496	0.00768932002423501	0.0096263215440094	0.0805165006339986	0.0817980539713711	0.0770105723520752	0.0629440405559762	0.00213497635214889	0.00482330085894615	0.0650790169081251	0.0668458938892138	0.0721974115800705	0.0686556640584969	0.0686556640584969	0.00213497635214889	0.0022822593685416	0.00390185333323763	0.00213497635214889	0.00213497635214889	0.00213497635214889	0.0012815533373725
"Premna_serratifolia"	0.0384295743386801	1.22436625499368	0.0156269235703409	0.0166835888758191	0.0153691640459466	0.0146122481766566	0.0075671836279237	0.000678395704289054	0.0859673789211254	0.0872285761924461	0.00542716563431244	0.00213497635214889	0.0765228909371049	0.00282388962835471	0.0786578672892538	0.00405612185789221	0.00508796778216791	0.00352527542513382	0.00352527542513382	0.0765228909371048	0.00243537469610943	0.00192114550574332	0.0765228909371048	0.0765228909371048	0.0765228909371048	0.00126119727132062
"Psidium_cattleianum"	0.0637514553883256	0.0250030777125454	1.08370249195715	0.0591050460281589	0.0228476399787053	0.0216220765639727	0.0417232234085246	0.0155783222959514	0.124859744001336	0.131813614569424	0.124626578367611	0.00354174752157365	0.00156269235703409	0.115324119763802	0.00510443987860774	0.00639770251891181	0.116837417219635	0.00846716802392023	0.00846716802392022	0.00156269235703409	0.00360367942732878	0.00285595499733816	0.00156269235703409	0.00156269235703409	0.00156269235703409	0.00695387056808743
"Deckenia_nobilis"	0.102809223045373	0.0222447851677588	0.0492542050234658	1.09611480192229	0.0203271312739865	0.0185384256451856	0.010447435366596	0.0135973258886745	0.109000872254823	0.110742111482589	0.108778607109396	0.0057116235025207	0.00139029907298493	0.00666665973011259	0.00710192257550563	0.00825251491176901	0.101979944165058	0.0970545236627118	0.0970545236627118	0.00139029907298493	0.00308973760753093	0.00254089140924832	0.00139029907298493	0.00139029907298493	0.00139029907298493	0.00174123922776601
"Erythroxylum_sechellarum"	0.0702333599982773	0.0307383280918931	0.0285595499733816	0.0304906969109798	1.13153674808397	0.0267051432194068	0.0138296804234468	0.00123982663197655	0.157112795959298	0.159417742696539	0.00991861305581238	0.00390185333323763	0.00192114550574332	0.00516090173457929	0.00582299883898095	0.145343946843734	0.00929869973982411	0.00644274474248595	0.00644274474248594	0.00192114550574332	0.00445085720323447	0.141442093510496	0.00192114550574332	0.00192114550574332	0.00192114550574332	0.00230494673724113
"Memecylon_eleagni"	0.0410806686337487	0.0389659951377508	0.0360367942732878	0.0370768512903712	0.0356068576258757	1.12548889077962	0.0178805187388964	0.00119675685378684	0.203443390099348	0.206423476555831	0.00957405483029472	0.0022822593685416	0.00243537469610943	0.00658376588381151	0.00471763406465102	0.00673311657177606	0.0089756764034013	0.00537199697607253	0.00537199697607252	0.00243537469610943	0.187581481796603	0.00445085720323447	0.00243537469610943	0.00243537469610943	0.00243537469610943	0.00298008645648274
"Ochna_kirkii"	0.023067960072705	0.0201791563411299	0.0695387056808743	0.0208948707331921	0.018439573897929	0.0178805187388964	1.16200232611751	0.00133022175109679	0.0165228935982704	0.210189947951189	0.0106417740087743	0.0012815533373725	0.00126119727132062	0.200620924921006	0.00254275060869312	0.00358650007461363	0.00997666313322594	0.00302279256513851	0.00302279256513851	0.00126119727132062	0.00298008645648274	0.00230494673724113	0.00126119727132062	0.00126119727132062	0.00126119727132062	0.193667054352918
"Alstonia_macrophylla"	0.0866368938960846	0.00542716563431244	0.0778916114797568	0.0815839553320468	0.00495930652790619	0.00359027056136052	0.00399066525329037	1.06925346464858	0.0209584744593438	0.0216235853348922	0.554027717188605	0.0048131607720047	0.000339197852144527	0.00845427202352407	0.00515235862414923	0.00543307408799298	0.0194009848643176	0.0116118237163419	0.0116118237163419	0.000339197852144527	0.00059837842689342	0.000619913315988274	0.000339197852144527	0.000339197852144527	0.000339197852144527	0.000665110875548396
"Apis_mellifera"	0.120774750950998	0.114623171894834	0.10404978666778	0.109000872254823	0.104741863972866	0.101721695049674	0.00826144679913521	0.0034930790765573	1.06340839015583	0.0647852979556833	0.0279446326124584	0.00670970838616655	0.00716394824342713	0.0117818864666339	0.0138736566295937	0.0198024413827748	0.0261980930741798	0.0157931144074018	0.0157931144074018	0.00716394824342712	0.0169536158416123	0.0130927329966082	0.00716394824342712	0.00716394824342712	0.00716394824342712	0.00137690779985587
"Lasioglossum_mahense"	0.10516892653462	0.0996898013627955	0.0941525818353026	0.0949218098422187	0.0910958529694511	0.0884672042382131	0.0900814062647951	0.00308908361927032	0.0555302553905857	1.07054382310138	0.0247126689541625	0.00584271814081222	0.00623061258517472	0.0244288258943294	0.0120733307259869	0.0172296997619936	0.0231681271445274	0.0137528689609971	0.0137528689609971	0.00623061258517472	0.0147445340397022	0.0113869816211814	0.00623061258517472	0.00623061258517472	0.00623061258517472	0.0150135677107992
