"Phoenicophorium_borsigianum"	"Nephrosperma_vanhoutteanum"	"Dillenia_ferruginea"	"Psychotria_pervillei"	"Erythroxylum_sechellarum"	"Paragenipa_wrightii"	"Memecylon_eleagni"	"Craterispermum_microdon"	"Syzygium_wrightii"	"Mimusops_sechellarum"	"Roscheria_melanochaetes"	"Apis_mellifera"	"Lasioglossum_mahense"	"Scaptodrosophila_sp1_M_PL_104"	"Ornidia_obesa"	"Unidentified_sp3_M_PL_104"	"Simosyrphus_aegyptius"	"Nectarinia_dussumieri"	"Neophyllomyza_approximatonervis"	"Lygistorrhina_sp1_M_PL_104"	"Phelsuma_sp1_M_PL_104"	"Tricimba_seychellensis"	"Unidentified_sp1_M_PL_104"	"Unidentified_sp4_M_PL_104"	"Unidentified_sp5_M_PL_104"	"Cratopus_aurostriatus"	"Unidentified_sp2_M_PL_104"	"Mabuya_sechellensis"	"Rhynchium_brunneum"
"Phoenicophorium_borsigianum"	1.17099538584327	0.0536194015879268	0.0178967856565435	0.0134892182729185	0.0138262115983681	0.0138262115983681	0.02238682088003	0.0240993981369676	0.00130713679641247	0.00119820873004476	0.00068855423248479	0.0919220745010307	0.0889392768916067	0.0731872116152043	0.0823110858516633	0.0731872116152043	0.0731872116152043	0.00220356059936142	0.0776554950808648	0.0776554950808648	0.00498569178090717	0.00409609209781158	0.00275421692993916	0.00172827644979601	0.00172827644979601	0.00745108107508447	0.00172827644979601	0.000217856132735412	0.00172827644979601
"Nephrosperma_vanhoutteanum"	0.071492535450569	1.10400709453519	0.0332691156702814	0.0174114004246994	0.0168380284702906	0.0168380284702906	0.0165556729136151	0.0180676912057674	0.0200021981446414	0.0183353482992546	0.00051621974873621	0.112965707398812	0.107420854787099	0.00446828346566056	0.0145791840168867	0.00446828346566056	0.00446828346566056	0.0100939618186746	0.0964688746769262	0.0964688746769262	0.0999181279768528	0.00398319417366416	0.00206487899494484	0.00210475355878632	0.00210475355878632	0.0975454438229792	0.00210475355878632	0.00333369969077356	0.00210475355878632
"Dillenia_ferruginea"	0.0477247617507825	0.0665382313405628	1.08370658704364	0.0167243116117103	0.0168029991694797	0.0168029991694797	0.0389867402260779	0.0417457546788841	0.00162167608421466	0.00148653641053011	0.00119273584796812	0.206109068977813	0.0254913044705392	0.00298279760942391	0.194272927622266	0.00298279760942391	0.00298279760942391	0.00273245240146543	0.00852765022113747	0.00852765022113747	0.00618676606171521	0.0062651144193522	0.00477094339187247	0.00210037489618496	0.00210037489618496	0.186162617118987	0.00210037489618496	0.00027027934736911	0.00210037489618496
"Psychotria_pervillei"	0.026978436545837	0.0261171006370491	0.0125432337087827	1.08052017784736	0.0238095243752876	0.0238095243752876	0.0225179194510637	0.0594700717074048	0.0291486259718247	0.026719573807506	0.00169914490592585	0.156670513359326	0.154579974407862	0.00168615228411481	0.0134766849814964	0.00168615228411481	0.00168615228411481	0.146603020011434	0.00386257733720224	0.00386257733720224	0.0137144228336014	0.141012029401661	0.0067965796237034	0.00297619054691095	0.00297619054691095	0.00426696400455121	0.00297619054691095	0.00485810432863745	0.00297619054691095
"Erythroxylum_sechellarum"	0.0276524231967361	0.0252570427054359	0.0126022493771097	0.0238095243752876	1.16784829732341	0.0249911544662647	0.0231434935177509	0.0252396661254869	0.00107913857112154	0.000989210356861416	0.000721133317871054	0.164395742457561	0.162295367561376	0.00172827644979601	0.0102098668781548	0.00172827644979601	0.00172827644979601	0.00340334956464656	0.00383303000858233	0.00383303000858233	0.00253191257652194	0.00550015715945963	0.00288453327148422	0.00312389430828308	0.145981037165426	0.00420512845497128	0.00312389430828308	0.000179856428520257	0.145981037165426
"Paragenipa_wrightii"	0.0276524231967361	0.0252570427054359	0.0126022493771097	0.0238095243752876	0.0249911544662647	1.16784829732341	0.0231434935177509	0.0252396661254869	0.00107913857112154	0.000989210356861416	0.000721133317871054	0.164395742457561	0.162295367561376	0.00172827644979601	0.0102098668781548	0.00172827644979601	0.00172827644979601	0.00340334956464656	0.00383303000858233	0.00383303000858233	0.00253191257652194	0.00550015715945963	0.00288453327148422	0.145981037165426	0.00312389430828308	0.00420512845497128	0.145981037165426	0.000179856428520257	0.00312389430828308
"Memecylon_eleagni"	0.0596981890134132	0.0331113458272302	0.0389867402260779	0.0300238926014182	0.0308579913570012	0.0308579913570012	1.05085627597727	0.0547262880524439	0.00138313601290898	0.0012678746784999	0.00156360823006983	0.205071031552504	0.198573241514824	0.00373113681333832	0.190844268319141	0.00373113681333833	0.00373113681333832	0.00430047791362042	0.00649041563227418	0.00649041563227417	0.00330677015737899	0.00922561538042166	0.0062544329202793	0.00385724891962516	0.00385724891962516	0.0092570688566155	0.00385724891962515	0.000230522668818164	0.00385724891962516
"Craterispermum_microdon"	0.0385590370191482	0.0216812294469208	0.0250474528073305	0.0475760573659238	0.0201917329003895	0.0201917329003895	0.0328357728314663	1.09286908262175	0.00164681974328861	0.00150958476468123	0.0312248309320499	0.134145761865419	0.12997118639753	0.00240993981369676	0.121344052349004	0.00240993981369676	0.00240993981369676	0.00659887331912555	0.0042167089342735	0.0042167089342735	0.00245863526896181	0.115233915432915	0.124899323728199	0.00252396661254869	0.00252396661254869	0.00598134458846514	0.00252396661254869	0.000274469957214769	0.00252396661254869
"Syzygium_wrightii"	0.00348569812376659	0.0400043962892827	0.00162167608421466	0.0388648346290996	0.00143885142816206	0.00143885142816206	0.00138313601290898	0.00274469957214769	1.16988144510147	0.0723913246763455	7.84199877756482e-05	0.00954464498258897	0.00927436563521987	0.000217856132735412	0.000993128106137454	0.000217856132735412	0.000217856132735412	0.217936176347968	0.00355155582350897	0.00355155582350897	0.216411771710105	0.00513257428585222	0.000313679951102593	0.000179856428520257	0.000179856428520257	0.00360397903814267	0.000179856428520257	0.194980240850245	0.000179856428520257
"Mimusops_sechellarum"	0.00479283492017906	0.0550060448977637	0.00222980461579516	0.053439147615012	0.00197842071372283	0.00197842071372283	0.00190181201774985	0.00377396191170307	0.108586987014518	1.09953807142998	0.000107827483191516	0.0131238868510598	0.0127522527484273	0.000299552182511191	0.001365551145939	0.000299552182511191	0.000299552182511191	0.299662242478457	0.00488338925732484	0.00488338925732484	0.297566186101394	0.0070572896430468	0.000431309932766065	0.000247302589215354	0.000247302589215354	0.00495547117744617	0.000247302589215354	0.0180978311690864	0.000247302589215354
"Roscheria_melanochaetes"	0.00550843385987832	0.00309731849241726	0.00357820754390435	0.0067965796237034	0.00288453327148422	0.00288453327148422	0.00469082469020948	0.156124154660249	0.000235259963326945	0.000215654966383033	1.14731783299029	0.0191636802664884	0.0185673123425043	0.000344277116242395	0.0173348646212863	0.000344277116242395	0.000344277116242395	0.000942696188446508	0.0006023869906105	0.0006023869906105	0.000351233609851687	0.0164619879189879	0.589271331961171	0.000360566658935527	0.000360566658935527	0.000854477798352163	0.000360566658935527	3.92099938878241e-05	0.000360566658935527
"Apis_mellifera"	0.0919220745010307	0.0847242805491094	0.07729090086668	0.0783352566796631	0.0821978712287806	0.0821978712287806	0.076901636832189	0.0838411011658866	0.00357924186847087	0.00328097171276496	0.00239546003331105	1.07722972766063	0.0643479108495133	0.00574512965631442	0.0398279960560479	0.00574512965631442	0.00574512965631442	0.0112086903245609	0.0128054863687402	0.0128054863687402	0.00847713995202883	0.0181760172015465	0.00958184013324419	0.0102747339035976	0.0102747339035976	0.0199421735235391	0.0102747339035976	0.000596540311411811	0.0102747339035976
"Lasioglossum_mahense"	0.101644887876122	0.0920750183889419	0.0109248447730882	0.0883314139473499	0.0927402100350721	0.0927402100350721	0.0851028177920675	0.0928365617125215	0.00397472812937994	0.00364350078526495	0.00265247319178633	0.073540469542301	1.07171966208012	0.00635280549225762	0.0316410720910357	0.00635280549225762	0.00635280549225762	0.012614756627965	0.0140257236913361	0.0140257236913361	0.00924624808362472	0.0203250829146709	0.0106098927671453	0.011592526254384	0.011592526254384	0.00949372566125986	0.011592526254384	0.00066245468822999	0.011592526254384
"Scaptodrosophila_sp1_M_PL_104"	0.585497692921634	0.0268097007939634	0.00894839282827172	0.00674460913645925	0.00691310579918402	0.00691310579918402	0.011193410440015	0.0120496990684838	0.000653568398206235	0.000599104365022382	0.000344277116242395	0.0459610372505153	0.0444696384458034	1.0365936058076	0.0411555429258317	0.0365936058076022	0.0365936058076021	0.00110178029968071	0.0388277475404324	0.0388277475404324	0.00249284589045358	0.00204804604890579	0.00137710846496958	0.000864138224898003	0.000864138224898003	0.00372554053754224	0.000864138224898003	0.000108928066367706	0.000864138224898003
"Ornidia_obesa"	0.164622171703327	0.0218687760253301	0.145704695716699	0.0134766849814964	0.0102098668781548	0.0102098668781548	0.143133201239355	0.151680065436255	0.00074484607960309	0.0006827755729695	0.00433371615532157	0.0796559921120959	0.0553718761593125	0.0102888857314579	1.07359654176776	0.0102888857314579	0.0102888857314579	0.0019794205291966	0.0121112837335688	0.0121112837335687	0.0021172329086204	0.0168525921663126	0.0173348646212863	0.00127623335976935	0.00127623335976935	0.0261065139548941	0.00127623335976935	0.000124141013267182	0.00127623335976935
"Unidentified_sp3_M_PL_104"	0.585497692921634	0.0268097007939634	0.00894839282827172	0.00674460913645925	0.00691310579918403	0.00691310579918403	0.011193410440015	0.0120496990684838	0.000653568398206235	0.000599104365022382	0.000344277116242395	0.0459610372505153	0.0444696384458034	0.0365936058076021	0.0411555429258317	1.0365936058076	0.0365936058076021	0.00110178029968071	0.0388277475404324	0.0388277475404324	0.00249284589045358	0.00204804604890579	0.00137710846496958	0.000864138224898003	0.000864138224898003	0.00372554053754224	0.000864138224898003	0.000108928066367706	0.000864138224898003
