"Spermophilus_undulatus"	"Marmota_sibirica"	"Lasiopodomys_brandtii"	"Alticola_semicanus"	"Allocricetulus_curtatus"	"Cricetulus_barabensis"	"Allactaga_sibirica"	"Meriones_meridianus"	"Ellobius_tancrei"	"Phodopus_sungorus"	"Microtus_gregalis"	"Eolagurus_przewalskii"	"Dipus_sagitta"	"Meriones_unguiculatus"	"Sciurus_vulgaris"	"Microtus_oeconomus"	"Clethrionomys_rufocanus"	"Tamias_sibiricus"	"Citellophilus_tesquorum"	"Oropsylla_silantiewi"	"Amphipsylla_primaris"	"Frontopsylla_elatoides"	"Rhadinopsylla_li"	"Oropsylla_alaskensis"	"Neopsylla_mana"	"Frontopsylla_hetera"	"Paradoxopsyllus_dashidorzhii"	"Neopsylla_pleskei"	"Paradoxopsyllus_scorodumovi"	"Amphipsylla_vinogradovi"	"Amalaraeus_penicilliger"	"Paramonopsyllus_scalonae"	"Frontopsylla_elata"	"Ctenophyllus_hirticrus"	"Nosopsyllus_laeviceps"	"Rhadinopsylla_dahurica"	"Ophthalmopsylla_praefecta"	"Neopsylla_abagaitui"	"Frontopsylla_wagneri"	"Ophthalmopsylla_kiritschenkovi"	"Amphipsylla_dumalis"	"Neopsylla_bidentatiformis"	"Amphipsylla_longispina"	"Callopsylla_caspia"	"Pectinoctenus_pavlovskii"	"Neopsylla_galea"	"Amphalius_runatus"	"Paradoxopsyllus_kalabukhovi"	"Wagnerina_longicauda"	"Paradoxopsyllus_integer"	"Tarsopsylla_octodecimdentata"	"Rhadinopsylla_rothschildi"	"Amphipsylla_kuznetzovi"	"Ceratophyllus_indages"	"Megabothris_rectangulatus"	"Rhadinopsylla_altaica"	"Rhadinopsylla_pseudodahurica"	"Xenopsylla_conformis"
"Spermophilus_undulatus"	1.12522955184895	0.0342430920855595	0.0329160063337237	0.0449615908388289	0.0120875144187689	0.0256835494508761	0.0170067369516342	0.00320347673389745	0.00304404338510211	0.0117821504194946	0.0122903295230785	0.0064123021966324	0.000174832344191452	0.00383779307765093	0	0.000460363724947185	0	0	0.0380537619110663	0.0352351800744342	0.0425886201399221	0.0343097537442034	0.0352351800744342	0.0330949868190867	0.0408737506768628	0.0426166073914295	0.00496721709261942	0.0402625129989393	0.0367769625427737	0.0347002086597665	0.00161127303731515	0.00132239973055379	0.00218579361760871	0.0359135686557188	0.000704126981154838	0.03689541452401	0.00121476692511673	0.0330949868190867	0.00121476692511673	0.00104899406514871	0.000761010846275527	0.0347002086597664	0.00637140755946151	0.0033707879844002	0.0036833826528514	0.00408324981504932	0.0344173865496405	0.000704126981154838	0.00132239973055379	0.00263023136810809	0	0.00380042770492336	0.0351433750729331	0	0	0.000115090931236796	0.00132239973055379	0.000320347673389745
"Marmota_sibirica"	0.072766570681814	1.07321725273128	0.0336742866248086	0.0464665713146074	0.0213042355038205	0.0147552490492578	0.0138238731731043	0.00622888761778149	0.00545716344804149	0.0121534803281247	0.00625151891635226	0.0197148987689757	0.00047170520703195	0.00657667092463034	0	0.000470969043703617	0	0	0.0721135848052835	0.0692162715510524	0.0776615156363326	0.00312761276771206	0.0692162715510524	0.00214019325534747	0.0740232073832267	0.0764002882725807	0.0719359631422126	0.076887361643838	0.00655923761699432	0.00306239632092608	0.00164839165296266	0.00136666386219434	0.00288839496961009	0.00503750650957856	0.00128055585424118	0.00605029653692228	0.000987419512364593	0.00214019325534747	0.000987419512364593	0.0028302312421917	0.00136429086201037	0.00306239632092608	0.00646847466736005	0.00240858368158638	0.00343135368535896	0.00346564248495909	0.00350685711754181	0.00128055585424118	0.00136666386219434	0.00355136003493922	0	0.00391010328157482	0.00318211307473951	0	0	0.000117742260925904	0.00136666386219434	0.000622888761778149
"Lasiopodomys_brandtii"	0.0508701916066639	0.0244903902725881	1.07538417960142	0.0595797634656861	0.0165283115245803	0.0202122689596213	0.0109321621583024	0.00448491868752919	0.00424920171093577	0.032665337215268	0.00492522337860069	0.00858644958132464	0.000237661241251888	0.0051469357533175	0	0.0150403381762436	0	0	0.0536602765551918	0.0030268314981151	0.0592424971913572	0.00227705083167138	0.00302683149811511	0.00149618210607835	0.0557044120907612	0.0594888239531008	0.00532223401478127	0.0566627006377361	0.0533102208434822	0.00275944891605468	0.0526411836168527	0.00175234598428488	0.00293293966461205	0.0521296271631551	0.000963185444084669	0.0548517385977607	0.00078086872559303	0.00149618210607835	0.000780868725593031	0.00142596744751133	0.00106230042773394	0.00275944891605468	0.00821388021011882	0.002573216547385	0.00322472921589652	0.0528664773173738	0.00324852809036324	0.000963185444084669	0.00175234598428488	0.00263660534344054	0	0.0533555564916824	0.00231705266917846	0	0	0.00376008454406091	0.00175234598428488	0.000448491868752919
"Alticola_semicanus"	0.044961590838829	0.0218666217951094	0.0385516116542675	1.12079028308117	0.0273064098809285	0.0117718063225729	0.0109440698480094	0.00354134416585336	0.00295227439987445	0.0200458339271939	0.0123616010093694	0.0106916167425842	0.000258781107426138	0.00675030518037022	0	0.000539183379779965	0	0	0.0374058296676555	0.00268906359274813	0.0441562021860461	0.00210411900541161	0.00268906359274813	0.00132239973055379	0.0389232868376742	0.0413318415982422	0.037350703475713	0.041454614125174	0.0379896236540989	0.0020581376257146	0.00188714182922988	0.0329644200906225	0.0349148779392603	0.0360391658054612	0.00102916493462236	0.0377096519660607	0.000781719274857812	0.00132239973055379	0.000781719274857812	0.00155268664455683	0.000738068599968611	0.0020581376257146	0.0387778517879154	0.0350246869255174	0.00346791501865637	0.00415857004004518	0.0342868198211763	0.00102916493462236	0.0329644200906225	0.00247993008745625	0	0.0363872522355069	0.00338266656544869	0	0	0.000134795844944991	0.0329644200906225	0.000354134416585336
"Allocricetulus_curtatus"	0.0293553921598672	0.0243476977186521	0.0259730609671976	0.0663155668536835	1.07110045356135	0.0244190684696659	0.024057218602446	0.00740806943935196	0.000728886358976433	0.0151373565098242	0.00667526423549408	0.0225112631825698	0.000543987865853123	0.0143967878144536	0	0.000363259593946819	0	0	0.00551617652343558	0.00238512499447067	0.0866484685111425	0.00258176664437249	0.00238512499447067	0.000863393887054918	0.00876074106010727	0.0102044090256701	0.0822304905286927	0.0864549638214553	0.080501620670402	0.00238958566640903	0.00127140857881387	0.00195045784863775	0.07845763310302	0.00399444541601983	0.00218048572538056	0.00525589179183851	0.00171837275731757	0.000863393887054918	0.00171837275731757	0.00326392719511874	0.000182221589744108	0.00238958566640903	0.0844033227969557	0.00306300188788676	0.0797517397910539	0.00396823183549996	0.00281385173569267	0.00218048572538056	0.00195045784863775	0.00521699687905646	0	0.00439249790478359	0.00197593792630393	0	0	9.08148984867048e-05	0.00195045784863775	0.000740806943935196
"Cricetulus_barabensis"	0.0545775425831116	0.0147552490492578	0.0277918698194793	0.0250150884354673	0.0213666849109576	1.08811346584079	0.0328453629482711	0.0021072464004753	0.00559847546247469	0.0251930283496095	0.00130440901669533	0.0139805137883629	0.000292504730706148	0.0200031945176806	0	0.000388697479992717	0	0	0.0045264296113955	0.00252742490625836	0.00976749330150258	0.00395131919412769	0.00252742490625837	0.00160522184067975	0.0748796185798929	0.0783786564746457	0.00458218411892982	0.00966171686140148	0.005130418325171	0.0696123134557293	0.00136044117997451	0.000735737895160804	0.00226192967451492	0.00360422654581689	0.00221104409181559	0.00570364557495101	0.00234609735344793	0.00160522184067975	0.00234609735344793	0.00175502838423689	0.00139961886561867	0.0696123134557292	0.0767148571239145	0.000953139397943358	0.0718793807478515	0.0713697774541599	0.00234095973584056	0.00221104409181559	0.000735737895160804	0.0714054624456539	0	0.00409842373427126	0.00182262334346231	0	0	9.71743699981793e-05	0.000735737895160804	0.00021072464004753
"Allactaga_sibirica"	0.0413020754539687	0.0157987121978335	0.0171791119630467	0.0265784553451656	0.024057218602446	0.0375375576551669	1.13620596596364	0.00101258617295681	0.00643849451111446	0.0151303048684923	0.00102927423523985	0.00194525676788845	5.37789625608229e-05	0.00882427333363404	0	0.000240267300182471	0	0	0.00376477443793216	0.00220218643748132	0.00711007731695291	0.0823723359225193	0.00220218643748132	0.00121476692511673	0.0872684407887828	0.0901389231556023	0.00368203722132882	0.00666135882269766	0.00449572768288514	0.00356086427856466	0.000840935550638648	0.000781719274857812	0.00250009203217538	0.00277735492556757	0.000983685950659085	0.00403821366460859	0.0811575689974026	0.00121476692511673	0.0811575689974026	0.000322673775364938	0.00160962362777861	0.00356086427856466	0.0881470444554304	0.00095326498073112	0.0852220391081681	0.00438782481808199	0.00199648619997454	0.000983685950659084	0.000781719274857812	0.00342305036360018	0	0.00282344673949187	0.00138631263099003	0	0	6.00668250456178e-05	0.000781719274857812	0.000101258617295681
"Meriones_meridianus"	0.0108918208952513	0.00996622018845039	0.00986682111256421	0.0120405701639014	0.0103712972150927	0.00337159424076048	0.00141762064213953	1.14777945657406	0.000159866280688226	0.001683784579365	0.000589171004672403	0.0321806616179443	0.0214538203307638	0.0714226309895991	0	0.000137997498077821	0	0	0.00174586272050615	0.000943236435167894	0.00594324637529492	0.000421606290685426	0.000943236435167894	0.000320347673389745	0.00205784597784936	0.00223812792963517	0.00493589628409311	0.127624944582602	0.0018637809026632	0.000531072313437275	0.000482991243272374	0.000354134416585336	0.00109494136052053	0.001122973958728	0.121920208756366	0.00126328934034175	0.000101258617295681	0.000320347673389745	0.000101258617295681	0.128722921984583	3.99665701720566e-05	0.000531072313437275	0.00868950309843741	0.000452329584030737	0.00105279020127841	0.000799531890414199	0.000674482089975081	0.121920208756366	0.000354134416585336	0.0105710539008019	0	0.000942941666952005	0.000418542840835145	0	0	3.44993745194553e-05	0.000354134416585336	0.114777945657406
"Ellobius_tancrei"	0.0258743687733679	0.0218286537921659	0.0233706094101467	0.0250943323989328	0.00255110225641751	0.0223939018498988	0.0225347307889006	0.000399665701720565	1.16427076813774	0.0214577839744267	0.000828876437108771	0.00126349562832515	3.02392969099222e-05	0.00110794321720028	0	0.000326861670071983	0	0	0.00392567073598846	0.0021253017082859	0.00616053662595209	0.00237063447405414	0.0021253017082859	0.000761010846275527	0.00693491322938574	0.299790753928356	0.00241093061455561	0.00438500278045716	0.00274360146372219	0.0021606297118942	0.00114401584525194	0.000738068599968611	0.00092029018971272	0.00256137987397808	0.000150760891892085	0.00434952853851363	0.00160962362777861	0.000761010846275527	0.00160962362777861	0.000181435781459533	0.291067692034435	0.0021606297118942	0.00582847566936559	0.000876214672820073	0.00319146408314139	0.00425006795788817	0.00149907944624414	0.000150760891892085	0.000738068599968611	0.00163676275017122	0	0.00358851769223811	0.000899156919126989	0	0	8.17154175179956e-05	0.000738068599968611	3.99665701720565e-05
"Phodopus_sungorus"	0.0333827595219015	0.0162046404374996	0.0598864515613246	0.0567965294603827	0.0176602492614615	0.0335907044661461	0.0176520223465743	0.0014031538161375	0.00715259465814222	1.06320798348528	0.00742584796164644	0.0081612217121152	0.000173897736877322	0.00979770415873201	0	0.000837572749109435	0	0	0.0063872334908401	0.00199463589563494	0.0983031086552516	0.00224270460733224	0.00199463589563494	0.00098184586829122	0.00974751125901525	0.100136325213991	0.00476084473497341	0.00958488783535725	0.00663588983931505	0.00308126489742535	0.00293150462188302	0.00167048616059949	0.00293193253641817	0.00537444346349638	0.00112008579748695	0.0939751087539366	0.00126085873904102	0.000981845868291219	0.00126085873904102	0.00104338642126393	0.00178814866453555	0.00308126489742535	0.0958726460109068	0.00290812748754056	0.00462172414399383	0.09342219575418	0.00265233202889071	0.00112008579748695	0.00167048616059949	0.00389531161621885	0	0.0929932628856454	0.00221948719523229	0	0	0.000209393187277359	0.00167048616059949	0.00014031538161375
