"Cassinia_vauvilliersi"	"Pratia_angulata"	"Gentiana_corymbifera"	"Wahlenbergia_albomarginata"	"Celmisia_coriacea"	"Galium_propinquum"	"Helichrysum_bellidioides"	"Celmisia_armstrongii"	"Chrysanthemum_leucanthemum"	"Craspedia_uniflora"	"Hoheria_glabrata"	"Senecio_bellidioides"	"Hebe_odora"	"Senecio_bidwilli"	"Parahebe_lyalii"	"Ranunculus_lyalii"	"Senecio_scorzoneroides"	"Ourisia_macrocarpa"	"Melangyna_sp1_M_PL_027"	"Unidentified_sp1_M_PL_027"	"Leioproctus_fulvescens"	"Avibrissina_isolata"	"Cheilosia_fulvipes"	"Cheilosia_sp1_M_PL_027"	"Lasioglossum_sp1_M_PL_027"	"Leioproctus_sp1_M_PL_027"	"Argirophenga_sp1_M_PL_027"	"Melangyna_novaezelandiae"	"Peremptor_modica"	"Unidentified_sp2_M_PL_027"	"Unidentified_sp3_M_PL_027"	"Veluta_albicincta"	"Adoxia_cheesemani"	"Apsonia_muscaria"	"Erythronychia_aliena"	"Heteria_plebeia"	"Leioproctus_sp2_M_PL_027"	"Mordella_detracta"	"Occisor_sp1_M_PL_027"	"Pilinasica_cingulata"	"Procissio_sp1_M_PL_027"	"Proscissio_cana"	"Proscissio_lateralis"	"Unidentified_sp4_M_PL_027"	"Xylota_montana"	"Zealandotachina_nigrifemorata"	"Adoxia_obscura"	"Argyrophenga_janitae"	"Asilis_pilicomis"	"Avibrissina_sp1_M_PL_027"	"Calliphora_quadrimaculata"	"Cyphon_sp1_M_PL_027"	"Eudonia_sabulosella"	"Eulalia_sp1_M_PL_027"	"Gracilicera_setosa"	"Helophilus_hochstetteri"	"Heteria_appendiculata"	"Hoplocneme_sp1_M_PL_027"	"Leioproctus_maritimus"	"Lepidomyia_decessum"	"Mallochomacquartia_setiventris"	"Medinella_flavotemorata"	"Melangyna_ortas"	"Neotachina_obtusa"	"Neotachina_sp1_M_PL_027"	"Occisor_versutus"	"Pasiphila_inductata"	"Proscissio_kumarensis"	"Protohystricia_huttoni"	"Protohystricia_orientalis"	"Rhopalomerus_sp1_M_PL_027"	"Unidentified_sp5_M_PL_027"	"Unidentified_sp6_M_PL_027"	"Unidentified_sp7_M_PL_027"	"Unidentified_sp8_M_PL_027"	"Unidentified_sp9_M_PL_027"	"Zealandotachina_varipes"	"Zorion_minutum"
"Cassinia_vauvilliersi"	1.19131751122673	0.0112054632041361	0.0283124343446575	0.0279268431959718	0.00123247551857491	0.0107478396165148	0.00451209925972064	0.000784304690114183	0.0142043155619103	0.0137139618646095	0.00465535680671446	0.00159311785069241	0.0145871603341537	0.00384186992888517	0.00383889947793104	0.000648585964130936	0	0.000211094487885068	0.0561789381954937	0.00355801476890347	0.00500735723338839	0.00392429240253746	0.00168875590308054	0.00123682115122863	0.00318351252905268	0.0048061265503543	0.00154492970474619	0.0515439110307974	0.0512499258040725	0.052033420056295	0.00135934214576067	0.000406498829455175	0.00157776820826561	0.000124492625722635	0.0510969456678625	0.00110644143746913	0.0510345717942458	0.00172886764599248	0.00110644143746913	0.000124492625722635	0.00174814720342676	0.00110644143746913	0.00247331000212325	0.00167834836353113	0.000124492625722635	0.0510538513516799	0.00028200620373254	6.84708621430506e-05	0.00028200620373254	0.00141562171723287	0.000480233741110647	0.00141562171723287	0.000509339236551639	0.00139634215979859	0.00050933923655164	0.0496382296344471	0.000597102200917489	0.00033252548619389	0.0496382296344471	0.0496382296344471	0.00028200620373254	0.000132759820891034	0.000639816579655174	0.00033252548619389	0.00101459396870788	0.0496382296344471	0	0.00033252548619389	0.000509339236551639	0.000509339236551639	0.00145871603341537	0	0.000509339236551639	0.000132759820891034	0.00059710220091749	0.00059710220091749	0.0496382296344471	0.00033252548619389
"Pratia_angulata"	0.0122241416772393	1.20292184880868	0.001472492233842	0.0110008123638538	0.00623029575504429	0.0532766514016605	0.00626386349699971	0.0109292155250017	0.00141323825629064	0.0105296287471883	0.000402663434558064	0.00073565220137844	0.00523569841151479	0.00553407686622364	0.000294562897227551	0.00464844383864544	0	0.000220047417984562	0.00314717296219839	0.0607531392412991	0.00188415905076649	0.00143708591908454	0.0017603793438765	0.00194020648293249	0.000761384374247199	0.00147672715870472	0.0562110404458107	0.0557376457096844	0.0035700987930456	0.00133508018732862	0.00404306504359935	0.00151827726229522	0.00123573557135346	0.00112678579373274	0.00103290907770312	0.0576380798216989	0.00105937985474433	0.000578802292089696	0.0576380798216989	0.00112678579373274	0.000102386285589105	0.0576380798216989	0.000624515430886525	0.000941532086755173	0.00112678579373274	0.000582963848243739	0.000391491468562482	0.000346127541946905	0.000391491468562482	7.36246116921e-05	0.000691759608277955	7.36246116921e-05	0.05467826585494	0.000550040618192691	0.0546782658549401	0.00050933923655164	0.00295981396675892	2.87616738970046e-05	0.00050933923655164	0.00050933923655164	0.000391491468562482	6.130435011487e-05	4.90938162045918e-05	2.87616738970046e-05	0.000100945589735046	0.00050933923655164	0	2.87616738970046e-05	0.05467826585494	0.0546782658549401	0.000523569841151479	0	0.05467826585494	6.130435011487e-05	0.00295981396675892	0.00295981396675892	0.00050933923655164	2.87616738970046e-05
"Gentiana_corymbifera"	0.033974921213589	0.0016197414572262	1.1357717410386	0.0282301404940199	0.00704825359444414	0.00123323796181697	0.00533860489097381	0.00160357594191741	0.0189109220388446	0.0356676634167572	0.0222301746052415	0.0155111026837155	0.00129555289424789	0.00454597969076618	0.00470772494736419	0.0155592409875061	0	8.4755476302528e-05	0.0667885868898021	0.00545498327926176	0.0637827260007623	0.0620403762109947	0.000678043810420224	0.00434639291720788	0.00483949988520308	0.0620985644663169	0.00273585599445457	0.00290075335362597	0.00283491508296557	0.060751899013217	0.000970423487132577	0.000839773588530035	0.0606783972988066	0.000506110782844172	0.00154517700665766	0.000142137831793043	0.00282712874193387	0.0029993766393611	0.000142137831793042	0.000506110782844172	0.0583764566665901	0.000142137831793043	0.00148033543505654	0.00174516983038686	0.000506110782844172	0.0582042087691628	0.000333662805685863	0.000391569644135786	0.000333662805685863	0.05678858705193	0.000568247461345773	0.05678858705193	7.36246116921e-05	0.001411507024701	7.36246116921e-05	0.00141562171723288	6.85132201009425e-05	0.0015878696146601	0.00141562171723288	0.00141562171723288	0.000333662805685863	0.00129259189030963	0.000784620824560698	0.0015878696146601	0.00135078014563175	0.00141562171723288	0	0.0015878696146601	7.36246116921e-05	7.36246116921e-05	0.000129555289424789	0	7.36246116921e-05	0.00129259189030963	6.85132201009426e-05	6.85132201009426e-05	0.00141562171723287	0.0015878696146601
"Wahlenbergia_albomarginata"	0.0335122118351662	0.0121008936002392	0.0282301404940199	1.11204850599815	0.00698071018238274	0.00174977234424001	0.020792148522104	0.00172589346821248	0.0262925951742221	0.0259365195685811	0.0219282957282903	0.0229868262620238	0.00125711360849385	0.00460334241693754	0.0124839629427803	0.000619493627749814	0	8.49075597435068e-05	0.0676628199504114	0.00319057927776282	0.063047969465189	0.0607821097203899	0.000679260477948055	0.00427927273300851	0.0614766971579838	0.0607445833776657	0.00252592726367795	0.0575488080778986	0.00337159424692302	0.00466045772511252	0.00197213665942869	0.00181060461985841	0.00156638043163845	0.000511095337226917	0.00152205352064797	0.000647250192872691	0.056998767459706	0.0571687321376423	0.000647250192872691	0.000511095337226917	0.00297781386243601	0.000647250192872691	0.00200375387329382	0.0569019345825388	0.000511095337226917	0.00280784918449958	0.0012995092826315	0.000387817232354597	0.0012995092826315	0.00141150702470099	0.000575417802117193	0.001411507024701	0.000550040618192691	0.0556024252999073	0.000550040618192691	0.00139634215979859	9.72095746800004e-05	0.00156630683773502	0.00139634215979859	0.00139634215979859	0.0012995092826315	0.00191556885516865	0.00208066049046338	0.00156630683773502	0.00187804251244443	0.00139634215979859	0	0.00156630683773502	0.000550040618192691	0.000550040618192691	0.000125711360849385	0	0.000550040618192691	0.00191556885516865	9.72095746800004e-05	9.72095746800004e-05	0.00139634215979859	0.00156630683773502
"Celmisia_coriacea"	0.00164330069143321	0.00761480592283191	0.00783139288271571	0.00775634464709193	1.12244900419416	0.00645871652430475	0.0192677001263607	0.0821357056009623	0.00733945396843703	0.0168759365584093	0.000552011676781708	0.0164594735547469	0.0158971867794535	0.00585790245665237	0.000607314180306903	0.00527843919493724	0	0.00930864437374487	0.00465464599106568	0.0679090206790761	0.0662389584354238	0.00335643371260567	0.074469154989959	0.0708021609612565	0.00238490577066587	0.00250905762840798	0.00741838769618774	0.000802415636444552	0.000951535158857864	0.00166546454616522	0.00229528664966269	0.0694293453830388	0.0017111794428701	0.0682251141251413	0.0016581895400884	0.000704945126630502	0.000456288094497647	0.000427246637839004	0.000704945126630502	0.0682251141251413	0.000430999049620193	0.000704945126630502	0.00211396538997657	0.00159204849025214	0.0682251141251413	0.000460040506278836	0.00120423125789755	0.0623582780107869	0.00120423125789755	0.000391569644135785	0.000732237807081546	0.000391569644135785	0.000346127541946905	0.000387817232354596	0.000346127541946905	6.84708621430506e-05	0.000358817584683597	3.94294054844077e-05	6.84708621430506e-05	6.84708621430506e-05	0.00120423125789755	0.00137162279622891	0.00010121903005115	3.94294054844077e-05	0.000524246712031216	6.84708621430506e-05	0	3.94294054844077e-05	0.000346127541946905	0.000346127541946905	0.00158971867794535	0	0.000346127541946905	0.00137162279622891	0.000358817584683598	0.000358817584683597	6.84708621430506e-05	3.94294054844077e-05
"Galium_propinquum"	0.0143304528220197	0.0651159072686962	0.00137026440201885	0.00194419149360001	0.00645871652430475	1.17732900170627	0.0195294498003982	0.00136800753051205	0.0127097029298922	0.00133762856776334	0.000413944078568651	0.00041502943240031	0.00647786739036567	0.0182288995534296	0.000478379949710918	0.0056786473304074	0	0.000147242552977089	0.0053747062994651	0.0742924499412439	0.00156250698675901	0.000295853478511684	0.00117794042381671	0.000586663092022341	0.00111936127589558	0.00116910361604205	0.0031530736880643	0.00365412574235641	0.0669121048859406	0.000761160318715813	0.0689063698181629	0.00167712302081649	0.00148817505270279	0.000456532408291601	0.00124488893995406	0.0683669807282183	0.00069431177559749	0.000126777008863475	0.0683669807282182	0.000456532408291601	9.80806542844176e-05	0.0683669807282183	0.0015556226626003	0.00131780018720489	0.000456532408291601	0.000665615421018431	0.00122059061252489	0.000358817584683597	0.00122059061252489	6.85132201009425e-05	0.0022786124441787	6.85132201009426e-05	0.00295981396675891	9.72095746800003e-05	0.00295981396675892	0.000597102200917489	0.0654071667614594	2.95674341834751e-05	0.000597102200917489	0.000597102200917489	0.00122059061252489	3.45857860333592e-05	7.97299916184863e-05	2.95674341834751e-05	0.00090783592356373	0.000597102200917489	0	2.9567434183475e-05	0.00295981396675892	0.00295981396675892	0.000647786739036566	0	0.00295981396675892	3.45857860333592e-05	0.0654071667614594	0.0654071667614594	0.000597102200917489	2.95674341834751e-05
"Helichrysum_bellidioides"	0.00676814888958096	0.00861281230837461	0.00667325611371726	0.02599018565263	0.0216761626421558	0.021970631025448	1.16307714530955	0.015299928369715	0.00625011026220778	0.00620137933407711	0.00589816278410272	0.00141088685340046	0.00706393927524332	0.0245786358147251	0.00521253919480977	0.00624894587534738	0	0.000400463628244012	0.0798592753389479	0.0808495947940339	0.0038443693646853	0.00219370165948719	0.0032037090259521	0.00285761285547559	0.00273227616685039	0.00252256420233771	0.00192729916169049	0.00197300695492652	0.00194903326355799	0.0010586246761382	0.0769852416712126	0.0749894048661529	0.00189589927452271	0.00229708328430576	0.000988400131256872	0.00161208208108737	0.00158151548636404	0.00172080662435312	0.00161208208108737	0.00229708328430576	0.000754960147407487	0.00161208208108737	0.00115283037482489	0.0739918308644786	0.00229708328430576	0.000615669009418402	0.0726923215818471	0.00120423125789755	0.0726923215818471	0.000333662805685863	0.00307232947684064	0.000333662805685863	0.000391491468562482	0.0012995092826315	0.000391491468562482	0.00028200620373254	0.00122059061252489	0.000421297341721623	0.00028200620373254	0.00028200620373254	0.0726923215818471	0.000117573904450038	0.000868756532468296	0.000421297341721623	0.000446436447300556	0.00028200620373254	0	0.000421297341721623	0.000391491468562482	0.000391491468562482	0.000706393927524332	0	0.000391491468562482	0.000117573904450038	0.00122059061252489	0.00122059061252489	0.00028200620373254	0.000421297341721623
"Celmisia_armstrongii"	0.00134452232591003	0.0171744815392883	0.00229082277416773	0.00246556209744641	0.10560305005838	0.00175886682494406	0.0174856324225314	1.11493621876009	0.00194292823690684	0.026814536686676	0.000321411383759322	0.0135669175500362	0.0136816557048827	0.00118327851019106	0.000422669109625509	0.00075767227851635	0	0.0115831070699799	0.00368211029232822	0.00954355467004774	0.00928933645783695	0.00328371975513201	0.0926648565598391	0.0885510379659123	0.00146308000733008	0.00229192388097948	0.0823342836408406	0.000959958120237739	0.000292517175538077	0.00208588695133625	0.0013384766637901	0.0865979894807692	0.000303959208337474	0.085505137454361	0.00142418733406785	0.000878373075393837	0.000179299868451905	0.000146236060855129	0.000878373075393836	0.085505137454361	0.000137499094691195	0.000878373075393837	0.00150694615883875	0.00121613013128053	0.085505137454361	0.000170562902287971	0.00109285202640821	0.00586683611435446	0.00109285202640821	0.000114541138708386	0.000147909813773883	0.000114541138708386	0.000780658251785833	0.00012327810487232	0.000780658251785834	5.60217635795845e-05	9.77148236080034e-05	2.29579559828087e-05	5.60217635795845e-05	5.60217635795845e-05	0.00109285202640821	0.00113057646250302	7.04448516042516e-05	2.29579559828087e-05	0.000138780588350489	5.60217635795845e-05	0	2.29579559828087e-05	0.000780658251785834	0.000780658251785834	0.00136816557048827	0	0.000780658251785834	0.00113057646250302	9.77148236080034e-05	9.77148236080034e-05	5.60217635795845e-05	2.29579559828087e-05
"Chrysanthemum_leucanthemum"	0.024350255248989	0.00222080297417101	0.0270156029126351	0.0375608502488887	0.00943644081656189	0.0163410466241471	0.00714298315680889	0.00194292823690684	1.10673975970019	0.0250891849849273	0.0070458658185503	0.0210101968335271	0.0230972362894074	0.00608778466272864	0.0170965801202062	0.000759447914106681	0	0.000396366790576326	0.0896484569272224	0.00524002336293904	0.0863488437266006	0.00677175703598396	0.00317093432461061	0.00420596167828948	0.0855311622471915	0.0840737472784421	0.00203181081986606	0.00299358207088736	0.080975269870857	0.00415745875612015	0.00211524545370536	0.00110946374768226	0.00154064212415843	0.000663027300381705	0.00332431759764862	0.00100878151329878	0.00289263648115231	0.00238131864234088	0.00100878151329877	0.000663027300381705	0.00185405627552821	0.00100878151329878	0.0813625636075261	0.00232447895974499	0.000663027300381705	0.00236537411433963	0.000446436447300556	0.000524246712031217	0.000446436447300556	0.00135078014563175	0.00076097308284108	0.00135078014563176	0.000100945589735046	0.00187804251244443	0.000100945589735046	0.00101459396870788	0.00090783592356373	0.00050327612989645	0.00101459396870788	0.00101459396870788	0.000446436447300556	0.00175084973612726	0.00284943002003438	0.00050327612989645	0.0790528399785853	0.00101459396870788	0	0.00050327612989645	0.000100945589735046	0.000100945589735046	0.00230972362894075	0	0.000100945589735046	0.00175084973612726	0.000907835923563731	0.00090783592356373	0.00101459396870788	0.00050327612989645
"Craspedia_uniflora"	0.0235096489107591	0.0165465594598674	0.0509538048810816	0.0370521708122588	0.0216976327179549	0.00171980815855287	0.0070872906675167	0.026814536686676	0.0250891849849273	1.06950620516473	0.00717312725703736	0.0314253393931029	0.00153988350691666	0.00560534985563884	0.00622333497198229	0.000952824379046544	0	0.000436631525283511	0.0862584656266224	0.0035889041207966	0.0864098861180019	0.0834123774363349	0.00349305220226809	0.0821328267406026	0.00730069396048242	0.0825856837953569	0.0790607407570425	0.00358429358431278	0.00286719824409287	0.0799205593175784	0.00123916929637203	0.00356370375565446	0.00278589633881572	0.00312074808893466	0.00113355705530663	0.000847661236782263	0.0028321772452279	0.00236497477325846	0.000847661236782262	0.00312074808893467	0.00306005647669961	0.000847661236782263	0.00194607299247219	0.00229556420733273	0.00312074808893467	0.00352725894866904	0.000442955666719794	0.00120542403988638	0.000442955666719794	0.00254769024405408	0.000700668731954856	0.00254769024405408	0.000752116339084881	0.00185260854061294	0.000752116339084882	0.000979568704614963	9.55448976973815e-05	0.000512366232645526	0.000979568704614963	0.000979568704614963	0.000442955666719794	0.00261877828275857	0.00103722249533038	0.000512366232645526	0.00179208464178052	0.000979568704614963	0	0.000512366232645526	0.000752116339084882	0.000752116339084882	0.000153988350691666	0	0.000752116339084882	0.00261877828275857	9.55448976973815e-05	9.55448976973815e-05	0.000979568704614962	0.000512366232645526
