"Nephrosperma_vanhoutteanum"	"Chrysobalanus_icaco"	"Memecylon_eleagni"	"Erythroxylum_sechellarum"	"Dillenia_ferruginea"	"Phoenicophorium_borsigianum"	"Northea_hornei"	"Roscheria_melanochaetes"	"Campnosperma_seychellarum"	"Psychotria_pervillei"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp2_M_PL_121"	"Rhiparida_seychellensis"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_121"	"Unidentified_sp4_M_PL_121"	"Unidentified_sp6_M_PL_121"	"Unidentified_sp1_M_PL_121"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Unidentified_sp3_M_PL_121"	"Cratopus_aurostriatus"	"Polistes_olivaceus"	"Simosyrphus_aegyptius"	"Unidentified_sp5_M_PL_121"	"Forcipomyia_litoraurea"	"Forcipomyia_sp1_M_PL_121"	"Lygistorrhina_sp1_M_PL_121"	"Nectarinia_dussumieri"	"Pachycerina_seychellensis"	"Unidentified_sp7_M_PL_121"	"Xylocopa_caffra"
"Nephrosperma_vanhoutteanum"	1.13940719119457	0.0298877581550808	0.010909513158227	0.010909513158227	0.0330700132818992	0.0543421218317707	0.0134616424814672	0.0181750651769008	0.0108306759538479	0.0123398389413449	0.0668544207402809	0.0627008555345425	0.0517912359633895	0.0568610487577014	0.0567022073426169	0.0605161853934559	0.0049109713792274	0.00181825219303784	0.00270766898846197	0.0578893495386245	0.0094944961897207	0.00151458876474173	0.0551876185778751	0.0555272057327745	0.00181825219303784	0.0551876185778751	0.00151458876474173	0.00151458876474173	0.0517912359633894	0.00224360708024453	0.00236214380584994	0.00339638261448567	0.00236214380584994
"Chrysobalanus_icaco"	0.0821913349264721	1.09436120937228	0.0134801403020663	0.0134801403020663	0.0667576213492609	0.0320301162099073	0.0136089381710422	0.00324809845125065	0.00170087425886646	0.012474859990122	0.155179773925927	0.0152703085290778	0.00373596976938509	0.00892958985904892	0.00600852690344186	0.0111247233918752	0.00227255713405676	0.00224669005034438	0.000425218564716615	0.145299522465867	0.143565434959601	0.000270674870937554	0.00573785203250431	0.14053112094092	0.00224669005034439	0.00573785203250431	0.000270674870937554	0.000270674870937554	0.00373596976938509	0.00226815636184037	0.0047684015249472	0.00200188226311921	0.0047684015249472
"Memecylon_eleagni"	0.0400015482468325	0.0179735204027551	1.12530142702081	0.0343923361117144	0.0371377984773617	0.0230593782016191	0.0175144866470877	0.0210037017151381	0.000894190416855592	0.0160549460931637	0.206932753621181	0.200944765553561	0.00181825219303784	0.00469449968849186	0.00500977180690054	0.0101922809617779	0.0031915196138627	0.00573205601861907	0.000223547604213898	0.00671764213462235	0.0063406010791857	0.00175030847626151	0.00325946333063904	0.00406494224338222	0.187550237836801	0.00325946333063904	0.00175030847626151	0.00175030847626151	0.00181825219303784	0.00291908110784796	0.00265269989124012	0.00144121113760119	0.00265269989124012
"Erythroxylum_sechellarum"	0.0400015482468325	0.0179735204027551	0.0343923361117144	1.12530142702081	0.0371377984773617	0.0230593782016191	0.0175144866470877	0.0210037017151381	0.000894190416855592	0.0160549460931637	0.206932753621181	0.200944765553561	0.00181825219303784	0.00469449968849186	0.00500977180690054	0.0101922809617779	0.0031915196138627	0.187550237836801	0.000223547604213898	0.00671764213462235	0.0063406010791857	0.00175030847626151	0.00325946333063904	0.00406494224338222	0.00573205601861908	0.00325946333063904	0.00175030847626151	0.00175030847626151	0.00181825219303784	0.00291908110784795	0.00265269989124012	0.00144121113760119	0.00265269989124012
"Dillenia_ferruginea"	0.0519671637286987	0.0381472121995776	0.0159161993474407	0.0159161993474407	1.14010699185795	0.027614765799025	0.00860179374434108	0.0104183582078804	0.0167596715019979	0.00788497759897932	0.0972770355078851	0.091697876672232	0.00236214380584994	0.0879882753854888	0.00495626318561237	0.00749294335875734	0.00259411937976243	0.00265269989124012	0.00418991787549946	0.0885667590349366	0.0879305380915257	0.000868196517323366	0.004088066668289	0.00713054533079714	0.00265269989124012	0.004088066668289	0.000868196517323365	0.000868196517323365	0.00236214380584994	0.00143363229072351	0.0814362137041394	0.00172592286243906	0.0814362137041394
"Phoenicophorium_borsigianum"	0.0747204175186847	0.0160150581049537	0.00864726682560717	0.00864726682560717	0.0241629200741469	1.13330563380855	0.0119121383553765	0.0439787105659303	0.00102446109538495	0.0109194601590951	0.0147218314475829	0.0825012224123222	0.00339638261448567	0.00537842075077097	0.0778928772746807	0.0789432061598564	0.074496494660195	0.00144121113760119	0.000256115273846236	0.00712418774004394	0.0745594072385924	0.00366489254716086	0.0742279847275199	0.00539826487760488	0.0014412111376012	0.0742279847275199	0.00366489254716086	0.00366489254716086	0.00339638261448567	0.00198535639256275	0.00172592286243906	0.0708316021130342	0.00172592286243906
"Northea_hornei"	0.0493593557653796	0.018145250894723	0.0175144866470877	0.0175144866470877	0.0200708520701292	0.0317657022810039	1.13511457864877	0.00259147541025295	0.000735447874193608	0.0405216970947057	0.211099745330309	0.0117167142634144	0.00224360708024453	0.00386110133951644	0.00444491975699502	0.203545150854612	0.00220131267675049	0.00291908110784795	0.000183861968548402	0.00594539573280841	0.00568714504512663	0.000215956284187746	0.00422896347280728	0.00451176344208489	0.00291908110784796	0.00422896347280728	0.000215956284187746	0.000215956284187746	0.00224360708024453	0.189185763108128	0.00143363229072351	0.00198535639256275	0.00143363229072351
"Roscheria_melanochaetes"	0.0333209528243181	0.00216539896750043	0.010501850857569	0.010501850857569	0.0121547512425271	0.0586382807545738	0.00129573770512647	1.2030901935047	0.00047655705641302	0.0011877595630326	0.00666697328047156	0.109805810907141	0.00151458876474173	0.00250192454616835	0.105436997437295	0.00569237748684849	0.103922408672553	0.00175030847626151	0.000119139264103255	0.00265346015300265	0.00480376393542178	0.100257516125392	0.00517948131190259	0.00178526363567929	0.00175030847626151	0.0051794813119026	0.100257516125392	0.100257516125392	0.00151458876474173	0.000215956284187746	0.000868196517323365	0.00366489254716086	0.000868196517323365
"Campnosperma_seychellarum"	0.0595687177461633	0.00340174851773292	0.00134128562528339	0.00134128562528339	0.0586588502569925	0.00409784438153978	0.00110317181129041	0.00142967116923906	1.20137951737279	0.00101124082701621	0.0082065728124083	0.00771993661033872	0.00270766898846197	0.30724246620716	0.00308292352641146	0.00340045643761066	0.000375254537949491	0.000223547604213898	0.300344879343198	0.00732280542867805	0.00487125171406232	0.000119139264103255	0.00296378426230821	0.00313288755317858	0.000223547604213898	0.00296378426230821	0.000119139264103255	0.000119139264103255	0.00270766898846197	0.000183861968548402	0.00418991787549947	0.000256115273846236	0.00418991787549947
"Psychotria_pervillei"	0.067869114177397	0.0249497199802441	0.0240824191397456	0.0240824191397456	0.0275974215964276	0.0436778406363804	0.0607825456420586	0.0035632786890978	0.00101124082701621	1.05571733350522	0.290262149829175	0.0161104821121949	0.00308495973533623	0.00530901434183511	0.00611176466586816	0.279874582425092	0.00302680493053193	0.00401373652329094	0.000252810206754053	0.00817491913261157	0.00781982443704912	0.000296939890758151	0.00581482477511	0.00620367473286673	0.00401373652329094	0.00581482477511	0.00029693989075815	0.00029693989075815	0.00308495973533623	0.0101304242736764	0.00197124439974483	0.00272986503977377	0.00197124439974483
