"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"	"C17"	"C18"	"C19"	"C20"	"C21"	"C22"	"C23"	"C24"	"C25"	"C26"	"C27"
"R11"	0.000691718946501842	0.000742223339695106	2.77396335133502e-05	0.000721230471347105	0.000824007727934325	0.0539118020922063	0.0214297772058832	0.0239696827125697	0.000599850023919566	0	1.1999152533107	0.028496069440975	4.31897201977756e-05	0.000648486512345477	0.000695834380964162	0	0.000616467814585158	5.15004829958953e-05	9.27779174618882e-05	5.15004829958953e-05	0.00673897526152579	9.70887172967256e-05	0.000260250797285144	9.01538089183881e-05	5.15004829958953e-05	0.000141654291914283	6.93490837833755e-06	0.000194545953703643	5.15004829958953e-05	5.15004829958953e-05	0.00399494711876162	0.00433945557844515	8.64648683127303e-05	0	0.149989406663837	0.17097641664585	0.171438217647066	0.149989406663837	7.19828669962926e-06	0.000344508459683535	7.19828669962926e-06	0.000215948600988878	0	0.0073976137750219
"R12"	0.000122299545927655	0.00148273033653167	5.54151209411045e-05	0.00144079314446872	0.00164610999196905	0.107698936673215	0.0037888972607509	0.00423796590595401	0.000106056637484138	0	0.1139842777639	1.09594734578266	8.62795669964547e-05	0.000114655824307177	0.00139005969049844	0	0.00123151008772679	0.000102881874498066	0.000185341292066458	0.000102881874498066	0.0134623670841519	0.000193952923293866	0.000519899781647597	0.00018009914305859	0.000102881874498066	0.000282981017556655	1.38537802352761e-05	3.4396747292153e-05	0.000102881874498066	0.000102881874498066	0.000706327650992335	0.000767238557655523	1.52874432409569e-05	0	0.0142480347204875	0.57568407469597	0.0303111780860072	0.0142480347204875	1.43799278327424e-05	6.09109066631875e-05	1.43799278327424e-05	0.000431397834982273	0	0.0147781210527215
"R13"	6.98122142903985e-07	0.042278655504128	5.03049468125659e-05	0.00130792861712671	0.00379677387222156	0.0012078473556843	2.16281512319199e-05	2.41915684753955e-05	6.0540279579955e-07	0	5.75862935970341e-05	2.87598556654849e-05	1.24383949072977	6.54489508972486e-07	0.03963623953512	0	0.00108196888905663	0.000237298367013847	0.005284831938016	0.000237298367013847	0.000150980919460538	0.000176067313843981	0.0121281702275498	0.000163491077140839	0.000237298367013847	0.000400789444154687	1.25762367031415e-05	1.96346852691746e-07	0.000237298367013847	0.000237298367013847	4.03192807923258e-06	4.37962563087422e-06	8.72652678629981e-08	0	7.19828669962926e-06	0.000172559133992909	0.00017302520985536	7.19828669962926e-06	0.207306581788294	3.47697551641633e-07	0.207306581788294	0.21919745364883	0	0.0129836266686795
"R14"	0.121739658387931	1.12475234134531e-05	4.2036158220271e-07	1.09294011372705e-05	1.24868698101232e-05	0.000816970073377953	0.000718348989633998	0.0310644904661509	0.0639044433416171	0	0.000864648683127303	3.82186081023922e-05	6.54489508972486e-07	1.11413092973868	1.05445532001123e-05	0	9.34184605544081e-06	7.80429363132697e-07	1.40594042668164e-06	7.80429363132697e-07	0.000102121259172244	1.47126553770948e-06	3.94379532316638e-06	1.36617514215881e-06	7.80429363132697e-07	2.1466045052915e-06	1.05090395550677e-07	0.200905945588272	7.80429363132697e-07	7.80429363132697e-07	0.00517741507769183	0.222059471501368	0.0152174572984914	0	0.000108081085390913	0.000229311648614353	0.00574679191707198	0.000108081085390913	1.09081584828748e-07	0.216882056423677	1.09081584828748e-07	3.27244754486243e-06	0	0.00011210215266529
"R15"	1.12475234134531e-05	0.0885635238628028	0.000810468587535784	0.0210721832759304	0.0611702457191251	0.0194597629526915	0.000348453547625377	0.00038975304765915	9.75371171010385e-06	0	0.000927779174618882	0.000463353230166146	0.03963623953512	1.05445532001123e-05	1.08302830362138	0	0.0174317209903568	0.00382314035744532	0.0110704404828504	0.00382314035744532	0.00243247036908644	0.00283664005637525	0.195398298110525	0.0026340229094913	0.00382314035744532	0.00645716326693662	0.000202617146883946	3.16336596003368e-06	0.00382314035744532	0.00382314035744532	6.4958841276525e-05	7.05606351640846e-05	1.40594042668164e-06	0	0.00011597239682736	0.00278011938099687	0.00278762838100301	0.00011597239682736	0.00660603992252	5.60179388755964e-06	0.00660603992252	0.1981811976756	0	0.209180651884281
"R16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0
"R17"	2.98939073774106e-05	0.0557815071691417	0.00208476139584877	0.054203796292068	0.0619279811411996	0.0517205726016382	0.000926127263321263	0.00103589395447269	2.59236228038482e-05	0	0.00246587125834063	0.00123151008772679	0.00324590666716988	2.80255381663224e-05	0.0522951629710703	0	1.04633039946299	0.00387049882132497	0.00697268839614271	0.00387049882132497	0.00646507157520477	0.0072966648854707	0.0195590477126461	0.00677547453650851	0.00387049882132497	0.0106459733578335	0.000521190348962193	8.40766144989672e-06	0.00387049882132497	0.00387049882132497	0.000172648992412115	0.000187537559562974	3.73673842217632e-06	0	0.000308233907292579	0.00738906052636075	0.0074090181065701	0.000308233907292579	0.000540984444528314	1.48885671508588e-05	0.000540984444528314	0.0162295333358494	0	0.555964793555853
"C1"	2.49737396202463e-06	0.012234049143825	0.000595870269580797	0.0154926270091007	0.617491706866519	0.00432080054593131	7.73698159875678e-05	8.65398610043769e-05	2.16569148269323e-06	0	0.000206001931983581	0.000102881874498066	0.000711895101041542	2.34128808939809e-06	0.011469421072336	0	0.00387049882132497	1.03859323167916	0.00152925614297813	0.0385932316791574	0.000540100068241414	0.00208554594353279	0.0420340580008582	0.00193657837613759	0.0385932316791574	0.040529810055295	0.000148967567395199	7.02386426819427e-07	0.0385932316791574	0.0385932316791574	1.44233101673962e-05	1.56671194648889e-05	3.12171745253079e-07	0	2.57502414979477e-05	0.000617291246988395	0.000618958527900542	2.57502414979476e-05	0.000118649183506924	1.24380929749274e-06	0.000118649183506924	0.00355947550520771	0	0.0464459858558997
"C2"	4.49900936538124e-06	0.568758742878455	0.000324187435014314	0.00842887331037216	0.02446809828765	0.00778390518107661	0.000139381419050151	0.00015590121906366	3.90148468404154e-06	0	0.000371111669847553	0.000185341292066458	0.015854495814048	4.21782128004491e-06	0.0332113214485511	0	0.00697268839614271	0.00152925614297813	1.07109484285981	0.00152925614297813	0.000972988147634576	0.0011346560225501	0.0781593192442101	0.00105360916379652	0.00152925614297813	0.00258286530677465	8.10468587535784e-05	1.26534638401347e-06	0.00152925614297813	0.00152925614297813	2.598353651061e-05	2.82242540656339e-05	5.62376170672654e-07	0	4.63889587309441e-05	0.00111204775239875	0.00111505135240121	4.63889587309441e-05	0.002642415969008	2.24071755502386e-06	0.002642415969008	0.07927247907024	0	0.0836722607537125
"C3"	2.49737396202463e-06	0.012234049143825	0.000595870269580797	0.0154926270091007	0.617491706866519	0.00432080054593131	7.73698159875677e-05	8.65398610043769e-05	2.16569148269323e-06	0	0.000206001931983581	0.000102881874498066	0.000711895101041542	2.34128808939809e-06	0.011469421072336	0	0.00387049882132497	0.0385932316791574	0.00152925614297813	1.03859323167916	0.000540100068241414	0.00208554594353279	0.0420340580008582	0.00193657837613759	0.0385932316791574	0.040529810055295	0.000148967567395199	7.02386426819427e-07	0.0385932316791574	0.0385932316791574	1.44233101673962e-05	1.56671194648889e-05	3.12171745253079e-07	0	2.57502414979476e-05	0.000617291246988395	0.000618958527900542	2.57502414979476e-05	0.000118649183506924	1.24380929749274e-06	0.000118649183506924	0.00355947550520771	0	0.0464459858558997
"C4"	0.000326788029351181	0.00778390518107661	0.0002909133484194	0.00756374705890439	0.00864160109186263	0.565388250656581	0.0101240463311884	0.0113239711264622	0.000283386494202977	0	0.0269559010461032	0.0134623670841519	0.000452942758381613	0.000306363777516732	0.00729741110725932	0	0.00646507157520477	0.000540100068241414	0.000972988147634576	0.000540100068241414	1.07067353133207	0.0010181967194679	0.00272932340041921	0.000945468382363049	0.000540100068241414	0.00148556845060446	7.27283371048499e-05	9.19091332550197e-05	0.000540100068241414	0.000540100068241414	0.00188732852107704	0.0020500842778828	4.08485036688976e-05	0	0.0033694876307629	0.0807742025049116	0.0809923706495068	0.0033694876307629	7.54904597302688e-05	0.000162755756805764	7.54904597302688e-05	0.00226471379190807	0	0.0775808589024573
"C5"	2.35402486033518e-06	0.00453862409020039	0.31973152730295	0.313019709876699	0.0166843675482623	0.00407278687787159	7.2928793622337e-05	8.15724786563802e-05	2.04138093357191e-06	0	0.000194177434593451	9.69764616469329e-05	0.000264100970765971	2.20689830656423e-06	0.00425496008456287	0	0.00364833244273535	0.00104277297176639	0.000567328011275049	0.00104277297176639	0.000509098359733949	1.11906034556032	0.00231926099713525	0.0391274637345873	0.00104277297176639	0.0401702367063537	0.0799328818257375	6.62069491969268e-07	0.00104277297176639	0.00104277297176639	1.35954131093967e-05	1.4767827834759e-05	2.94253107541897e-07	0	2.42721793241814e-05	0.000581858769881597	0.000583430348978696	2.42721793241814e-05	4.40168284609952e-05	1.17241472536225e-06	4.40168284609952e-05	0.00132050485382986	0	0.0437799893128242
"C6"	4.20671501137747e-06	0.208424851317894	0.000441763999454334	0.0114858639858127	0.224181642671244	0.00727819573445122	0.000130326002950136	0.000145772534632537	3.6480106739289e-06	0	0.000347001063046859	0.000173299927215866	0.0121281702275498	3.94379532316638e-06	0.195398298110525	0	0.00651968257088202	0.0140113526669527	0.0260531064147367	0.0140113526669527	0.000909774466806403	0.00154617399809017	1.07263084210011	0.00143573299822659	0.0140113526669527	0.0154470856651793	0.000110440999863584	1.18313859694991e-06	0.0140113526669527	0.0140113526669527	2.42954224387562e-05	2.63905637041884e-05	5.25839376422184e-07	0	4.33751328808573e-05	0.00103979956329519	0.00104260802360109	4.33751328808573e-05	0.00202136170459164	2.09514126543214e-06	0.00202136170459164	0.0606408511377492	0	0.0782361908505843
"C7"	4.37176045490818e-06	0.00842887331037216	0.0223585507054785	0.58132231834244	0.0309852540182014	0.00756374705890439	0.000135439188155769	0.000151491746076135	3.79113601949069e-06	0	0.000360615235673552	0.00018009914305859	0.000490473231422518	4.09852542647642e-06	0.0079020687284739	0	0.00677547453650851	0.00193657837613759	0.00105360916379652	0.00193657837613759	0.000945468382363049	0.0782549274691747	0.00430719899467976	1.07266528979281	0.00193657837613759	0.0746018681689426	0.00558963767636962	1.22955762794293e-06	0.00193657837613759	0.00193657837613759	2.52486243460225e-05	2.74259659788381e-05	5.46470056863523e-07	0	4.5076904459194e-05	0.00108059485835154	0.00108351350524615	4.5076904459194e-05	8.17455385704196e-05	2.1773416328156e-06	8.17455385704196e-05	0.00245236615711259	0	0.0813056944381021
"C8"	2.49737396202463e-06	0.012234049143825	0.000595870269580797	0.0154926270091007	0.617491706866519	0.00432080054593131	7.73698159875677e-05	8.65398610043769e-05	2.16569148269323e-06	0	0.000206001931983581	0.000102881874498066	0.000711895101041542	2.34128808939809e-06	0.011469421072336	0	0.00387049882132497	0.0385932316791574	0.00152925614297813	0.0385932316791574	0.000540100068241414	0.00208554594353279	0.0420340580008582	0.00193657837613759	1.03859323167916	0.040529810055295	0.000148967567395199	7.02386426819427e-07	0.0385932316791574	0.0385932316791574	1.44233101673962e-05	1.56671194648889e-05	3.12171745253079e-07	0	2.57502414979477e-05	0.000617291246988395	0.000618958527900542	2.57502414979476e-05	0.000118649183506924	1.24380929749274e-06	0.000118649183506924	0.00355947550520771	0	0.0464459858558997
"C9"	3.43456720846641e-06	0.0103314612270986	0.0114772104875296	0.298407472675771	0.32423848044236	0.00594227380241785	0.000106404502071668	0.000119015803540256	2.97841375109196e-06	0	0.000283308583828567	0.000141490508778328	0.00060118416623203	3.21990675793726e-06	0.00968574490040493	0	0.00532298667891674	0.0202649050276475	0.00129143265338732	0.0202649050276475	0.000742784225302231	0.0401702367063537	0.023170628497769	0.0373009340844713	0.0202649050276475	1.05756583911212	0.00286930262188241	9.65972027381176e-07	0.0202649050276475	0.0202649050276475	1.98359672567093e-05	2.15465427218635e-05	4.29320901058301e-07	0	3.54135729785708e-05	0.000848943052669966	0.000851236016573346	3.54135729785708e-05	0.000100197361038672	1.71057546515417e-06	0.000100197361038672	0.00300592083116015	0	0.0638758401470009
"C10"	3.36289265762168e-07	0.000648374870028628	0.617104503900421	0.044717101410957	0.00238348107832319	0.000581826696838799	1.04183990889053e-05	1.16532112366257e-05	2.9162584765313e-07	0	2.77396335133502e-05	1.38537802352761e-05	3.77287101094245e-05	3.15271186652032e-07	0.000607851440651839	0	0.000521190348962193	0.000148967567395199	8.10468587535785e-05	0.000148967567395199	7.27283371048499e-05	0.159865763651475	0.000331322999590751	0.00558963767636962	0.000148967567395199	0.00573860524376482	1.15427612597511	9.45813559956097e-08	0.000148967567395199	0.000148967567395199	1.94220187277096e-06	2.10968969067985e-06	4.2036158220271e-08	0	3.46745418916877e-06	8.31226814116567e-05	8.33471927112423e-05	3.46745418916877e-06	6.28811835157074e-06	1.67487817908892e-07	6.28811835157074e-06	0.000188643550547122	0	0.00625428418754631
"C11"	0.321449512941236	5.06138553605389e-06	1.89162711991219e-07	4.9182305117717e-06	5.61909141455542e-06	0.000367636533020079	0.000323257045335299	0.0139790207097679	0.0287569995037277	0	0.000389091907407286	1.71983736460765e-05	2.94520279037619e-07	0.301358918382408	4.74504894005052e-06	0	4.20383072494836e-06	3.51193213409714e-07	6.32673192006736e-07	3.51193213409713e-07	4.59545666275098e-05	6.62069491969268e-07	1.77470789542487e-06	6.14778813971463e-07	3.51193213409714e-07	9.65972027381177e-07	4.72906779978048e-08	1.09040767551472	3.51193213409714e-07	3.51193213409714e-07	0.00232983678496132	0.0999267621756157	0.0401811891176544	0	4.86364884259108e-05	0.000103190241876459	0.00258605636268239	4.86364884259108e-05	4.90867131729364e-08	0.0975969253906544	4.90867131729364e-08	1.47260139518809e-06	0	5.04459686993804e-05
"C12"	2.49737396202463e-06	0.012234049143825	0.000595870269580797	0.0154926270091007	0.617491706866519	0.00432080054593131	7.73698159875678e-05	8.65398610043769e-05	2.16569148269323e-06	0	0.000206001931983581	0.000102881874498066	0.000711895101041542	2.34128808939809e-06	0.011469421072336	0	0.00387049882132497	0.0385932316791574	0.00152925614297813	0.0385932316791574	0.000540100068241414	0.00208554594353279	0.0420340580008582	0.00193657837613759	0.0385932316791574	0.040529810055295	0.000148967567395199	7.02386426819427e-07	1.03859323167916	0.0385932316791574	1.44233101673962e-05	1.56671194648889e-05	3.12171745253079e-07	0	2.57502414979476e-05	0.000617291246988395	0.000618958527900542	2.57502414979476e-05	0.000118649183506924	1.24380929749274e-06	0.000118649183506924	0.00355947550520771	0	0.0464459858558997
"C13"	2.49737396202463e-06	0.012234049143825	0.000595870269580797	0.0154926270091007	0.617491706866519	0.00432080054593131	7.73698159875678e-05	8.65398610043769e-05	2.16569148269323e-06	0	0.000206001931983581	0.000102881874498066	0.000711895101041542	2.34128808939809e-06	0.011469421072336	0	0.00387049882132497	0.0385932316791574	0.00152925614297813	0.0385932316791574	0.000540100068241414	0.00208554594353279	0.0420340580008582	0.00193657837613759	0.0385932316791574	0.040529810055295	0.000148967567395199	7.02386426819427e-07	0.0385932316791574	1.03859323167916	1.44233101673962e-05	1.56671194648889e-05	3.12171745253079e-07	0	2.57502414979476e-05	0.000617291246988395	0.000618958527900542	2.57502414979476e-05	0.000118649183506924	1.24380929749274e-06	0.000118649183506924	0.00355947550520771	0	0.0464459858558997
"C14"	0.0165677282486138	0.00020786829208488	7.76880749108383e-06	0.00020198899476818	0.000230772962678338	0.0150986281686163	0.0132759872646733	0.574110614427552	0.0143673268405948	0	0.0159797884750465	0.000706327650992335	1.20957842376978e-05	0.0155322452330755	0.000194876523829575	0	0.000172648992412115	1.44233101673962e-05	2.598353651061e-05	1.44233101673962e-05	0.00188732852107704	2.71908262187934e-05	7.28862673162686e-05	2.52486243460224e-05	1.44233101673962e-05	3.96719345134186e-05	1.94220187277096e-06	0.00465967356992264	1.44233101673962e-05	1.44233101673962e-05	1.09568510240459	0.103936607684663	0.00207096603107673	0	0.00199747355938081	0.00423796590595401	0.106207898117387	0.00199747355938081	2.01596403961629e-06	0.00825150528007135	2.01596403961629e-06	6.04789211884888e-05	0	0.00207178790894538
"C15"	0.177647577201095	5.64485081312677e-05	2.10968969067985e-06	5.48519319576761e-05	6.26684778595556e-05	0.0041001685557656	0.00360521399172563	0.155904911526995	0.154053758354074	0	0.00433945557844515	0.000191809639413881	3.28471922315566e-06	0.166544603626026	5.29204763730635e-05	0	4.68843898907435e-05	3.91677986622222e-06	7.05606351640846e-06	3.91677986622222e-06	0.0005125210694707	7.38391391737947e-06	1.97929227781413e-05	6.85649149470951e-06	3.91677986622222e-06	1.07732713609317e-05	5.27422422669962e-07	0.0499633810878079	3.91677986622222e-06	3.91677986622222e-06	0.0259841519211658	1.11446097259749	0.0222059471501368	0	0.000542431947305644	0.00115085783648328	0.028841711933805	0.000542431947305644	5.47453203859277e-07	0.0884768206763265	5.47453203859277e-07	1.64235961157783e-05	0	0.000562612678688923
"C16"	0.582029196688506	4.49900936538124e-06	1.68144632881084e-07	4.37176045490818e-06	4.99474792404926e-06	0.000326788029351181	0.000287339595853599	0.0124257961864604	0.0255617773366469	0	0.000345859473250921	1.52874432409569e-05	2.61795803588994e-07	0.0456523718954741	4.21782128004491e-06	0	3.73673842217632e-06	3.12171745253079e-07	5.62376170672654e-07	3.12171745253079e-07	4.08485036688977e-05	5.88506215083794e-07	1.57751812926655e-06	5.46470056863523e-07	3.12171745253079e-07	8.58641802116602e-07	4.2036158220271e-08	0.0803623782353089	3.12171745253079e-07	3.12171745253079e-07	0.00207096603107673	0.0888237886005473	1.07275364958606	0	4.32324341563651e-05	9.17246594457412e-05	0.00229871676682879	4.32324341563651e-05	4.36326339314991e-08	0.0867528225694706	4.36326339314991e-08	1.30897901794497e-06	0	4.48408610661159e-05
"C17"	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0
"C18"	0.000345859473250921	0.000371111669847553	1.38698167566751e-05	0.000360615235673552	0.000412003863967162	0.0269559010461032	0.0107148886029416	0.0119848413562849	0.000299925011959783	0	0.599957626655348	0.0142480347204875	2.15948600988878e-05	0.000324243256172739	0.000347917190482081	0	0.000308233907292579	2.57502414979476e-05	4.63889587309441e-05	2.57502414979476e-05	0.0033694876307629	4.85443586483628e-05	0.000130125398642572	4.5076904459194e-05	2.57502414979476e-05	7.08271459571417e-05	3.46745418916877e-06	9.72729768518215e-05	2.57502414979476e-05	2.57502414979476e-05	0.00199747355938081	0.00216972778922258	4.32324341563652e-05	0	1.07499470333192	0.0854882083229251	0.085719108823533	0.0749947033319184	3.59914334981463e-06	0.000172254229841767	3.59914334981463e-06	0.000107974300494439	0	0.00369880688751095
"C19"	0.00024459909185531	0.00296546067306333	0.000110830241882209	0.00288158628893743	0.0032922199839381	0.215397873346431	0.00757779452150181	0.00847593181190803	0.000212113274968277	0	0.2279685555278	0.191894691565323	0.000172559133992909	0.000229311648614353	0.00278011938099687	0	0.00246302017545358	0.000205763748996132	0.000370682584132916	0.000205763748996132	0.0269247341683038	0.000387905846587731	0.00103979956329519	0.000360198286117179	0.000205763748996132	0.000565962035113311	2.77075604705522e-05	6.87934945843059e-05	0.000205763748996132	0.000205763748996132	0.00141265530198467	0.00153447711531105	3.05748864819138e-05	0	0.028496069440975	1.15136814939194	0.0606223561720145	0.028496069440975	2.87598556654849e-05	0.000121821813326375	2.87598556654849e-05	0.000862795669964547	0	0.029556242105443
