"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"R25"	"R26"	"R27"	"R28"	"R29"	"R30"	"R31"	"R32"	"R33"	"R34"	"R35"	"R36"	"R37"	"R38"	"R39"	"R40"	"R41"	"R42"	"R43"	"R44"	"R45"	"R46"	"R47"	"R48"	"R49"	"R50"	"R51"	"R52"	"R53"	"R54"	"R55"	"R56"	"R57"	"R58"	"R59"	"R60"	"R61"	"R62"	"R63"	"R64"	"R65"	"R66"	"R67"	"R68"	"R69"	"R70"	"R71"	"R72"	"R73"	"R74"	"R75"	"R76"	"R77"	"R78"	"R79"	"R80"	"R81"	"R82"	"R83"	"R84"	"R85"	"R86"	"R87"	"R88"	"C1"	"C2"	"C3"	"C4"
"R1"	1.00415783083893	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00209609187065176	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.0019798351361008	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00310776037275139	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00310776037275139	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.0019798351361008	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.162421234077686	0.170397327584205	0.167936971348539	0.165911133656238
"R2"	0.00415783083893011	1.00415783083893	0.00415783083893011	0.00415783083893011	0.00209609187065176	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.0019798351361008	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00310776037275139	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00310776037275139	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.0019798351361008	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.162421234077686	0.170397327584205	0.167936971348539	0.165911133656238
"R3"	0.00415783083893011	0.00415783083893011	1.00415783083893	0.00415783083893011	0.00209609187065176	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.0019798351361008	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00310776037275139	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00310776037275139	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.0019798351361008	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.162421234077686	0.170397327584205	0.167936971348539	0.165911133656238
"R4"	0.00415783083893011	0.00415783083893011	0.00415783083893011	1.00415783083893	0.00209609187065176	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.0019798351361008	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00310776037275139	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00310776037275139	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.0019798351361008	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.162421234077686	0.170397327584205	0.167936971348539	0.165911133656238
"R5"	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	1.00368669543248	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00218945684636759	0.00419218374130352	0.00218945684636759	0.00419218374130352	0.00218945684636759	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00218945684636759	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00168396853754665	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00193751583679361	0.00218945684636759	0.00419218374130352	0.00419218374130352	0.00168396853754665	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00394024273172954	0.00419218374130352	0.00218945684636759	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00394024273172954	0.00419218374130352	0.00419218374130352	0.00218945684636759	0.00419218374130352	0.00419218374130352	0.00168396853754665	0.00218945684636759	0.00419218374130352	0.00218945684636759	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00168396853754665	0.00218945684636759	0.00419218374130352	0.00419218374130352	0.00193751583679361	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.00419218374130352	0.288392672870774	0.29637846260821	0.0420888516749955	0.0398066795126888
"R6"	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00209609187065176	1.00415783083893	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.0019798351361008	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00310776037275139	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00310776037275139	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.0019798351361008	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.162421234077686	0.170397327584205	0.167936971348539	0.165911133656238
"R7"	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00209609187065176	0.00415783083893011	1.00415783083893	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.0019798351361008	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00310776037275139	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00310776037275139	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.0019798351361008	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.162421234077686	0.170397327584205	0.167936971348539	0.165911133656238
"R8"	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00209609187065176	0.00415783083893011	0.00415783083893011	1.00415783083893	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.0019798351361008	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00310776037275139	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00310776037275139	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.0019798351361008	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.162421234077686	0.170397327584205	0.167936971348539	0.165911133656238
"R9"	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00209609187065176	0.00415783083893011	0.00415783083893011	0.00415783083893011	1.00415783083893	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.0019798351361008	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00310776037275139	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00310776037275139	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.0019798351361008	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.162421234077686	0.170397327584205	0.167936971348539	0.165911133656238
"R10"	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00209609187065176	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	1.00415783083893	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.0019798351361008	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00310776037275139	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00310776037275139	0.00415783083893011	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00302990560227952	0.00415783083893011	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.000968166634001162	0.00302990560227952	0.00415783083893011	0.00415783083893011	0.0019798351361008	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.00415783083893011	0.162421234077686	0.170397327584205	0.167936971348539	0.165911133656238
