"Scardinius_erythrophthalmus"	"Rutilus_rutilus"	"Cyprinus_carpio"	"Esox_lucius"	"Abramis_brama"	"Alburnus_alburnus"	"Carassius_auratus_gibelio"	"Stizostedion_lucioperca"	"Gymnocephalus_cernuus"	"Tinca_tinca"	"Blicca_bjoerkna"	"Perca_fluviatilis"	"Diplostomum_spathaceum"	"Argulus_foliaceus"	"Tylodelphis_clavata"	"Myxobolus_pseudodispar"	"Paradiplozoon_homoion"	"Anodonta_sp."	"Hoferellus_carassii"	"Myxobolus_anurum"	"Myxobolus_bramae"	"Myxobolus_cyprini"	"Myxobolus_dispar"	"Henneguya_oviperda"	"Dactylogyrus_auriculatus"	"Dactylogyrus_crucifer"	"Dactylogyrus_vistulae"	"Dactylogyrus_extensus"	"Tetraonchus_monenteron"	"Diplozoon_paradoxum"	"Diplozoon_scardinii"	"Eudiplozoon_nipponicum"	"Khawia_sp."	"Proteocephalus_cernuae"	"Proteocephalus_percae"	"Proteocephalus_torulosus"	"Echinostomum_sp."	"Posthodiplostomum_cuticola"	"Skrjabillanus_scardinii"	"Skrjabillanus_tincae"	"Skrjabillanus_cyprini"	"Molnaria_intestinalis"	"Skrjabillanida_sp."	"Philometroides_sanguinea"	"Piscicola_geometra"	"Ergasilus_sieboldi"
"Scardinius_erythrophthalmus"	1.21531565280895	0.0272780193100996	0.0134675765438781	0	0.0130148848953444	0.0120683478120466	0.00579309771956079	0.00748208487369052	0.00670632299689749	0.0071257951178005	0.00566900151535752	0.0194125497397116	0.0772413029274772	0.0748208487369053	0.00791928788513221	0.0694659662178851	0.00336568032956078	0.0723706737020916	0.000965516286593466	0	0.00130148848953444	0.000961969753134153	0.000961969753134153	0	0.00130148848953444	0.0019484299507214	0.0019484299507214	0.000961969753134153	0	0.00130148848953444	0.0675175362671637	0.000961969753134153	0.0019484299507214	0.00111772049948291	0.00124701414561509	0.00201139130200778	0.0675175362671637	0.0675175362671637	0.0675175362671637	0.00178144877945013	0.000961969753134153	0.0675175362671637	0.00124701414561509	0.000965516286593465	0	0
"Rutilus_rutilus"	0.0350717391129852	1.19508917326623	0.00829338591292884	0	0.00801461663854467	0.0074317354284687	0.00769749519079385	0.000477413780521721	0.0240269205799127	0.000454679790973068	0.0296058212476815	0.0171703523842903	0.102633269210585	0.00477413780521722	0.0936605872355508	0.0873119423268809	0.0927649676880799	0.00624101804679398	0.00128291586513231	0	0.000801461663854466	0.000592384708066345	0.000592384708066345	0	0.000801461663854468	0.0853635123761595	0.0853635123761595	0.000592384708066345	0	0.000801461663854467	0.0019484299507214	0.000592384708066345	0.0853635123761595	0.00400448676331879	7.95689634202869e-05	0.00123862257141145	0.0019484299507214	0.0019484299507214	0.0019484299507214	0.000113669947743267	0.000592384708066345	0.0019484299507214	7.95689634202869e-05	0.00128291586513231	0	0
"Cyprinus_carpio"	0.0173154555564148	0.00829338591292884	1.23473200622514	0	0.0167578211419446	0.0155390705134396	0.00735661257546019	0.00973636498932333	0.00703587303426345	0.00927272856126033	0.00669718043367119	0.000596834389484307	0.0980881676728025	0.0973636498932335	0.001914238811148	0.0015543544612005	0.00226667981648414	0.00111117835050523	0.00122610209591003	0	0.00167578211419446	0.0881951433017959	0.0881951433017959	0	0.00167578211419446	0.000592384708066345	0.000592384708066345	0.0881951433017959	0	0.00167578211419446	0.000961969753134153	0.0881951433017959	0.000592384708066345	0.00117264550571057	0.00162272749822056	0.00258984508557326	0.000961969753134153	0.000961969753134153	0.000961969753134153	0.00231818214031508	0.0881951433017959	0.000961969753134153	0.00162272749822056	0.00122610209591003	0	0
"Esox_lucius"	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133333333333333	0	0	0	0.133333333333333	0	0	0	0	0.133333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133333333333333	0.133333333333333
"Abramis_brama"	0.02342679281162	0.0112204632939625	0.0234609495987225	0	1.19914293448616	0.0210234483417124	0.00995306407268143	0.0131727291032022	0.00951912234047408	0.012545456288764	0.00906089117496691	0.000807481821067004	0.132707520969086	0.131727291032022	0.00258985250920023	0.00210295015338891	0.0030666844575962	0.00150335894480119	0.00165884401211357	0	0.119914293448616	0.00167578211419446	0.00167578211419446	0	0.119914293448616	0.000801461663854467	0.000801461663854467	0.00167578211419446	0	0.119914293448616	0.00130148848953444	0.00167578211419446	0.000801461663854467	0.00158652039007901	0.0021954548505337	0.00350390805695206	0.00130148848953444	0.00130148848953444	0.00130148848953444	0.00313636407219099	0.00167578211419446	0.00130148848953444	0.0021954548505337	0.00165884401211357	0	0
"Alburnus_alburnus"	0.0362050434361399	0.0173407159997603	0.0362578311980257	0	0.0350390805695206	1.12339987470992	0.0153820081123259	0.0203578540685852	0.0147113708898236	0.0193884324462716	0.0140031954522216	0.00124792645073991	0.205093441497678	0.203578540685852	0.00400249933240035	0.00325001387341922	0.00473942143446685	0.00232337291469276	0.00256366801872098	0	0.00350390805695206	0.00258984508557326	0.00258984508557326	0	0.00350390805695206	0.00123862257141145	0.00123862257141145	0.00258984508557326	0	0.00350390805695206	0.00201139130200777	0.00258984508557326	0.00123862257141145	0.00245189514830393	0.00339297567809753	0.187233312451653	0.00201139130200777	0.00201139130200777	0.00201139130200777	0.0048471081115679	0.00258984508557326	0.00201139130200777	0.00339297567809753	0.00256366801872098	0	0
"Carassius_auratus_gibelio"	0.0173792931586824	0.0179608221118523	0.0171654293427404	0	0.0165884401211357	0.0153820081123259	1.21625173875641	0.000668470167146892	0.0155229327310883	0.000636638254425612	0.0147881009030678	0.000989459674456537	0.216689850085487	0.00668470167146893	0.00411743623892782	0.00224843215172577	0.00497994109089925	0.0012128812052076	0.202708623126069	0	0.00165884401211357	0.00122610209591003	0.00122610209591003	0	0.00165884401211357	0.00128291586513231	0.00128291586513231	0.00122610209591003	0	0.00165884401211357	0.000965516286593465	0.00122610209591003	0.00128291586513231	0.00258715545518138	0.000111411694524482	0.00256366801872097	0.000965516286593464	0.000965516286593464	0.000965516286593464	0.000159159563606403	0.00122610209591003	0.000965516286593464	0.000111411694524482	0.202708623126069	0	0
"Stizostedion_lucioperca"	0.0224462546210716	0.00111396548788402	0.0227181849750878	0	0.0219545485053369	0.0203578540685852	0.000668470167146893	1.2217251693083	0.000659575247717642	0.0206906374364731	0.000615414094375981	0.000383259421357369	0.00891293556195857	0.217251693082968	0.000285313026712569	0.00132658310903537	0.000233422487014282	0.00134282900095443	0.000111411694524482	0	0.00219545485053369	0.00162272749822056	0.00162272749822056	0	0.0021954548505337	7.95689634202869e-05	7.95689634202869e-05	0.00162272749822056	0	0.00219545485053369	0.00124701414561509	0.00162272749822056	7.95689634202868e-05	0.00010992920795294	0.203620861551383	0.00339297567809753	0.00124701414561509	0.00124701414561509	0.00124701414561509	0.00517265935911829	0.00162272749822056	0.00124701414561509	0.203620861551383	0.000111411694524482	0	0
"Gymnocephalus_cernuus"	0.0201189689906924	0.0560628146864631	0.016417037079948	0	0.0158652039007901	0.0147113708898236	0.0155229327310883	0.000659575247717642	1.14201303756782	0.000628166902588231	0.014866025564519	0.0364681997718786	0.20697243641451	0.00659575247717643	0.203457042967592	0.0051222072628017	0.00772099315444855	0.0102347704424526	0.00258715545518138	0	0.00158652039007901	0.00117264550571057	0.00117264550571057	0	0.00158652039007901	0.00400448676331879	0.00400448676331879	0.00117264550571057	0	0.00158652039007901	0.00111772049948291	0.00117264550571057	0.00400448676331879	0.190335506261304	0.00010992920795294	0.00245189514830393	0.00111772049948291	0.00111772049948291	0.00111772049948291	0.000157041725647058	0.00117264550571057	0.00111772049948291	0.00010992920795294	0.00258715545518138	0	0
"Tinca_tinca"	0.0320660780301023	0.00159137926840574	0.0324545499644112	0	0.0313636407219099	0.0290826486694074	0.000954957381638418	0.0310359561547097	0.000942250353882346	1.17241519633782	0.000879162991965687	0.000547513459081956	0.0127327650885122	0.310359561547097	0.000407590038160813	0.00189511872719339	0.000333460695734689	0.00191832714422062	0.000159159563606403	0	0.00313636407219099	0.00231818214031508	0.00231818214031508	0	0.00313636407219099	0.000113669947743267	0.000113669947743267	0.00231818214031508	0	0.00313636407219099	0.00178144877945012	0.00231818214031508	0.000113669947743267	0.000157041725647058	0.00517265935911829	0.0048471081115679	0.00178144877945012	0.00178144877945012	0.00178144877945012	0.293103799084455	0.00231818214031508	0.00178144877945012	0.00517265935911829	0.000159159563606403	0	0
