"Phoenicophorium_borsigianum"	"Nephrosperma_vanhoutteanum"	"Dillenia_ferruginea"	"Erythroxylum_sechellarum"	"Psychotria_pervillei"	"Paragenipa_wrightii"	"Northea_hornei"	"Lasioglossum_mahense"	"Apis_mellifera"	"Unidentified_sp6_M_PL_096"	"Forcipomyia_sp1_M_PL_096"	"Unidentified_sp4_M_PL_096"	"Unidentified_sp5_M_PL_096"	"Rhiparida_seychellensis"	"Scaptodrosophila_sp1_M_PL_096"	"Lygistorrhina_sp1_M_PL_096"	"Nectarinia_dussumieri"	"Neophyllomyza_approximatonervis"	"Unidentified_sp7_M_PL_096"	"Phelsuma_sp1_M_PL_096"	"Hemipyrellia_germana"	"Cratopus_aurostriatus"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_096"	"Unidentified_sp2_M_PL_096"	"Unidentified_sp3_M_PL_096"
"Phoenicophorium_borsigianum"	1.23728045455612	0.0135992446345516	0.0251378581263308	0.0234924319613536	0.0194156508895553	0.0130920399113416	0.00131565325408379	0.050005258302979	0.0500052583029791	0.0386650142048787	0.0386650142048786	0.0475783019417846	0.0386650142048787	0.0407598357154062	0.0386650142048787	0.0416015682000478	0.00485069118524292	0.0410919705660731	0.0386650142048787	0.0020288188928399	0.0386650142048787	0.0386650142048787	0.00209482151052757	0.0386650142048787	0.0386650142048786	0.0386650142048786
"Nephrosperma_vanhoutteanum"	0.0543969785382064	1.07744316271259	0.0476580702232662	0.0431057006024508	0.0303654651685351	0.0413336710637945	0.0390302850244869	0.156424647669004	0.156424647669004	0.00169990557931895	0.00169990557931895	0.152628964522937	0.00169990557931895	0.0056714114312578	0.00169990557931895	0.00708811815462529	0.0175247602541275	0.00549558872538584	0.00169990557931895	0.144437966595196	0.00169990557931895	0.00169990557931895	0.00397150585193885	0.00169990557931895	0.00169990557931895	0.00169990557931895
"Dillenia_ferruginea"	0.0670342883368821	0.0317720468155108	1.11701083011781	0.0310674732721798	0.0375756094724164	0.0295729093547923	0.0193001759637416	0.11265976677449	0.112659766774491	0.00209482151052757	0.00209482151052756	0.107962815590438	0.00209482151052757	0.0951790573536784	0.00209482151052757	0.00597825566955003	0.102606231018138	0.00679177269457962	0.00209482151052757	0.00879654984287425	0.00209482151052757	0.00209482151052757	0.0930842358431508	0.00209482151052757	0.00209482151052757	0.00209482151052757
"Erythroxylum_sechellarum"	0.0939697278454144	0.0431057006024508	0.0466012099082697	1.07593409046477	0.0292394197587209	0.0415770116389518	0.0029061731147576	0.157284391447259	0.15728439144726	0.0029365539951692	0.0029365539951692	0.153629463977419	0.0029365539951692	0.00681998815419167	0.0029365539951692	0.137428315303265	0.00826490490755198	0.00659148146500932	0.0029365539951692	0.00611475585399575	0.0029365539951692	0.0029365539951692	0.00388343415902247	0.0029365539951692	0.0029365539951692	0.0029365539951692
"Psychotria_pervillei"	0.077662603558221	0.0303654651685351	0.0563634142086245	0.0292394197587209	1.08482195254137	0.0277189488009623	0.0271615292968975	0.154797087028985	0.154797087028985	0.00242695636119441	0.00242695636119441	0.0191943429613138	0.00242695636119441	0.00712390754524645	0.00242695636119441	0.00608188383103452	0.147090077575948	0.138029700428866	0.00242695636119441	0.0105860654702912	0.00242695636119441	0.00242695636119441	0.00469695118405204	0.00242695636119441	0.00242695636119441	0.00242695636119441
"Paragenipa_wrightii"	0.0698242128604887	0.0551115614183926	0.0591458187095845	0.0554360155186025	0.036958598401283	1.05315813837067	0.00369898805430841	0.201075453190086	0.201075453190086	0.00218200665189027	0.00218200665189027	0.196455628389926	0.00218200665189027	0.00711082487768898	0.00218200665189027	0.00911150859171557	0.0104733900395362	0.00680183145205065	0.00218200665189027	0.00781369219087618	0.00218200665189027	0.00218200665189027	0.00492881822579871	0.00218200665189027	0.00218200665189027	0.00218200665189027
"Northea_hornei"	0.0105252260326704	0.0780605700489738	0.0579005278912248	0.0058123462295152	0.0543230585937949	0.00554848208146261	1.12116312245569	0.0233532011770689	0.0233532011770689	0.000328913313520949	0.000328913313520949	0.0165628188528446	0.000328913313520949	0.00515395730445635	0.000328913313520949	0.00105545659221035	0.291906206929083	0.00711929563774532	0.000328913313520949	0.290048351870045	0.000328913313520949	0.000328913313520949	0.0048250439909354	0.000328913313520949	0.000328913313520949	0.000328913313520949
"Lasioglossum_mahense"	0.133347355474611	0.104283098446003	0.11265976677449	0.10485626096484	0.103198058019324	0.100537726595043	0.00778440039235631	1.06935388370107	0.0693538837010671	0.00416710485858159	0.00416710485858158	0.0564541264486516	0.00416710485858159	0.0135554187564558	0.00416710485858159	0.0172741374791865	0.0242341712483787	0.017066862110997	0.00416710485858159	0.0149814874038394	0.00416710485858159	0.00416710485858159	0.00938831389787421	0.00416710485858159	0.00416710485858159	0.00416710485858159
"Apis_mellifera"	0.133347355474611	0.104283098446003	0.11265976677449	0.10485626096484	0.103198058019323	0.100537726595043	0.00778440039235631	0.069353883701067	1.06935388370107	0.00416710485858159	0.00416710485858158	0.0564541264486516	0.00416710485858159	0.0135554187564558	0.00416710485858159	0.0172741374791865	0.0242341712483787	0.017066862110997	0.00416710485858159	0.0149814874038394	0.00416710485858159	0.00416710485858159	0.0093883138978742	0.00416710485858159	0.00416710485858158	0.00416710485858159
"Unidentified_sp6_M_PL_096"	0.618640227278058	0.0067996223172758	0.0125689290631654	0.0117462159806768	0.00970782544477763	0.00654601995567082	0.000657826627041898	0.0250026291514895	0.0250026291514895	1.01933250710244	0.0193325071024393	0.0237891509708923	0.0193325071024393	0.0203799178577031	0.0193325071024393	0.0208007841000239	0.00242534559262146	0.0205459852830365	0.0193325071024393	0.00101440944641995	0.0193325071024393	0.0193325071024393	0.00104741075526378	0.0193325071024393	0.0193325071024393	0.0193325071024393
