"Sorex_araneus"	"Apodemus_uralensis"	"Clethrionomys_glareolus"	"Microtus_agrestis"	"Clethrionomys_rutilus"	"Microtus_arvalis"	"Sorex_caecutiens"	"Arvicola_terrestris"	"Sicista_betulina"	"Hystrichopsylla_talpae"	"Amalaraeus_penicilliger"	"Rhadinopsylla_integella"	"Megabothris_walkeri"	"Amphipsylla_sibirica"	"Corrodopsylla_birulai"	"Ctenophthalmus_assimilis"	"Ceratophyllus_sciurorum"
"Sorex_araneus"	1.06038034784907	0.0394974127227369	0.025728939896393	0.0640645240483101	0.0538480848765981	0.0384081490328486	0.0133732604028939	0.0245671113255731	0.0134655031789058	0.12303674608086	0.122597270060544	0.120038589213655	0.0226585138514892	0.0179596671161225	0.12387940411694	0.125609640070499	0.0108868361565575
"Apodemus_uralensis"	0.0493717659034212	1.05850732622881	0.0302724325795925	0.0635599237746159	0.050896232013816	0.0327942296030689	0.015874986013944	0.00505259754581013	0.0270038396702589	0.0178400463647651	0.151964301129599	0.146031939592091	0.151902069165058	0.0152965210743993	0.149311362552397	0.0208672896227243	0.0134531371656333
"Clethrionomys_glareolus"	0.025728939896393	0.024217946063674	1.05890295070407	0.0484813557710582	0.0378665770984662	0.0393284074755797	0.0381873917769844	0.0242634097073842	0.0363563548397187	0.0171681384302805	0.127377344071104	0.0122186393227844	0.125528273624397	0.122917264059655	0.0161514800703424	0.123058433500688	0.122247093587416
"Microtus_agrestis"	0.0457603743202215	0.0363199564426377	0.0346295398364701	1.06282807973244	0.0549521501075426	0.0362398408943574	0.0186624842310425	0.0265081232898024	0.0174327844788191	0.0931136793215135	0.0945111554987691	0.0896116692391071	0.0950280339599709	0.0914870258222097	0.0932356533285428	0.0965766333051605	0.013102816191393
"Clethrionomys_rutilus"	0.0448734040638317	0.033930821342544	0.0315554809153885	0.064110841792133	1.06238382200045	0.0407350398163927	0.0135182246066767	0.030180020449589	0.0120456783463282	0.106702178805287	0.0207242375002027	0.101840024083201	0.106589348807717	0.103549919943249	0.10591352806484	0.109857726896825	0.0114897025653456
"Microtus_arvalis"	0.0384081490328486	0.0262353836824551	0.0393284074755797	0.0507357772521003	0.0488820477796712	1.05983702872965	0.0184175914278871	0.0245003935696452	0.0269885543834944	0.121605404775599	0.022244753669149	0.0148177259346668	0.125391547049154	0.0187833263182217	0.120801428807632	0.125538245523157	0.117484234589087
"Sorex_caecutiens"	0.0222887673381566	0.021166648018592	0.0636456529616407	0.0435457965390992	0.0270364492133533	0.0306959857131452	1.05986920210122	0.0223791485205072	0.042705682927617	0.0143917848648346	0.198112167908951	0.0102381592090929	0.0245610601640253	0.192102741872739	0.0133077577804074	0.0207563501609986	0.193196644705618
"Arvicola_terrestris"	0.0409451855426219	0.00673679672774684	0.0404390161789736	0.0618522876762055	0.0603600408991781	0.040833989282742	0.0223791485205072	1.05511549094846	0.00467137755689946	0.193478523263845	0.0179069613243294	0.0143846421017958	0.0191959870198551	0.193074365485957	0.01846804103007	0.197522424881742	0.0126357215590727
"Sicista_betulina"	0.0224425052981763	0.0360051195603452	0.0605939247328645	0.0406764971172446	0.0240913566926563	0.0449809239724907	0.042705682927617	0.00467137755689946	1.05716594547504	0.0124339829907412	0.19902168509506	0.0116579676123853	0.196165526198943	0.0188686463582304	0.0161560600096344	0.0184933754640276	0.193869422937645
"Hystrichopsylla_talpae"	0.12303674608086	0.0142720370918121	0.0171681384302805	0.130359151050119	0.128042614566344	0.121605404775599	0.00863507091890075	0.116087113958307	0.0074603897944447	1.06379365322471	0.0277984378052994	0.0340692650572425	0.0368863430688186	0.042485430468576	0.0462298055348024	0.0655104670677384	0.0165599311061455
