"Nephrosperma_vanhoutteanum"	"Deckenia_nobilis"	"Diospyros_seychellarum"	"Phoenicophorium_borsigianum"	"Premna_serratifolia"	"Canthium_bibracteatum"	"Psychotria_pervillei"	"Syzygium_wrightii"	"Dillenia_ferruginea"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Apis_mellifera"	"Lasioglossum_mahense"	"Megachile_seychellensis"	"Rhiparida_seychellensis"	"Unidentified_sp2_M_PL_089"	"Hemipyrellia_germana"	"Rhynchium_brunneum"	"Unidentified_sp4_M_PL_089"	"Nectarinia_dussumieri"	"Ceratina_tabescens"	"Lygistorrhina_sp1_M_PL_089"	"Unidentified_sp5_M_PL_089"	"Dichaetomyia_fasciculifera"	"Neophyllomyza_approximatonervis"	"Mabuya_sechellensis"	"Phelsuma_sp1_M_PL_089"	"Chalcidoma_disjunctum"	"Cratopus_aurostriatus"	"Eagris_sabadius"	"Ornidia_obesa"	"Polistes_olivaceus"	"Unidentified_sp1_M_PL_089"	"Unidentified_sp3_M_PL_089"	"Unidentified_sp6_M_PL_089"
"Nephrosperma_vanhoutteanum"	1.15390232436453	0.0112089803791928	0.0256505130930621	0.0381754645974556	0.0343861200475047	0.0171428221541782	0.0110626408139295	0.00578985255767893	0.0143994423281401	0.0173782614500734	0.00423691154759181	0.0815605472911423	0.0768360712983457	0.0743711844623494	0.0711974851870601	0.0641056846869181	0.0107099271612715	0.00543056131326493	0.0668325035867364	0.0018653178148811	0.00171428221541782	0.0641056846869181	0.00112089803791928	0.0044646450448256	0.0669711946908768	0.000482487713139911	0.000482487713139911	0.00105922788689795	0.00272681889981826	0.000482487713139911	0.00179993029101751	0.00112089803791928	0.00173782614500734	0.0641056846869181	0.00138283010174119
"Deckenia_nobilis"	0.020176164682547	1.13937201355825	0.0178602561301738	0.0291546572681804	0.028239902458677	0.0277226409931557	0.00809043481852758	0.0195510692112843	0.01851739164871	0.0177654358537442	0.00688336671007943	0.132504809169029	0.125828733415498	0.0108203608928323	0.00730407312618115	0.00112089803791928	0.125089195902882	0.00413935081790713	0.00320337355707502	0.00264056011992297	0.00277226409931557	0.00112089803791928	0.113937201355825	0.00385901910453015	0.00347422324280902	0.00162925576760703	0.00162925576760702	0.00172084167751986	0.00208247551915574	0.00162925576760703	0.00231467395608876	0.113937201355825	0.00177654358537441	0.00112089803791928	0.00101130435231595
"Diospyros_seychellarum"	0.0461709235675117	0.0178602561301738	1.06710833514626	0.0341708741527698	0.0558625832822043	0.027595794146803	0.0179849377355527	0.00913402079251959	0.023001523507	0.0276249033860345	0.00681918148650756	0.13126924361527	0.123679972188948	0.121701287067677	0.114591851987505	0.00256505130930621	0.0152779558641642	0.111366048788143	0.00500582803450405	0.00300928561632072	0.0027595794146803	0.00256505130930621	0.00178602561301738	0.0052032670638013	0.00722026658282323	0.000761168399376632	0.000761168399376632	0.00170479537162689	0.00244077672519784	0.000761168399376632	0.00287519043837501	0.00178602561301738	0.00276249033860345	0.0025650513093062	0.00224811721694409
"Phoenicophorium_borsigianum"	0.0490827401967287	0.0208247551915574	0.0244077672519784	1.11056564227914	0.0220709350343338	0.0209046461420869	0.00659644040493042	0.0143237527831875	0.0245048922279617	0.0348375007493492	0.00521426107208104	0.10037452563756	0.0939896477251626	0.0134056099509705	0.087556824459164	0.00272681889981826	0.0895950596189724	0.00428002131139233	0.082052936205471	0.00201820111588193	0.00209046461420869	0.00272681889981826	0.00208247551915574	0.0828098673805876	0.00456606348601274	0.00119364606526563	0.00119364606526563	0.00130356526802026	0.0793261173056527	0.00119364606526563	0.00306311152849522	0.00208247551915574	0.00348375007493492	0.00272681889981826	0.000824555050616303
"Premna_serratifolia"	0.0515791800712571	0.0235332520488975	0.0465521527351703	0.0257494242067228	1.0766481206105	0.0314816851919629	0.0157142678277465	0.0164265025185655	0.0159564976429738	0.0237823506760258	0.00590989980350639	0.113765571217498	0.106960375372901	0.104732089060285	0.011354532069042	0.00286551000395873	0.100424852443075	0.0943758919910591	0.00470475459015321	0.00333315868834878	0.0031481685191963	0.00286551000395873	0.00235332520488975	0.00421747965379706	0.0925861867215008	0.00136887520988046	0.00136887520988046	0.0014774749508766	0.00183924458619448	0.00136887520988046	0.00199456220537172	0.00235332520488975	0.00237823506760258	0.00286551000395872	0.00196428347846832
"Canthium_bibracteatum"	0.0308570798775207	0.0277226409931557	0.027595794146803	0.0292665045989216	0.0377780222303555	1.08956365532972	0.0182581247770226	0.0194919800658899	0.0183315243616224	0.0276048675331863	0.0068631394191367	0.132115433818382	0.124201611149109	0.121621148032713	0.00885576678950961	0.00171428221541782	0.120883034983053	0.00590774793387659	0.0038047468296265	0.00390659726928531	0.108956365532972	0.00171428221541782	0.00277226409931557	0.00485095136752732	0.00486245073461411	0.00162433167215749	0.00162433167215749	0.00171578485478418	0.00209046461420869	0.00162433167215749	0.00229144054520281	0.00277226409931557	0.00276048675331863	0.00171428221541782	0.00228226559712782
"Psychotria_pervillei"	0.0248909418313413	0.0101130435231595	0.0224811721694409	0.0115437707086282	0.0235714017416198	0.0228226559712782	1.12653934476178	0.050869083963339	0.00954929806937942	0.0226249353294542	0.00832768526391223	0.16030794133031	0.0119758493301591	0.150957408022449	0.00564916462797401	0.00138283010174119	0.0115151610674791	0.00421240069541241	0.00220738515235749	0.145056508425501	0.00228226559712782	0.00138283010174118	0.00101130435231595	0.00308704858356172	0.0033471135802095	0.00423909033027825	0.00423909033027825	0.00208192131597806	0.000824555050616302	0.00423909033027825	0.00119366225867243	0.00101130435231595	0.00226249353294542	0.00138283010174118	0.140817418095223
"Syzygium_wrightii"	0.00868477883651839	0.0162925576760703	0.00761168399376632	0.0167110449137188	0.0164265025185655	0.0162433167215749	0.033912722642226	1.1884871116639	0.0156322329338587	0.0073823439956261	0.00594903743750835	0.114518970672036	0.00779799922698976	0.00921418772439535	0.00439133129451451	0.000482487713139911	0.106810730470301	0.00213004360925709	0.00167613377840554	0.103279682968937	0.00162433167215749	0.000482487713139911	0.00162925576760702	0.00193188046482824	0.00185136292302037	0.0990405926386583	0.0990405926386583	0.00148725935937709	0.00119364606526563	0.0990405926386583	0.00195402911673234	0.00162925576760703	0.00073823439956261	0.000482487713139911	0.00423909033027825
"Dillenia_ferruginea"	0.0323987452383151	0.0231467395608876	0.0287519043837501	0.042883561398933	0.0239347464644606	0.022914405452028	0.00954929806937942	0.0234483494007881	1.1071974637712	0.0108464915689473	0.00826162802464476	0.159036339474412	0.0154235581214457	0.0112394348955342	0.146137915229288	0.00179993029101751	0.150017500323291	0.00486975264374673	0.00486304181951272	0.00314769137540477	0.00229144054520281	0.00179993029101751	0.00231467395608876	0.00414776068538994	0.00379449249638923	0.00195402911673234	0.00195402911673234	0.00206540700616119	0.00306311152849522	0.00195402911673234	0.1383996829714	0.00231467395608876	0.00108464915689473	0.00179993029101751	0.00119366225867243
"Erythroxylum_sechellarum"	0.0312808706101321	0.0177654358537442	0.0276249033860345	0.0487725010490889	0.028538820811231	0.0276048675331863	0.0180999482635634	0.00885881279475132	0.00867719325515782	1.10927250820409	0.00683747157235018	0.131621327767741	0.125826582785251	0.122828782657887	0.00906871571544044	0.00173782614500734	0.0122218990376879	0.00514072540620603	0.00522157621994226	0.00300072793250803	0.00276048675331863	0.00173782614500734	0.00177654358537441	0.114411000895344	0.00411606121260992	0.00073823439956261	0.00073823439956261	0.00170936789308755	0.00348375007493492	0.00073823439956261	0.00108464915689473	0.00177654358537442	0.110927250820409	0.00173782614500734	0.00226249353294542
