"Dipterocarpus_pachyphyllus"	"Dipterocarpus_geniculatus"	"Dipterocarpus_crinitus"	"Dipterocarpus_globosus"	"Dipterocarpus_palembanicus"	"Dipterocarpus_tempehes"	"Dryobalanops_aromatica"	"Dryobalanops_lanceolata"	"Shorea_smithiana"	"Shorea_macrophylla"	"Shorea_xantophylla"	"Shorea_laxa"	"Shorea_argentifolia"	"Sternuchopsis_hoplomachus"	"Araecerus_corporaali"	"Phloebius_sp._1"	"Ctenomerus_sp._2"	"Manoja_sp._1"	"Meregallia_dipterocarpi"	"Meregallia_sp._1"	"Nanophyes_shoreae"	"Nanophyes_sp._2"	"Apionidae_Gn._sp._1"	"Involvulus_sp._3"	"Imathia_sp._1"	"Ochyromera_sp._2"	"Idotasia_sp._1"	"Sternuchopsis_curranae"	"Sternuchopsis_dipterocarpi"	"Sternuchopsis_shoreaphilus"	"Niphades_sp._1"	"Orchestes_sp._1"	"Orchestes_sp._2"	"Orchestes_sp._4"	"Coccotrypes_advena"	"Coccotrypes_cardamoni"	"Coccotrypes_gedeanus"	"Coccotrypes_papuanus"	"Dryocoetiops_malaccensis"	"Xyleborinus_exiguus"	"Xyleborinus_similis"	"Andrioplecta_shoreae"	"Andrioplecta_subpulverula"	"Andrioplecta_sp._A"	"Andrioplecta_sp._B"	"Lamoria_adaptella"	"Cosmopterigidae_sp._A"	"Assara_albicostalis"	"Sesiidae_Gn._Sp._A"	"Imma_homocrossa"
"Dipterocarpus_pachyphyllus"	1.13377838153893	0.0310803360686929	0.000520677737379293	0.0115198341954953	0.0299695097551405	0.020660939120084	0.00906613297684799	0.0124614509720351	0.0437870923032841	0.0259980566093765	0.00100614647452098	0.00356259401401878	0.00992218156753086	0.00223414759922966	0.0420269250656643	0.000939133596367452	0.0369943991482087	0.00129990283046882	0.0012950140028622	0.00243760908412447	0.00156382472511729	0.00129990283046882	0.00149847548775702	0.0354305744230915	0.0396689320157542	0.0012950140028622	0.0390059584061877	0.04364177667173	0.0032175216530391	0.000890648503504695	0.0392285467474384	0.00156382472511729	0.00181536134374753	0.00331383683150455	0.0434794510151521	0.00306230021287431	0.0454910102731311	0.00367412687366657	0.0354305744230915	0.000939133596367452	0.0369943991482088	0.0412430129094616	0.000939133596367452	0.0399479989065994	0.0012950140028622	0.0354305744230915	0.0382240639137107	0.00312406642427576	0.00129990283046882	0.0354305744230915
"Dipterocarpus_geniculatus"	0.0414404480915906	1.1271577489797	0.00034363724166154	0.016896887586496	0.0240168331568083	0.0474224603722326	0.0116611270425122	0.00828134583144751	0.0244614195534519	0.0203276540445895	0.00062974827443961	0.0045783394773116	0.00611568368109625	0.0491204725880433	0.0535063330778844	0.00215556638055603	0.0021686361297712	0.00101638270222948	0.0469649062074873	0.00335640803839644	0.000873622126908996	0.00101638270222948	0.00120084165784041	0.0012950140028622	0.00562434931124409	0.0469649062074873	0.00387607996594387	0.0560846585970671	0.00189290274042504	0.0011445848693279	0.0512891087178146	0.000873622126908995	0.0010310591955189	0.00223190085335931	0.0563611235421081	0.00207446378474941	0.0580685673782808	0.0512325835363554	0.00129501400286221	0.00215556638055603	0.0021686361297712	0.051169205653004	0.00215556638055603	0.00420429944551672	0.0469649062074873	0.0012950140028622	0.0494607618681899	0.00206182344996924	0.00101638270222948	0.0012950140028622
"Dipterocarpus_crinitus"	0.00833084379806869	0.00412364689993848	1.09255988771201	0.0019751418962186	0.00420554173634669	0.00304706172187188	0.00121254915036461	0.00058590110410332	0.106643746250768	0.105413543856492	0.00181061211998542	9.00565909129475e-05	0.00333480049625007	0.000310321426370401	0.00986031979794372	0.000138502805539631	0.00406904409193136	0.00527067719282462	0.00017181862083077	0.000348779892356966	0.00380870522324172	0.00527067719282462	0.000210277086817335	0.000260338868689647	0.00598818588535893	0.00017181862083077	0.000568266139524201	0.00110319323868361	0.00436450530595006	2.25141477282369e-05	0.00437936551830176	0.00380870522324172	0.00426135825323807	0.00447163534005541	0.0100990269732145	0.00401898231005905	0.00659824902080732	0.000557214163397726	0.000260338868689647	0.000138502805539631	0.00406904409193136	0.0100673399882951	0.000138502805539631	0.00989552136746433	0.00017181862083077	0.000260338868689647	0.000642434576337751	0.555359326272072	0.00527067719282462	0.000260338868689647
"Dipterocarpus_globosus"	0.0460793367819811	0.0506906627594878	0.00049378547405465	1.05953127317354	0.0326107917647465	0.0504274079008314	0.0204459061847297	0.0109467995647599	0.0166138701965746	0.042449352005601	0.000579334112704862	0.0010589085283737	0.00140590488594816	0.00440426585289524	0.01019060482287	0.00229215490458325	0.00203333178145743	0.00212246760028005	0.00211211094831199	0.00392269449282057	0.000593352507020523	0.00212246760028005	0.00163053958823733	0.00143997927443691	0.137634395609647	0.00211211094831199	0.00489498545680088	0.0129716294725778	0.000827669988011883	0.000264727132093425	0.00643759763435267	0.000593352507020523	0.000738186035196738	0.00236872562343407	0.144409125412113	0.00222389209525785	0.147270779087457	0.136845674999588	0.00143997927443691	0.00229215490458325	0.00203333178145743	0.00650222781104084	0.00229215490458325	0.00439011686272884	0.00211211094831199	0.00143997927443691	0.00518262981098623	0.0029627128443279	0.00212246760028005	0.00143997927443691
"Dipterocarpus_palembanicus"	0.0479512156082247	0.0288201997881699	0.000420554173634669	0.0130443167058986	1.10709560962458	0.0333065667537924	0.00957092007989444	0.0188741744442786	0.0361175095402284	0.0204627379996505	0.0108985224406976	0.00535907346388616	0.00141193271039383	0.00271477651028552	0.0618810804342624	0.00151393485244511	0.00278838654276518	0.00102313689998253	0.00120084165784041	0.0568687153336743	0.00128991105500816	0.00102313689998252	0.0553547804812292	0.00149847548775702	0.0595069324572061	0.00120084165784041	0.0599989517096993	0.0656486499326054	0.00152523317340713	0.00133976836597154	0.0055031630530507	0.00128991105500816	0.00401454166518255	0.0593693221464117	0.00975199288791963	0.0566446915362373	0.0669625580548538	0.00434531609852285	0.00149847548775702	0.00151393485244511	0.00278838654276518	0.00524768721898709	0.00151393485244511	0.00404684556114668	0.00120084165784041	0.00149847548775702	0.0580540976268266	0.00252332504180802	0.00102313689998253	0.00149847548775702
"Dipterocarpus_tempehes"	0.0300522750837585	0.0517335931333447	0.000277005611079262	0.018337239236666	0.0302786970489022	1.13816767928583	0.0126508976135998	0.00896933606546388	0.0201361910687053	0.016087623598215	0.000616150521861968	0.00499557513518374	0.00103106993072054	0.0538904608935484	0.0578670602032969	0.0517348945129924	0.00165828327739264	0.000804381179910752	0.00215556638055603	0.0532488293654375	0.000719149681025188	0.000804381179910752	0.00151393485244511	0.000939133596367453	0.00554960453330656	0.00215556638055603	0.00394795779305654	0.0611957954060008	0.000890994669478611	0.00124889378379594	0.0555487441709411	0.000719149681025187	0.000873187311490679	0.00238712216393579	0.060753763191035	0.0022330845334703	0.063043437706699	0.0561826157981317	0.000939133596367453	0.0517348945129924	0.00165828327739264	0.00479007582631284	0.0517348945129924	0.00263450944575682	0.00215556638055603	0.000939133596367453	0.00460863482936859	0.00166203366647557	0.000804381179910752	0.000939133596367453
"Dryobalanops_aromatica"	0.0483527092098559	0.0466445081700488	0.000404183050121536	0.0272612082463063	0.0319030669329815	0.0463866245831993	1.03847782688565	0.0265712324592188	0.0194305490774815	0.0305811718865964	0.000619539311627094	0.0153888630146906	0.00131185050555699	0.004052004109352	0.00938118639447752	0.00210848293559997	0.00220497034414662	0.00152905859432982	0.00194352117375203	0.00370363628224904	0.000693948181338624	0.00152905859432982	0.00159515334664907	0.001511022162808	0.00804288513457518	0.00194352117375203	0.0075347142526602	0.18851357192996	0.000912589932264788	0.00384721575367265	0.00625697445349863	0.000693948181338624	0.000848833009245397	0.00244398635589447	0.184273321892891	0.0022891015279877	0.189603065801405	0.00745965514014029	0.001511022162808	0.00210848293559997	0.00220497034414662	0.00589619186315464	0.00210848293559997	0.00395267068940261	0.00194352117375203	0.001511022162808	0.0050496966832091	0.00242509830072921	0.00152905859432982	0.001511022162808
"Dryobalanops_lanceolata"	0.0664610718508537	0.03312538332579	0.00019530036803444	0.0145957327530131	0.0629139148142621	0.0328875655733676	0.0265712324592188	1.05589499888377	0.00638081464308604	0.016925315738727	0.000691239317924798	0.0157090630368918	0.000981700568396012	0.00287511364948523	0.00917186990972693	0.00149488934424398	0.00230479473259225	0.000846265786936347	0.00138022430524125	0.00464058508495708	0.000227886237253073	0.000846265786936347	0.00314569574071311	0.00207690849533918	0.00789333661711527	0.00138022430524125	0.181205104050014	0.192436022201925	0.000391502998652408	0.00392726575922296	0.00517990838207748	0.000227886237253073	0.000400696066734272	0.00354639180744738	0.0122791795063436	0.00337358197796618	0.191179488823765	0.00469958024361188	0.00207690849533918	0.00149488934424398	0.00230479473259225	0.00469490158616918	0.00149488934424398	0.00331467728092793	0.00138022430524125	0.00207690849533918	0.00660282854129353	0.00117180220820664	0.000846265786936347	0.00207690849533918
"Shorea_smithiana"	0.0500423912037532	0.0209669310458159	0.00761741044648343	0.00474682005616418	0.0257982211001631	0.0158212929825541	0.00416368908803175	0.00136731742351844	1.13291073225321	0.0286931975037442	0.0190590986058023	0.00044736183388761	0.0216988697902083	0.00159277180793418	0.0463422650437185	0.000719149681025188	0.0420249223055889	0.00143465987518721	0.000873622126908996	0.00200906073603334	0.0404610975804717	0.00143465987518721	0.00128991105500816	0.00156382472511729	0.00488174816233318	0.000873622126908996	0.00308162201737852	0.00548018246512323	0.0440775758788397	0.000111840458471903	0.0436176941135232	0.0404610975804717	0.0452258722319222	0.0465157832869304	0.0463396546770695	0.0417510086354798	0.00739635438885906	0.00218612431495471	0.00156382472511729	0.000719149681025188	0.0420249223055889	0.0479496826060532	0.000719149681025187	0.0470760604791442	0.000873622126908996	0.00156382472511729	0.00372735790703444	0.0457044626789006	0.00143465987518721	0.00156382472511729
"Shorea_macrophylla"	0.0415968905750024	0.0243931848535074	0.0105413543856492	0.0169797408022404	0.0204627379996505	0.0176963859580366	0.00917435156597894	0.00507759472161809	0.0401704765052419	1.13085578491767	0.000857634714037312	0.000543260666154812	0.0149839356685425	0.00182076388214023	0.0621212527336625	0.000804381179910752	0.00273456270565603	0.0565427892458837	0.00101638270222948	0.00182751807989328	0.00143465987518721	0.0565427892458837	0.00102313689998253	0.00129990283046882	0.0609882965766151	0.00101638270222948	0.0031693055173877	0.00665494316039645	0.00393198248661095	0.000135815166538703	0.00455532658779626	0.00143465987518721	0.00164906855369654	0.00267220545367906	0.0647496420282898	0.00245779677516974	0.0651843848400215	0.00394323148242028	0.00129990283046882	0.000804381179910752	0.00273456270565603	0.0627910572651929	0.000804381179910752	0.0617746745629635	0.00101638270222948	0.00129990283046882	0.00333942243268082	0.0632481263138955	0.0565427892458837	0.00129990283046882
"Shorea_xantophylla"	0.0080491717961678	0.00377848964663766	0.000905306059992709	0.00115866822540972	0.054492612203488	0.00338882787024082	0.000929308967440642	0.0010368589768872	0.133413690240616	0.00428817357018656	1.11900215204443	0.000301278048772334	0.00258879568306579	0.000311474699075394	0.00826682525783994	0.000154037630465492	0.00501631127008082	0.000214408678509328	0.000157437068609902	0.00287866824063989	0.00476477465145058	0.000214408678509328	0.0027246306101744	0.000251536618630244	0.00333540943549019	0.000157437068609902	0.00314897705828584	0.00369065609746109	0.00519624059862821	7.53195121930835e-05	0.00532778596915621	0.00476477465145058	0.284515312662558	0.287239943272732	0.00584191300374853	0.00748940526162497	0.00397457879195356	0.00045630822725161	0.000251536618630244	0.000154037630465492	0.00501631127008082	0.00581962296437768	0.000154037630465492	0.00566218589576778	0.000157437068609902	0.000251536618630244	0.00313360429741454	0.00543183635995625	0.000214408678509328	0.000251536618630244
