"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"	"C17"	"C18"	"C19"	"C20"	"C21"	"C22"
"R1"	1.01300413889061	0.0160835744000063	0.0139388596099452	0.00305487949707152	0.0158775426460044	0.0158775426460044	0.0158775426460044	0.0110582254703307	0.0139163148906707	0.0139388596099452	0.0110582254703307	0.0110582254703307	0.0160835744000063	0.0158775426460044	0.0160835744000063	0.0158775426460044	0.0158775426460044	0.0155129145762242	0.0139388596099452	0.0139388596099452	0.0122204632099623	0.0144859468483686	0.014346290746806	0.014346290746806	0.00429041756215136	0.00429041756215136	0.00937092515936109	0.0817283636515472	0.0842383467277072	0.0842383467277072	0.0033648277234556	0.0842383467277073	0.0842383467277072	0.0836828711272544	0.0842383467277072	0.00336482772345561	0.00377306231756677	0.00206031754001897	0.00472296184155562	0.00377306231756677	0.00792831649972787	0.00429041756215136	0.00631923180387737	0.00937092515936109	0.0088535699147765	0.00429041756215136
"R2"	0.00511750094545655	1.02423292701394	0.00846422458763178	0.00541648008144288	0.0216953118234302	0.0216953118234302	0.0216953118234302	0.00434372965814599	0.00856226229787034	0.00846422458763178	0.00434372965814599	0.00434372965814599	0.0242329270139419	0.0216953118234302	0.0242329270139419	0.0216953118234302	0.0216953118234302	0.0199817742376188	0.00846422458763178	0.00846422458763178	0.0103575557803947	0.0128055721913958	0.0106667242458911	0.0106667242458911	0.0284620260395669	0.0284620260395669	0.0321328582852252	0.0324983940670436	0.0331329531414598	0.0331329531414598	0.0274788480114406	0.0331329531414598	0.0331329531414598	0.0326621551514419	0.0331329531414598	0.0274788480114406	0.0280046841755885	0.0253761519051164	0.0287507386012448	0.0280046841755885	0.0308214932142748	0.0284620260395669	0.0301365664962229	0.0321328582852253	0.0316755164212468	0.0284620260395669
"R3"	0.00887018338814697	0.0169284491752636	1.01466725709645	0.00599385204918293	0.0167144768347955	0.0167144768347955	0.0167144768347955	0.00753564454383115	0.0133126701877021	0.0146672570964534	0.00753564454383115	0.00753564454383115	0.0169284491752636	0.0167144768347955	0.0169284491752636	0.0167144768347955	0.0167144768347955	0.0163180677867584	0.0146672570964534	0.0146672570964534	0.0122339387372147	0.0140353192248889	0.0151105657037843	0.0151105657037843	0.00447267908612129	0.00447267908612129	0.0554170469335395	0.0560506314612643	0.0574350549264568	0.0574350549264568	0.00354199484873875	0.0574350549264568	0.0574350549264568	0.056878966802038	0.0574350549264568	0.00354199484873876	0.0039714176852324	0.00213972340468046	0.00520383372748741	0.0039714176852324	0.0537563497661871	0.00447267908612129	0.00679446606056818	0.0554170469335395	0.0549157855326506	0.00447267908612129
"R4"	0.00356402607991677	0.0198604269652906	0.0109887287568354	1.01625241768462	0.019620985113544	0.019620985113544	0.019620985113544	0.00131470727417987	0.0138081727388643	0.0109887287568354	0.00131470727417987	0.00131470727417987	0.0198604269652906	0.019620985113544	0.0198604269652906	0.019620985113544	0.019620985113544	0.0156395727571634	0.0109887287568354	0.0109887287568354	0.0138320774453198	0.00940995651415967	0.0178104408431363	0.0178104408431363	0.00490475547336573	0.00490475547336573	0.0942168165495275	0.0944713898409502	0.0101123651857768	0.0101123651857768	0.00415711789372414	0.0101123651857768	0.0101123651857768	0.0094836343928077	0.0101123651857768	0.00415711789372414	0.00456868559786002	0.00239441851746568	0.090214853278453	0.00456868559786002	0.00827274006743719	0.00490475547336573	0.0918827959909608	0.0942168165495275	0.0938807466740218	0.00490475547336573
"R5"	0.00529251421533481	0.0227284219102602	0.00875520215155955	0.00560599574672685	1.02248743665793	0.0224874366579261	0.0224874366579261	0.00449265370536533	0.00885331647394518	0.00875520215155955	0.00449265370536533	0.00449265370536533	0.0227284219102602	0.0224874366579261	0.0227284219102602	0.0224874366579261	0.0224874366579261	0.0183084578331242	0.00875520215155955	0.00875520215155955	0.00832448916578705	0.0132621274153497	0.011038888541197	0.011038888541197	0.0295271288205165	0.0295271288205165	0.0332161046890512	0.033594141418718	0.0342501385328321	0.0342501385328321	0.0285716798909011	0.0342501385328321	0.0342501385328321	0.03387175266166	0.0342501385328321	0.0285716798909011	0.0290534814128255	0.00240985252334148	0.0298879914755281	0.0290534814128254	0.0319681290295635	0.0295271288205165	0.031150602344713	0.0332161046890513	0.0327424572813602	0.0295271288205165
"R6"	0.00529251421533481	0.0227284219102602	0.00875520215155955	0.00560599574672685	0.0224874366579261	1.02248743665793	0.0224874366579261	0.00449265370536533	0.00885331647394518	0.00875520215155955	0.00449265370536533	0.00449265370536533	0.0227284219102602	0.0224874366579261	0.0227284219102602	0.0224874366579261	0.0224874366579261	0.0183084578331242	0.00875520215155955	0.00875520215155955	0.00832448916578705	0.0132621274153497	0.011038888541197	0.011038888541197	0.0295271288205165	0.0295271288205165	0.0332161046890512	0.033594141418718	0.0342501385328321	0.0342501385328321	0.0285716798909011	0.0342501385328321	0.0342501385328321	0.03387175266166	0.0342501385328321	0.0285716798909011	0.0290534814128255	0.00240985252334148	0.0298879914755281	0.0290534814128254	0.0319681290295635	0.0295271288205165	0.031150602344713	0.0332161046890513	0.0327424572813602	0.0295271288205165
"R7"	0.00529251421533481	0.0227284219102602	0.00875520215155955	0.00560599574672685	0.0224874366579261	0.0224874366579261	1.02248743665793	0.00449265370536533	0.00885331647394518	0.00875520215155955	0.00449265370536533	0.00449265370536533	0.0227284219102602	0.0224874366579261	0.0227284219102602	0.0224874366579261	0.0224874366579261	0.0183084578331242	0.00875520215155955	0.00875520215155955	0.00832448916578705	0.0132621274153497	0.011038888541197	0.011038888541197	0.0295271288205165	0.0295271288205165	0.0332161046890512	0.033594141418718	0.0342501385328321	0.0342501385328321	0.0285716798909011	0.0342501385328321	0.0342501385328321	0.03387175266166	0.0342501385328321	0.0285716798909011	0.0290534814128255	0.00240985252334148	0.0298879914755281	0.0290534814128254	0.0319681290295635	0.0295271288205165	0.031150602344713	0.0332161046890513	0.0327424572813602	0.0295271288205165
"R8"	0.0129012630487191	0.0159270087465353	0.0138153483303571	0.00131470727417987	0.0157242879687786	0.0157242879687786	0.0157242879687786	1.01266200078008	0.0137877614023869	0.0138153483303571	0.0126620007800797	0.0126620007800797	0.0159270087465353	0.0157242879687786	0.0159270087465353	0.0157242879687786	0.0157242879687786	0.0153678110649716	0.0138153483303571	0.0138153483303571	0.0118109042122044	0.0143612992234426	0.0142077186967417	0.0142077186967417	0.00424957889157069	0.00424957889157069	0.0091274964936611	0.0100490152828553	0.0964382898716936	0.0964382898716936	0.00333225926721916	0.0964382898716936	0.0964382898716936	0.0959014305893207	0.0964382898716936	0.00333225926721916	0.00373667534787631	0.00202720777756657	0.00453471964494505	0.00373667534787631	0.00785436184439197	0.00424957889157069	0.00610271143535634	0.00912749649366111	0.00861459294996673	0.00424957889157069
"R9"	0.00885583674860864	0.0171245245957407	0.0133126701877021	0.0075317305848351	0.0169017859957135	0.0169017859957135	0.0169017859957135	0.00752059712857466	1.01482791579563	0.0133126701877021	0.00752059712857466	0.00752059712857466	0.0171245245957407	0.0169017859957135	0.0171245245957407	0.0169017859957135	0.0169017859957135	0.0165020991136332	0.0133126701877021	0.0133126701877021	0.0137618582571027	0.0126780178957546	0.0152895565198658	0.0152895565198658	0.00446917419853541	0.00446917419853542	0.0554475042736695	0.0560800640414273	0.057332569108168	0.057332569108168	0.00358212207896737	0.057332569108168	0.057332569108168	0.0567070300964815	0.057332569108168	0.00358212207896737	0.00401638784511561	0.00222738600027159	0.00538588602666766	0.00401638784511561	0.00806577941950589	0.00446917419853542	0.0525742324315766	0.0554475042736695	0.0549947179202497	0.00446917419853542
"R10"	0.00887018338814697	0.0169284491752636	0.0146672570964534	0.00599385204918293	0.0167144768347955	0.0167144768347955	0.0167144768347955	0.00753564454383115	0.0133126701877021	1.01466725709645	0.00753564454383115	0.00753564454383115	0.0169284491752636	0.0167144768347955	0.0169284491752636	0.0167144768347955	0.0167144768347955	0.0163180677867584	0.0146672570964534	0.0146672570964534	0.0122339387372147	0.0140353192248889	0.0151105657037843	0.0151105657037843	0.00447267908612129	0.00447267908612129	0.0554170469335395	0.0560506314612643	0.0574350549264568	0.0574350549264568	0.00354199484873875	0.0574350549264568	0.0574350549264568	0.056878966802038	0.0574350549264568	0.00354199484873876	0.0039714176852324	0.00213972340468046	0.00520383372748741	0.0039714176852324	0.0537563497661871	0.00447267908612129	0.00679446606056818	0.0554170469335395	0.0549157855326506	0.00447267908612129
"R11"	0.0129012630487191	0.0159270087465353	0.0138153483303571	0.00131470727417987	0.0157242879687786	0.0157242879687786	0.0157242879687786	0.0126620007800797	0.0137877614023869	0.0138153483303571	1.01266200078008	0.0126620007800797	0.0159270087465353	0.0157242879687786	0.0159270087465353	0.0157242879687786	0.0157242879687786	0.0153678110649716	0.0138153483303571	0.0138153483303571	0.0118109042122044	0.0143612992234426	0.0142077186967417	0.0142077186967417	0.00424957889157069	0.00424957889157069	0.0091274964936611	0.0100490152828553	0.0964382898716936	0.0964382898716936	0.00333225926721916	0.0964382898716936	0.0964382898716936	0.0959014305893207	0.0964382898716936	0.00333225926721916	0.00373667534787631	0.00202720777756657	0.00453471964494505	0.00373667534787631	0.00785436184439197	0.00424957889157069	0.00610271143535634	0.00912749649366111	0.00861459294996673	0.00424957889157069
"R12"	0.0129012630487191	0.0159270087465353	0.0138153483303571	0.00131470727417987	0.0157242879687786	0.0157242879687786	0.0157242879687786	0.0126620007800797	0.0137877614023869	0.0138153483303571	0.0126620007800797	1.01266200078008	0.0159270087465353	0.0157242879687786	0.0159270087465353	0.0157242879687786	0.0157242879687786	0.0153678110649716	0.0138153483303571	0.0138153483303571	0.0118109042122044	0.0143612992234426	0.0142077186967417	0.0142077186967417	0.00424957889157069	0.00424957889157069	0.0091274964936611	0.0100490152828553	0.0964382898716936	0.0964382898716936	0.00333225926721916	0.0964382898716936	0.0964382898716936	0.0959014305893207	0.0964382898716936	0.00333225926721916	0.00373667534787631	0.00202720777756657	0.00453471964494505	0.00373667534787631	0.00785436184439197	0.00424957889157069	0.00610271143535634	0.00912749649366111	0.00861459294996673	0.00424957889157069
"R13"	0.00511750094545655	0.0242329270139419	0.00846422458763178	0.00541648008144288	0.0216953118234302	0.0216953118234302	0.0216953118234302	0.00434372965814599	0.00856226229787034	0.00846422458763178	0.00434372965814599	0.00434372965814599	1.02423292701394	0.0216953118234302	0.0242329270139419	0.0216953118234302	0.0216953118234302	0.0199817742376188	0.00846422458763178	0.00846422458763178	0.0103575557803947	0.0128055721913958	0.0106667242458911	0.0106667242458911	0.0284620260395669	0.0284620260395669	0.0321328582852252	0.0324983940670436	0.0331329531414598	0.0331329531414598	0.0274788480114406	0.0331329531414598	0.0331329531414598	0.0326621551514419	0.0331329531414598	0.0274788480114406	0.0280046841755885	0.0253761519051164	0.0287507386012448	0.0280046841755885	0.0308214932142748	0.0284620260395669	0.0301365664962229	0.0321328582852253	0.0316755164212468	0.0284620260395669
"R14"	0.00529251421533481	0.0227284219102602	0.00875520215155955	0.00560599574672685	0.0224874366579261	0.0224874366579261	0.0224874366579261	0.00449265370536533	0.00885331647394518	0.00875520215155955	0.00449265370536533	0.00449265370536533	0.0227284219102602	1.02248743665793	0.0227284219102602	0.0224874366579261	0.0224874366579261	0.0183084578331242	0.00875520215155955	0.00875520215155955	0.00832448916578705	0.0132621274153497	0.011038888541197	0.011038888541197	0.0295271288205165	0.0295271288205165	0.0332161046890512	0.033594141418718	0.0342501385328321	0.0342501385328321	0.0285716798909011	0.0342501385328321	0.0342501385328321	0.03387175266166	0.0342501385328321	0.0285716798909011	0.0290534814128255	0.00240985252334148	0.0298879914755281	0.0290534814128254	0.0319681290295635	0.0295271288205165	0.031150602344713	0.0332161046890513	0.0327424572813602	0.0295271288205165
"R15"	0.00511750094545655	0.0242329270139419	0.00846422458763178	0.00541648008144288	0.0216953118234302	0.0216953118234302	0.0216953118234302	0.00434372965814599	0.00856226229787034	0.00846422458763178	0.00434372965814599	0.00434372965814599	0.0242329270139419	0.0216953118234302	1.02423292701394	0.0216953118234302	0.0216953118234302	0.0199817742376188	0.00846422458763178	0.00846422458763178	0.0103575557803947	0.0128055721913958	0.0106667242458911	0.0106667242458911	0.0284620260395669	0.0284620260395669	0.0321328582852252	0.0324983940670436	0.0331329531414598	0.0331329531414598	0.0274788480114406	0.0331329531414598	0.0331329531414598	0.0326621551514419	0.0331329531414598	0.0274788480114406	0.0280046841755885	0.0253761519051164	0.0287507386012448	0.0280046841755885	0.0308214932142748	0.0284620260395669	0.0301365664962229	0.0321328582852253	0.0316755164212468	0.0284620260395669
"R16"	0.00529251421533481	0.0227284219102602	0.00875520215155955	0.00560599574672685	0.0224874366579261	0.0224874366579261	0.0224874366579261	0.00449265370536533	0.00885331647394518	0.00875520215155955	0.00449265370536533	0.00449265370536533	0.0227284219102602	0.0224874366579261	0.0227284219102602	1.02248743665793	0.0224874366579261	0.0183084578331242	0.00875520215155955	0.00875520215155955	0.00832448916578705	0.0132621274153497	0.011038888541197	0.011038888541197	0.0295271288205165	0.0295271288205165	0.0332161046890512	0.033594141418718	0.0342501385328321	0.0342501385328321	0.0285716798909011	0.0342501385328321	0.0342501385328321	0.03387175266166	0.0342501385328321	0.0285716798909011	0.0290534814128255	0.00240985252334148	0.0298879914755281	0.0290534814128254	0.0319681290295635	0.0295271288205165	0.031150602344713	0.0332161046890513	0.0327424572813602	0.0295271288205165
"R17"	0.00529251421533481	0.0227284219102602	0.00875520215155955	0.00560599574672685	0.0224874366579261	0.0224874366579261	0.0224874366579261	0.00449265370536533	0.00885331647394518	0.00875520215155955	0.00449265370536533	0.00449265370536533	0.0227284219102602	0.0224874366579261	0.0227284219102602	0.0224874366579261	1.02248743665793	0.0183084578331242	0.00875520215155955	0.00875520215155955	0.00832448916578705	0.0132621274153497	0.011038888541197	0.011038888541197	0.0295271288205165	0.0295271288205165	0.0332161046890512	0.033594141418718	0.0342501385328321	0.0342501385328321	0.0285716798909011	0.0342501385328321	0.0342501385328321	0.03387175266166	0.0342501385328321	0.0285716798909011	0.0290534814128255	0.00240985252334148	0.0298879914755281	0.0290534814128254	0.0319681290295635	0.0295271288205165	0.031150602344713	0.0332161046890513	0.0327424572813602	0.0295271288205165
