"Bischhofia_javanica"	"Ficus_heteropleura"	"Strebus_glaber"	"Macaranga_bicolor"	"Macaranga_tanarius"	"Grewia_multiflora"	"Guioa_pleuropteris"	"Mallotus_molissima"	"Syzygium_sp2_M_SD_013"	"Syzygium_sp3_M_SD_013"	"Homalanthus_alpinus"	"Microcus_stylocarpa"	"Syzygium_garciae"	"Dillenia_reifferscheidia"	"Platea_excelsa"	"Homalanthus_rotundifolius"	"Prunus_fragrans"	"Canarium_asperum"	"Elaeocarpus_cumingii"	"Litsea_luzonica"	"Litsea_quericoides"	"Palaquium_sp1_M_SD_013"	"Unidentified_sp1_M_SD_013"	"Unidentified_sp2_M_SD_013"	"Memexylon_lanceolatum"	"Ternstroemia_megacarpa"	"Ficus_congesta"	"Ficus_heteropoda"	"Ficus_septica"	"Ficus_sp1_M_SD_013"	"Ficus_variegata"	"Pometia_pinnata"	"Aglaia_sp1_M_SD_013"	"Garcinia_busungaensis"	"Lithocarpus_sp1_M_SD_013"	"Myristica_ceylanica"	"Sarcops_calvus"	"Ducula_bicolor"	"Ptilinopus_occipitalis"	"Ducula_poliocephala"	"Penelopides_panini"	"Phapitreron_leucotis"	"Chalcophaps_indica"	"Hypsipetes_philippinus"	"Ptenochirus_jagori"	"Pycnonotus_goiavier"	"Cynopterus_brachyotis"	"Macropygia_phasianella"	"Zosterops_nigrorum"	"Rhabdornis_mysticalis"	"Streptopelia_chinensis"	"Oriolus_chinensis"	"Aceros_waldeni"	"Megalaima_haemacephala"	"Sus_cebifrons"
"Bischhofia_javanica"	1.0342835158073	0.0299373443924721	0.0205032949748875	0.0191415827504366	0.0181368324744135	0.0164338104218065	0.0159323551564916	0.0145363471267441	0.0107267503143853	0.0107267503143853	0.0124721874253927	0.0111883257934707	0.0142501443920406	0.00865294166931557	0.00603278053192166	0.00842346830571842	0.00701484617781741	0.00555179999922102	0.00547521399355754	0.00653549258126063	0.00555179999922102	0.00547521399355754	0.00631720965601971	0.00555179999922102	0.00415087705088175	0.00321534231064835	0.00429587126378238	0.00429587126378238	0.00429587126378238	0.00429587126378238	0.00429587126378238	0.00167571012638847	0.00141724053613082	0.00206201820661554	0.000222510942442988	0.000258469590257655	0.0455822540358895	0.0435747911824265	0.0434597598016802	0.0424418923451058	0.0425172160839246	0.0431097011592765	0.0102862721686166	0.0410535163883839	0.0412403641323109	0.0405550194296576	0.0402093550290031	0.0392877034727313	0.0396698885876303	0.0387613668922088	0.0387518529944627	0.0379088126008224	0.00258469590257654	0.0343371388053015	0.00133506565465793
"Ficus_heteropleura"	0.0319331673519703	1.03516761959506	0.0171735448615507	0.0157342416793602	0.0168959280710418	0.0129190515882259	0.0124891938057553	0.0128511074069103	0.0111973588737633	0.0111973588737633	0.0109274316285695	0.0118786188240163	0.0128633065076054	0.00924289497673034	0.0102132652891284	0.00863844657485239	0.00734542086100016	0.00592534952337372	0.00574669756568084	0.00470029104782745	0.00592534952337372	0.00574669756568084	0.00473654301861993	0.00592534952337372	0.00233864630087648	0.00714643181003419	0.00457733820231682	0.00457733820231682	0.00457733820231682	0.00457733820231682	0.00457733820231682	0.00554770851471486	0.00155458305601866	0.00219712233711207	0.000294790307058466	0.0039931254586962	0.0467816573430765	0.0460577018300945	0.045864622535548	0.0449458149278618	0.0466374916805598	0.0447642522689411	0.00897951490301481	0.0423105870539486	0.0439424467422415	0.0417747618522134	0.0428438855736855	0.00658397792276772	0.0410809177518937	0.0402777235389618	0.00628634662939304	0.0394126612758813	0.039931254586962	0.0364223064072707	0.00176874184235079
"Strebus_glaber"	0.0298229745089272	0.0234184702657509	1.03080248119861	0.0290884980971002	0.0259535631421883	0.0252322268874613	0.0227471424430804	0.0224755499523899	0.0116645201326702	0.0116645201326702	0.0196652220303306	0.00465423982258966	0.0107569255137816	0.00261218332543399	0.00278763603772618	0.0138740162936154	0.00622665589404088	0.00254169086108869	0.00408491159559501	0.00579618905277437	0.00254169086108869	0.00408491159559501	0.00539473867354842	0.00254169086108869	0.00778482402905227	0.00259619963395985	0.00027900262322179	0.00027900262322179	0.00027900262322179	0.00027900262322179	0.00027900262322179	0.000454455335513982	0.000290325603772858	0.000133921259146459	8.18154448963662e-05	0.000164129731741125	0.0623405755014922	0.0548474592481742	0.00871732464347076	0.00794897282105779	0.00870976811318574	0.0599688403564843	0.0599929515449717	0.0582523110506174	0.00267842518292919	0.0581816476633952	0.00261146455335596	0.0565807214921865	0.0569179175276685	0.0555131956556442	0.0548041689389568	0.0539877969349448	0.00164129731741125	0.00248093545134198	0.000490892669378197
"Macaranga_bicolor"	0.0306265324006986	0.0236013625190404	0.0319973479068102	1.03175727753092	0.0282779371668563	0.027535236688491	0.0247623440888921	0.0245265464017269	0.0108474375276922	0.0108474375276922	0.0214665672836062	0.00316264116169964	0.00992745569838805	0.000952295467210998	0.00111668366584238	0.0151468272246304	0.00496856109236994	0.000933665642033652	0.00264460786943674	0.00614925367550167	0.000933665642033652	0.00264460786943674	0.00410041337898241	0.000933665642033652	0.00848196089106128	0.0027409988959434	0.000252657474378812	0.000252657474378812	0.000252657474378812	0.000252657474378812	0.000252657474378812	0.000417045673010196	0.000265375817884092	0.00012127558770183	3.1348168682627e-05	0.000151669855126105	0.067194813539764	0.00768225202837012	0.00699648383295282	0.00628737985449653	0.00796127453652275	0.0650706902421298	0.0654212187190854	0.0635275630911457	0.00242551175403659	0.0636863161226472	0.00236487396018568	0.0617782239869912	0.0623106303399309	0.060777721189823	0.059915458911224	0.059108571794058	0.00151669855126105	0.00245289519994613	0.000188089012095762
"Macaranga_tanarius"	0.0290189319590616	0.0253438921065628	0.0285489194564071	0.0282779371668563	1.02976797601606	0.0240954489113	0.0231086206911701	0.0211105835782335	0.0125999166857249	0.0125999166857249	0.0212497220434506	0.00499835164287653	0.00847258324102035	0.00108547122192392	0.00309450771136838	0.0149885385765512	0.00501584923634725	0.00277453014630835	0.00270363687333246	0.00296616908861622	0.00277453014630835	0.00270363687333246	0.00414914669085722	0.00277453014630835	0.00840788278862546	0.00459241026796867	0.000271161415509423	0.000271161415509423	0.000271161415509423	0.000271161415509423	0.000271161415509423	0.00228019790495388	0.00202355335403465	0.000130157479444523	6.33330141407924e-05	0.000256644550919232	0.0663904427559976	0.00867143326562684	0.00774452624459446	0.00713934172737871	0.0607066006210394	0.0647419461644142	0.0647400126486516	0.0629862985029492	0.00260314958889046	0.0629101627748888	0.0025380708491682	0.0611670581745033	0.0616263505142682	0.0603069390406286	0.0085362320773536	0.058554835577788	0.00256644550919232	0.00235682254448851	0.000379998084844754
"Grewia_multiflora"	0.0292156629721004	0.0215317526470431	0.0308393884180083	0.0305947074316566	0.0267727210125555	1.02998088566606	0.0229350300342117	0.022695360354968	0.0117210957077237	0.0117210957077237	0.0233743086167431	0.00333591858494135	0.0107100347518199	0.000960190442130236	0.00113043529912817	0.0164934591133654	0.00535448279514237	0.00095104470702986	0.00283274444243092	0.0066729021526828	0.00095104470702986	0.00283274444243092	0.00443497850248465	0.00095104470702986	0.00923822163032708	0.00293230507471738	0.000240321865007991	0.000240321865007991	0.000240321865007991	0.000240321865007991	0.000240321865007991	0.00041056672200593	0.000262852277502439	0.000115354495203836	3.16761475948244e-05	0.000147714444503491	0.0729147684387189	0.00782979156325262	0.00726211394970123	0.00649711146742838	0.00788556832507317	0.0706086738759207	0.0712727329118017	0.0689493954692507	0.00230708990407671	0.0691336044171218	0.0022494126564748	0.0674421493132301	0.0678594360818878	0.0664409760597023	0.0653574191456564	0.00859350471837974	0.00147714444503491	0.00239571703838576	0.000190056885568946
"Guioa_pleuropteris"	0.028324186944874	0.0208153230095921	0.0278020629859871	0.0275137156543246	0.0256762452124112	0.0229350300342117	1.02861694109096	0.0232641591040871	0.0137247684449142	0.0137247684449142	0.0163308181130651	0.00542451561055375	0.0127361392768741	0.00114957349599418	0.00338596135659532	0.00953465224428562	0.00546844531456216	0.00306083410287677	0.00293596803771116	0.00671935535034416	0.00306083410287677	0.00293596803771116	0.00452010622016016	0.00306083410287677	0.0091454429753726	0.00502314850791253	0.000254283370460386	0.000254283370460386	0.000254283370460386	0.000254283370460386	0.000254283370460386	0.00249067123106152	0.00223426420238221	0.000122056017820986	6.87202250392349e-05	0.000256407028679314	0.0717195366653642	0.00922711461320289	0.00880330389626922	0.00789357966220679	0.0670279260714662	0.0709093637518281	0.0700663050925441	0.0682578500805047	0.00244112035641971	0.067495719249319	0.00238009234750922	0.0664836537539807	0.0103503336331546	0.00889632368914914	0.0651477543087295	0.0641015986815804	0.00256407028679314	0.00248869917640948	0.000412321350235409
"Mallotus_molissima"	0.0290726942534881	0.0240958263879567	0.0309038811845361	0.0306581830021586	0.0263882294727918	0.025532280399339	0.026172178992098	1.0294378894615	0.0128056374283049	0.0128056374283049	0.0182011194660772	0.00358134901547254	0.0117522834603244	0.000979379245651049	0.00117089646298485	0.0141539771087894	0.00582766291156817	0.000975243322995599	0.00304756801438089	0.00735293586807798	0.000975243322995599	0.00304756801438089	0.00128300585075459	0.000975243322995599	0.00660756461886202	0.00322428060890497	0.000252668494383885	0.000252668494383885	0.000252668494383885	0.000252668494383885	0.000252668494383885	0.000444185711717684	0.000281112506707767	0.000121280877304265	3.25799349793318e-05	0.000163073205009917	0.0800168647351639	0.00786234183607883	0.00737673694756421	0.00653728812896961	0.00843337520123302	0.0778426571212441	0.0777262724929913	0.0760818811020608	0.00242561754608529	0.0758965741344017	0.00236497710743316	0.0105997506204017	0.0744425641903962	0.0101026960990524	0.0728170565771929	0.0717626364394745	0.00163073205009917	0.002551164726948	0.000195479609875991
"Syzygium_sp2_M_SD_013"	0.0214535006287706	0.0209950478883062	0.0160387151824215	0.0135592969096153	0.0157498958571562	0.0131862326711892	0.0154403645005285	0.0128056374283049	1.0214842138626	0.0214842138626034	0.0100913390282279	0.0128443218489331	0.0141000023339861	0.00824139622299724	0.0108130470884967	0.00642502324532813	0.01257544528955	0.0101797245706843	0.00988375309375124	0.00780753626810757	0.0101797245706843	0.00988375309375124	0.00798579430055748	0.0101797245706843	0.006140084840402	0.00563011142177673	0.000366768360478479	0.000366768360478479	0.000366768360478479	0.000366768360478479	0.000366768360478479	0.00293841922597798	0.00259380039470336	0.00017604881302967	0.000288703686537788	0.00034461883127462	0.0781261832041889	0.0793413847297978	0.0795882942550194	0.0785811512311632	0.0778140118411009	0.075367381482365	0.0731645404806418	0.0718618044831118	0.0035209762605934	0.00731878007481919	0.00343295185407857	0.00719766224237714	0.00646098204701205	0.005660629707743	0.00645122315460026	0.00522289933796594	0.0034461883127462	0.00237739984811544	0.00173222211922673
"Syzygium_sp3_M_SD_013"	0.0214535006287706	0.0209950478883062	0.0160387151824215	0.0135592969096153	0.0157498958571562	0.0131862326711892	0.0154403645005285	0.0128056374283049	0.0214842138626034	1.0214842138626	0.0100913390282279	0.0128443218489331	0.0141000023339861	0.00824139622299724	0.0108130470884967	0.00642502324532813	0.01257544528955	0.0101797245706843	0.00988375309375124	0.00780753626810757	0.0101797245706843	0.00988375309375124	0.00798579430055748	0.0101797245706843	0.006140084840402	0.00563011142177673	0.000366768360478479	0.000366768360478479	0.000366768360478479	0.000366768360478479	0.000366768360478479	0.00293841922597798	0.00259380039470336	0.00017604881302967	0.000288703686537788	0.00034461883127462	0.0781261832041889	0.0793413847297978	0.0795882942550194	0.0785811512311632	0.0778140118411009	0.075367381482365	0.0731645404806418	0.0718618044831118	0.0035209762605934	0.00731878007481919	0.00343295185407857	0.00719766224237714	0.00646098204701205	0.005660629707743	0.00645122315460026	0.00522289933796594	0.0034461883127462	0.00237739984811544	0.00173222211922673
