"Canthium_bibracteatum"	"Phoenicophorium_borsigianum"	"Deckenia_nobilis"	"Nephrosperma_vanhoutteanum"	"Chrysobalanus_icaco"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Rhiparida_seychellensis"	"Unidentified_sp2_M_PL_114"	"Megachile_seychellensis"	"Neophyllomyza_approximatonervis"	"Hemipyrellia_sp1_M_PL_114"	"Ceratina_tabescens"	"Ornidia_obesa"	"Phelsuma_sp1_M_PL_114"	"Unidentified_sp1_M_PL_114"	"Melanostoma_annulipes"	"Rhynchium_brunneum"	"Lygistorrhina_sp1_M_PL_114"	"Polistes_olivaceus"	"Unidentified_sp3_M_PL_114"	"Unidentified_sp4_M_PL_114"	"Unidentified_sp5_M_PL_114"
"Canthium_bibracteatum"	1.19706173499813	0.0333220645148269	0.0299044168722805	0.0333220645148269	0.0397230524332706	0.0864746332915284	0.0864746332915285	0.0815092517373696	0.00370245161275855	0.00185122580637927	0.074816358437383	0.00484166749360733	0.074816358437383	0.074816358437383	0.074816358437383	0.00484166749360733	0.00370245161275855	0.00185122580637927	0.0797817399915419	0.00185122580637927	0.00496538155415882	0.00185122580637927	0.00185122580637927	0.00185122580637927
"Phoenicophorium_borsigianum"	0.0296196129020684	1.17471432380685	0.0443688704775456	0.0670220161145398	0.017608510032332	0.0774745288260302	0.0774745288260302	0.0752734650719887	0.0689853522178549	0.00372344533969666	0.00185122580637927	0.00816033238745122	0.00185122580637927	0.00185122580637927	0.00185122580637927	0.0696987939259128	0.0689853522178549	0.0652619068781582	0.00405228956042077	0.00372344533969666	0.0022010637540415	0.0652619068781582	0.0652619068781582	0.00372344533969666
"Deckenia_nobilis"	0.0478470669956489	0.0798639668595821	1.09731381641245	0.0798639668595821	0.0284445162060747	0.125151161949741	0.125151161949741	0.121595597423982	0.00887377409550912	0.00443688704775456	0.00299044168722806	0.114168268688999	0.00299044168722806	0.00299044168722805	0.00299044168722805	0.114168268688999	0.00887377409550912	0.00443688704775456	0.0065460062129874	0.00443688704775456	0.00355556452575934	0.00443688704775456	0.00443688704775456	0.00443688704775456
"Nephrosperma_vanhoutteanum"	0.0296196129020684	0.0670220161145398	0.0443688704775456	1.17471432380685	0.017608510032332	0.0774745288260302	0.0774745288260302	0.0752734650719887	0.0689853522178549	0.0652619068781582	0.00185122580637927	0.0696987939259127	0.00185122580637927	0.00185122580637927	0.00185122580637927	0.00816033238745122	0.0689853522178549	0.00372344533969666	0.00405228956042077	0.0652619068781582	0.0022010637540415	0.00372344533969666	0.00372344533969666	0.0652619068781582
"Chrysobalanus_icaco"	0.0794461048665411	0.039619147572747	0.0355556452575934	0.039619147572747	1.13909328806371	0.155309734595964	0.155309734595964	0.0129230735880012	0.004402127508083	0.0022010637540415	0.00496538155415882	0.00575662827980084	0.00496538155415882	0.00496538155415882	0.00496538155415882	0.00575662827980084	0.004402127508083	0.0022010637540415	0.147352042562122	0.0022010637540415	0.142386661007963	0.0022010637540415	0.0022010637540415	0.0022010637540415
"Apis_mellifera"	0.138359413266445	0.139454151886854	0.125151161949741	0.139454151886854	0.124247787676771	1.05218845874893	0.0521884587489294	0.036657485289333	0.015494905765206	0.00774745288260302	0.00864746332915285	0.0202625690775771	0.00864746332915284	0.00864746332915284	0.00864746332915284	0.0202625690775771	0.015494905765206	0.00774745288260302	0.0241784367887493	0.00774745288260302	0.0155309734595964	0.00774745288260302	0.00774745288260302	0.00774745288260302
"Lasioglossum_mahense"	0.138359413266446	0.139454151886854	0.125151161949741	0.139454151886854	0.124247787676771	0.0521884587489294	1.05218845874893	0.036657485289333	0.015494905765206	0.00774745288260302	0.00864746332915285	0.0202625690775771	0.00864746332915284	0.00864746332915284	0.00864746332915284	0.0202625690775771	0.015494905765206	0.00774745288260302	0.0241784367887493	0.00774745288260302	0.0155309734595964	0.00774745288260302	0.00774745288260302	0.00774745288260302
"Hemipyrellia_germana"	0.163018503474739	0.169365296411974	0.151994496779977	0.169365296411974	0.0129230735880012	0.0458218566116662	0.0458218566116662	1.04420647241317	0.0188183662679972	0.00940918313399858	0.0101886564671712	0.0246086328119963	0.0101886564671712	0.0101886564671712	0.0101886564671712	0.0246086328119963	0.0188183662679972	0.00940918313399858	0.0118040406656713	0.00940918313399859	0.00161538419850014	0.00940918313399859	0.00940918313399858	0.00940918313399859
"Rhiparida_seychellensis"	0.0148098064510342	0.310434084980347	0.0221844352387728	0.310434084980347	0.00880425501616599	0.0387372644130151	0.0387372644130151	0.0376367325359943	1.03449267610893	0.0172463380544637	0.000925612903189636	0.019464781578341	0.000925612903189636	0.000925612903189636	0.000925612903189636	0.019464781578341	0.0344926761089274	0.0172463380544637	0.00202614478021039	0.0172463380544637	0.00110053187702075	0.0172463380544637	0.0172463380544637	0.0172463380544637
"Unidentified_sp2_M_PL_114"	0.0148098064510342	0.0335110080572699	0.0221844352387728	0.587357161903424	0.00880425501616599	0.0387372644130151	0.0387372644130151	0.0376367325359944	0.0344926761089274	1.03263095343908	0.000925612903189636	0.0348493969629564	0.000925612903189636	0.000925612903189636	0.000925612903189636	0.00408016619372561	0.0344926761089274	0.00186172266984833	0.00202614478021038	0.0326309534390791	0.00110053187702075	0.00186172266984833	0.00186172266984833	0.0326309534390791
