"Achyrocline_satureoides"	"Eryngium_stenophyllum"	"Gerardia_genistifolia"	"Baccharis_tandilensis"	"Foeniculum_vulgare"	"Lathyrus_pubescens"	"Eupatorium_bupleurifolium"	"Senecio_madagascariensis"	"Eupatorium_macrocephalum"	"Colletia_paradoxa"	"Spilanthes_stolonifera"	"Verbena_intermedia"	"Senecio_selloi"	"Bidens_pilosa"	"Passiflora_caerulea"	"Rodophiala_bifidum"	"Eupatorium_tenacetifolium"	"Canna_glauca"	"Cynara_cardunculus"	"Gomphrena_perennis"	"Lathyrus_nervosus"	"Melilotus_officinalis"	"Rapistrum_rugosum"	"Spartium_junceum"	"Vernonia_echioides"	"Apis_mellifera"	"Astylus_quadrilineatus"	"Brachygastra_lechiguana"	"Augochlora_semiramis"	"Augochloropsis_erato"	"Allograpta_sp1_M_PL_072_04"	"Polybia_scutellaris"	"Unidentified_sp15_M_PL_072_04"	"Lerodea_eufala"	"Polistes_sp1_M_PL_072_04"	"Toxomerus_sp1_M_PL_072_04"	"Unidentified_sp1_M_PL_072_04"	"Unidentified_sp4_M_PL_072_04"	"Unidentified_sp7_M_PL_072_04"	"Bombus_bellicosus"	"Lucilia_sericata"	"Platycheirus_sp1_M_PL_072_04"	"Unidentified_sp12_M_PL_072_04"	"Unidentified_sp9_M_PL_072_04"	"Vanessa_sp1_M_PL_072_04"	"Xylocopa_augusti"	"Xylocopa_ciliata"	"Agraulis_vanillae"	"Augochlorella_ephyra"	"Chlorion_sp1_M_PL_072_04"	"Corticea_immocerina"	"Mischocyttarus_drewseni"	"Parachytas_sp1_M_PL_072_04"	"Unidentified_sp6_M_PL_072_04"	"Camponotus_sp1_M_PL_072_04"	"Chilicola_sp1_M_PL_072_04"	"Colletes_sp1_M_PL_072_04"	"Discodon_sp2_M_PL_072_04"	"Leioproctus_indigoticus"	"Pampasatyrus_gyrtone"	"Podagritus_sp1_M_PL_072_04"	"Ruizantheda_divaricata"	"Thespieus_catochra"	"Unidentified_sp10_M_PL_072_04"	"Unidentified_sp3_M_PL_072_04"	"Villa_sp1_M_PL_072_04"	"Augochloropsis_sp1_M_PL_072_04"	"Bombus_atratus"	"Campsomeris_sp1_M_PL_072_04"	"Ceratina_montana"	"Ceratina_rupestris"	"Chauliognathus_sp1_M_PL_072_04"	"Chlorostilbon_aureoventris"	"Chrysodina_sp1_M_PL_072_04"	"Cochliomyia_macellaria"	"Colias_lesbia"	"Colletes_cyaneus"	"Discodon_sp1_M_PL_072_04"	"Entypus_ferruginipennis"	"Entypus_sp1_M_PL_072_04"	"Gaesischia_sp1_M_PL_072_04"	"Hedriodiscus_pulcher"	"Leucospis_sp1_M_PL_072_04"	"Megacyllene_insignita"	"Melissoptila_tandilensis"	"Palpada_sp1_M_PL_072_04"	"Paramoecerus_barbicornis"	"Strymon_eurytulus"	"Unidentified_sp11_M_PL_072_04"	"Unidentified_sp13_M_PL_072_04"	"Unidentified_sp14_M_PL_072_04"	"Unidentified_sp2_M_PL_072_04"	"Unidentified_sp5_M_PL_072_04"	"Unidentified_sp8_M_PL_072_04"
"Achyrocline_satureoides"	1.11339924574412	0.0455203972716098	0.0322515981144475	0.033176540566552	0.020171524376018	0.0107457121194508	0.00724328908343854	0.0113183774920192	0.0132932131695393	0.00604053298842041	0.00957814022291255	0.00725446046368347	0.003911586472399	0.00430219373572292	0.00187965617636043	0.00150534416236788	0.00161594412828477	0.0029582124301771	0.000347707516978851	0.00224373008528309	0.000261337267349452	0.00140447279202597	0.0013270750930527	0.00158304186111408	0	0.0202279290039717	0.00418139627759124	0.0205274618885849	0.0196626190883636	0.0185790513027378	0.018996502333369	0.0189222907046012	0.0196034207896838	0.0180962907092665	0.0185601262504293	0.0182273318941053	0.0185142114456715	0.0188779747433154	0.00291243815958277	0.0174971216687013	0.0180716847904542	0.0179498406822648	0.0180716847904543	0.00278166013583081	0.00209249550593418	0.00204899985559924	0.00231095228185649	0.0169194225451522	0.0177492745810626	0.016888826733441	0.00180780846638818	0.0171501142191611	0.0171917389372672	0.0171724647104544	0.0163742863585451	0.016374286358545	0.016374286358545	0.0163854489844059	0.016270168365974	0.000928083328772884	0.016385448984406	0.016374286358545	0.016202390255865	0.016270168365974	0.016270168365974	0.016385448984406	0.000362164454171927	0.000806289952861188	0.000806289952861188	0.000798178351909379	0.000798178351909379	0.000910407945432195	0.000775827860616077	0.00025089069372798	0.000910407945432195	0.000806289952861188	0.000488441459975036	0.000921570571293112	0.0154638784131129	0.000910407945432196	0	0.000362164454171927	0.0154638784131128	0.000921570571293111	0.000806289952861188	0.000910407945432196	0.000921570571293112	0.000717032289287155	0.000910407945432195	0.000806289952861188	0.0154638784131128	0.000921570571293112	0.000775827860616077	0.000488948309049875
"Eryngium_stenophyllum"	0.0655493720711181	1.1206434994091	0.0114038800114878	0.0256919962297545	0.0308641887199796	0.0125541420230801	0.00658410164560047	0.0121083054568657	0.00336418762588887	0.00402540602333447	0.0103775236821971	0.00747201635304537	0.0069250728883763	0.00184302719002787	0.0020548193695193	0.00179080257301037	0.000298143536177099	0.000217364535585344	0.00324181609755432	0.00031741558112781	0.00166709056325425	0.00189123219713187	0.00018867637628199	0.00225925317382976	0	0.0261965132665012	0.026673449012068	0.027064222946119	0.0264772507598462	0.00264146926794785	0.0271110380859572	0.0261238765786005	0.0262563273126814	0.00245881097585333	0.0257946714963205	0.0256591209576877	0.0259805710281784	0.0255091256773768	0.00199052429983066	0.00195304707749969	0.0252240286770896	0.00253932464902248	0.0252240286770896	0.0259345287804345	0.00142219771600486	0.00148965741696437	0.000875737279160875	0.00140447845631956	0.00130418721351206	0.00195952500931436	0.00112776508733721	0.024510362115152	0.00190917150765702	0.0241880715737974	0.0233232779336143	0.0233232779336143	0.0233232779336143	0.00162407450736982	0.00119550494571939	0.000934620355123308	0.00162407450736982	0.0233232779336143	0.00109730725798158	0.00119550494571939	0.00119550494571939	0.00162407450736982	0.000329205082280024	0.000285097000287196	0.000285097000287196	0.000864793640183089	0.000864793640183089	0.0224128699881821	0.00118708418153768	0.000298467095501728	0.0224128699881821	0.000285097000287196	0.000570642819230913	0.000713666561937624	0.000910407945432196	0.0224128699881821	0	0.000329205082280024	0.000910407945432195	0.000713666561937624	0.000285097000287196	0.0224128699881821	0.000713666561937624	0.000307171198337979	0.0224128699881821	0.000285097000287196	0.000910407945432196	0.000713666561937624	0.00118708418153768	0.000865634111047038
"Gerardia_genistifolia"	0.0580528766060055	0.0142548500143598	1.13308995029759	0.0141651344917096	0.00792632487913366	0.0168803103924924	0.0132282476275509	0.00947547918989334	0.0158650669012326	0.00702273708466145	0.000804279915230769	0.0103138188012716	0.000612309163177854	0.00243585582725737	0.00580734206743228	0.00624434814569463	0.00636432300819409	0.00529700703823652	0.000131124214345025	0.000179611631816678	0.000233901620984136	0.00234748728786906	0.00243168119613286	0.00016926593106415	0	0.0339106455606623	0.00374242593574618	0.00505501097261091	0.0328648220301668	0.03404353674586	0.00203119117276981	0.0032184207778488	0.0311483521980157	0.0317077255774296	0.00255700839647126	0.00170872288430951	0.00193704288810973	0.0301169703178886	0.0314175925031528	0.0307822181519473	0.00178972156044888	0.00143689305453342	0.00178972156044888	0.0010489937147602	0.00289531991341241	0.0307204883747996	0.0314611344964898	0.00209365852969478	0.0317820422294191	0.00178499400135269	0.00194039465550715	0.00139624560234583	0.0295270146684039	0.00115841027941761	0.00109138695314838	0.00109138695314838	0.00109138695314838	0.00119976591096423	0.0291335387103009	0.00113518634087221	0.00119976591096423	0.00109138695314838	0.00168768255848522	0.0291335387103009	0.0291335387103009	0.00119976591096423	0.000661412381377543	0.0283272487574397	0.0283272487574397	6.70233262692308e-05	6.70233262692308e-05	0.000285097000287196	0.000304858649197449	0.0010407246909491	0.000285097000287196	0.0283272487574397	0.000767286836022383	0.000393475958103045	0.000806289952861188	0.000285097000287196	0	0.000661412381377543	0.000806289952861188	0.000393475958103045	0.0283272487574396	0.000285097000287196	0.000393475958103045	0.000405975971209562	0.000285097000287196	0.0283272487574397	0.000806289952861188	0.000393475958103045	0.000304858649197449	7.65386453972318e-05
"Baccharis_tandilensis"	0.066353081133104	0.0356833280968812	0.0157390383241218	1.12797551820011	0.0302236522226468	0.0125201452266018	0.00659490689277072	0.00411534539670992	0.00399462715019475	0.00864797685073498	0.00107822581969872	0.00593366304300837	0.00289205288212671	0.000489901585074343	0.00254498519263429	0.00050823121978486	0.000301654028655766	0.000239099368981119	0.00442783573435781	0.000162291999036022	0.00218945811477977	0.000251625494501496	0.000174084211096779	0.000292605145716658	0	0.00440794245561102	0.0350313298364763	0.0362353908617053	0.00352275692302094	0.0024371789553549	0.00351126174859989	0.0350291814339154	0.0351171808413807	0.0024600819089019	0.0346994360892768	0.00229236316497363	0.00309330471711729	0.0345238145370798	0.00181442866757738	0.00210606777026262	0.0341303385789767	0.00129833599228818	0.0341303385789768	0.0354226858748625	0.00184143132306624	0.00176794340926185	0.0010205585404719	0.00122514456603854	0.00143459621388672	0.0329748885921909	0.00114835573796312	0.00279768529564023	0.0326476998127327	0.00172508928487229	0.00163523713323074	0.00163523713323074	0.00163523713323074	0.0322542238546296	0.00131504652939616	0.000535512614474031	0.0322542238546297	0.00163523713323073	0.00114349430185949	0.00131504652939616	0.00131504652939616	0.0322542238546297	0.000329745344638536	0.000393475958103045	0.000393475958103045	8.98521516415603e-05	8.98521516415603e-05	0.000713666561937624	0.00116244816240949	8.47052032974766e-05	0.000713666561937624	0.000393475958103045	0.000569097510300083	0.0313326532833365	0.000921570571293111	0.000713666561937624	0	0.000329745344638536	0.000921570571293111	0.0313326532833365	0.000393475958103045	0.000713666561937624	0.0313326532833365	8.16502641790571e-05	0.000713666561937624	0.000393475958103045	0.000921570571293111	0.0313326532833365	0.00116244816240949	0.000361506610265839
"Foeniculum_vulgare"	0.0558596059643576	0.0593542090768839	0.0121943459678979	0.0418481338467418	1.09492636911343	0.013289221671859	0.00553606973135746	0.0103471035854792	0.00452991093882061	0.0041098821389951	0.00602048207389768	0.00759712663763892	0.00488293537678015	0.00046786845271383	0.000617269936735023	0.00044769527507421	0.000263792058704054	0.000196488456329732	0.00592827800028745	0.000239318650584202	0.000287805921626758	0.000307325486290971	0.000151383075045966	0.00393071189580296	0	0.00440342650510295	0.00460489474602812	0.047195832954148	0.00430255680807359	0.00211936305064353	0.0471685427496355	0.046118771879879	0.0463024841757334	0.00236886437896866	0.045841968393311	0.00359234098301671	0.045094526719128	0.0455427715119695	0.00178080940062299	0.00193640375917594	0.0452379128627721	0.00191454920467362	0.0452379128627721	0.0474262240022996	0.00147501091417988	0.00132602023716512	0.000899271869264702	0.00110546765489175	0.00117893073797839	0.00228076620127516	0.00111150707634692	0.0440754647003626	0.00224313467222302	0.00246461888164523	0.00196291204215376	0.00196291204215376	0.00196291204215376	0.00193827602302557	0.00108068650981353	0.000794158665841834	0.00193827602302557	0.00196291204215375	0.00102748957943945	0.00108068650981353	0.00108068650981353	0.00193827602302557	0.000276803486567873	0.000304858649197448	0.000304858649197448	0.000501706839491474	0.000501706839491474	0.00118708418153768	0.0421125526582088	7.4615879179035e-05	0.00118708418153768	0.000304858649197448	0.000604055530539045	0.00116244816240949	0.000775827860616077	0.00118708418153768	0	0.000276803486567873	0.000775827860616077	0.00116244816240949	0.000304858649197448	0.00118708418153768	0.00116244816240949	7.79780754523051e-05	0.00118708418153768	0.000304858649197448	0.000775827860616077	0.00116244816240949	0.0421125526582088	0.000610366922097519
"Lathyrus_pubescens"	0.0351677851182026	0.0285321409615456	0.0306914734408953	0.020487510370803	0.0157054437940152	1.07275403389154	0.0202631040054707	0.0150211704938606	0.024195241161163	0.020960651751281	0.000933777604586007	0.0113182123069436	0.00422724632178576	0.00390051510371473	0.00913070645623624	0.0106840542889492	0.000765078780059056	0.000228314235635894	0.000232506114676005	0.000175641971340031	0.00346552846768795	0.00388672576782856	0.000350592305581589	0.00025587861953576	0	0.0569103770859835	0.0554484554830072	0.0552165065895918	0.0544141607495998	0.00490829227814225	0.00307054343442912	0.0520069395153884	0.00413134538676182	0.00474488479147437	0.0509937843151148	0.00241636339450437	0.00249201313482019	0.00299952415606746	0.0531458568296669	0.0513614553555763	0.00223223732004508	0.00140513577072025	0.00223223732004508	0.00186004891740804	0.0528656032391258	0.0530562305251904	0.00331589179581973	0.00248270737510321	0.00136988541381537	0.00280425994954853	0.0038419595684755	0.00166313980974499	0.0018248258062975	0.00113689907958811	0.00105908427920595	0.00105908427920595	0.00105908427920595	0.00105753897027512	0.00125572829599742	0.00176421372496656	0.00105753897027512	0.00105908427920595	0.00183262152448409	0.00125572829599742	0.00125572829599742	0.00105753897027512	0.00101315520027354	0.000767286836022382	0.000767286836022382	7.78148003821673e-05	7.78148003821673e-05	0.000570642819230912	0.000604055530539045	0.00178067571482487	0.000570642819230912	0.000767286836022382	0.0487615469950699	0.000569097510300083	0.000488441459975035	0.000570642819230913	0	0.00101315520027354	0.000488441459975035	0.000569097510300083	0.000767286836022382	0.000570642819230912	0.000569097510300083	0.000650085850619122	0.000570642819230912	0.000767286836022382	0.000488441459975035	0.000569097510300083	0.000604055530539045	0.00052840579022322
"Eupatorium_bupleurifolium"	0.0260758407003787	0.0164602541140012	0.0264564952551017	0.0118708324069873	0.0071968906507647	0.0222894144060178	1.10695347995013	0.0251322925035036	0.0235080748016964	0.0124017073881232	0.00092230949718335	0.0102141286770881	0.0046942529918623	0.00413482435330623	0.00907597735640544	0.00417028099332853	0.0121498460319019	0.000186104879190813	0.000124767188464858	0.000226085093881651	0.00389521540429618	0.000343997378591631	0.00460577702658822	0.000244484284537199	0	0.0611526838234346	0.0623234464687389	0.00567196620696744	0.00481596330028283	0.064480878372235	0.00293381141444639	0.0576587475654385	0.00298074361674471	0.0586986678564147	0.00231107356793189	0.0026116249103752	0.00230164677296028	0.0019593307490359	0.00574984925521029	0.00334273619147281	0.00129791836765836	0.00180868075105321	0.00129791836765836	0.000998137507718861	0.0587003089691069	0.00340309002954943	0.0603525520425094	0.00235730600203943	0.00111662927514488	0.0017253854144874	0.00359609439650191	0.000968173023019824	0.00135332218018801	0.000768228661217229	0.000691369536451951	0.000691369536451951	0.00069136953645195	0.000691909798810463	0.00102357683554947	0.0566042886226817	0.000691909798810464	0.00069136953645195	0.00166816860982173	0.00102357683554947	0.00102357683554947	0.000691909798810464	0.0553476739975067	0.000661412381377542	0.000661412381377542	7.68591247652792e-05	7.68591247652792e-05	0.000329205082280023	0.000276803486567873	0.000695046832221421	0.000329205082280023	0.000661412381377543	0.00101315520027354	0.000329745344638536	0.000362164454171927	0.000329205082280024	0	0.0553476739975067	0.000362164454171927	0.000329745344638536	0.000661412381377542	0.000329205082280024	0.000329745344638536	0.000689137392217705	0.000329205082280024	0.000661412381377542	0.000362164454171927	0.000329745344638536	0.000276803486567873	0.000586781623982788
"Senecio_madagascariensis"	0.040746158971269	0.0302707636421643	0.0189509583797867	0.00740762171407786	0.013451234661123	0.0165232875432467	0.0251322925035036	1.0648634535908	0.0176510501856276	0.0108442583252813	0.0211426133609186	0.0053969122032047	0.0156305527216056	0.000621478852616378	0.0140507445201473	0.000625937044704939	0.00486868405037381	0.000189035060744659	0.000177138362927032	0.00740946346678455	0.00389404117520293	0.00416140966899943	0.0043776623633157	0.00494658096490946	0	0.00530406332045458	0.0623046588032469	0.00506950843454217	0.058259735365992	0.0612872730864198	0.0593589715789135	0.00390212974642191	0.00290792177636884	0.0038166125787928	0.00264551512124673	0.0581302103639281	0.0566937464530014	0.00236823055604837	0.057790409816287	0.00277136525799019	0.0018944565965537	0.0592757077342764	0.0018944565965537	0.00141710690341626	0.00389197524284318	0.00223284351874529	0.00392817349646483	0.00165011258257189	0.00113421036446795	0.00167537433820989	0.0551274747725149	0.00168868932671821	0.00124546010393112	0.00293321859418746	0.00117133414744424	0.00117133414744424	0.00117133414744424	0.000771686144436454	0.00103969283409563	0.054499787304715	0.000771686144436455	0.00117133414744424	0.00154653277380249	0.00103969283409562	0.00103969283409563	0.000771686144436455	0.00125661462517518	0.000473773959494666	0.000473773959494666	0.00176188444674322	0.00176188444674322	0.000605415272843285	0.000517355179273962	0.000104322840784156	0.000605415272843285	0.000473773959494667	0.000751058524693031	0.000205767269835496	0.000565918874600958	0.000605415272843286	0	0.00125661462517518	0.000565918874600958	0.000205767269835496	0.000473773959494666	0.000605415272843286	0.000205767269835496	0.000103579808769396	0.000605415272843285	0.000473773959494666	0.000565918874600958	0.000205767269835496	0.000517355179273962	0.00195381909020069
"Eupatorium_macrocephalum"	0.0531728526781571	0.00934496562746908	0.0352557042249612	0.00798925430038951	0.00654320468940756	0.0295719614191992	0.026120083112996	0.0196122779840306	1.07689858677566	0.0242435654590089	0.000914086800159707	0.0117306651061428	0.00080022473701586	0.011971547038119	0.00730894524176194	0.00120305899640728	0.00855738111285857	0.000294528081522948	8.80646349252164e-05	0.000239373285595603	0.00034566495450947	0.000392938091500034	0.000538075949758211	0.00019632303177856	0	0.00984611928570384	0.00553063927215152	0.0657642395667132	0.00550113328100047	0.00753306329661495	0.00235587638134273	0.00404918082485016	0.00345345572092961	0.0639266743799546	0.00274317666920036	0.00208222704664339	0.00223386067333977	0.00228038921031534	0.0642520433749426	0.0627917837781997	0.00139899660469131	0.00191498628476483	0.00139899660469131	0.000704517079401732	0.0644981806070573	0.0044463796244517	0.0641544413048028	0.0625614689477531	0.00176716848913769	0.00298073269490263	0.0628286102861	0.00117707287412493	0.00184182817894259	0.00100158505531487	0.000925411155301565	0.000925411155301564	0.000925411155301564	0.000960435573318558	0.00161990444837621	0.00228661805485133	0.000960435573318559	0.000925411155301564	0.0605662111080666	0.00161990444837621	0.00161990444837621	0.000960435573318558	0.0013060041556498	0.000881392605624031	0.000881392605624031	7.61739000133089e-05	7.61739000133089e-05	0.000186899312549381	0.000251661718823368	0.000200509832734547	0.000186899312549381	0.000881392605624031	0.00134418006450906	0.000221923730566375	0.000738511842752182	0.000186899312549381	0	0.0013060041556498	0.000738511842752182	0.000221923730566375	0.000881392605624031	0.000186899312549381	0.000221923730566375	0.0019952578396865	0.000186899312549381	0.000881392605624031	0.000738511842752182	0.000221923730566375	0.000251661718823368	0.000100028092126983
"Colletia_paradoxa"	0.0362431979305224	0.016772525097227	0.0234091236155382	0.0259439305522049	0.00890474463448939	0.0384278615440151	0.0206695123135386	0.0180737638754688	0.0363653481885133	1.06520890617386	0.000822343471130178	0.0127032706600054	0.000750778367382785	0.00662839058837358	0.00111960907328958	0.0188190251235013	0.000729115522163002	0.000197928334440634	0.000186480722367384	0.000196745942053687	0.000323899924926926	0.000395910561512253	0.000251455558639225	0.000189465558167431	0	0.09848322480212	0.00518239879883082	0.0957067371814704	0.00554274786117155	0.00352037782094915	0.00227358669800917	0.00468217976174076	0.00375753832317941	0.00541270564268503	0.00364870414606383	0.00190489236327004	0.00215353524559679	0.00248721125717887	0.00544253589723431	0.00485562394028098	0.00190198316679041	0.0015739675364295	0.00190198316679041	0.00149184577893907	0.0935679025643562	0.0942358621047339	0.00382127970819021	0.00362840663534803	0.00118757000664381	0.0899914513344181	0.0916913941631793	0.00118131842922917	0.00180927057698474	0.000907356873573754	0.000838828250979574	0.000838828250979573	0.000838828250979573	0.00122404248659628	0.00108860583942349	0.00193716380945037	0.00122404248659628	0.000838828250979572	0.0025236748706191	0.00108860583942349	0.00108860583942349	0.00122404248659628	0.00103347561567693	0.000585228090388454	0.000585228090388454	6.85286225941815e-05	6.85286225941815e-05	0.000335450501944539	0.000342490178249592	0.00313650418725021	0.000335450501944539	0.000585228090388454	0.00174672097927342	0.000720664737561248	0.000503377749035034	0.000335450501944539	0	0.00103347561567693	0.000503377749035034	0.000720664737561248	0.000585228090388454	0.000335450501944539	0.000720664737561248	0.00110473176472893	0.000335450501944539	0.000585228090388454	0.000503377749035034	0.000720664737561248	0.000342490178249592	9.38472959228482e-05
