"Aphloia_theiformis"	"Stillingia_lineata"	"Syzygium_coriaceum"	"Molinaea_macrantha"	"Casearia_coriacea"	"Gaertnera_sp1_M_PL_082"	"Syzygium_petrinese"	"Croton_grangeroides"	"Labourdonnaisia_callophylloides"	"Phyllanthus_phillyreifolius"	"Cordemoya_integrifolia"	"Erythroxylum_macrocarpum"	"Musca_domestica"	"Apis_mellifera"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_082"	"Chaetocnema_sp1_M_PL_082"	"Eristalinus_flaveolus"	"Chrysomya_megacephala"	"Dysauxes_florida"	"Villa_unifasciata"	"Panara_naso"	"Paragus_borbonicus"	"Stomorhina_lunata"	"Melanostoma_annulipes"	"Nacoleia_sp1_M_PL_082"	"Phorinia_sp1_M_PL_082"	"Sarcophaga_arno"	"Allograpta_nasuta"	"Episyrphus_sp1_M_PL_082"	"Hippotion_eson"	"Leptotes_pirithous"	"Lygaeidae_sp1_M_PL_082"	"Macroglossum_milvus"	"Mordellidae_sp1_M_PL_082"	"Ornidia_obesa"	"Orthellia_albigena"	"Stomoxys_calcitrans"	"Syritta_sp1_M_PL_082"
"Aphloia_theiformis"	1.17636821917894	0.0253852782630706	0.0210315345204162	0.00794829967621828	0.0239795864139653	0.0147498628049966	0.0205381007076837	0.0083337353043188	0.00567721457391565	0.0170249753423851	0.00413207887057882	0.00816444767684659	0.0548606892666731	0.0500507268475754	0.0476897980573097	0.0455184064383647	0.0495849464469458	0.049785118653264	0.0432824145981156	0.00309145341829164	0.0450105989867077	0.0420131506849621	0.00268856755663245	0.0445804132734225	0.042013150684962	0.00241430290840276	0.00297176144739204	0.003836526501614	0.00126926391315353	0.00105356162892833	0.00105356162892833	0.00126926391315353	0.042013150684962	0.042013150684962	0.0420131506849621	0.00299744830174566	0.00126926391315353	0.00105356162892833	0.00126926391315353
"Stillingia_lineata"	0.0355393895682989	1.19421018560357	0.0133389853961472	0.000626890053954606	0.0103572734963134	0.00700686132010871	0.0220324113413323	0.0056871386160696	0.0169966835959012	0.021786313835968	0.000501837878114321	0.00524936262755569	0.0704588605288509	0.010067635511128	0.00376134032372764	0.00349242814584473	0.00602205453737186	0.0644975966130624	0.060979773193332	0.0031264878196084	0.0025639231001927	0.00126926391315353	0.0639596801791538	0.00402331533082006	0.00126926391315353	0.00137538386555276	0.0618891406637753	0.062464560697845	0.0597105092801785	0.00050049009429348	0.000500490094293479	0.0597105092801785	0.00126926391315353	0.00126926391315353	0.00126926391315353	0.00129465918703917	0.0597105092801785	0.000500490094293479	0.0597105092801785
"Syzygium_coriaceum"	0.0981471610952759	0.0444632846538239	1.08187173690359	0.000929278368437675	0.0282902652196771	0.0169487509278026	0.0156982538867252	0.0141712394851834	0.00172847740161124	0.016057752730045	0.000958975838605998	0.0140681568225575	0.195525624263099	0.0106465650583774	0.00557567021062605	0.183817211904	0.011507710063272	0.189576659289152	0.0057284199860939	0.00396764852053508	0.00704153890586235	0.00350525575340271	0.002655283583094	0.00546753748924336	0.00350525575340271	0.0035553178700312	0.0038289395056957	0.00418544596853185	0.00222316423269119	0.00121062506627162	0.00121062506627162	0.00222316423269119	0.00350525575340271	0.00350525575340271	0.00350525575340271	0.00353628315245963	0.00222316423269119	0.00121062506627162	0.00222316423269119
"Molinaea_macrantha"	0.111276195467056	0.00626890053954607	0.00278783510531303	1.0934722769253	0.00234592957050512	0.00344665579434906	0.00279587089956375	0.00515225101555006	0.00061881393577067	0.101233732510352	0.00135927713311461	0.00257559443691384	0.0167592551044597	0.00501776808040678	0.560833661551794	0.00443878902232798	0.0163113255973753	0.00504547524561842	0.00428759486508645	0.0109820817536269	0.00426739103442228	0.00397414983810914	0.000468148510919971	0.00432363370055461	0.00397414983810914	0.000675455439082002	0.0104368182780125	0.000662928889422772	0.000313445026977303	0.000246189699596361	0.000246189699596361	0.000313445026977303	0.00397414983810914	0.00397414983810914	0.00397414983810914	0.00029324119631314	0.000313445026977303	0.000246189699596361	0.000313445026977303
"Casearia_coriacea"	0.0839285524488785	0.0258931837407834	0.0212176989147578	0.00058648239262628	1.1419909512237	0.0190032600949845	0.0183391098756202	0.00131485017317801	0.0167268744797621	0.0022820485769888	0.000440904926690276	0.00160941648536186	0.0121937377308895	0.153577800280172	0.00351889435575768	0.0065337314542053	0.00529085912028331	0.150577259544207	0.00429210748878483	0.000447346553228548	0.145746317204708	0.00299744830174566	0.00547637780697969	0.00528983703619819	0.00299744830174566	0.00162561180196397	0.00152286404473805	0.0035870479214917	0.00129465918703917	0.00135737572107032	0.00135737572107032	0.00129465918703917	0.00299744830174566	0.00299744830174566	0.00299744830174566	0.142748868902963	0.00129465918703917	0.00135737572107032	0.00129465918703917
"Gaertnera_sp1_M_PL_082"	0.0294997256099932	0.0100098018858696	0.0072637503976297	0.000492379399192723	0.0108590057685626	1.17149071054395	0.0166755062373568	0.0155141174768924	0.0097999461656327	0.0165452506663164	0.00827161748868811	0.0369115216932485	0.0989191545601479	0.0906232700670729	0.00295427639515634	0.00226418669519994	0.0992594098642573	0.00412205251056375	0.00155405172322181	0.00424021131278039	0.00241093734999865	0.00105356162892833	0.00295047663570165	0.00313799990859793	0.00105356162892833	0.0898298281782046	0.00215501516092512	0.00258492837396308	0.00050049009429348	0.0836779078959965	0.0836779078959964	0.00050049009429348	0.00105356162892833	0.00105356162892833	0.00105356162892833	0.00135737572107032	0.00050049009429348	0.0836779078959965	0.00050049009429348
"Syzygium_petrinese"	0.0718833524768931	0.0550810283533306	0.0117736904150439	0.000698967724890938	0.0183391098756202	0.0291821359153744	1.09392601535366	0.0110638534304794	0.0165008186373652	0.0127705989843969	0.000839288288516735	0.0112744738777568	0.151108900390658	0.147810046181132	0.00419380634934563	0.00452954432430112	0.0100714594622008	0.00957598447642018	0.005321314006127	0.00312103547018626	0.004859651322913	0.00256726258846047	0.00687925607700782	0.139308014507669	0.00256726258846047	0.00396351725929573	0.00403111131610622	0.139494803336875	0.00275405141766653	0.0020844382796696	0.0020844382796696	0.00275405141766653	0.00256726258846047	0.00256726258846047	0.00256726258846047	0.00229238873445253	0.00275405141766653	0.0020844382796696	0.00275405141766653
"Croton_grangeroides"	0.0388907647534877	0.018957128720232	0.0141712394851834	0.00171741700518335	0.00175313356423734	0.0361996074460824	0.0147518045739725	1.07659978591925	0.000921358957535026	0.0805683764445531	0.0171084483004401	0.0316942681631731	0.20190086071035	0.00626809913686187	0.0103045020311001	0.0037508291315837	0.205301379605281	0.00491782726312498	0.00233681232006473	0.187490135297664	0.0016080975795828	0.00138895588405313	0.00117819617539536	0.0032329314557997	0.00138895588405313	0.00786806427334426	0.00900469408046691	0.00279183200775817	0.0009478564360116	0.00258568624614874	0.00258568624614874	0.000947856436011601	0.00138895588405313	0.00138895588405313	0.00138895588405313	0.000219141695529668	0.000947856436011601	0.00258568624614874	0.000947856436011601
"Labourdonnaisia_callophylloides"	0.0397405020174096	0.0849834179795062	0.00259271610241687	0.000309406967885335	0.0334537489595242	0.0342998115797144	0.0330016372747303	0.00138203843630254	1.0983889469273	0.00282434679890431	0.000409273541637253	0.00194748674800282	0.0135131406375478	0.286773450195994	0.00185644180731201	0.00185142299388172	0.00491128249964704	0.0102823125127976	0.00566847454245423	0.000512774419274188	0.00560102226341944	0.00141930364347891	0.2788464076308	0.0055445083028202	0.00141930364347891	0.00277456766607531	0.00453160557886574	0.0083743755583166	0.00424917089897531	0.00244998654140818	0.00244998654140817	0.00424917089897532	0.00141930364347891	0.00141930364347891	0.00141930364347891	0.00418171861994052	0.00424917089897531	0.00244998654140817	0.00424917089897531
"Phyllanthus_phillyreifolius"	0.0476699309586783	0.0435726276719361	0.00963465163802703	0.0202467465020704	0.00182563886159104	0.023163350932843	0.0102164791875175	0.0483410258667319	0.00112973871956172	1.09654608227149	0.0108199695936819	0.0201670911292057	0.129491116882383	0.00514472203689916	0.121480479012423	0.00330827280724301	0.129839635124183	0.0057151090485387	0.00388112891783531	0.117711445871604	0.00193070239193739	0.00170249753423851	0.00246106606348723	0.0029795574326782	0.00170249753423851	0.00501570692149926	0.111833239610746	0.00345569128203649	0.0021786313835968	0.00165452506663165	0.00165452506663165	0.0021786313835968	0.00170249753423851	0.00170249753423851	0.00170249753423851	0.00022820485769888	0.0021786313835968	0.00165452506663165	0.0021786313835968
