"Rhombomys_opimus"	"Spermophilus_pygmaeus"	"Spermophilus_fulvus"	"Meriones_meridianus"	"Stylodipus_telum"	"Allactaga_elater"	"Allactaga_major"	"Pygeretmus_pumilio"	"Meriones_tamariscinus"	"Cricetulus_migratorius"	"Allocricetulus_eversmanni"	"Xenopsylla_skrjabini"	"Nosopsyllus_laeviceps"	"Coptopsylla_lamellifer"	"Neopsylla_setosa"	"Citellophilus_trispinus"	"Rhadinopsylla_cedestis"	"Echidnophaga_oschanini"	"Oropsylla_ilovaiskii"	"Citellophilus_tesquorum"	"Ctenophthalmus_dolichus"	"Mesopsylla_hebes"	"Mesopsylla_tuschkan"	"Mesopsylla_lenis"	"Ctenophthalmus_breviatus"	"Xenopsylla_conformis"	"Ophthalmopsylla_volgensis"	"Frontopsylla_semura"	"Amphipsylla_schelkovnikovi"	"Amphipsylla_kalabukhovi"	"Paradoxopsyllus_repandus"	"Leptopsylla_segnis"	"Stenoponia_conspecta"
"Rhombomys_opimus"	1.09339219695327	0.0537051955446995	0.0174276905115628	0.0403647759407495	0.0310795409887881	0.0260387427820054	0.0152519192282178	0.0169395325050416	0.0220010341368593	0.00746825022670469	0.00966445451543648	0.0389143713539815	0.0385769093633014	0.0305881730263767	0.0357954403174513	0.0320369022655809	0.0347783641337518	0.0335374536561667	0.0360699658535428	0.0318781062358151	0.0290130922846036	0.0368240926513422	0.0358905613730041	0.0374620638113512	0.0316338555076144	0.0306949579488015	0.0354167525232358	0.0317277358322851	0.000933531278338086	0.00120805681442956	0.0273348049238317	0.0290166705880296	0.0273348049238317
"Spermophilus_pygmaeus"	0.0671314944308744	1.06390705990861	0.020700755143303	0.0346008569669687	0.0370125969480803	0.030865592719241	0.0180270690733919	0.0200120301870308	0.0206767208613639	0.00882668004694303	0.0115724770475243	0.0457264138081932	0.0453274930579451	0.00459689836735012	0.0424211536973455	0.0381273545444791	0.0408167043531013	0.0393462497456102	0.0427643783224182	0.0383328366818919	0.034925382982916	0.0436277772524979	0.0425244422466301	0.0440013508795846	0.0380543333842238	0.0363670853565397	0.0425292995039469	0.0381510533892453	0.00110333500586788	0.00144655963094054	0.00167828736077186	0.00311998973439556	0.00167828736077186
"Spermophilus_fulvus"	0.0580923017052093	0.0552020137154748	1.04789152582251	0.0305150030440361	0.0406948805749849	0.0291141050021608	0.00894969731958296	0.0145166412115837	0.0254585474588192	0.0140380434171118	0.00886057406186334	0.0986797740281999	0.0996887213453736	0.00454223367842835	0.0968333507260591	0.0923201319654109	0.00875990480082953	0.00701310471700218	0.0961861670566531	0.092351431588644	0.00317737047123882	0.0112917679611668	0.00953701253402778	0.0113554802096577	0.00613470952783469	0.00444882893140699	0.00937312583159253	0.00648284302020981	0.00175475542713898	0.00110757175773292	0.00145230754263023	0.0027237660027984	0.00145230754263023
"Meriones_meridianus"	0.0672746265679159	0.0461344759559583	0.015257501522018	1.06124933710071	0.0271977870074343	0.0302335916108011	0.0196166373235501	0.0220160362603905	0.0279753540930177	0.0109995996902869	0.00537838620124912	0.0565672248771531	0.0563074550614765	0.0478988276214669	0.0527366414648044	0.00639326607606246	0.05242478359423	0.0509752497720531	0.0520339897786748	0.00563128954378223	0.0031235680378216	0.0546724768001981	0.0532975268389122	0.055295766416985	0.0050321293587702	0.0473422904170179	0.00975110273487208	0.00587151066415412	0.00137494996128586	0.00067229827515614	0.0016818656641979	0.0459005880433942	0.0016818656641979
"Stylodipus_telum"	0.0565082563432511	0.0538365046517532	0.0221972075863554	0.0296703130990192	1.05018473392413	0.0377302401842072	0.0195534845146803	0.0229214894377407	0.0130458728619174	0.0118242026582278	0.0158610280720526	0.0600018636066468	0.0598504318960353	0.00358081751593928	0.0572813345889168	0.00587671253937704	0.00878696954106983	0.00689266532919659	0.057785937765645	0.0526805342016355	0.00309509717894857	0.0586982735784968	0.0572202482462183	0.0581520963077839	0.0528133954117792	0.00433136022474103	0.0579666137094325	0.0527172789119829	0.00147802533227848	0.00198262850900658	0.00141270640858128	0.00264896945437375	0.00141270640858128
"Allactaga_elater"	0.0520774855640108	0.0493849483507855	0.0174684630012965	0.0362803099329613	0.041503264202628	1.04497845683178	0.0212231185666171	0.0290865404797203	0.0183338210390888	0.0127999541681588	0.0101969711962864	0.0651037983503095	0.0649351994074445	0.00412317536528952	0.0615480307275296	0.00561048067081956	0.0599929878771063	0.00743504821513633	0.0612226578560456	0.00618743403438072	0.00284521677506232	0.063938528725572	0.0623385344545522	0.0636480931002014	0.00600635018380848	0.00435689635560237	0.062101476273548	0.0569806516258617	0.00159999427101985	0.00127462139953579	0.00130193713910027	0.00281361671964032	0.00130193713910027
"Allactaga_major"	0.0508397307607259	0.0480721841957118	0.00894969731958296	0.0392332746471003	0.0358480549435806	0.0353718642776951	1.04090085990265	0.033228056102899	0.0240105202543371	0.00806581424964135	0.00881327667941034	0.09938203523386	0.0136485236898444	0.00462075020700474	0.00956005395004185	0.00523409429612347	0.010265031755784	0.0928647442883414	0.00965348675376298	0.00514851417798942	0.00277324902513414	0.0979294167440758	0.0969211899628706	0.0986362271238948	0.00550436565295047	0.00440796880209665	0.0963881297708344	0.00617129928190893	0.00100822678120517	0.00110165958492629	0.00127099326901815	0.00290571304598066	0.00127099326901815
"Pygeretmus_pumilio"	0.0483986643001189	0.0457417832846417	0.0124428353242146	0.0377417764463836	0.0360194834021639	0.0415522006853148	0.028481190945342	1.03930327600289	0.0241518883562532	0.0116454985802311	0.0078547360057792	0.0872982493245393	0.0863805040682897	0.00450767550869181	0.0104194208997794	0.00540143516142209	0.0822506645565233	0.00831053881511536	0.00994557557797294	0.00531354952438548	0.00263939733514803	0.0859918988207941	0.0845362114982652	0.0862613463808548	0.00525848858142333	0.00421197135374735	0.0839454794803883	0.00635425661496667	0.00145568732252888	0.000981842000722401	0.00120996660750297	0.00278254062610229	0.00120996660750297
"Meriones_tamariscinus"	0.0628600975338838	0.047261076254546	0.0218216121075594	0.0479577498737447	0.0205006573544417	0.026191172912984	0.020580445932289	0.0241518883562532	1.05337061206852	0.00667835924335558	0.00195966169575242	0.0877874550807272	0.0869072128251225	0.0788105000213143	0.00994131993763847	0.0801076367518261	0.0833221021825076	0.082002445815293	0.00935148274418808	0.00579872680849713	0.00304841107130166	0.0115630243056221	0.0107282294002027	0.0859689874050973	0.00422521684483624	0.00504665064937435	0.00897494753409904	0.00528981777851639	0.000834794905419448	0.000244957711969053	0.00157150243834709	0.00356974201641979	0.00157150243834709
"Cricetulus_migratorius"	0.0373412511335234	0.0353067201877721	0.0210570651256678	0.0329987990708606	0.0325165573101265	0.031999885420397	0.012098721374462	0.0203796225154044	0.0116871286758723	1.09621132955364	0.00173625296561108	0.0115433002850826	0.147561489698082	0.00314327614504339	0.145271007470134	0.00462641661676439	0.00730229274446001	0.00525483793211644	0.00846162289663052	0.00526964704362342	0.00203686628420597	0.145980166146729	0.0089537499525242	0.00978854485794366	0.00373192323718583	0.00341181624549182	0.00779583161193973	0.00511488588750429	0.137026416194204	0.000217031620701385	0.000933531278338086	0.00230848123962394	0.000933531278338086
"Allocricetulus_eversmanni"	0.0483222725771824	0.0462899081900973	0.013290861092795	0.0161351586037474	0.0436178271981448	0.0254924279907159	0.0132199150191155	0.0137457880101136	0.00342940796756674	0.00173625296561108	1.10805351371824	0.0100201956844193	0.00913556772019437	0.00212531280155475	0.00790876800750291	0.00400714591507207	0.00582833583275349	0.00467353201742159	0.146198425601582	0.0057448167121096	0.0026546164453701	0.00888469783541869	0.0086676662147173	0.00891262392668636	0.143143934169157	0.00332691472052624	0.146502057154342	0.00591186635391248	0.000217031620701385	0.13850668921478	0.00120805681442956	0.0018803550895857	0.00120805681442956
"Xenopsylla_skrjabini"	0.0864763807866254	0.0812914023256768	0.0657865160188	0.0754229665028708	0.0733356110747905	0.0723375537225661	0.0662546901559067	0.0678986383635306	0.0682791317294545	0.00513035568225895	0.00445342030418635	1.03552562142576	0.0306456917063796	0.0101816139617701	0.0209187081283092	0.0150615563483945	0.021188750710828	0.0182431944641064	0.0208340912060502	0.0135179123776123	0.00470226584234304	0.025807625379987	0.0251663309197046	0.0300434117575228	0.00859238024740227	0.00784488944662932	0.0225803848534416	0.0116525803955073	0.000641294460282368	0.000556677538023293	0.00216190951966564	0.00530453312395192	0.00216190951966564
"Nosopsyllus_laeviceps"	0.0857264652517809	0.0805822098807913	0.0664591475635824	0.0750766067486353	0.073150527872932	0.0721502215638273	0.00909901579322962	0.0671848364975586	0.0675944988639842	0.0655828843102586	0.00406025232008639	0.0306456917063796	1.03808530092906	0.0100995320694389	0.0284582055460921	0.015027796477319	0.0210241540990878	0.0133759774443161	0.0207678765473206	0.0135246419812586	0.00466135569006925	0.0284771114579121	0.0202792509191298	0.0251074294094144	0.00849391122430423	0.00778954763792905	0.0176585905112808	0.0115938907624848	0.00819786053878233	0.000507531540010798	0.00214316163129452	0.00527135357915432	0.00214316163129452
"Coptopsylla_lamellifer"	0.203921153509178	0.024516791292534	0.0090844673568567	0.191595310485868	0.0131296642251107	0.0137439178842984	0.00924150041400948	0.0105179095202809	0.1838911667164	0.00419103486005785	0.002833750402073	0.0305448418853103	0.0302985962083167	1.02621625011153	0.0164122336199824	0.0197563008489116	0.0284208749850816	0.0277525248739188	0.0162425730627343	0.00721802043134907	0.00586417856562114	0.0171765989595271	0.0166527196020198	0.0297878029389056	0.00681520028520347	0.0138473165025323	0.00902380046536782	0.00714817737915927	0.000523879357507232	0.000354218800259125	0.00509802883772945	0.0130811667746406	0.00509802883772945
"Neopsylla_setosa"	0.102272686621289	0.0969626370225039	0.0830000149080507	0.0904056710825219	0.0900135257825836	0.0879257581821851	0.00819433195717873	0.0104194208997794	0.00994131993763847	0.0830120042686478	0.00451929600428738	0.0268954818792547	0.0365891214164042	0.00703381440856387	1.03513478278516	0.0132136617627496	0.0152044290746106	0.0107467578119487	0.025323194252115	0.0165950913806981	0.00558689957248549	0.0296452202225716	0.0192687196889906	0.0199788139702505	0.0102433354722298	0.00935380253425724	0.0160667287277548	0.0140747113808031	0.010376500533581	0.000564912000535923	0.00255681716553224	0.00632372012730398	0.00255681716553224
"Citellophilus_trispinus"	0.160184511327904	0.152509418177916	0.138480197948116	0.0191797982281874	0.0161609594832869	0.0140262016770489	0.00785114144418521	0.00945251153248867	0.140188364315696	0.00462641661676439	0.00400714591507207	0.0338885017838877	0.0338125420739678	0.0148172256366837	0.0231239080848118	1.03032400319091	0.0209596344337738	0.020237406741759	0.0230464992471003	0.021045137664356	0.00877053210125751	0.0129133327713286	0.0123350306942331	0.0223484852882114	0.0100060144080636	0.00956969036076531	0.0120367656741093	0.0102064312525321	0.000578302077095549	0.000500893239384009	0.00400461278319761	0.00480377104270542	0.00400461278319761
"Rhadinopsylla_cedestis"	0.115927880445839	0.108844544941604	0.00875990480082953	0.10484956718846	0.016109444158628	0.0999883131285104	0.010265031755784	0.0959591086492772	0.0972091192129255	0.00486819516297334	0.00388555722183566	0.031783126066242	0.0315362311486316	0.0142104374925408	0.0177385005870457	0.0139730896225159	1.02946546722477	0.0184672488349479	0.0176156708444035	0.00776182856906271	0.0062995890405711	0.0247181498796689	0.0241096254842972	0.0310531339995062	0.00751753115505637	0.0106683210067569	0.0202265881708408	0.0120312521587524	0.000608524395371667	0.000485694652729457	0.00289819701114598	0.00726692897733181	0.00289819701114598
"Echidnophaga_oschanini"	0.134149814624667	0.125907999185953	0.00841572566040262	0.122340599452927	0.0151638637242325	0.0148700964302727	0.11143769314601	0.0116347543411615	0.11480342414141	0.00420387034569315	0.00373882561393727	0.0328377500353915	0.024076759399769	0.0166515149243513	0.0150454609367282	0.0161899253934072	0.0221606986019375	1.02987261432775	0.0149873303452587	0.00867894734479757	0.0072883703401777	0.0244616787753736	0.023936194982162	0.0321364395636913	0.00844499007483951	0.012385895317383	0.0193060232066988	0.00872114169461099	0.000525483793211644	0.000467353201742159	0.00335374536561667	0.00845127034282198	0.00335374536561667
"Oropsylla_ilovaiskii"	0.103057045295837	0.0977471504512414	0.0824452860485598	0.089201125334871	0.0908064736317277	0.0874609397943508	0.00827441721751112	0.00994557557797294	0.00935148274418808	0.00483521308378887	0.0835419574866183	0.0267866886934931	0.0267015555608408	0.00696110274117183	0.025323194252115	0.0131694281412002	0.0150991464380602	0.0107052359608991	1.03516153730247	0.0166290320713042	0.00563102458399721	0.0198526867717638	0.0192482851362901	0.0199162481894464	0.0202013362530848	0.00934773813961683	0.0259743162664978	0.0141316385569751	0.000604401635473608	0.0104427446858273	0.00257642613239591	0.00629313968801554	0.00257642613239591
"Citellophilus_tesquorum"	0.159390531179075	0.153331346727567	0.138527147382966	0.0168938686313467	0.144871469054498	0.0154685850859518	0.00772277126698413	0.0092987116676746	0.01014777191487	0.00526964704362342	0.0057448167121096	0.0304153028496277	0.0304304444578319	0.0054135153235118	0.0290414099162216	0.021045137664356	0.0116427428535941	0.010848684180997	0.0291008061247824	1.0269053635885	0.00877636786471337	0.018805238930438	0.018146533049985	0.0188713739010472	0.0160795367289315	0.00948027905768615	0.018160723946026	0.0161348638942154	0.000658705880452928	0.0007181020890137	0.00398476327947688	0.00468867447244966	0.00398476327947688
"Ctenophthalmus_dolichus"	0.290130922846035	0.279403063863328	0.00953211141371647	0.0187414082269296	0.0170230344842171	0.0142260838753116	0.00831974707540243	0.00923789067301809	0.0106694387495558	0.00407373256841193	0.0053092328907402	0.0211601962905437	0.0209761006053116	0.0087962678484317	0.0195541485036992	0.017541064202515	0.0188987671217133	0.0182209258504442	0.0197085860439902	0.0175527357294267	1.01598461881688	0.02011296747596	0.0196037509049085	0.020365853672734	0.0174220472229596	0.0167655108263353	0.0194865130067957	0.0174696973053826	0.000509216571051491	0.000663654111342525	0.00725327307115089	0.00803416508060629	0.00725327307115089
"Mesopsylla_hebes"	0.0920602316283556	0.0872555545049959	0.00846882597087507	0.0820087152002972	0.0807101261704331	0.0799231609069651	0.0734470625580569	0.0752429114681948	0.0101176462674194	0.0729900830733643	0.00444234891770935	0.0290335785524854	0.0320367503901512	0.00644122460982265	0.0259395676947502	0.00645666638566432	0.0185386124097517	0.0152885492346085	0.0173711009252933	0.00940261946521898	0.00502824186899001	1.03672891441998	0.0276051540358111	0.0283278430549125	0.00925217758235973	0.00844527166900239	0.0247434178505124	0.0126930420129943	0.00912376038417054	0.000555293614713668	0.00230150579070889	0.00571853559072127	0.00230150579070889
"Mesopsylla_tuschkan"	0.102544461065726	0.0971987251351544	0.00817458217202381	0.0913671888667067	0.0899175329583431	0.0890550492207889	0.0830753056824605	0.0845362114982652	0.0107282294002027	0.00511642854429954	0.0049529521226956	0.0323567111824774	0.0260733226103098	0.00713687982943707	0.0192687196889906	0.00704858896813319	0.0206653932722547	0.0170972821301157	0.0192482851362901	0.0103694474571343	0.00560107168711673	0.0315487474694984	1.03090919390146	0.0316754960014754	0.0103073512914693	0.00940803788989617	0.0277213467140184	0.0141409847371718	0.000639553568037443	0.00061911901533695	0.00256361152664315	0.0063705777294226	0.00256361152664315
"Mesopsylla_lenis"	0.093655159528378	0.0880027017591692	0.00851661015724329	0.0829436496254774	0.0799591324232028	0.0795601163752517	0.0739771703429211	0.0754786780832479	0.0752228639794601	0.00489427242897183	0.00445631196334318	0.0337988382272132	0.0282458580855912	0.0111704261020896	0.0174814622239692	0.0111742426441057	0.0232898504996296	0.020085274727307	0.0174267171657656	0.00943568695052359	0.00509146341818349	0.0283278430549124	0.027716059001291	1.03308912071411	0.00928300843283788	0.00854744881924505	0.0248171125956473	0.0127039752561826	0.000611784053621478	0.000557038995417897	0.00234137898820945	0.00579736438927101	0.00234137898820945
"Ctenophthalmus_breviatus"	0.158169277538072	0.152217333536895	0.00920206429175204	0.0150963880763106	0.145236837382393	0.0150158754595212	0.0082565484794257	0.00920235501749083	0.00739412947846342	0.00373192323718583	0.143143934169157	0.0193328555566551	0.0191113002546845	0.00511140021390261	0.0179258370764021	0.0100060144080636	0.0112762967325846	0.0105562375935494	0.0353523384428985	0.0160795367289315	0.00871102361147978	0.0185043551647195	0.0180378647600712	0.0185660168656758	1.0332056898091	0.00934003978132606	0.0353018403613696	0.0160634918109282	0.000466490404648228	0.0178929917711446	0.0039542319384518	0.00458324810829808	0.0039542319384518
"Xenopsylla_conformis"	0.20463305299201	0.193957788568212	0.00889765786281398	0.189369161668072	0.0158816541573838	0.0145229878520079	0.00881593760419331	0.0098279331587438	0.0117755181818735	0.00454908832732243	0.00443588629403499	0.023534668339888	0.0233686429137872	0.0138473165025323	0.0218255392466002	0.0127595871476871	0.0213366420135138	0.020643158862305	0.0218113889924393	0.0126403720769149	0.0111770072175569	0.022520724450673	0.0219520884097577	0.0227931968513201	0.0124533863751014	1.01906738895373	0.0146161924603425	0.0126250499809474	0.000568636040915304	0.000554485786754373	0.00511582632480024	0.0130062080609699	0.00511582632480024
