"Ilex_anomala"	"Cheirodendron_platyphyllum"	"Cheirodendron_trigynum"	"Dubautia_paleata"	"Dubautia_raillardioides"	"Clermontia_faurieri"	"Dryopteris"	"Elaphoglossum"	"Elaeocarpus_bifidus"	"Styphelia_tameiameiae"	"Vaccinium_calycinum"	"Vaccinium_dentatum"	"Dicranopteris_linearis"	"Scaevola_glabra"	"Broussaisia_arguta"	"Myrsine_wawraea"	"Metrosideros_polymorpha"	"Peperomia_hesperomannii"	"Coprosma_kauensis"	"Hedyotis_terminalis"	"Psychotria"	"Coprosoma_elliptica"	"Melicope_clusiifolia"	"Wilkstroemia_oahuensis"	"Hedychium_gardinerianum"	"Rubus_argutus"	"Croesia_zimmermani"	"Schreckensteinia_festaliella"	"Scotorythra_apicalis"	"Spheterista_pleonectes"	"Udea_ommatias"	"Leaf_miner_sp._3"	"Thyrocopa_complex"	"Amakua_omaomao"	"Carposina_sp._3"	"Haliophyle_euclidias"	"Scotorythra_hecataea"	"Eupithecia_orichloris"	"Udea_pyranthes"	"Eupithecia_rhodopyra"	"Udea_constricta"	"Carposina_graminis"	"Eccoptocera_sp._1"	"Eupithecia_monticolans"	"Scotorythra_complex"	"Unkn_code"	"Leaf_miner_sp._4"	"Fletcherana_leucoxyla"	"Hyles_calida"	"Paralopostega_sp._1"	"Agrotis_hephaestaea"
"Psychotria"	0	0	0.00127393012023696	0.00126736557654033	0.00149312051726426	0.00136979425421046	8.78073239878503e-05	0.0012293025358299	0.00114149521184205	0.0541906815632954	0.00338734128190037	0.00114149521184205	0.00173692113391307	0.00130456595639092	0.00114149521184205	0.0485332962211787	0.0549303678323643	0.0496747914330208	0.00158556695289032	0	1.04853329622118	0.0554948433511612	0.00130456595639092	0	0.00114149521184205	0.00136979425421046	0.000228299042368411	0.000228299042368411	0	0	0.000503481458793115	0.000186640064658032	0.000794609450369452	0.000228299042368411	0.000228299042368411	0.000351229295951401	0.00903178026054923	0.000423417660237546	0.000423417660237546	0.000289486855652179	0.00032614148909773	0.00686629597904554	0.00728971363928309	0.582399554654145	0.0388108372026298	0.0058389711907683	0	0.00634226781156129	0.00554948433511612	0.00032614148909773	0
"Coprosoma_elliptica"	0	0	0.00539457252788592	0.00458014105745083	0.00626850355197418	0.00491758980643315	0.000315230115796997	0.00441322162115795	0.00409799150536095	0.016578502009738	0.00548496015676976	0.00409799150536095	0.0338836803550893	0.00468341886326966	0.00409799150536095	0.0110989686702322	0.0169581960612328	0.0151969601755932	0.0324018734722036	0	0.0110989686702322	1.13406557152713	0.00468341886326966	0	0.00409799150536095	0.00491758980643315	0.000819598301072191	0.000819598301072191	0	0	0.00192859820835948	0.000783562943996772	0.0077794861351498	0.000819598301072191	0.000819598301072191	0.00126092046318799	0.00276308366828967	0.000685620019596219	0.000685620019596219	0.00564728005918155	0.00117085471581742	0.0021197745076541	0.00280539452725032	0.133187624042787	0.139331711182272	0.119053837211894	0	0.129607493888815	0.113406557152713	0.00117085471581742	0
"Melicope_clusiifolia"	0	0	0.0105233792413294	0.0108599984585135	0.0123609700910196	0.0117539618874144	0.000753459095347077	0.0105484273348591	0.00979496823951201	0.0113970013284081	0.0120512053263859	0.00979496823951201	0.00116699963516772	0.0111942494165851	0.00979496823951201	0.000652282978195459	0.0119435601480353	0.0104472512177075	0.000334529918804976	0	0.000652282978195459	0.0117085471581742	1.15405139227373	0	0.00979496823951201	0.0117539618874144	0.0019589936479024	0.0019589936479024	0	0	0.00426012087600581	0.00154512126137745	0.00437046601090442	0.0019589936479024	0.0019589936479024	0.00301383638138831	0.00189950022140136	0.00150640066579824	0.00150640066579824	0.00019449993919462	0.00279856235414629	0.00149294501850442	0.00299934568430266	0.00782739573834551	0.333028920143408	0.00136535465501204	0	0.0013381196752199	0.00117085471581742	0.288512848068432	0
"Wilkstroemia_oahuensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667
"Hedychium_gardinerianum"	0	0	0.0184159136723265	0.0190049973023986	0.0216316976592843	0.0205694333029752	0.00131855341685739	0.0184597478360034	0.017141194419146	0.0199447523247143	0.0210896093211753	0.017141194419146	0.00204224936154351	0.019589936479024	0.017141194419146	0.00114149521184205	0.0209012302590618	0.0182826896309881	0.000585427357908708	0	0.00114149521184205	0.0204899575268048	0.019589936479024	0	1.01714119441915	0.0205694333029752	0.0034282388838292	0.0034282388838292	0	0	0.00745521153301017	0.00270396220741054	0.00764831551908273	0.0034282388838292	0.0034282388838292	0.00527421366742954	0.00332412538745238	0.00263620116514692	0.00263620116514692	0.000340374893590586	0.004897484119756	0.00261265378238273	0.00524885494752965	0.0136979425421046	0.582800610250964	0.00238937064627106	0	0.00234170943163483	0.00204899575268048	0.004897484119756	0
"Rubus_argutus"	0	0	0.00736636546893059	0.00760199892095942	0.00865267906371371	0.00822777332119008	0.000527421366742954	0.00738389913440136	0.0068564777676584	0.0079779009298857	0.00843584372847014	0.0068564777676584	0.000816899744617406	0.0078359745916096	0.0068564777676584	0.000456598084736822	0.00836049210362473	0.00731307585239523	0.000234170943163483	0	0.000456598084736822	0.00819598301072191	0.0078359745916096	0	0.0068564777676584	1.20822777332119	0.201371295553532	0.201371295553532	0	0	0.00298208461320407	0.00108158488296421	0.00305932620763309	0.00137129555353168	0.00137129555353168	0.00210968546697182	0.00132965015498095	0.00105448046605877	0.00105448046605877	0.000136149957436234	0.0019589936479024	0.00104506151295309	0.00209954197901186	0.00547917701684186	0.233120244100386	0.000955748258508425	0	0.000936683772653933	0.000819598301072191	0.0019589936479024	0
"Croesia_zimmermani"	0	0	0.00368318273446529	0.00380099946047971	0.00432633953185686	0.00411388666059504	0.000263710683371477	0.00369194956720068	0.0034282388838292	0.00398895046494285	0.00421792186423507	0.0034282388838292	0.000408449872308703	0.0039179872958048	0.0034282388838292	0.000228299042368411	0.00418024605181237	0.00365653792619761	0.000117085471581742	0	0.000228299042368411	0.00409799150536095	0.0039179872958048	0	0.0034282388838292	0.604113886660595	1.10068564777677	0.100685647776766	0	0	0.00149104230660203	0.000540792441482107	0.00152966310381655	0.000685647776765841	0.00068564777676584	0.00105484273348591	0.000664825077490475	0.000527240233029383	0.000527240233029383	6.80749787181171e-05	0.000979496823951201	0.000522530756476546	0.00104977098950593	0.00273958850842093	0.116560122050193	0.000477874129254213	0	0.000468341886326966	0.000409799150536095	0.0009794968239512	0
"Schreckensteinia_festaliella"	0	0	0.00368318273446529	0.00380099946047971	0.00432633953185686	0.00411388666059504	0.000263710683371477	0.00369194956720068	0.0034282388838292	0.00398895046494285	0.00421792186423507	0.0034282388838292	0.000408449872308703	0.0039179872958048	0.0034282388838292	0.000228299042368411	0.00418024605181237	0.00365653792619761	0.000117085471581742	0	0.000228299042368411	0.00409799150536095	0.0039179872958048	0	0.0034282388838292	0.604113886660595	0.100685647776766	1.10068564777677	0	0	0.00149104230660203	0.000540792441482107	0.00152966310381655	0.000685647776765841	0.00068564777676584	0.00105484273348591	0.000664825077490475	0.000527240233029384	0.000527240233029384	6.80749787181171e-05	0.000979496823951201	0.000522530756476546	0.00104977098950593	0.00273958850842093	0.116560122050193	0.000477874129254213	0	0.000468341886326966	0.000409799150536096	0.000979496823951201	0
"Scotorythra_apicalis"	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Spheterista_pleonectes"	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Udea_ommatias"	0	0	0.010805445145466	0.280881327645129	0.307156444825696	0.0044731269198061	0.000286738905115776	0.00401434467162086	0.00372760576650509	0.00434110526825634	0.00458639033143935	0.00372760576650509	0.00822671630512392	0.00426012087600581	0.00372760576650509	0.000251740729396558	0.00454915442069972	0.00397934649590164	0.00013775701488282	0	0.000251740729396558	0.0048214955208987	0.00426012087600581	0	0.00372760576650509	0.0044731269198061	0.000745521153301017	0.000745521153301017	0	0	1.10861488751449	0.0383945556032119	0.0424670362737658	0.000745521153301017	0.000745521153301017	0.0011469556204631	0.00072351754470939	0.000573298791429919	0.000573298791429919	0.00137111938418732	0.00106503021900145	0.000568644302587465	0.00114194309401738	0.00302088875275869	0.126738596061173	0.00185326893627719	0	0.00055102805953128	0.00048214955208987	0.00106503021900145	0
"Leaf_miner_sp._3"	0	0	0.0156562312296672	0.0219012400090165	0.570510409633358	0.00324475464889264	0.000207997092877733	0.00291195930028827	0.00270396220741053	0.00315338429680207	0.00332707954115495	0.00270396220741053	0.0149145307317215	0.0030902425227549	0.00270396220741053	0.000186640064658032	0.00330435697404652	0.00289060227206857	0.00011193756342811	0	0.000186640064658032	0.00391781471998386	0.0030902425227549	0	0.00270396220741053	0.00324475464889264	0.000540792441482107	0.000540792441482107	0	0	0.0767891112064239	1.07131380120417	0.0777136141335402	0.000540792441482107	0.000540792441482107	0.000831988371510934	0.000525564049467012	0.000415884942644369	0.000415884942644369	0.00248575512195358	0.000772560630688724	0.000413044621755815	0.000828929564400184	0.00223968077589639	0.0919347150519582	0.00287753659395197	0	0.000447750253712441	0.000391781471998386	0.000772560630688724	0
"Thyrocopa_complex"	0	0	0.187206195954889	0.00962727788532188	0.207236304356107	0.00305932620763309	0.000196110654335455	0.00274554916069637	0.00254943850636091	0.00307015453434625	0.00314058414353421	0.00254943850636091	0.211406745947611	0.00291364400726961	0.00254943850636091	0.000264869816789817	0.0032137396718744	0.00281430832315073	0.000370451720721419	0	0.000264869816789817	0.0129658102252497	0.00291364400726961	0	0.00254943850636091	0.00305932620763309	0.000509887701272183	0.000509887701272182	0	0	0.0283113575158439	0.0259045380445134	1.10794054469117	0.000509887701272183	0.000509887701272182	0.000784442617341819	0.000511692422391042	0.000392573017941776	0.000392573017941776	0.0352344576579352	0.000728411001817404	0.0004017174589843	0.000794290476926076	0.00317843780147781	0.086680909216271	0.0365310386804602	0	0.00148180688288568	0.00129658102252497	0.000728411001817404	0
"Amakua_omaomao"	0	0	0.00368318273446529	0.00380099946047971	0.00432633953185686	0.604113886660595	0.000263710683371477	0.00369194956720068	0.0034282388838292	0.00398895046494285	0.00421792186423507	0.0034282388838292	0.000408449872308703	0.0039179872958048	0.0034282388838292	0.000228299042368411	0.00418024605181237	0.00365653792619761	0.000117085471581742	0	0.000228299042368411	0.00409799150536095	0.0039179872958048	0	0.0034282388838292	0.00411388666059504	0.000685647776765841	0.00068564777676584	0	0	0.00149104230660203	0.000540792441482107	0.00152966310381655	1.10068564777677	0.100685647776766	0.00105484273348591	0.000664825077490475	0.000527240233029383	0.000527240233029383	6.80749787181171e-05	0.000979496823951201	0.000522530756476546	0.00104977098950593	0.00273958850842093	0.116560122050193	0.000477874129254213	0	0.000468341886326966	0.000409799150536095	0.0009794968239512	0
