"Ilex_anomala"	"Cheirodendron_platyphyllum"	"Cheirodendron_trigynum"	"Dubautia_paleata"	"Dubautia_raillardioides"	"Clermontia_faurieri"	"Dryopteris"	"Elaphoglossum"	"Elaeocarpus_bifidus"	"Styphelia_tameiameiae"	"Vaccinium_calycinum"	"Vaccinium_dentatum"	"Dicranopteris_linearis"	"Scaevola_glabra"	"Broussaisia_arguta"	"Myrsine_wawraea"	"Metrosideros_polymorpha"	"Peperomia_hesperomannii"	"Coprosma_kauensis"	"Hedyotis_terminalis"	"Psychotria"	"Coprosoma_elliptica"	"Melicope_clusiifolia"	"Wilkstroemia_oahuensis"	"Hedychium_gardinerianum"	"Rubus_argutus"	"Croesia_zimmermani"	"Schreckensteinia_festaliella"	"Scotorythra_apicalis"	"Spheterista_pleonectes"	"Udea_ommatias"	"Leaf_miner_sp._3"	"Thyrocopa_complex"	"Amakua_omaomao"	"Carposina_sp._3"	"Haliophyle_euclidias"	"Scotorythra_hecataea"	"Eupithecia_orichloris"	"Udea_pyranthes"	"Eupithecia_rhodopyra"	"Udea_constricta"	"Carposina_graminis"	"Eccoptocera_sp._1"	"Eupithecia_monticolans"	"Scotorythra_complex"	"Unkn_code"	"Leaf_miner_sp._4"	"Fletcherana_leucoxyla"	"Hyles_calida"	"Paralopostega_sp._1"	"Agrotis_hephaestaea"
"Ilex_anomala"	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cheirodendron_platyphyllum"	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cheirodendron_trigynum"	0	0	1.05600950582489	0.0119093181225297	0.0626249249186689	0.0110495482033959	0.000708304372012556	0.00991626120817579	0.00920795683616323	0.0107399147959437	0.0113299506964712	0.00920795683616323	0.0538728111676745	0.0105233792413294	0.00920795683616323	0.000636965060118481	0.0112540500474995	0.00984492189628172	0.000385326609134709	0	0.000636965060118481	0.0134864313197148	0.0105233792413294	0	0.00920795683616323	0.0110495482033959	0.00184159136723265	0.00184159136723265	0	0	0.010805445145466	0.00782811561483361	0.280809293932334	0.00184159136723265	0.00184159136723265	0.00283321748805023	0.00178998579932395	0.0014162438370589	0.0014162438370589	0.00897880186127909	0.00263084481033235	0.00140675625593744	0.00282300009299634	0.00764358072142178	0.31307053242955	0.0103274449932506	0	0.00154130643653883	0.00134864313197148	0.00263084481033235	0
"Dubautia_paleata"	0	0	0.0119093181225297	1.07972283056248	0.087604960036066	0.0114029983814391	0.000730961434707637	0.0102334600859069	0.00950249865119927	0.0110576524794212	0.0116914022434475	0.00950249865119927	0.00307780375705274	0.0108599984585135	0.00950249865119927	0.000633682788270166	0.0115879037347059	0.0101361814394694	0.000327152932675059	0	0.000633682788270166	0.0114503526436271	0.0108599984585135	0	0.00950249865119927	0.0114029983814391	0.00190049973023986	0.00190049973023986	0	0	0.280881327645129	0.0109506200045083	0.0144409168279828	0.00190049973023986	0.00190049973023986	0.00292384573883055	0.00184294207990353	0.00146142528043094	0.00146142528043094	0.000512967292842123	0.00271499961462836	0.00144848796683823	0.00290991324726917	0.007604193459242	0.323084954140775	0.00165800255720483	0	0.00130861173070024	0.00114503526436271	0.00271499961462836	0
"Dubautia_raillardioides"	0	0	0.0313124624593344	0.043802480018033	1.14102081926672	0.00648950929778528	0.000415994185755467	0.00582391860057654	0.00540792441482107	0.00630676859360415	0.0066541590823099	0.00540792441482107	0.0298290614634429	0.00618048504550979	0.00540792441482107	0.000373280129316064	0.00660871394809304	0.00578120454413713	0.000223875126856221	0	0.000373280129316064	0.00783562943996772	0.00618048504550979	0	0.00540792441482107	0.00648950929778528	0.00108158488296421	0.00108158488296421	0	0	0.153578222412848	0.14262760240834	0.15542722826708	0.00108158488296421	0.00108158488296421	0.00166397674302187	0.00105112809893402	0.000831769885288737	0.000831769885288737	0.00497151024390716	0.00154512126137745	0.00082608924351163	0.00165785912880037	0.00447936155179277	0.183869430103916	0.00575507318790393	0	0.000895500507424883	0.000783562943996772	0.00154512126137745	0
"Clermontia_faurieri"	0	0	0.00736636546893059	0.00760199892095942	0.00865267906371371	1.20822777332119	0.000527421366742954	0.00738389913440136	0.0068564777676584	0.0079779009298857	0.00843584372847014	0.0068564777676584	0.000816899744617406	0.0078359745916096	0.0068564777676584	0.000456598084736822	0.00836049210362473	0.00731307585239523	0.000234170943163483	0	0.000456598084736822	0.00819598301072191	0.0078359745916096	0	0.0068564777676584	0.00822777332119008	0.00137129555353168	0.00137129555353168	0	0	0.00298208461320407	0.00108158488296421	0.00305932620763309	0.201371295553532	0.201371295553532	0.00210968546697182	0.00132965015498095	0.00105448046605877	0.00105448046605877	0.000136149957436234	0.0019589936479024	0.00104506151295309	0.00209954197901186	0.00547917701684186	0.233120244100386	0.000955748258508425	0	0.000936683772653933	0.000819598301072191	0.0019589936479024	0
"Dryopteris"	0	0	0.00141660874402511	0.00146192286941527	0.00166397674302187	0.00158226410022886	1.15394758103207	0.155266134448923	0.00131855341685739	0.00153421171728571	0.00162227764009041	0.00131855341685739	0.000157096104734116	0.00150691819069415	0.00131855341685739	8.78073239878503e-05	0.00160778694300476	0.00140636074084524	4.50328736852852e-05	0	8.78073239878503e-05	0.00157615057898498	0.00150691819069415	0	0.00131855341685739	0.00158226410022886	0.000263710683371477	0.000263710683371477	0	0	0.000573477810231552	0.000207997092877733	0.000588331963006364	0.000263710683371477	0.000263710683371477	0.615790324128264	0.000255701952880952	0.000202784705011301	0.000202784705011301	2.61826841223527e-05	0.000376729547673539	0.000200973367875595	0.000403758072886896	0.0010536878878542	0.0448308161731511	0.000183797742020851	0	0.000180131494741141	0.000157615057898498	0.000376729547673539	0
"Elaphoglossum"	0	0	0.00991626120817579	0.0102334600859069	0.0116478372011531	0.011075848701602	0.0776330672244617	1.08686294114246	0.0092298739180017	0.010739482021	0.0113559434806329	0.0092298739180017	0.00109967273313882	0.0105484273348591	0.0092298739180017	0.000614651267914952	0.0112545086010333	0.00984452518591665	0.000315230115796997	0	0.000614651267914952	0.0110330540528949	0.0105484273348591	0	0.0092298739180017	0.011075848701602	0.00184597478360034	0.00184597478360034	0	0	0.00401434467162086	0.00145597965014413	0.00411832374104455	0.00184597478360034	0.00184597478360034	0.310532268897847	0.00178991367016666	0.00141949293507911	0.00141949293507911	0.000183278788856469	0.00263710683371477	0.00140681357512916	0.00282630651020827	0.00737581521497943	0.313815713212058	0.00128658419414596	0	0.00126092046318799	0.00110330540528949	0.00263710683371477	0
"Elaeocarpus_bifidus"	0	0	0.0184159136723265	0.0190049973023986	0.0216316976592843	0.0205694333029752	0.00131855341685739	0.0184597478360034	1.01714119441915	0.0199447523247143	0.0210896093211753	0.017141194419146	0.00204224936154351	0.019589936479024	0.017141194419146	0.00114149521184205	0.0209012302590618	0.0182826896309881	0.000585427357908708	0	0.00114149521184205	0.0204899575268048	0.019589936479024	0	0.017141194419146	0.0205694333029752	0.0034282388838292	0.0034282388838292	0	0	0.00745521153301017	0.00270396220741054	0.00764831551908273	0.0034282388838292	0.0034282388838292	0.00527421366742954	0.00332412538745238	0.00263620116514692	0.00263620116514692	0.000340374893590586	0.004897484119756	0.00261265378238273	0.00524885494752965	0.0136979425421046	0.582800610250964	0.00238937064627106	0	0.00234170943163483	0.00204899575268048	0.004897484119756	0
"Styphelia_tameiameiae"	0	0	0.00715994319729579	0.00737176831961414	0.00840902479147219	0.0079779009298857	0.000511403905761904	0.00715965468066665	0.00664825077490475	1.11786743050473	0.00890070931020935	0.00664825077490475	0.00137424381652967	0.00759800088560543	0.00664825077490475	0.0180635605210985	0.0275751265787004	0.0247118112960032	0.000789452476654192	0	0.0180635605210985	0.0276308366828967	0.00759800088560543	0	0.00664825077490475	0.0079779009298857	0.00132965015498095	0.00132965015498095	0	0	0.00289407017883756	0.00105112809893402	0.00307015453434625	0.00132965015498095	0.00132965015498095	0.00204561562304762	0.186311238417455	0.00111258866377617	0.00111258866377617	0.000229040636088278	0.00189950022140136	0.00344689082233755	0.00455947948611372	0.216762726253182	0.226040526346762	0.00299212430437795	0	0.00315780990661677	0.00276308366828967	0.00189950022140136	0
"Vaccinium_calycinum"	0	0	0.00566497534823561	0.00584570112172375	0.0066541590823099	0.0063268827963526	0.000405569410022603	0.00567797174031644	0.00527240233029383	0.00667553198265701	1.19320793474084	0.00527240233029383	0.000644546311818092	0.00602560266319295	0.00527240233029383	0.000846835320475093	0.0478973634332912	0.00611923765076893	0.000195891434170348	0	0.000846835320475093	0.00685620019596219	0.00602560266319295	0	0.00527240233029383	0.0063268827963526	0.00105448046605877	0.00105448046605877	0	0	0.00229319516571967	0.000831769885288737	0.00235543810765065	0.00105448046605877	0.00105448046605877	0.00162227764009041	0.00111258866377617	0.149150991842605	0.149150991842605	0.000107424385303015	0.00150640066579824	0.00598717042916141	0.155138162271767	0.0101620238457011	0.17926167922999	0.000793044404899235	0	0.000783565736681394	0.000685620019596219	0.00150640066579824	0
"Vaccinium_dentatum"	0	0	0.0184159136723265	0.0190049973023986	0.0216316976592843	0.0205694333029752	0.00131855341685739	0.0184597478360034	0.017141194419146	0.0199447523247143	0.0210896093211753	1.01714119441915	0.00204224936154351	0.019589936479024	0.017141194419146	0.00114149521184205	0.0209012302590618	0.0182826896309881	0.000585427357908708	0	0.00114149521184205	0.0204899575268048	0.019589936479024	0	0.017141194419146	0.0205694333029752	0.0034282388838292	0.0034282388838292	0	0	0.00745521153301017	0.00270396220741054	0.00764831551908273	0.0034282388838292	0.0034282388838292	0.00527421366742954	0.00332412538745238	0.00263620116514692	0.00263620116514692	0.000340374893590586	0.004897484119756	0.00261265378238273	0.00524885494752965	0.0136979425421046	0.582800610250964	0.00238937064627106	0	0.00234170943163483	0.00204899575268048	0.004897484119756	0
"Dicranopteris_linearis"	0	0	0.0359152074451164	0.00205186917136849	0.0397720819512573	0.000816899744617406	5.23653682447055e-05	0.000733115155425877	0.000680749787181172	0.00137424381652967	0.000859395082424123	0.000680749787181172	1.18473860305455	0.000777999756778482	0.000680749787181172	0.000578973711304358	0.00141967403565383	0.00125972349848553	0.00161350858833759	0	0.000578973711304358	0.0564728005918155	0.000777999756778482	0	0.000680749787181172	0.000816899744617406	0.000136149957436234	0.000136149957436234	0	0	0.00548447753674928	0.00497151024390716	0.211406745947611	0.000136149957436234	0.000136149957436234	0.000209461472978822	0.000229040636088278	0.000107424385303015	0.000107424385303015	0.197456433842425	0.000194499939194621	0.000177459254456729	0.000284883639759744	0.0069476845356523	0.0231454927641598	0.203103713901606	0	0.00645403435335034	0.00564728005918155	0.00019449993919462	0
"Scaevola_glabra"	0	0	0.0105233792413294	0.0108599984585135	0.0123609700910196	0.0117539618874144	0.000753459095347077	0.0105484273348591	0.00979496823951201	0.0113970013284081	0.0120512053263859	0.00979496823951201	0.00116699963516772	1.15405139227373	0.00979496823951201	0.000652282978195459	0.0119435601480353	0.0104472512177075	0.000334529918804976	0	0.000652282978195459	0.0117085471581742	0.0111942494165851	0	0.00979496823951201	0.0117539618874144	0.0019589936479024	0.0019589936479024	0	0	0.00426012087600581	0.00154512126137745	0.00437046601090442	0.0019589936479024	0.0019589936479024	0.00301383638138831	0.00189950022140136	0.00150640066579824	0.00150640066579824	0.00019449993919462	0.288512848068432	0.00149294501850442	0.00299934568430266	0.00782739573834551	0.333028920143408	0.00136535465501204	0	0.0013381196752199	0.00117085471581742	0.00279856235414629	0
"Broussaisia_arguta"	0	0	0.0184159136723265	0.0190049973023986	0.0216316976592843	0.0205694333029752	0.00131855341685739	0.0184597478360034	0.017141194419146	0.0199447523247143	0.0210896093211753	0.017141194419146	0.00204224936154351	0.019589936479024	1.01714119441915	0.00114149521184205	0.0209012302590618	0.0182826896309881	0.000585427357908708	0	0.00114149521184205	0.0204899575268048	0.019589936479024	0	0.017141194419146	0.0205694333029752	0.0034282388838292	0.0034282388838292	0	0	0.00745521153301017	0.00270396220741054	0.00764831551908273	0.0034282388838292	0.0034282388838292	0.00527421366742954	0.00332412538745238	0.00263620116514692	0.00263620116514692	0.000340374893590586	0.004897484119756	0.00261265378238273	0.00524885494752965	0.0136979425421046	0.582800610250964	0.00238937064627106	0	0.00234170943163483	0.00204899575268048	0.004897484119756	0
"Myrsine_wawraea"	0	0	0.00127393012023696	0.00126736557654033	0.00149312051726426	0.00136979425421046	8.78073239878503e-05	0.0012293025358299	0.00114149521184205	0.0541906815632954	0.00338734128190037	0.00114149521184205	0.00173692113391307	0.00130456595639092	0.00114149521184205	1.04853329622118	0.0549303678323643	0.0496747914330208	0.00158556695289032	0	0.0485332962211787	0.0554948433511612	0.00130456595639092	0	0.00114149521184205	0.00136979425421046	0.000228299042368411	0.000228299042368411	0	0	0.000503481458793115	0.000186640064658032	0.000794609450369452	0.000228299042368411	0.000228299042368411	0.000351229295951401	0.00903178026054923	0.000423417660237546	0.000423417660237546	0.000289486855652179	0.00032614148909773	0.00686629597904554	0.00728971363928309	0.582399554654145	0.0388108372026298	0.0058389711907683	0	0.00634226781156129	0.00554948433511612	0.00032614148909773	0
"Metrosideros_polymorpha"	0	0	0.00562702502374976	0.00579395186735293	0.00660871394809304	0.00627036907771855	0.000401946735751189	0.00562725430051665	0.00522530756476546	0.0206813449340253	0.0478973634332912	0.00522530756476546	0.00106475552674037	0.00597178007401767	0.00522530756476546	0.0137325919580911	1.12601897062637	0.0189578995228565	0.000605649859329744	0	0.0137325919580911	0.021197745076541	0.00597178007401767	0	0.00522530756476546	0.00627036907771855	0.00104506151295309	0.00104506151295309	0	0	0.00227457721034986	0.00082608924351163	0.0024103047539058	0.00104506151295309	0.00104506151295309	0.00160778694300476	0.00344689082233755	0.00598717042916141	0.00598717042916141	0.000177459254456729	0.00149294501850442	0.140752371328296	0.146739541757458	0.164791103497093	0.177660457202026	0.00229723376211083	0	0.00242259943731898	0.0021197745076541	0.00149294501850442	0
"Peperomia_hesperomannii"	0	0	0.00984492189628171	0.0101361814394694	0.0115624090882743	0.0109696137785928	0.000703180370422618	0.00984452518591665	0.00914134481549403	0.0370677169440048	0.0122384753015379	0.00914134481549403	0.00188958524772829	0.0104472512177075	0.00914134481549403	0.0248373957165104	0.0379157990457131	1.033978740532	0.00108549715539951	0	0.0248373957165104	0.037992400438983	0.0104472512177075	0	0.00914134481549403	0.0109696137785928	0.00182826896309881	0.00182826896309881	0	0	0.00397934649590164	0.00144530113603428	0.00422146248472609	0.00182826896309881	0.00182826896309881	0.00281272148169047	0.0061779528240008	0.00152980941269223	0.00152980941269223	0.000314930874621382	0.00261181280442687	0.00473947488071413	0.00626928429340637	0.298048748598125	0.310805723726797	0.00411417091851968	0	0.00434198862159806	0.0037992400438983	0.00261181280442687	0
"Coprosma_kauensis"	0	0	0.000770653218269417	0.000654305865350118	0.000895500507424883	0.000702512829490449	4.50328736852852e-05	0.000630460231593993	0.000585427357908708	0.00236835742996258	0.000783565736681394	0.000585427357908708	0.00484052576501276	0.000669059837609952	0.000585427357908708	0.00158556695289032	0.00242259943731898	0.00217099431079903	1.1474859819246	0	0.00158556695289032	0.162009367361018	0.000669059837609952	0	0.000585427357908708	0.000702512829490449	0.000117085471581742	0.000117085471581742	0	0	0.00027551402976564	0.00011193756342811	0.00111135516216426	0.000117085471581742	0.000117085471581742	0.000180131494741141	0.000394726238327096	9.79457170851742e-05	9.79457170851742e-05	0.000806754294168793	0.000167264959402488	0.000302824929664872	0.000400770646750046	0.0190268034346839	0.0199045301688961	0.0170076910302706	0	0.589943927698402	0.0162009367361018	0.000167264959402488	0
"Hedyotis_terminalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0
