"Microtus_oeconomus"	"Sorex_arcticus"	"Clethrionomys_rutilus"	"Sorex_caecutiens"	"Sorex_roboratus"	"Neomys_fodiens"	"Lemmus_sibiricus"	"Clethrionomys_rufocanus"	"Arvicola_terrestris"	"Microtus_middendorffi"	"Sorex_minutus"	"Corrodopsylla_birulai"	"Peromyscopsylla_bidentata"	"Megabothris_rectangulatus"	"Amphipsylla_sibirica"	"Amalaraeus_penicilliger"	"Catallagia_dacenkoi"	"Megabothris_calcarifer"	"Catallagia_ioffi"	"Rhadinopsylla_integella"	"Amphalius_runatus"
"Microtus_oeconomus"	1.06547417151286	0.0373013329011011	0.0585295811954106	0.0358753353763383	0.0269773770046665	0.0168357583161689	0.016115091107241	0.0486337468407055	0.0168357583161689	0.00555938519176614	0.0051957955709086	0.103915911418172	0.0889795837167177	0.0972892408559073	0.10006893345179	0.0873543642906592	0.0874966370460836	0.0802859823363049	0.00722029354864485	0.0083517299033354	0.00570399009905132
"Sorex_arcticus"	0.0373013329011011	1.06891796454403	0.0296604034864048	0.0489313847410796	0.0400506931633379	0.0169090266966757	0.0063769183840383	0.0575205764811906	0.0169090266966757	0.00562561870434147	0.00513038753446079	0.102607750689216	0.0888069157774167	0.0984483273259757	0.101261136678147	0.00997224679662012	0.0906933848447216	0.00478298117053614	0.00571363627910333	0.08443396789314	0.0799463192117906
"Clethrionomys_rutilus"	0.0585295811954105	0.0296604034864048	1.07727048251225	0.0281950427763267	0.0192610822045809	0.0167635840770054	0.0162938559228712	0.0598854814605343	0.0167635840770054	0.00553449001696673	0.00517574560398131	0.103514912079626	0.0893396057174578	0.0968535752969177	0.0996208203054011	0.0889448825511195	0.0143178223298984	0.0811285759791183	0.080690734199301	0.00639429536751423	0.00586144284031231
"Sorex_caecutiens"	0.0418545579390614	0.0570866155312595	0.0328942165723812	1.05538775105398	0.0453793875196782	0.0190580998997239	0.00700691692213989	0.0434854802245094	0.0190580998997239	0.0063413870892315	0.00578082068164545	0.115616413632909	0.100083635343009	0.110974274061551	0.114144967606167	0.00980876992395556	0.102271987196949	0.00533919817938875	0.00506742941205906	0.096564533401556	0.0067954579091218
"Sorex_roboratus"	0.0377683278065331	0.0560709704286731	0.0269655150864133	0.0544552650236138	1.0528928043943	0.0220219784584688	0.00780638749461105	0.0393240368624515	0.0220219784584688	0.00732883121249805	0.00667723810730096	0.133544762146019	0.0156246062931296	0.128254546218716	0.131918961824965	0.00903319509848073	0.118987778512102	0.00462384592092475	0.00438386052436132	0.113832288507732	0.00646282162023701
"Neomys_fodiens"	0.0392834360710608	0.0394543956255767	0.0391150295130126	0.0381161997994478	0.0367032974307813	1.03359194668201	0.0115602983115395	0.0405537950144502	0.0335919466820106	0.0111807620375475	0.0101822261658957	0.203644523317913	0.0141290236866655	0.19566333565708	0.201253716675854	0.0110245771651504	0.0150054227502427	0.00559989039886239	0.00532854286790404	0.00966485084247806	0.00535278330451576
"Lemmus_sibiricus"	0.0564028188753435	0.0223192143441341	0.0570284957300494	0.0210207507664197	0.0195159687365276	0.0173404474673092	1.04885446993689	0.0575939954375673	0.0173404474673092	0.00130168950447675	0.014615035067311	0.29230070134622	0.0150478202989206	0.022779566328343	0.0234304110805814	0.273915478956597	0.0129259531918555	0.00810223675752806	0.00767308869556577	0.00529755570019731	0.00519385431085753
"Clethrionomys_rufocanus"	0.0425545284856173	0.0503305044210418	0.0523997962779675	0.032614110168382	0.0245775230390322	0.0152076731304188	0.0143984988593918	1.07632865568903	0.0152076731304188	0.00502244845566901	0.00469192167636183	0.0938384335272366	0.0803658712934982	0.0878928479742077	0.0904040722020422	0.0776526174642399	0.0790807810061181	0.00678245176882749	0.0710133835718479	0.00877063084800947	0.0708655770106389
"Arvicola_terrestris"	0.0392834360710608	0.0394543956255767	0.0391150295130126	0.0381161997994478	0.0367032974307813	0.0335919466820106	0.0115602983115395	0.0405537950144502	1.03359194668201	0.0111807620375475	0.0101822261658957	0.203644523317913	0.0141290236866655	0.19566333565708	0.201253716675854	0.0110245771651504	0.0150054227502427	0.00559989039886239	0.00532854286790404	0.00966485084247806	0.00535278330451576
"Microtus_middendorffi"	0.0389156963423629	0.0393793309303903	0.0387414301187671	0.038048322535389	0.0366441560624903	0.0335422861126424	0.00260337900895349	0.0401795876453521	0.0335422861126424	1.03022210527844	0.00151475318589858	0.0302950637179716	0.0140416647289874	0.0288868423727839	0.543997895012006	0.00870900658443931	0.0149388353267531	0.00554693760436643	0.00527846923631787	0.00964791850303551	0.00532403358000524
