"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"	"C17"	"C18"	"C19"	"C20"	"C21"	"C22"	"C23"	"C24"	"C25"	"C26"
"R11"	0.00327636322542038	0.00665839530738392	0.00665839530738392	0.0094025766719745	0.00866211078443546	0.00892538547150546	0.0135272779003152	0.0132980403618192	0.0135716743751414	0.0136702570490643	1.01510687100195	0.0159101883396213	0.0159281487754319	0.0161469819142963	0.0161734630266913	0.0145690825833692	0.0127993647692324	0.0172193606799595	0.0182222935361187	0.0184246515766939	0.0186165215579277	0.0188026403209782	0.0187754835326667	0.0189878052639489	0.000740659771883122	0.00111671257830269	0.00190509268126735	0.00191869981233797	0.00231923571617914	0.00282568750088383	0.00274588120848689	0.00325233299319158	0.00283956009415661	0.00285206255155257	0.00339714770051572	0.00377265737116905	0.00393899649956003	0.00490628502518955	0.0706942320087122	0.00350205139589959	0.0716778012978251	0.00789824061210026	0.00875628842631219	0.0725126023917276	0.0113747629234393	0.0756512417744844	0.0756512417744844	0.0764835411879073	0.0766310193748357	0.0773026319942625
"R12"	0.00251858729471593	0.00512276972315498	0.00512276972315498	0.00992747149993881	0.00786889570312532	0.00813062428734274	0.0131394826365573	0.0114645293927166	0.0131695717537434	0.0155361399695582	0.0115710460651791	1.01723796818128	0.0149600313738071	0.015183326853329	0.0174996967654987	0.0127064139056394	0.0129254954221103	0.0186057408548066	0.0196651603020941	0.0198736521011268	0.0200806514764498	0.0202814367074598	0.0202606639701059	0.0204812073704374	0.00079908265191053	0.00120471138605973	0.00205509420706098	0.00206999375323033	0.00250202966847221	0.00304925734067241	0.00293287951587589	0.00348010718807608	0.00295583016510219	0.00293974455109464	0.00352869440530394	0.00393390768470606	0.00401931863139457	0.0507933078338316	0.0537137886019098	0.00370623147250027	0.0544585027751386	0.00785185752652256	0.0545613555528597	0.055490614384125	0.0568885745353461	0.0582521111298142	0.0582521111298142	0.0588924573452085	0.058812999061749	0.0595221041688876
"R13"	0.00252503558870072	0.00513586275617831	0.00513586275617831	0.00993885108879031	0.0078890212427227	0.00967792725698123	0.0131495416317302	0.0130127492510207	0.0147144383599141	0.0132551776735665	0.0115841082003141	0.0149600313738071	1.01650057217824	0.0167278108564208	0.0167489373880656	0.0142540506395563	0.0144620031566965	0.0178332521563977	0.0188733632990282	0.0190836958735707	0.0192824259861177	0.019475199959859	0.0194464297388061	0.0196669849206717	0.000767139843250578	0.00115664384244776	0.00197322400426515	0.00198730112546979	0.00240216407924307	0.00292667149560771	0.00288423085113295	0.00340873826749759	0.00291123731637008	0.00296436401328205	0.00352888290984848	0.0039178115046246	0.00409029620727749	0.00496730419653757	0.0535840145497388	0.00358414857719422	0.0545553184076985	0.0536671804277559	0.0544540514845881	0.0554189219891634	0.05703475419091	0.0584007437979519	0.0584007437979519	0.0590427266424742	0.0589640676047358	0.0596739855396494
"R14"	0.00234807902385232	0.00477592469068375	0.00477592469068375	0.00923454259100182	0.00733613805524921	0.00899965877187476	0.012238583187318	0.0120931397372437	0.0136728433325511	0.0123352715370092	0.0107646546095309	0.0139180496155516	0.0153338266183857	1.01789323767801	0.0155815703321771	0.0157184754489226	0.0159374672201972	0.0167171940082255	0.0201468927787578	0.0203739167172291	0.0205860813745509	0.0207918956997386	0.0207633079055639	0.0209966577090213	0.000819048037130917	0.00123488595112569	0.00210667387941207	0.00212164657321878	0.00256455780620202	0.00305623998291454	0.00309580671354193	0.00358748889025445	0.00312593192937783	0.00319929690992779	0.00373359685531898	0.00414886301343025	0.0460693990733016	0.00495487427582775	0.0498294985750406	0.00366816914228044	0.0506488985133572	0.0499056214987665	0.0505505150498341	0.0513638981521034	0.0530379078768805	0.0543076893763117	0.0543076893763117	0.0549046799626471	0.0548320895335386	0.0554916997186102
"R15"	0.002351042960492	0.00478196547365352	0.00478196547365352	0.00925375615058681	0.00734541723905742	0.00900430490554969	0.0122623889859638	0.0121057403031581	0.0136901146805414	0.0144574186842175	0.0107823086844609	0.0160413887017071	0.0153531926057268	0.0155815703321771	1.0177002763682	0.0133579922567554	0.0135777771888595	0.0188213408113805	0.0198982846550408	0.0201117348175267	0.0203212039802742	0.0205243872251174	0.0205012206929774	0.0207265401562566	0.000808611724556791	0.00121909946905914	0.00207966951178282	0.00209469162747487	0.00253190325394284	0.00308547210133638	0.00298449582690482	0.00353806467429837	0.00300897440596982	0.00300933323677178	0.0036051114124658	0.00401513582632534	0.00411079907610585	0.0469416752494513	0.0498923377555625	0.00369859155063457	0.0506870405596682	0.0497666299947681	0.0506999800762668	0.0515938229240368	0.0531048750956125	0.054376515072598	0.054376515072598	0.0549742607568046	0.0549010389147429	0.0555620214969277
"R16"	0.00204787391352668	0.00416175513705029	0.00416175513705029	0.00585201278591953	0.00639250227022985	0.00785859899301783	0.00852732090749289	0.00948699022753718	0.00973921550616829	0.00860378095963276	0.00832519004763952	0.00998361092585949	0.0111996112167942	0.0134729789562194	0.0114497076486475	1.0234466412399	0.020025155545939	0.0170269857109951	0.0229270918757363	0.0257766048688995	0.0260345761956628	0.0262872855279385	0.0240111746367671	0.0265349130987123	0.000990510283095194	0.00151625599365396	0.00261900397314113	0.00257971326763337	0.00314007424304423	0.00364086794042644	0.00380757942790886	0.00430837312529107	0.039691740001612	0.0398381749165735	0.0403798153911235	0.0408600388838588	0.0409206193096524	0.00500192863706503	0.0438118713187777	0.00406723398580108	0.0441545589192555	0.0439829016836393	0.00807120891619551	0.0084510831219493	0.0462439667094246	0.0472845104795334	0.0472845104795334	0.0478047298716647	0.0478986974367664	0.0483166983500464
"R17"	0.00193410335540986	0.00393229351036513	0.00393229351036513	0.0066068351908217	0.00604259386608431	0.00742611897429104	0.00810441257489314	0.00792456535568912	0.00922571666796272	0.00922594712777989	0.00682632787692397	0.00947869664288089	0.0106054689815774	0.0127499737761578	0.0108622217510876	0.0186901451762098	1.02450142985501	0.0182930562113895	0.0239275423484775	0.0266114432206832	0.0268788207120009	0.0271404859955058	0.0250155591609775	0.0273972814907856	0.00102718198111927	0.00156999170102939	0.00270847676776165	0.00267377491317662	0.00325228454840887	0.00379031561344973	0.0374023322102427	0.0379403632752835	0.0039197897332735	0.0375260296144601	0.0381075572769286	0.0386078684601482	0.0386010863024472	0.00513505539020439	0.0413925694084403	0.00419553624219439	0.00808798448323198	0.0415057532462019	0.0416368419927552	0.00835369345410075	0.043778587366924	0.0446967695480274	0.0446967695480274	0.045188306236823	0.0451999152763311	0.0456718320756755
"R18"	0.00177106099207019	0.00360227273137017	0.00360227273137017	0.00695658294594183	0.00553334830584918	0.00677999185488995	0.0111580798961946	0.00910028984565737	0.0102894548370666	0.0108518658594854	0.00810322855527507	0.0120390087884043	0.0115391631600221	0.0118003722411003	0.013285652337445	0.0140222235267018	0.016140931951226	1.02391466533102	0.02522910347545	0.0254869347385918	0.0257486540107527	0.0259998829631471	0.0241315652773751	0.026246726976923	0.000987376055103713	0.00150737371436666	0.00259786780492238	0.00261719272160847	0.00317125652027351	0.0332863937358919	0.00370928758531438	0.0338244248009327	0.00367205021765572	0.00363669256734545	0.0338425871927674	0.0343252184983149	0.0047017634594091	0.0349297835484599	0.0374912496886648	0.0338442977307016	0.0379885737254048	0.0373993064712232	0.038053279725094	0.0385272721028498	0.0400050425718811	0.0409617784480071	0.0409617784480071	0.0414120625394283	0.0413579290055929	0.0418548277874459
"R19"	0.00145031508886421	0.00294987157770738	0.00294987157770738	0.00568693897252488	0.00453121982574427	0.00555224948653764	0.00910789722851892	0.0074428432502984	0.00841320137172223	0.0088636124588013	0.0066262885585886	0.00983258015104705	0.00943668164951411	0.0109892142429588	0.0108536098118404	0.0145899675572868	0.0163142334194165	0.0194952163219387	1.0296824803129	0.0276943428223527	0.030276420199727	0.0305744436108964	0.0291512273268442	0.030868606509596	0.00117665159479835	0.00178814046701627	0.00302095015209796	0.0258207737737432	0.0264228247046639	0.026996213420015	0.0269666324853111	0.0275400212006622	0.026943894974567	0.00408582820264828	0.0274780669240284	0.0280610914705653	0.0279455866820041	0.0283385632465263	0.0307044083337563	0.027451608281441	0.0310069661518643	0.030630889823801	0.0310514598855624	0.0313352864315102	0.0327602123483325	0.0335430893304577	0.0335430893304577	0.0339118232776711	0.0338681921232782	0.0342744020498872
"R20"	0.00140370573402107	0.00285506238767403	0.00285506238767403	0.00549923526159678	0.00438558912973997	0.00537387802964978	0.00880207999842534	0.00719891556447393	0.00813634959149126	0.00856857186187223	0.00640857446145876	0.00950479013532151	0.00912698498301209	0.0106298695915978	0.0104930790352313	0.015690107311504	0.0173552890569673	0.0188381691546113	0.0264902409605113	1.03052795408495	0.030834690034985	0.0311385099006056	0.0297780775264276	0.0314385471495336	0.00120014899571189	0.001822919193724	0.0248680901799952	0.00306735950037357	0.0254701411109159	0.026024204909581	0.0260486507461482	0.0266027145448132	0.0260305020863268	0.0260069607906383	0.0265675139696955	0.0271630755202241	0.0270519229545422	0.0273218810443844	0.0297190617456252	0.0264643089095022	0.0299589847503771	0.0296486669972943	0.0299978888645545	0.0302198548867453	0.0317075037850482	0.0324649224873486	0.0324649224873486	0.0328218052858078	0.0327799292006276	0.0331727317193131
"R21"	0.00135922275167	0.00276458641152718	0.00276458641152718	0.00532498533886876	0.00424661125855949	0.00520358132199041	0.00852319552784115	0.00697080252470448	0.00787853628359141	0.00829707589631366	0.0062055071859759	0.00920363192670617	0.00883777857697062	0.0102930406872755	0.0101606019901371	0.0151868361141367	0.0167992629450005	0.0182386299242831	0.0277533851830831	0.0295499112835273	1.03195202023141	0.0322672419486202	0.0309735632949236	0.0325787383146847	0.00124598546425779	0.0018913303032302	0.0240327201004469	0.024021089478879	0.0246634788546078	0.0251999091464985	0.0252234542861079	0.0257598845779985	0.0252058658586842	0.0251350825360232	0.0256828003161764	0.0263022715820749	0.0261947179854873	0.0264564682633293	0.0287772688013764	0.0256260689228906	0.0290097929725603	0.0287091019029276	0.0290474802843817	0.0292626158589332	0.0307027027470748	0.0314361202476392	0.0314361202476392	0.0317816935490801	0.0317411431413641	0.0321214992369976
"R22"	0.00131789632597445	0.00268053069244529	0.00268053069244529	0.00516309531868432	0.00411749538602999	0.00504536910280402	0.00826408757783331	0.00675887177846678	0.00763901105352304	0.00804483514517517	0.00601684490271301	0.0089238321512823	0.00856908798233797	0.00998010993587451	0.00985170586805634	0.0147208798956456	0.0162842915973035	0.01767992041494	0.0269055103775888	0.0286474291085572	0.0309765522706754	1.03464895192234	0.0334321871924095	0.0349843066402269	0.00134141887154486	0.0220343979099917	0.0233025129469762	0.023291231621182	0.0239140018191941	0.0244339994784571	0.0244568115391042	0.0249768091983672	0.0244397475297529	0.0243710683774451	0.0248339111650778	0.025502554908926	0.0253983951636578	0.0256523577143674	0.0279023078644478	0.0248472038573487	0.0281279041954282	0.027836211503221	0.0281644568018004	0.0283731927648914	0.0297692035117863	0.0304803226547616	0.0304803226547616	0.0308153889913172	0.0307760705500476	0.0311448630728108
"R23"	0.00131516574414796	0.00267498317030293	0.00267498317030293	0.00515631506534458	0.00410897144262234	0.00503486522840492	0.00825735745909532	0.00674862171234872	0.00762831655005519	0.00803624027238824	0.00600815473045335	0.0089146921468466	0.0085564290850747	0.00996638779467065	0.00984058593262918	0.0134462577965896	0.0150093354965865	0.016409464388615	0.0256530800476229	0.0273958313243134	0.0297346207631267	0.0334321871924095	1.03851911091901	0.0388113759003718	0.0215167548318489	0.0221853985756971	0.0234004313921241	0.0233878943881325	0.023983455938661	0.0244660872442085	0.0244837671218805	0.024966398427428	0.0244636794313964	0.024380966068079	0.00467623970178318	0.0254466219201634	0.0253792567727272	0.0256831369510896	0.0278433760505852	0.0248789551171633	0.0281104599826676	0.0277768135734773	0.0281502348066073	0.0284003567225048	0.0297074292452919	0.0304173118122332	0.0304173118122332	0.030751684708521	0.0307121679256048	0.031080476144558
"R24"	0.00127968324125139	0.00260280735101141	0.00260280735101141	0.00501340762706381	0.00399810651521072	0.00489907577675946	0.00802451629481042	0.00656291293432707	0.00741753877900804	0.00781160999665421	0.0058424016196766	0.00866512619518506	0.00832064746643801	0.00969076509647137	0.0095660954567338	0.0142880301300759	0.0158061239369917	0.0171613214849112	0.0261195901235043	0.0278110224784336	0.0300726815212474	0.0336387563848336	0.0373186306734344	1.03881967489829	0.0207236740538204	0.0213964491815171	0.0226275508250597	0.0226165904281379	0.0232211778733212	0.0237259226228774	0.0237480486712209	0.0242527934207771	0.023731464663681	0.0236647084133193	0.0240167075976683	0.024763080211137	0.0246621173406004	0.0249089598059158	0.0270932606228992	0.0241271484376179	0.027312518352987	0.0270290778464622	0.0273480270297908	0.0275509126072501	0.0289060296212684	0.0295965306413746	0.0295965306413746	0.029921881560251	0.0298837018257736	0.0302418023705639
"C1"	0.000648712246349838	0.00131944763032858	0.00131944763032858	0.0025424306731021	0.00202676948945827	0.0024834852512911	0.00407046843847644	0.00332788366166895	0.00376146383226581	0.00396196256726061	0.00296263908753249	0.00439495458550792	0.00421926913787818	0.00491428822278551	0.00485167034734074	0.00693357198166636	0.00770386485839455	0.00839269646838156	0.0129431675427818	0.0138017134506868	0.0149518255710935	0.0167677358943108	0.268959435398111	0.269407762699665	1.01056010722142	0.0108954619393035	0.011506995554296	0.0115011212040676	0.0118011584529955	0.0120480024667715	0.0120579539482754	0.0123047979620513	0.0120487860237694	0.0120114186203496	0.00717323682486287	0.0125524255328251	0.0125103435283319	0.0126480241892513	0.0137341591683711	0.0122515258886953	0.0138557445839137	0.0137014728549849	0.0138745654590995	0.0139878173324387	0.0146533647166401	0.0150034606134019	0.0150034606134019	0.015168391567193	0.0151489674378446	0.0153305696287805
"C2"	0.0006521242185623	0.00132638686895994	0.00132638686895994	0.00255546966851545	0.00203742889064384	0.0024965516846614	0.00409099355528984	0.00334506773752376	0.00378081106376438	0.00398211423570294	0.00297790020880716	0.00441727508221899	0.00424102742230845	0.00493954380450276	0.00487639787623655	0.0070758613037185	0.00784995850514694	0.00854178438141105	0.0131130300914527	0.0139757138185507	0.0151306424258416	0.183619982583264	0.184878321464142	0.185435892906481	0.00726364129286902	1.01093604094453	0.01155508252736	0.0115492860729087	0.0118531059385294	0.0121043348909238	0.0121147712220343	0.0123660001744287	0.012105815270805	0.0120694571431406	0.00892114307742154	0.0126187095067044	0.0125732948794976	0.0127074090785621	0.013806490756322	0.0123088845686883	0.0139251470885138	0.0137736838205268	0.0139437864396997	0.0140540770157744	0.0147304437297244	0.0150823608513949	0.0150823608513949	0.0152481592100149	0.0152286567169043	0.0154111902646555
"C3"	0.000667567379706488	0.00135779700129608	0.00135779700129608	0.00261570386115583	0.00208567737321625	0.00255567694596086	0.00418712368580055	0.0034240124514321	0.0038699752257669	0.00407583331724035	0.00304814829002776	0.00452120725553417	0.00434109280938334	0.00505601731058898	0.00499120682827877	0.00733321112479517	0.00812543030328495	0.00883275053673608	0.013292180669231	0.114393214827978	0.115357056482145	0.116512564734881	0.117002156960621	0.117663264290311	0.00460279822171838	0.006933049516416	1.01182313054446	0.00963841654167049	0.01212522555967	0.0123850123401622	0.0123960732364462	0.0126558600169384	0.0123871259569841	0.0123558786185505	0.0105777172750401	0.0129177604142525	0.0128686410217015	0.0130022803779086	0.0141335275084934	0.0125943685244523	0.014251966025402	0.0140999871823382	0.0142708087787135	0.0143806932840325	0.015079286891047	0.0154395207843357	0.0154395207843357	0.0156092454094977	0.0155893012643418	0.0157761372544244
"C4"	0.000672228315190801	0.00136727792029942	0.00136727792029942	0.00263447423224864	0.00210024044281668	0.00257351409164964	0.00421770540880991	0.00344840522001455	0.00389766040378999	0.00410533737693326	0.00306991969974075	0.00455398625710672	0.00437206247603354	0.00509195177572508	0.00502725990593968	0.00722319714937344	0.00802132473952987	0.00889845525346881	0.11361140460447	0.0141098537017184	0.115301229498619	0.11645615810591	0.116939471940662	0.117606270226317	0.00460044848162703	0.00692957164374523	0.00963841654167048	1.01191375796901	0.0122204939190448	0.0124822131912057	0.0124878714103625	0.0127495906825233	0.0124784652458081	0.0101637653597515	0.0106687725704734	0.0130075620092867	0.0129580073944477	0.0131039485981228	0.0142320621673065	0.0126930984616461	0.0143567641655507	0.0141982094649889	0.0143761658808143	0.014492236438509	0.0151845577473754	0.0155473374686466	0.0155473374686466	0.015718247208684	0.0156981275566068	0.0158863042874818
"C5"	0.00067716574049409	0.00137732013255569	0.00137732013255568	0.00265366479867359	0.00211566612982557	0.00259241824551219	0.00424826117387704	0.00347358064705162	0.00392607946911593	0.00413516213593373	0.00309231428823885	0.00458705439219906	0.00440396747861229	0.00512911561240405	0.00506380650788568	0.00732683990043654	0.00813071137102217	0.00898522680744162	0.0968836905837675	0.0976355409251776	0.0986539154184314	0.0996416742466422	0.0999310664110874	0.100625104117725	0.00393371948433185	0.00592655296926469	0.0101043546330583	0.0101837449325373	1.01230625669178	0.0125705280684698	0.0125772804041477	0.0128415517808372	0.0125679295453674	0.0106370511990128	0.0111046033062025	0.0131032246344242	0.0130526664082516	0.0131967805854677	0.0143366402848908	0.0127829411271636	0.0144605522004904	0.0143025634705986	0.0144799623060581	0.0145951849393196	0.0152960901049002	0.0156615247644846	0.0156615247644846	0.015833689781054	0.015813433730558	0.0160029812161776
"C6"	0.000706932134142805	0.00143786530871703	0.00143786530871703	0.0027714686092875	0.00220866727598257	0.00270635791435973	0.00443837242733708	0.0036273755435912	0.00410017203331841	0.00431955796362073	0.00322935714386724	0.00479169010677093	0.00459905520738354	0.00523926854213921	0.00528938074514808	0.00728173588085288	0.00812210488596371	0.0808383847871659	0.08484524217719	0.085508101845766	0.0863996885022806	0.0872642838516324	0.0873788830150303	0.0881248554564018	0.00344228641907756	0.00518757209611021	0.00884643738583017	0.00891586656514689	0.0107747383444027	1.01315233789697	0.0110454751739348	0.0134230747264985	0.0110348003401474	0.00937723621110704	0.0119355590619426	0.0136831367222432	0.011523840025602	0.0138065107552909	0.0149664952219539	0.0133742565183332	0.0151082285808064	0.0149307191513148	0.0151294876712708	0.0152621065267632	0.0159684374164774	0.0163500054015587	0.0163500054015587	0.0165297385651483	0.0165085095551635	0.016706471598684
