"Salix_fragilis"	"Vaccinium_myrtilloides"	"Ledum_groenlandicum"	"Nemopanthus_mucronata"	"Gaylussacia_baccata"	"Spiraea_alba"	"Chamaedaphne_calyculata"	"Aronia_melanocarpa"	"Kalmia_polifolia"	"Kalmia_angustifolia"	"Calopogon_pulchellus"	"Smilacina_trifolia"	"Andromeda_glaucophylla"	"Dilophus_caurinus"	"Andrena_vicina"	"Bombus_terricola"	"Colletes_inaequalis"	"Andrena_regularis"	"Pyrobombus_ternarius"	"Andrena_bradleyi"	"Cyphon_variabilis"	"Andrena_mandibularis"	"Pyrobombus_sandersoni"	"Sercomyia_transversa"	"Pyrobombus_impatiens"	"Melanostoma_sp1_M_PL_033"	"Apis_mellifera"	"Pyrobombus_perplexus"	"Adela_purpurea"	"Helophilus_latifrons"	"Syritta_pipiens"	"Eristalis_dimidiata"	"Andrena_carolina"	"Macrodactlyus_subspinosus"	"Shaerophoria_sp1_M_PL_033"	"Hybomitra_typhus"	"Syrphus_torvus"	"Toxomerus_marginatus"	"Spilogona_fatima"	"Dialictus_pilosus"	"Hybomitra_minuscula"	"Andrena_alleghaniensis"	"Andrena_carlini"	"Helophilus_fasciatus"	"Pyrophaena_rosarum"	"Helophilus_laetus"	"Thymelicus_lineola"
"Salix_fragilis"	1.08917713388069	0.0437885324174027	0.03277909387148	0.0239140142885743	0.0311215447366148	0.0172607436568285	0.0306060754214281	0.0221191094206466	0.0246699104081828	0.00765832291301421	0.000221291585343955	0.00716316385050182	0.00285439688262433	0.000919769780329782	0.0493868267705684	0.0461965161622249	0.0462342136856369	0.00749539854438796	0.0512982688256557	0.0468653044355245	0.0418914282261804	0.00617133781646276	0.0496648998246699	0.00518589502974835	0.00731720346768691	0.00350446508175317	0.0466079174688763	0.0459870837697162	0.0418914282261804	0.00271323629530748	0.00260538138887663	0.00343243394767533	0.0454773185098571	0.000719197652367852	0.00349522568674228	0.00159012892265677	0.00161099194972499	5.53228963359886e-05	0.0447046711385384	0.0027323515137333	0.000719197652367852	0.00252152233504388	0.0464627612965715	0.00436903822434887	0.00374445938513009	0.00232095020708195	0.000774520548703841
"Vaccinium_myrtilloides"	0.040660780101874	1.05292877733803	0.0434425964639703	0.0237010677425045	0.0387799916940251	0.0193227364916174	0.0324966578663096	0.0241009007156392	0.0355071766431871	0.0146227397961229	0.000247727390918172	0.00204677738512511	0.00547540370400605	0.000911579528557866	0.0462887805494408	0.0425653278629164	0.0423782387428345	0.0447249043916764	0.049376666733184	0.0434173090828533	0.00156387615776438	0.0435006727782123	0.0470962362786247	0.0427242214966159	0.0452341366622404	0.00311928187083062	0.0430790171550147	0.0423407050909466	0.00156387615776438	0.00334489164138761	0.00267686614361798	0.00415000566187167	0.0417602138424323	0.00080511402048406	0.0034144411329386	0.00229892094061572	0.00166473267592159	6.19318477295431e-05	0.00393000488123128	0.00327869525061191	0.000805114020484061	0.00287147146658744	0.0425366651240287	0.00550868433504182	0.00404203131547796	0.00276500595851363	0.000867045868213604
"Ledum_groenlandicum"	0.0236737900182911	0.0337886861386436	1.06324164000278	0.0248950344623264	0.0371347112560568	0.0252577733926416	0.0303877528654328	0.0428147809535729	0.0200038672221641	0.0182972656188608	0.000323817607597969	0.00907268036895389	0.00444153342601556	0.000957501325474091	0.0373514885115615	0.0340304060884715	0.0341584808064546	0.0364409581262426	0.0406578581939376	0.00552153528121116	0.000910530385318889	0.034920335634906	0.0385899735119596	0.0341203142715546	0.0363082854771667	0.0043714909927622	0.00531027688109168	0.00541690499739384	0.000910530385318889	0.0321986915925926	0.00444121626756674	0.033251098817286	0.0329779988637781	0.0010524072246934	0.0329484796673652	0.00246981878889512	0.00229546323027324	8.09544018994921e-05	0.00394405947328194	0.00320472992218979	0.0010524072246934	0.0318299532303504	0.0337780202271295	0.0345110304193649	0.0335952456883188	0.0319248591295697	0.00113336162659289
"Nemopanthus_mucronata"	0.0239140142885743	0.0255242267996202	0.0344700477170673	1.08419075589579	0.017814027856225	0.0106735945686709	0.0318420156412811	0.0446799550184485	0.0269838878791416	0.0131278981603504	0.000136840956008601	0.0172263975124704	0.00274967103968949	0.0416996444575302	0.0489721922342208	0.00386979902196916	0.0054097921379683	0.048052422453891	0.050924836736193	0.00491879785688995	0.000919769780329783	0.0468404522140069	0.00853777451874041	0.00455233012777612	0.00608868026898459	0.0460432257123838	0.0453937494051401	0.00489887136838491	0.000919769780329782	0.00298996520038007	0.0043841150876234	0.00343469830740802	0.0034250659149412	0.000444733107027953	0.00530108258032768	0.00145670891560136	0.0430958930518567	3.42102390021502e-05	0.0455667468983871	0.0443224334099995	0.000444733107027953	0.0440533943773308	0.045713188001172	0.00503515174468201	0.0456450122763012	0.00279848302682856	0.000478943346030103
"Gaylussacia_baccata"	0.028898577255428	0.0387799916940251	0.0477446287577873	0.0165415972950661	1.0624964755825	0.0206007531970577	0.0255766379577038	0.0313354620814013	0.0286596515522206	0.0248978723122682	0.000264112220475099	0.00206316957350097	0.00547440385389937	0.000636215280579465	0.0456709025803849	0.0426273905475868	0.00578567316623859	0.0445594188397915	0.0494539852799206	0.0427292144220453	0.00111148374059338	0.00718999996988949	0.0474491690358663	0.043516370544158	0.0451709360491872	0.00280548227250042	0.0423817128580977	0.00563679278473113	0.00111148374059338	0.0402517755771351	0.00360003188345472	0.0411101402936792	0.0417690258310427	0.000858364716544072	0.00349550667963727	0.0395024197188918	0.00161544847062325	6.60280551187748e-05	0.00293773282305002	0.0029181599048151	0.000858364716544072	0.00294168815833957	0.00544265525677427	0.0427916094411789	0.00458325366170671	0.00316383759430418	0.000924392771662847
"Spiraea_alba"	0.0186991389615642	0.0225431925735537	0.0378866600889623	0.0115630607827268	0.024034212063234	1.10258163867308	0.0131491552282982	0.034939253686617	0.0167893484915022	0.018418856894533	0.0141356620342702	0.0124225123549708	0.00617064150002432	0.000444733107027953	0.00624055734253324	0.0493759852254676	0.00417430731480202	0.00552135969016538	0.0548752978848258	0.00365156533310511	0.000719197652367852	0.00472232185182285	0.0528879044027918	0.00463021672178904	0.0514683368918149	0.00328457275978174	0.00359056170058313	0.0493202171660961	0.000719197652367852	0.00300262361894425	0.0494261830804904	0.0489435252303224	0.00343508361408938	0.0459409016113782	0.00389224687744718	0.00200954327245239	0.00153658478473473	0.00353391550856755	0.00291191873444281	0.00229973698889392	0.0459409016113782	0.00258899200942813	0.00352718874412319	0.00465953891440249	0.0498314717345049	0.0480851605137784	0.0494748171199458
"Chamaedaphne_calyculata"	0.0306060754214281	0.0349964007791027	0.0420753501213685	0.0318420156412811	0.0275440716467579	0.0121376817491983	1.05348297350972	0.0359488480803939	0.0254418466544603	0.0155452381589016	0.000155611304476901	0.0178583992078848	0.00569882105835939	0.00122469290928004	0.0486026226647102	0.0050852415130451	0.0452377653357004	0.0474254659177323	0.0515046420537814	0.0450857685273243	0.00117715674697801	0.0462899249556242	0.0488552438799115	0.00553037298665125	0.0470078135100797	0.0446525102368008	0.00579188553238437	0.00521261402063951	0.001177156746978	0.00327587807263295	0.00438655554778207	0.00378161481218288	0.00457950477349516	0.000505736739549929	0.0445965770531144	0.00195529422945842	0.00234809441179235	3.89028261192253e-05	0.0447062654812665	0.00350454198699509	0.000505736739549929	0.00351685413738592	0.0453390567424682	0.0447660313617843	0.00565660668014337	0.00279789796765581	0.000544639565669154
"Aronia_melanocarpa"	0.0179717764042753	0.0210882881261843	0.0481666285727696	0.0363024634524894	0.0274185293212261	0.0262044402649627	0.02920843906532	1.0722551457247	0.0218440351120224	0.0148404610529705	0.000335954362371317	0.0152311248629929	0.0024660470110505	0.00139624859432651	0.0407821044992476	0.00485342208930866	0.0374137120279672	0.0400908823298524	0.0434179967455277	0.00453992069622514	0.000691222169395205	0.00653120465172247	0.0414052363984386	0.00499078774492744	0.0068950238620985	0.0375507358870349	0.00481276778803934	0.0370371109852727	0.000691222169395205	0.0358251683987398	0.0370504662837135	0.0369170200764465	0.00376157041160187	0.00109185167770678	0.0374924491975076	0.00190676200585445	0.0349042218982233	8.39885905928292e-05	0.00473398475253332	0.0358971325851334	0.00109185167770678	0.0362421838030225	0.00530198731839691	0.0378760987170627	0.0062767034789424	0.0359377868864028	0.00117584026829961
"Kalmia_polifolia"	0.029155348664216	0.045190952091329	0.0327336009089958	0.0318900493117128	0.0364759201573717	0.0183156528998206	0.0300676369552712	0.0317731419811235	1.05115252715404	0.0175650012568597	0.000234816062818213	0.00212635159673933	0.00665233429304012	0.0012265403581428	0.0561028592102461	0.00571045246896622	0.00579394709272803	0.0549814996462378	0.0596269075662191	0.0529741414732766	0.00112135956400831	0.0537836901036896	0.0567372836348162	0.0527034136045359	0.0551882843786041	0.00358853377992958	0.0530442342562167	0.0522710453549514	0.00112135956400831	0.0032048888130185	0.00306651062929697	0.0039680410171777	0.00494730026480703	0.000763152204159192	0.00327126011370333	0.00240052401274558	0.00221945104505291	5.87040157045532e-05	0.00371698265702778	0.0499991113702363	0.000763152204159192	0.00312871773696946	0.00602757676396072	0.00545914896677498	0.0042094069924462	0.00266532958298585	0.000821856219863746
"Kalmia_angustifolia"	0.0124447747336481	0.0255897946432151	0.0411688476424369	0.0213328345105694	0.0435712765464693	0.0276282853417995	0.0252610120082151	0.029680922105941	0.0241518767281821	1.06057631688815	0.000354208786433327	0.0175423863557214	0.00403079704254902	0.000820493635021899	0.00790967495433428	0.00524344109592495	0.00443525172124188	0.00743102977227089	0.0763545725763894	0.00501807340232292	0.000478645182063388	0.071233403742453	0.0745263796807303	0.0709974497420166	0.0078418851379839	0.00447383847133604	0.00486698965241346	0.00456908636959378	0.000478645182063388	0.00362722493650622	0.0701189658128007	0.00477840349241454	0.00409226254001663	0.00115117855590831	0.00479692393749295	0.0678421368250263	0.00174802245083256	8.85521966083318e-05	0.00402495483758878	0.00284583502938629	0.00115117855590831	0.00289160155201136	0.00432821654045312	0.0708848221269472	0.0711555097331907	0.00322228647289777	0.00123973075251665
