"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"C1"	"C2"	"C3"	"C4"
"R1"	1.04694835680751	0.0469483568075117	0.0469483568075117	0.0469483568075117	0.0469483568075117	0.0492957746478873	0	0.0469483568075117	0.00234741784037559	0.328638497652582	0.328638497652582	0.00938967136150235	0
"R2"	0.0469483568075117	1.04694835680751	0.0469483568075117	0.0469483568075117	0.0469483568075117	0.0492957746478873	0	0.0469483568075117	0.00234741784037559	0.328638497652582	0.328638497652582	0.00938967136150235	0
"R3"	0.0469483568075117	0.0469483568075117	1.04694835680751	0.0469483568075117	0.0469483568075117	0.0492957746478873	0	0.0469483568075117	0.00234741784037559	0.328638497652582	0.328638497652582	0.00938967136150235	0
"R4"	0.0469483568075117	0.0469483568075117	0.0469483568075117	1.04694835680751	0.0469483568075117	0.0492957746478873	0	0.0469483568075117	0.00234741784037559	0.328638497652582	0.328638497652582	0.00938967136150235	0
"R5"	0.0469483568075117	0.0469483568075117	0.0469483568075117	0.0469483568075117	1.04694835680751	0.0492957746478873	0	0.0469483568075117	0.00234741784037559	0.328638497652582	0.328638497652582	0.00938967136150235	0
"R6"	0.0328638497652582	0.0328638497652582	0.0328638497652582	0.0328638497652582	0.0328638497652582	1.08450704225352	0	0.0328638497652582	0.0516431924882629	0.230046948356808	0.230046948356808	0.206572769953052	0
"R7"	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0.666666666666667
"R8"	0.0469483568075117	0.0469483568075117	0.0469483568075117	0.0469483568075117	0.0469483568075117	0.0492957746478873	0	1.04694835680751	0.00234741784037559	0.328638497652582	0.328638497652582	0.00938967136150235	0
"R9"	0.00469483568075118	0.00469483568075118	0.00469483568075118	0.00469483568075118	0.00469483568075118	0.154929577464789	0	0.00469483568075118	1.15023474178404	0.0328638497652582	0.0328638497652582	0.60093896713615	0
"C1"	0.0938967136150235	0.0938967136150235	0.0938967136150235	0.0938967136150235	0.0938967136150235	0.0985915492957747	0	0.0938967136150235	0.00469483568075117	1.15727699530516	0.157276995305164	0.0187793427230047	0
"C2"	0.0938967136150235	0.0938967136150235	0.0938967136150235	0.0938967136150235	0.0938967136150235	0.0985915492957747	0	0.0938967136150235	0.00469483568075117	0.157276995305164	1.15727699530516	0.0187793427230047	0
"C3"	0.00938967136150235	0.00938967136150235	0.00938967136150235	0.00938967136150235	0.00938967136150235	0.309859154929577	0	0.00938967136150235	0.300469483568075	0.0657276995305165	0.0657276995305165	1.2018779342723	0
"C4"	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	1.33333333333333
