"Unidentified_sp1_M_SD_034"	"Unidentified_sp2_M_SD_034"	"Prunus_africana"	"Bridelia_micrantha"	"Ficus_sur"	"Manilkara_butugi"	"Antiaris_toxicaria"	"Blighia_unijugata"	"Morus_mesozygia"	"Trilepisium_madagascariense"	"Ficus_exasperata"	"Polyscias_fulva"	"Cyphostemma_cyphopetalum"	"Casearia_battiscombei"	"Harungana_madagascariensis"	"Lantana_camara"	"Solanum_mauritianum"	"Jasminum_fluminense"	"Carissa_edulis"	"Cissus_oliveri"	"Maesa_lanceolata"	"Pittosporum_viridiflorum"	"Rhamnus_prinoides"	"Clerodendrum_capitatum"	"Toddalia_asiatica"	"Culcasia_falcifolia"	"Peponium_vogelii"	"Piper_guineense"	"Allophylus_abyssinicus"	"Coffea_eugenioides"	"Psychotria_peduncularis"	"Dracaena_fragrans"	"Rubus_niveus"	"Pycnonotus_barbatus"	"Cercopithecus_mitis"	"Sylvia_atricapilla"	"Cercopithecus_ascanius"	"Cinnyricinclus_leucogaster"	"Phylloscopus_trochilus"	"Turdus_pelios"	"Andropadus_latirostris"	"Zosterops_senegalensis"	"Ceratogymna_subcylindrica"	"Buccanodon_duchaillui"	"Colobus_guereza"	"Pogoniulus_bilineatus"	"Chlorocichla_laetissima"	"Gymnobucco_bonapartei"	"Andropadus_masukuensis"	"Ploceus_bicolor"	"Phyllastrephus_hypochloris"	"Andropadus_curvirostris"	"Heliosciurus_rufobrachium"	"Melaniparus_funereus"	"Phylloscopus_budongoensis"	"Phyllastrephus_cabanisi"	"Trachyphonus_purpuratus"	"Andropadus_gracilirostris"	"Serinus_citrinelloides"	"Apalis_rufogularis"	"Baeopogon_indicator"	"Hippolais_pallida"	"Andropadus_virens"	"Serinus_mozambicus"	"Colius_striatus"	"Musophaga_rossae"	"Nigrita_canicapillus"	"Papio_anubis"	"Turtur_tympanistria"	"Tricholaema_hirsuta"	"Bleda_syndactylus"	"Oriolus_brachyrhynchus"	"Phylloscopus_sibilatrix"	"Treron_calvus"	"Turdus_olivaceus"	"Cuculus_clamosus"	"Ploceus_nigerrimus"	"Sylvia_borin"	"Alethe_poliocephala"	"Eremomela_turneri"	"Andropadus_ansorgei"	"Estrilda_nonnula"	"Nigrita_fusconotus"	"Elminia_longicauda"	"Platysteira_castanea"	"Platysteira_cyanea"	"Ploceus_insignis"	"Ploceus_melanocephalus"	"Ploceus_ocularis"	"Turdoides_sharpei"	"Anthoscopus_caroli"	"Bathmocercus_rufus"	"Centropus_monachus"	"Chalcomitra_senegalensis"	"Columba_larvata"	"Cossypha_polioptera"	"Laniarius_luehderi"	"Lybius_bidentatus"	"Melaniparus_albiventris"	"Phoenicurus_phoenicurus"	"Ploceus_baglafecht"	"Ploceus_nigricollis"	"Schistolais_leucopogon"	"Serinus_dorsostriatus"	"Spermophaga_ruficapilla"	"Terpsiphone_viridis"	"Tockus_alboterminatus"	"Campephaga_flava"	"Chalcomitra_amethystina"	"Chlorocichla_flavicollis"	"Cossypha_heuglini"	"Cossypha_niveicapilla"	"Cyanomitra_olivacea"	"Cyanomitra_verticalis"	"Dicrurus_adsimilis"	"Hylia_prasina"	"Malimbus_rubricollis"	"Oriolus_auratus"	"Prinia_bairdii"	"Prodotiscus_insignis"	"Sylvia_communis"
"Unidentified_sp1_M_SD_034"	1.09383717111954	0.0246419793781965	0.0198459208252378	0.0273865908355395	0.0130855829618261	0.0100133322886985	0.0102163487785782	0.0132693380751747	0.00699999256144885	0.00353063649568806	0.00645040903066282	0.0130100884747817	0.00504942062755868	0.0063770144828932	0.00856818685334032	0.00983791256091782	0.00361441000610006	0.00672329501199813	0.00711906872453916	0.00535287904125979	0.00391306109109224	0.00562445617228081	0.00206634237590523	0.00382294114504684	0.00505751286613558	0.0031682345838705	0.00116737731476056	0.00217114319438611	0.00252294266923471	0.0039769141978681	0.00165160180016078	0.00317338928360235	8.78385050081948e-05	0.0182078900604529	0.0164964265640452	0.0194769043593083	0.0161901382492504	0.0130648427123966	0.0152730616614263	0.0155251132474058	0.0187549722646754	0.0163003801194678	0.0148166423305568	0.0157797442313623	0.00338941575651015	0.0183256260360658	0.0174456684435813	0.0141583375959758	0.0152868829716142	0.0155038130934565	0.0152306855560489	0.0158670158886925	0.00261543665394249	0.0133927188158399	0.0145876271295443	0.0015225971232064	0.0133153390793007	0.0140871592107479	0.0126224510267961	0.0137064159695995	0.0137858880256237	0.0146612958069086	0.01328341755819	0.00105207151303477	0.000490379788171325	0.0132234921177343	0.00122029112415142	0.000397451280293492	0.0137643896865038	0.0136301873389804	0.0133673417118417	0.0132023569938294	0.000392041881159825	0.0125686946917657	0.0125511976260662	0.000227750517246185	0.000349193107241441	0.0130835639822297	0.000708936582519518	0.000726519771726045	0.0126498943664036	0.000453557906129853	0.000496148020630945	0.000470298037247222	0.000544509507534475	0.000191147057252342	0.0125874159615987	0.000397451280293491	0.000479629965520784	0.000414948345993023	0.000561742644207131	0.000210245222436226	0.000351354020032779	0.000230371751095101	0.0121537463457727	0.000275266966693463	0.000307434767528682	0.000414948345993023	0.000306006673333583	0.0121537463457727	0.0124611811133013	0.000284469194822307	0.000229519119434485	0.0121537463457727	0.000210245222436226	0.000664948080330481	0.000284469194822307	0.000227750517246186	0.000230371751095101	0.000307434767528682	0.000191147057252342	0.000191147057252342	0.000326088424257686	0.000230371751095101	0.000307434767528682	0.0121537463457727	0.000307434767528682	0.0121537463457727	0.0121537463457727	0.0121537463457727	0.000164291363913639
"Unidentified_sp2_M_SD_034"	0.0357706152264142	1.05591395611452	0.0156809987795935	0.0262593660348999	0.0173669029028698	0.015450846267555	0.01568486078154	0.0156140288370906	0.00987105043813576	0.00563479642260107	0.00945711160549335	0.0104827373038783	0.00667125107075489	0.00864168834523862	0.0100545007195209	0.00651012328865953	0.00926009192211663	0.007904936277085	0.00806802306656425	0.00704184326706359	0.00305569435207867	0.00338428006939309	0.00265097439598385	0.00501791657118959	0.005340038588008	0.0041840746569079	0.00158261386661143	0.00288646567522296	0.00146056557177161	0.00358899980746704	0.00023423445508241	0.00254962055123296	5.8126100791603e-05	0.0237144235272566	0.0222587220234424	0.0253354344421632	0.0220544662416778	0.0011873454321303	0.0209200081994119	0.0204934950919013	0.0242852859811006	0.0220740756390449	0.0204752332979777	0.0208792011066752	0.0208075609730845	0.023472332383291	0.0231531659270711	0.0194177371287224	0.0206327204235554	0.0208683359567147	0.0200807752603741	0.0210458209204267	0.0198736176607461	0.0186815418211719	0.0202245589429503	0.0017317984817809	0.018237086218265	0.019067682876787	0.000679474619409582	0.0187429154633665	0.0185849440132493	0.0195187583055339	0.00124755879856049	0.00144210492143493	0.000675554465193675	0.00156553124367541	0.00150648569470331	0.0170308702599116	0.00220742802265759	0.0185133692852585	0.00117599003998123	0.00158375732580706	0.000729544995802785	0.000795320462640459	0.0174283215402051	0.000308631726615665	0.000410895495712909	0.00113890082657927	0.000388463652643011	0.000729778955400314	0.000789476249783329	0.000441797582514161	0.000392024969489838	0.000780002580598578	0.000806974170575794	0.000250895828559479	0.000746875857089434	0.0170308702599116	0.000424355885769265	0.000397869182346968	0.0174517835290987	0.000121713797647634	0.000232504403166412	0.000337753985910477	0.000397451280293492	3.90390758470684e-05	0.00020344135277061	0.000397869182346968	0.000359089311411459	0.000397451280293491	0.000600892633064101	0.000377541367453691	0.000303238685034313	0.000397451280293492	0.000121713797647634	0.000750406697994673	0.00037754136745369	0.000308631726615665	0.000337753985910477	0.00020344135277061	0.000250895828559479	0.000250895828559479	0.000254641196006556	0.000337753985910477	0.00020344135277061	0.000397451280293492	0.00020344135277061	0.000397451280293492	0.000397451280293492	0.000397451280293492	0.000420913269187119
"Prunus_africana"	0.044653321856785	0.0243055481083699	1.06069502975201	0.0236167469446289	0.0135104031142869	0.00967292531827754	0.0121260940631283	0.00789273046588798	0.00910187865343279	0.0058137271301118	0.0145457190533275	0.0115906153273518	0.00544504190783145	0.00838308547860401	0.0115426892219647	0.00821710535455757	0.00571729796163419	0.00649052657244581	0.009842954706007	0.00589039105502013	0.00786778510657458	0.00278415556844327	0.00272098984966084	0.00371547677381706	0.00358567393583458	0.00227090866406708	0.001296616992049	0.00350061689486732	0.00123493455984188	0.00319674651244705	0.000239468103102052	0.00179276131486616	7.33670120942641e-05	0.0328439946213745	0.0313640581010489	0.0346069761318689	0.00494121767632303	0.0273713532635924	0.0302653854047189	0.0298404950321403	0.00665429918555889	0.00498758912169343	0.00331728838885079	0.00379382860646338	0.0298580060782105	0.0325575213453304	0.0319359216662827	0.00222115053027365	0.00338754755275431	0.00378828946076918	0.00324925564109543	0.0307570551180661	0.00253479159031984	0.00185100714302243	0.0292470315771905	0.00140656775601534	0.00145370592259467	0.0284373426076661	0.000728160984667883	0.0283991603477168	0.0282107852651734	0.0295464179727945	0.0279259570656424	0.00113295363209222	0.000915525938955496	0.001356704888216	0.0014543498699818	0.000392024969489837	0.00226279516842279	0.00215184629971715	0.0011294612915303	0.0013553853686328	0.000559273090024425	0.000853977519791988	0.000888172990120782	0.000299395909950143	0.000207703433312841	0.0273998776086764	0.000426265194762069	0.0270368657099906	0.0270135237644313	0.000370656261275617	0.0265173757438004	0.000672116080858736	0.000609564898244209	0.000185773838690853	0.000882501864876005	0.000392024969489837	0.000483533696468328	0.000357829499161044	0.000651902149564119	0.000102911213320157	0.000293468048377056	0.000519489966190269	0.000496148020630944	3.99113505170086e-05	0.000256784542329924	0.000357829499161044	0.000412238900784454	0.000496148020630944	0.000752932562960867	0.000293704415527975	0.000247501904901429	0.000496148020630944	0.000102911213320157	0.0006828965939265	0.000293704415527975	0.000299395909950143	0.000519489966190269	0.000256784542329924	0.000185773838690853	0.000185773838690853	0.000655648758881215	0.000519489966190269	0.000256784542329924	0.000496148020630945	0.000256784542329924	0.000496148020630944	0.000496148020630945	0.000496148020630945	0.000259877180074281
"Bridelia_micrantha"	0.037345351139372	0.024667889305512	0.0143131799664417	1.06008356439801	0.0185706938383182	0.0114882368691472	0.0116740766473585	0.018926270472551	0.013821615248184	0.00373261349450939	0.00817117890437592	0.00926954476450604	0.0084220823438774	0.00648426340145303	0.00931889883797047	0.00625598898013599	0.00490894792831558	0.00959078972783466	0.00909643729888776	0.00873918915052166	0.00287254006527539	0.00327240136684654	0.00254711113730892	0.00484121467399346	0.00647375977159314	0.00564042665993045	0.0014911218558712	0.00202531304576025	0.00146626561929886	0.00506280867598739	0.000237641629294605	0.00246605907042384	5.58570444654999e-05	0.0228057705625463	0.0209090583238422	0.0241681177482051	0.0208423536405514	0.0168346500330027	0.00358575358475219	0.0197375629545071	0.0237389908060826	0.0208237455841447	0.0193460548814502	0.0203878315579408	0.0195807638526316	0.0228483323076557	0.0223573380256925	0.0185843850757569	0.0197358613987988	0.0197710563680143	0.0192690440487492	0.0201465449560601	0.0189937901736351	0.00174710257901692	0.00322540592654177	0.0175891000372236	0.0173727494654663	0.0180332790982085	0.000687648459896901	0.00187672619259378	0.0176459936380264	0.0186154256629194	0.00120765583955626	0.0170650639797902	0.000462512335514566	0.0174108252707482	0.00153532024121383	0.000397869182346968	0.0181213518738913	0.0174755023596856	0.00130690219261896	0.0173785910187349	0.000454714832507797	0.0164768205338417	0.000812817528339991	0.00023158083576618	0.000498059749277657	0.0010817626706376	0.000348591763699302	0.000649657317174469	0.000772777845154067	0.000519424672086496	0.000357829499161044	0.000555951812383419	0.000831518435687373	0.000242060733699673	0.000723933171476558	0.000397869182346968	0.00040775891707166	0.0160618721878487	0.000621003179088585	0.000122188801608238	0.000223428177862	0.000291827818013426	0.000414948345993023	3.96069382157675e-05	0.00019549965562925	0.0160618721878486	0.000332817815641802	0.000414948345993023	0.000610448001622271	0.000403710735615613	0.0003828219247217	0.000414948345993023	0.000122188801608238	0.0165555013038552	0.000403710735615613	0.00023158083576618	0.000291827818013426	0.00019549965562925	0.000242060733699673	0.000242060733699673	0.000239378338772949	0.000291827818013426	0.00019549965562925	0.000414948345993023	0.00019549965562925	0.000414948345993023	0.000414948345993023	0.000414948345993023	0.000223133996741617
"Ficus_sur"	0.0256022275340076	0.0234075647821288	0.011748176621119	0.0266449085506305	1.04959966763551	0.0175957102651532	0.0160255445394012	0.0199847552950349	0.012494206484295	0.00499049005550459	0.00962199054052125	0.00978925555108688	0.00840391919251501	0.0109318919815282	0.00774922352749541	0.00812302760719122	0.00588065147621878	0.00699936620491427	0.00653655279329396	0.00630266289534281	0.00222903699579599	0.00305602365475192	0.00327654755247257	0.00513758134974139	0.00560875011250864	0.00764384288845989	0.00201591849163059	0.00365441523689069	0.0018095508952743	0.00686943454400402	0.000260035769361679	0.00326787527734673	7.25270322070644e-05	0.0295697078864256	0.0282306696023988	0.0310869911633669	0.0282150481632578	0.000981884345965896	0.026575898209584	0.0263704964943909	0.0308479939536465	0.0278367217536772	0.0263726098126633	0.0269739722827549	0.0267254875526733	0.0295003758340944	0.0291018420801961	0.0255635277874748	0.0267970003828993	0.0268877709212342	0.00313552007317618	0.02696614245088	0.0259072446216048	0.00207075443290985	0.0258953669274521	0.024820959314313	0.00159163591091885	0.00217837698959016	0.0005391378327183	0.00173152196647927	0.0016565417494784	0.00240553749264727	0.00101777130605801	0.00133949407943728	0.000453055422811125	0.00153224755277944	0.00153561845585889	0.00037754136745369	0.00205882249180676	0.0017356723355655	0.00145954168599079	0.0240314786224979	0.000657727053454133	0.00068817993043792	0.000662010562275998	0.000390424713626006	0.000525914613027233	0.000904482128719845	0.000369647813263176	0.000637346934832306	0.000578173610350283	0.000437280585000562	0.000293704415527976	0.000544060322952962	0.000963742550304959	0.000256879067487069	0.00061077771319187	0.00037754136745369	0.00052689024209744	0.000403710735615614	0.000644843707281817	0.000150795907939525	0.000290108128828258	0.000343642519304331	0.000284469194822307	4.33392948936132e-05	0.000253844612724726	0.000403710735615613	0.000276757983124836	0.000284469194822307	0.000538313807547032	0.0228173840790327	0.0003819963269325	0.000284469194822307	0.000150795907939525	0.000849932395769006	0.0228173840790327	0.000390424713626007	0.00034364251930433	0.000253844612724725	0.000256879067487069	0.000256879067487069	0.000185753082982999	0.000343642519304331	0.000253844612724725	0.000284469194822307	0.000253844612724726	0.000284469194822307	0.000284469194822307	0.000284469194822307	0.000267302339828126
"Manilkara_butugi"	0.0265058795877314	0.0281750726055414	0.01137991213915	0.0223006950989329	0.0238059609469719	1.03322185015801	0.0224433472435034	0.0199081202148621	0.0223963853451888	0.00649673109367463	0.0115848177955036	0.0103442752623004	0.00719771651761675	0.013266331292084	0.00621900705569644	0.0081097549334902	0.00746284445485811	0.00675138005828386	0.00472589742271959	0.00708226144442548	0.00140646323853225	0.00303416939342482	0.00335722424325754	0.00412613271393267	0.00381015733454972	0.00477178095766371	0.00262661876115723	0.0034123604153341	0.00134934061918523	0.0030729993849548	0.000216975006284297	0.00269846206831862	7.24085261918768e-05	0.0377141437196767	0.0368415338081052	0.0390415557130707	0.0367037915042973	0.000916896896356567	0.0346393131376016	0.00345264196443202	0.0379833773751254	0.0357206557869536	0.0346680311000847	0.00421114016555181	0.035071762623063	0.00677857520115149	0.0368032981048627	0.0329147808973111	0.0342562278197263	0.0346415164447973	0.00297984312310707	0.00465015578011069	0.0340307291292604	0.0323129765214543	0.0342540863227635	0.00198293945119643	0.00161073364819701	0.00237956906438431	0.000547357222649083	0.00190522473581762	0.00158614707049918	0.00224738070996978	0.000949642688225023	0.00132619942953991	0.000456425472371238	0.0014631779050091	0.00148156729973532	0.000454436654928087	0.00210732574553332	0.00184538841591248	0.00103650836646256	0.00167381788342049	0.000813017748639405	0.000632399092877816	0.000748946428125103	0.000473797546145855	0.000523897900391109	0.000923816752085781	0.000380971676457397	0.00069824129617531	0.000579007576675767	0.000434366026345382	0.000284497803478752	0.000561327597339851	0.0311887488510092	0.000206306635696633	0.00063931894860703	0.000454436654928087	0.000533198528609698	0.000337889319680801	0.000793656857421638	0.000112445051598769	0.000289634104767507	0.000413743492696559	0.000294509773197015	3.61625010473828e-05	0.000253429841671569	0.000337889319680801	0.000222107394846301	0.000294509773197015	0.000547939614868583	0.000517520890151564	0.000327168932618943	0.000294509773197015	0.000112445051598769	0.00113776022486612	0.000517520890151564	0.000473797546145855	0.000413743492696559	0.000253429841671569	0.000206306635696634	0.000206306635696634	0.000117205269877688	0.000413743492696559	0.000253429841671569	0.000294509773197015	0.000253429841671569	0.000294509773197015	0.000294509773197015	0.000294509773197015	0.00033922020249355
"Antiaris_toxicaria"	0.0287334809397511	0.0303894177642338	0.0151576175789104	0.0240777830851769	0.0230367202753892	0.0238460564462224	1.02748943764725	0.0176300301135109	0.0159423394286052	0.00680170610766691	0.0121604273859494	0.00995024751792759	0.00660458573475968	0.0129617558201918	0.00696043619815307	0.00753449242363689	0.00690327178040361	0.00880088433081989	0.00405019315970151	0.00652590515179312	0.00290913603662425	0.00317818062305346	0.00350062688634748	0.00433924062326878	0.00527841885411371	0.00181973507192964	0.00274429956844374	0.00491272198740612	0.00140551767416992	0.00454181220498511	0.000232996001701319	0.0028465866574576	6.72722537824722e-05	0.0393481666689345	0.0384928246032705	0.0410653332108853	0.0383475633131542	0.00106301623403328	0.036656322108327	0.00373813125271707	0.0397088658079806	0.0374017339231735	0.0361989135256318	0.00407199602335615	0.0366928940438436	0.00678403214751181	0.00671368314219332	0.00299197331240875	0.0360769049717295	0.0363713813195629	0.00326287346233448	0.0365458713794487	0.03559952221239	0.0340827321773107	0.0358456252298746	0.00185866195255027	0.00163817585486551	0.0340622532567883	0.000584109284585023	0.00211711085607004	0.00173726782253375	0.00252491488501689	0.001176082230094	0.0012754404710007	0.000556213083979458	0.00154806415229784	0.00155574067501299	0.000490151899423126	0.00201603293440419	0.00194020358931752	0.00120952772172591	0.00164882222229867	0.000776704931648574	0.00068407579456052	0.000809412798753694	0.000462919850721136	0.000463948160881866	0.00102987625606758	0.000370507584214473	0.00081324141754238	0.000698201338803328	0.000413758525201726	0.00037894043947276	0.000562372088004332	0.00127072386666681	0.000216962031163439	0.000650935816594821	0.000490151899423125	0.000527171795434276	0.000364814895229953	0.000803936980350563	0.000117126472847494	0.000269089015129889	0.000434300978069621	0.000319260899330568	3.88326669502198e-05	0.000235452888238653	0.000364814895229952	0.000248587007076895	0.000319260899330568	0.00055471378756922	0.000500798266856288	0.000300208442489076	0.000319260899330568	0.000117126472847494	0.000934184160537282	0.000500798266856287	0.000462919850721137	0.000434300978069621	0.000235452888238653	0.000216962031163439	0.000216962031163439	0.000242428003052021	0.000434300978069621	0.000235452888238653	0.000319260899330568	0.000235452888238653	0.000319260899330568	0.000319260899330568	0.000319260899330568	0.000313785080927437
"Blighia_unijugata"	0.0314273796517297	0.0254755207342004	0.00830813733251366	0.0328719434523254	0.0241920721992527	0.0178125286132977	0.0148463411482197	1.04369747966974	0.0118999531693866	0.00584620159831089	0.0098864478157766	0.0101190994212114	0.00851534070627277	0.00696150598946684	0.00644652637420978	0.00946107705264883	0.0037749738511978	0.0115287604755697	0.00628577187468363	0.00726312619144828	0.00127183081419895	0.00352481898850059	0.00379164125538384	0.00459904192899148	0.00535849092847682	0.00624939441041234	0.00235903627949714	0.0018497784258415	0.00201798561400818	0.00287051857548729	0.000222986825175425	0.0025131480636431	8.44739022557932e-05	0.0344719011607525	0.0329837291161741	0.0355455568651543	0.0330692867097459	0.00105495628983194	0.00382338068424851	0.00367808281364979	0.0350892381363514	0.0326586775203865	0.031247250663045	0.031935249048623	0.0314588484111085	0.0343128628868492	0.0337375331455983	0.0302944668823884	0.0313325949109826	0.0316292273609179	0.00353845411293598	0.00402226974045909	0.0308374719630439	0.00199655987813685	0.00332676597246401	0.00203259232503939	0.0287238715014357	0.00245383451349806	0.000642928022949823	0.00178264528089149	0.00175156868893956	0.0024179297745273	0.000958541099632804	0.00138685251059215	0.000277575621692237	0.0288370105727941	0.00160429888544048	0.000410895495712909	0.00212310685521491	0.00194853908826441	0.00110787643518402	0.02883889061875	0.000420214934418521	0.000847252856519098	0.00076008860295435	0.00024862521390953	0.0274657231492037	0.000894199854594662	0.000374467784902951	0.000560790855304863	0.000556896540554282	0.000498307567445301	0.000207703433312842	0.000401822805302197	0.000948896227869204	0.000229952096449574	0.000686496421281821	0.000410895495712909	0.000611628762510596	0.000498059749277658	0.000582485216221901	0.000168165467834015	0.000337895609023173	0.000353087421992022	0.000349193107241441	3.71644708625709e-05	0.000295658657895276	0.000498059749277657	0.000230233084793206	0.000349193107241441	0.000644851765136716	0.000525914613027233	0.000387060941194216	0.000349193107241441	0.000168165467834015	0.000923058076755751	0.000525914613027233	0.00024862521390953	0.000353087421992022	0.000295658657895276	0.000229952096449574	0.000229952096449574	0.000105985901183246	0.000353087421992022	0.000295658657895276	0.000349193107241441	0.000295658657895276	0.000349193107241441	0.000349193107241441	0.000349193107241441	0.000171589720508991
"Morus_mesozygia"	0.0224999760903713	0.0218573259701577	0.0130026837906183	0.0325795216564337	0.0205261963670561	0.0271956107763007	0.0182198164898346	0.0161499364441676	1.04039287930557	0.00767987900687672	0.00872186286171218	0.00734397472517911	0.00537419913875914	0.00999125416758112	0.0106171829509741	0.00626271664208897	0.00562204169440038	0.00779708371149807	0.00848464268505033	0.00533909973656817	0.00320980571964757	0.0034892006294067	0.00260347361608091	0.00297171844363254	0.00898087005519372	0.0029430144781654	0.0030976922794555	0.00386171666797059	0.00147229770011307	0.00336500588201422	0.00016859693708833	0.00145613960049474	5.59171128757944e-05	0.0440413713887186	0.0432741179017552	0.0457570074325623	0.0434612659229987	0.00106869594510949	0.00439445287433347	0.00348760811100821	0.0446582948285725	0.00542728739939863	0.0412615029714309	0.00419881124276276	0.0416480654340629	0.00659307565375306	0.043153582723676	0.00301250846532232	0.00420402584985948	0.0043192200129222	0.00331790689627747	0.0415648179669883	0.040597928232383	0.00232860792646285	0.0405123325777545	0.0018223496454933	0.00152116469346983	0.00234501562204171	0.000540766453454684	0.00207477735083023	0.00180689903735039	0.00269625430437514	0.00103826053413883	0.00123614459644874	0.000523031159716102	0.00152304007379931	0.00146245103541046	0.000352537515647705	0.0392266724574061	0.00165246062570171	0.000863225305757963	0.00161484883797552	0.000612377855730512	0.000743628850344031	0.000602537249985164	0.000356830505985039	0.000424998327478094	0.000819865986608886	0.000272898647020692	0.000636562196969463	0.000575066829102916	0.000365377826671612	0.000325067094765457	0.000634732455137405	0.0379567594518127	0.000148585922181627	0.000494798891843429	0.000352537515647705	0.00041266602973869	0.000493629116006572	0.000608084865393178	0.000122691475009423	0.000223668451503178	0.000311495102204007	0.000249999734337459	2.80994895147217e-05	0.00019570989506528	0.000493629116006572	0.000379185105391934	0.000249999734337459	0.000445709629402739	0.000446221660153393	0.000244281779034506	0.000249999734337459	0.000122691475009422	0.0376505176626339	0.000446221660153393	0.00035683050598504	0.000311495102204007	0.00019570989506528	0.000148585922181627	0.000148585922181627	0.00026748380997063	0.000311495102204007	0.00019570989506528	0.000249999734337459	0.00019570989506528	0.000249999734337459	0.000249999734337459	0.000249999734337459	0.000255547349745472
"Trilepisium_madagascariense"	0.0317757284611925	0.0349357378201266	0.0232549085204472	0.024635249063762	0.0229562542553211	0.0220888857184937	0.0217654595445341	0.0222155660735814	0.0215036612192548	1.02980278888518	0.0157456362428058	0.00620797142281829	0.00156140523042931	0.00994910824899185	0.0126305464972986	0.00586561077725514	0.00149558439738039	0.00176572099777303	0.00167452395857756	0.00152717547257031	0.000724335393031802	0.000845147239474317	0.000775617697121383	0.00102705458306255	0.00505321629482775	0.000942306408669674	0.00792821596266406	0.000707228404193456	0.000387176435180547	0.000862719072170725	0.000121533617134088	0.00054888789321055	5.23715247969209e-05	0.007243499797926	0.111139612846575	0.00782742448775453	0.110850434108019	0.00130769771203093	0.00460779521691696	0.00316026196840166	0.00620339927165363	0.00537999129122606	0.107451584316001	0.0033854058124565	0.108242237530973	0.00562363716167156	0.00601242793394188	0.00310167245008467	0.00407928091568714	0.00461217801075578	0.00253511276486361	0.00480595992534574	0.00419850182326774	0.00260171230656992	0.00451810303479106	0.00137805443967828	0.00187442480111094	0.00263160801041104	0.000423492586191666	0.10492928583969	0.00194729207968092	0.00252816137570068	0.00117809798212186	0.000581632490377303	0.000128342391724486	0.00139120520420415	0.000627687602596636	0.000563479642260107	0.00233734458985613	0.00205908117356924	0.000546088198021746	0.00180999416440129	0.000423306403578688	0.000726324999019745	0.000916543291828913	0.000355325294606851	0.000584620159831089	0.0011413687433406	0.000227187983616291	0.00114371686453996	0.000934436362579986	0.000101681769866726	0.000581372713011181	0.00051907205530393	0.00141766101005514	5.13527291531275e-05	0.000559996030329416	0.000563479642260106	0.000247935144882672	0.00037326134945094	0.000631460751231943	3.22647029317123e-05	0.000209486099187684	0.000562344151528778	0.000353063649568806	2.02556028556813e-05	0.000183300336789223	0.000373261349450939	0.000451090946332094	0.000353063649568806	0.000536363986358028	0.000499049005550459	7.09729650195139e-05	0.000353063649568806	3.22647029317123e-05	0.00114124925013861	0.000499049005550458	0.000355325294606851	0.000562344151528777	0.000183300336789223	5.13527291531276e-05	5.13527291531275e-05	6.03612827526501e-05	0.000562344151528778	0.000183300336789223	0.000353063649568806	0.000183300336789223	0.000353063649568806	0.000353063649568806	0.000353063649568806	6.7981108971836e-05
