"Angelica_sylvestris"	"Chaerophyllum_temulentum"	"Silene_dioica"	"Stachys_sylvatica"	"Lapsana_communis"	"Geranium_robertianum"	"Vicia_sepium"	"Veronica_agrestis"	"Unidentified_sp1_M_PL_038"	"Anaspis_flava"	"Meligethes_sp1_M_PL_038"	"Unidentified_sp2_M_PL_038"	"Adscita_statices"	"Apocrita_sp1_M_PL_038"	"Byturus_aestivus"	"Crambus_pratella"	"Dasytes_plumbeus"	"Unidentified_sp3_M_PL_038"	"Unidentified_sp4_M_PL_038"	"Anaspis_rufilabris"	"Bombus_hortorum"	"Bombus_pascuorum"	"Chrysogaster_solstitialis"	"Leptura_rubra"	"Nemophora_degeerella"	"Olibrus_aeneus"	"Unidentified_sp5_M_PL_038"	"Unidentified_sp6_M_PL_038"	"Unidentified_sp7_M_PL_038"	"Anaspis_frontalis"	"Aphantopus_hyperantus"	"Ceuthorrhynchus_pollinarius_Forster"	"Episyrphus_balteatus"	"Epuraea_depressa_Illiger"	"Eumerus_tuberculatus"	"Grammoptera_ruficornis"	"Maniola_jurtina"	"Melanostoma_scalare"	"Polyommatus_icarus"	"Rhingia_campestris"	"Rhynchites_germanicus"	"Strophosomus_capitatus_de_Geer"	"Unidentified_sp10_M_PL_038"	"Unidentified_sp11_M_PL_038"	"Unidentified_sp12_M_PL_038"	"Unidentified_sp13_M_PL_038"	"Unidentified_sp14_M_PL_038"	"Unidentified_sp8_M_PL_038"	"Unidentified_sp9_M_PL_038"	"Volucella_pellucens"
"Angelica_sylvestris"	1.18027884017678	0.0743658532500292	0.0166904660565736	0.0242167736356503	0.0186696777591452	0.0126162495666764	0.00580431047847172	0.000691162410003937	0.0398146046074215	0.00464169963700203	0.0393309120675489	0.0393450618781527	0.00217698767260491	0.00422156521516099	0.0364073786673436	0.0382937077475964	0.0378348863117882	0.0382301496295648	0.0023107573604376	0.0371929453096123	0.00215211656854047	0.00158445497785675	0.0371929453096122	0.0371929453096123	0.00357962421298508	0.00169329513273227	0.0371929453096123	0.00351606609495348	0.00122414473305735	0.00110076243798411	0.0347140835346112	0.00103720431995251	0.000641941002175907	0.0347140835346113	0.000483692539872643	0.0347140835346113	0.000641941002175907	0.00103720431995251	0.000641941002175908	0.00110076243798411	0.000641941002175908	0.000641941002175908	0.0347140835346113	0.00103720431995251	0.000641941002175908	0.000641941002175907	0.00247886177500097	0.0347140835346113	0.000483692539872643	0.0347140835346113
"Chaerophyllum_temulentum"	0.0842813003500331	1.1266258376965	0.0233508597184198	0.0429572542085076	0.035728916643412	0.00766634045395716	0.011811971270074	0.000910852992426159	0.0449549295816032	0.0414215753317492	0.0439705986424304	0.042624520533404	0.00252130263283925	0.0404049070430765	0.0040158334686674	0.0419856588289075	0.0409311663540545	0.0420179961784073	0.0041652555256525	0.0400330563648845	0.0025914641685195	0.00293693340319591	0.0400330563648844	0.0400330563648844	0.0395067970539065	0.00153697169366642	0.0400330563648844	0.0395391344034063	0.000866574952602971	0.00195260246402307	0.00247886177500097	0.00198493981352289	0.000898109989169993	0.00247886177500097	0.000984330939172831	0.00247886177500097	0.000898109989169993	0.00198493981352289	0.000898109989169994	0.00195260246402307	0.000898109989169994	0.000898109989169994	0.00247886177500097	0.00198493981352289	0.000898109989169994	0.000898109989169993	0.0375541945898834	0.00247886177500097	0.000984330939172831	0.00247886177500097
"Silene_dioica"	0.0218259940739808	0.0269432996750998	1.21492744673739	0.0120775188835939	0.00850108013185419	0.0311973168642142	0.0169451560428025	0.000915520924399382	0.00397340768886601	0.0495104672762865	0.0025613113519658	0.00468880552776953	0.0507398514629202	0.0481750668409112	0.0499696961281959	0.00208902912241835	0.0482680297120147	0.00201233322089336	0.00125014059171975	0.0015400509913459	0.00314875453642363	0.00196107446797266	0.0015400509913459	0.0015400509913459	0.00144708812024244	0.04932775512602	0.0015400509913459	0.00137039221871745	0.00282865663645103	0.000548978131072449	0.000641941002175907	0.000472282229547455	0.0467279787206688	0.000641941002175907	0.0014120963369002	0.000641941002175907	0.0467279787206688	0.000472282229547455	0.0467279787206688	0.000548978131072449	0.0467279787206688	0.0467279787206688	0.000641941002175907	0.000472282229547455	0.0467279787206688	0.0467279787206688	0.000898109989169993	0.000641941002175907	0.00141209633690021	0.000641941002175907
"Stachys_sylvatica"	0.0374259228914596	0.0585780739206921	0.0142734314078837	1.13957654793875	0.0267621240065019	0.023660204925856	0.0225931688412667	0.0104638594009257	0.0582218476363564	0.00587112933222896	0.0563390835662509	0.0568239826430443	0.00440342594499934	0.0543005145923113	0.00362142431287789	0.054852298899223	0.00360234303307963	0.00454014956903506	0.0559016835144751	0.00305336490200718	0.0537706177410371	0.0536816980673214	0.00305336490200718	0.00305336490200718	0.0537515364612389	0.00252066187489378	0.00305336490200718	0.00343938713105095	0.00458764859405277	0.0517989339972158	0.00110076243798411	0.00148678466702788	0.000548978131072449	0.00110076243798411	0.00188276407010556	0.00110076243798411	0.000548978131072449	0.00148678466702788	0.000548978131072449	0.0517989339972158	0.000548978131072449	0.000548978131072449	0.00110076243798411	0.00148678466702788	0.000548978131072449	0.000548978131072449	0.00195260246402307	0.00110076243798411	0.00188276407010556	0.00110076243798411
"Lapsana_communis"	0.0352649468783854	0.0595481944056866	0.0122793379682338	0.0327092626746134	1.16027763740279	0.00267739432719401	0.0182451498713118	0.0123314098051212	0.0704892267010452	0.0684375199436123	0.0689687975451026	0.00473204499443612	0.00221582757942294	0.00394400671009822	0.0017326027434328	0.00450892880050328	0.00349442636302286	0.0674820128780747	0.0690295058629075	0.0030221441334754	0.00170990086096072	0.00300721382297053	0.0030221441334754	0.0030221441334754	0.00347172448055077	0.000695398423480289	0.0030221441334754	0.0664448085581221	0.00330596864521314	0.00148678466702788	0.00103720431995251	0.0644598687445993	0.000472282229547455	0.00103720431995251	0.00152042915594265	0.00103720431995251	0.000472282229547455	0.0644598687445993	0.000472282229547455	0.00148678466702788	0.000472282229547455	0.000472282229547455	0.00103720431995251	0.0644598687445993	0.000472282229547455	0.000472282229547455	0.00198493981352289	0.00103720431995251	0.00152042915594265	0.00103720431995251
"Geranium_robertianum"	0.0357460404389163	0.0191658511348929	0.0675941865391307	0.0433770423640693	0.00401609149079101	1.11705004157278	0.0199978369770557	0.0263862428156935	0.0055515021875616	0.00512824071853509	0.00388501577280696	0.0967494030432728	0.0973537662845044	0.00521032185366894	0.0967386340003062	0.00366189957887413	0.00428999224040398	0.00191333202898563	0.00879136064167753	0.00169021583505279	0.09505918720822	0.00363817015857598	0.00169021583505279	0.00169021583505279	0.00261054544831776	0.0956872798697498	0.00169021583505279	0.000861977898429263	0.0996840641683222	0.00197168374382133	0.00105135413055636	0.000223116193932834	0.00259977640535118	0.00105135413055636	0.00166648641475465	0.00105135413055636	0.00259977640535118	0.000223116193932834	0.00259977640535118	0.00197168374382133	0.00259977640535118	0.00259977640535118	0.00105135413055636	0.000223116193932834	0.00259977640535118	0.00259977640535118	0.00063886170449643	0.00105135413055636	0.00166648641475465	0.00105135413055636
"Vicia_sepium"	0.0164455463556699	0.029529928175185	0.0367145047594053	0.0414208095423223	0.0273677248069677	0.0199978369770558	1.16075876451241	0.00109821820431259	0.101601113747795	0.100646753474717	0.00487121670509369	0.00501727396390568	0.099808479794356	0.0042791913461786	0.0035622752915275	0.00335078754915104	0.00288011981594568	0.00298845263498813	0.00367774777712636	0.00146802347904548	0.00354925048486021	0.0986126611128068	0.00146802347904547	0.00146802347904548	0.00286709500927839	0.00307858275165485	0.00146802347904548	0.00250476009511548	0.0019410409658328	0.00188276407010556	0.000483692539872643	0.00152042915594265	0.00141209633690021	0.000483692539872643	0.0967298970427012	0.000483692539872643	0.00141209633690021	0.00152042915594265	0.00141209633690021	0.00188276407010556	0.00141209633690021	0.00141209633690021	0.000483692539872643	0.00152042915594265	0.00141209633690021	0.00141209633690021	0.000984330939172832	0.000483692539872643	0.0967298970427012	0.000483692539872643
"Veronica_agrestis"	0.00587488048503347	0.00683139744319619	0.00595088600859598	0.0575512267050914	0.0554913441230454	0.0791587284470802	0.00329465461293778	1.11918021550835	0.0063738757031974	0.00381400048156483	0.00609932115211924	0.00961302940476231	0.00709999548610135	0.00307255832943781	0.00699823153752418	0.00301646870083895	0.00062938408170737	0.00348335630188782	0.2854938711786	0.000400503850607524	0.00921252555415479	0.00289051940130958	0.000400503850607524	0.000400503850607524	0.00284367809833797	0.0068254409350232	0.000400503850607524	0.00331056569938684	0.286391614581012	0.00261596485023142	0.000172790602500984	0.0030828524512803	0.000228880231099845	0.000172790602500984	0.000274554551078148	0.000172790602500984	0.000228880231099845	0.0030828524512803	0.000228880231099845	0.00261596485023143	0.000228880231099846	0.000228880231099845	0.000172790602500984	0.0030828524512803	0.000228880231099845	0.000228880231099845	0.00022771324810654	0.000172790602500984	0.000274554551078148	0.000172790602500984
"Unidentified_sp1_M_PL_038"	0.135369655665233	0.13486478874481	0.0103308599910516	0.128088064799984	0.126880608061881	0.00666180262507393	0.121921336497354	0.00254955028127896	1.03150817222742	0.022101867771931	0.0213480608526426	0.0148542884012943	0.0111126023624222	0.0107150184906826	0.00493395144838491	0.0142991381825381	0.00887429418778908	0.015525876089007	0.0135084950040599	0.00847695341890248	0.00637733498239181	0.0159822961384151	0.00847695341890246	0.00847695341890247	0.010317677721796	0.000952490987642761	0.00847695341890247	0.0115444156282648	0.0011925377890759	0.00582218476363564	0.00398146046074215	0.00704892267010452	0.000397340768886601	0.00398146046074215	0.0101601113747795	0.00398146046074215	0.000397340768886601	0.00704892267010452	0.000397340768886601	0.00582218476363564	0.000397340768886601	0.000397340768886601	0.00398146046074215	0.00704892267010452	0.000397340768886601	0.000397340768886601	0.00449549295816032	0.00398146046074215	0.0101601113747795	0.00398146046074215
"Anaspis_flava"	0.0197272234572586	0.155330907494059	0.160909018647931	0.0161456056636296	0.153984419873127	0.00769236107780264	0.150970130212075	0.00190700024078241	0.0276273347149137	1.0325020395033	0.0150464905305741	0.00713283062743941	0.0194106826836923	0.0121003964925331	0.00741005095397795	0.00649180053762252	0.0119467177806297	0.0143125993640454	0.00976533121967576	0.0057579093710939	0.00137492125634551	0.0133147353508682	0.00575790937109389	0.0057579093710939	0.00591158808299727	0.00682983849935269	0.0057579093710939	0.0137323869094202	0.00111778015001249	0.00073389116652862	0.000580212454625254	0.00855468999295153	0.0061888084095358	0.000580212454625254	0.0125808441843396	0.000580212454625254	0.00618880840953581	0.00855468999295153	0.00618880840953581	0.00073389116652862	0.00618880840953581	0.00618880840953581	0.000580212454625254	0.00855468999295154	0.00618880840953581	0.0061888084095358	0.00517769691646864	0.000580212454625254	0.0125808441843396	0.000580212454625254
"Meligethes_sp1_M_PL_038"	0.167156376287083	0.164889744909114	0.00832426189388886	0.15493247980719	0.155179794476481	0.00582752365921044	0.00730682505764053	0.00304966057605962	0.0266850760658033	0.015046490530574	1.02607617397767	0.0179407012561296	0.00141469297873331	0.0128588741950809	0.00572215489904021	0.0174550742845288	0.0107328527577431	0.0190337885318852	0.0164259002829341	0.0104126888387474	0.00752801241738223	0.00765128753391807	0.0104126888387474	0.0104126888387474	0.0125387102760852	0.000805790890596595	0.0104126888387474	0.0141174245234416	0.00124804211561578	0.00704238544578135	0.0049163640084436	0.00862109969313782	0.000320163918995725	0.00491636400844361	0.00060890208813671	0.00491636400844361	0.000320163918995726	0.00862109969313782	0.000320163918995726	0.00704238544578136	0.000320163918995726	0.000320163918995726	0.0049163640084436	0.00862109969313782	0.000320163918995726	0.000320163918995725	0.0054963248303038	0.0049163640084436	0.000608902088136711	0.00491636400844361
