"Ficus_gul"	"Homalanthus_sp1_M_SD_002"	"Gastonia_sp1_M_SD_002"	"Ficus_odoardi"	"Chisocheton_sp1_M_SD_002"	"Ficus_275"	"Schefflera_sp1_M_SD_002"	"Dysoxylum_sp1_M_SD_002"	"Cissus_hypoglauca"	"Endospermum_sp1_M_SD_002"	"Elmerrillia_sp1_M_SD_002"	"Ficus_371"	"Sloanea_sogerensis"	"Ficus_181"	"Pandanus_sp1_M_SD_002"	"Syzygium_sp1_M_SD_002"	"Ficus_217"	"Myristica_sp1_M_SD_002"	"Ficus_246"	"Aglaia_sp1_M_SD_002"	"Ficus_202"	"Zingiberaceae_sp1_M_SD_002"	"Cissus_aristata"	"Ficus_drupacea"	"Sloanea_aberrans"	"Uvaria_sp1_M_SD_002"	"Aporusa_sp1_M_SD_002"	"Canthium_sp1_M_SD_002"	"Glochidion_sp1_M_SD_002"	"Piper_sp1_M_SD_002"	"Sterculia_sp1_M_SD_002"	"Manucodia_keraudrenii"	"Diphyllodes_magnificus"	"Paradisaea_raggiana"	"Parotia_lawesii"	"Lophorina_superba"	"Manucodia_chalybatus"	"Paradisaea_rudolphi"	"Ptiloris_magnificus"	"Epimachus_albertisii"
"Ficus_gul"	1.02238989537367	0.0186977132541912	0.0149898805720603	0.0190602790602238	0.0237010171876596	0.0223898953736662	0.00968092804159349	0.0103796760655533	0.0193685409716524	0.0140875087476842	0.0190908126811527	0.0206602938450108	0.0140875087476842	0.00902079213325552	0.0130065374343781	0.00797924681943682	0.00238058743431083	0.0103796760655533	0.00911349289643458	0.00559865938512599	0.00911349289643458	0.0107028158720984	0.00673290546212376	0.00238058743431083	0.00240042924611649	0.00238058743431083	0.00370783268213093	0.00240042924611649	0.00240042924611649	0.00238058743431083	0.00267029428897002	0.0999846722410547	0.100818028336893	0.0937076830769911	0.0961305944029206	0.0889879843711422	0.0866495243201453	0.0873380290194429	0.00768352915838766	0.0053666217396893
"Homalanthus_sp1_M_SD_002"	0.0186977132541912	1.02491123383211	0.0211993819813854	0.0214841218644832	0.0261637655526621	0.0186977132541912	0.0158863900610912	0.0103945678362757	0.0255816747528834	0.0141064196870037	0.0153589514075524	0.0169968708800713	0.0141064196870037	0.0090841861162971	0.0130406391055243	0.00802328454138576	0.00236469072779675	0.0103945678362757	0.0053180648224654	0.00565859381358901	0.0053180648224654	0.00696257686207749	0.00295337409466865	0.00236469072779675	0.00237128329488997	0.00236469072779675	0.00371185185072797	0.00237128329488997	0.00237128329488997	0.00236469072779675	0.00271029262109151	0.0993170105674635	0.0995938983853788	0.0943456381599199	0.0975705343592943	0.0890844444174713	0.0116418159955736	0.0882024608829945	0.0815473365324103	0.00536352736616036
"Gastonia_sp1_M_SD_002"	0.017488194000737	0.0247326123116163	1.02410653712621	0.0207472858520316	0.0259492612656314	0.017488194000737	0.0181217246989174	0.0117184212231413	0.0253700756993297	0.012344496408549	0.013561145362564	0.0154531790622679	0.012344496408549	0.0102952573367992	0.0111782631235226	0.00904594289695877	0.00266961484124531	0.0117184212231413	0.00592127873372948	0.00637632805571346	0.00592127873372948	0.00781617591837056	0.00325166389248417	0.00266961484124531	0.00267247832618254	0.00266961484124531	0.00062607518540768	0.00267247832618254	0.00267247832618254	0.00266961484124531	0.00306113046966748	0.112123823332303	0.112244089699667	0.106086322753471	0.110200696908029	0.0150258044497843	0.0115837113260328	0.1004192645695	0.0938832465261715	0.00509970710170737
"Ficus_odoardi"	0.0190602790602238	0.0214841218644832	0.0177833878731699	1.02510914487648	0.0264634360279571	0.0190602790602238	0.0124741138023374	0.0103900118751644	0.0221661579250872	0.0140907458664777	0.0190700600299516	0.0173399181070577	0.0140907458664777	0.00572923829572592	0.0097060177525042	0.00798761486139433	0.00237864241428794	0.0103900118751644	0.00907831753092793	0.00560897244710639	0.00907831753092793	0.00737193020751618	0.00669967511663999	0.00237864241428794	0.00240239701377012	0.00237864241428794	0.0037007339913133	0.00240239701377012	0.00240239701377012	0.00237864241428794	0.0026783407905618	0.0999029814000934	0.100900674578345	0.093780213009427	0.0964202684602246	0.0888176157915193	0.0859455620573974	0.014789611999276	0.0806534508855516	0.00545628848483211
"Chisocheton_sp1_M_SD_002"	0.0184341244792908	0.0203495954298483	0.0172995075104209	0.0205826724661889	1.03166109832804	0.0184341244792908	0.0129074218958727	0.00860588715301562	0.028155485106448	0.011655975072443	0.0229674779706369	0.0242530398630252	0.011655975072443	0.00746845621153226	0.010732591231418	0.00661891286015028	0.00196909278067661	0.00860588715301562	0.00746168029513614	0.00464982007947367	0.00746168029513614	0.00876512369971317	0.00549258751445953	0.00196909278067661	0.00198697429286534	0.00196909278067661	0.00305008791942739	0.00198697429286534	0.00198697429286534	0.00196909278067661	0.00222682724560202	0.0827018967884177	0.0834529203003444	0.0775357706838928	0.0801657808416726	0.0732021100662573	0.0701122644318838	0.0719957960755799	0.06505301006582	0.0624471174127979
"Ficus_275"	0.0223898953736662	0.0186977132541912	0.0149898805720603	0.0190602790602238	0.0237010171876596	1.02238989537367	0.00968092804159349	0.0103796760655533	0.0193685409716524	0.0140875087476842	0.0190908126811527	0.0206602938450108	0.0140875087476842	0.00902079213325552	0.0130065374343781	0.00797924681943682	0.00238058743431083	0.0103796760655533	0.00911349289643458	0.00559865938512599	0.00911349289643458	0.0107028158720984	0.00673290546212376	0.00238058743431083	0.00240042924611649	0.00238058743431083	0.00370783268213093	0.00240042924611649	0.00240042924611649	0.00238058743431083	0.00267029428897002	0.0999846722410547	0.100818028336893	0.0937076830769911	0.0961305944029206	0.0889879843711422	0.0866495243201453	0.0873380290194429	0.00768352915838766	0.0053666217396893
"Schefflera_sp1_M_SD_002"	0.0169416240727886	0.0278011826069096	0.027182587048376	0.0218296991540904	0.0290416992657135	0.0169416240727886	1.02596778271477	0.00916272301935866	0.0284472882446748	0.00978131857789218	0.0110218352366961	0.0138626306611472	0.00978131857789218	0.0113403730095267	0.0115727345160811	0.00543762396995193	0.000551658899326726	0.00916272301935866	0.00487116896977212	0.0048859650706252	0.00487116896977212	0.0108854045443032	0.00431951007044539	0.000551658899326726	0.00372509904940673	0.000551658899326726	0.00061859555853352	0.00372509904940673	0.00372509904940673	0.000551658899326726	0.00422281963634217	0.0231696737717225	0.156454160075083	0.021220653897057	0.152021506908318	0.0148462934048045	0.0118882204207732	0.144449678424871	0.137447634661915	0.00516884510212221
"Dysoxylum_sp1_M_SD_002"	0.0181644331147183	0.0181904937134825	0.017577631834712	0.0181825207815378	0.0193632460942851	0.0181644331147183	0.00916272301935866	1.01635289536778	0.0187678946261739	0.0169657572465511	0.0181385096273538	0.0150481822784056	0.0169657572465511	0.00859717468707601	0.00957523135958702	0.0126592436187764	0.00374951548359693	0.0163528953677806	0.00803851870071227	0.0089097281351795	0.00803851870071227	0.0048923276171713	0.00428900321711534	0.00374951548359693	0.00369365174900413	0.00374951548359693	0.000612861878770566	0.00369365174900413	0.00369365174900413	0.00374951548359693	0.00424433480342313	0.157479650311071	0.155133373458174	0.149292586616204	0.152796052923233	0.0147086850904936	0.0119070293622242	0.013273136801231	0.00745694480250534	0.00461920730153135
"Cissus_hypoglauca"	0.0169474733501958	0.022383965408773	0.0190275567744973	0.0193953881844513	0.0316749207447541	0.0169474733501958	0.0142236441223374	0.00938394731308697	1.0310656506555	0.0127403559473627	0.0220313112833437	0.0234989425581867	0.0127403559473627	0.00818610994752369	0.0117499406269938	0.00725373127435254	0.00213844401175363	0.00938394731308697	0.0048779301397438	0.00511528726259892	0.0048779301397438	0.00633733344156759	0.00273948612799018	0.00213844401175363	0.00213021603873443	0.00213844401175363	0.0033564086342757	0.00213021603873443	0.00213021603873443	0.00213844401175363	0.00244981862219265	0.0898146484936523	0.0894690736268459	0.0852949964930006	0.0881934703989354	0.0805538072226167	0.012185401785115	0.0791526408987031	0.0725491457739951	0.0694534819738024
"Endospermum_sp1_M_SD_002"	0.0197225122467579	0.0197489875618052	0.0148133956902588	0.0197270442130688	0.0209807551303974	0.0197225122467579	0.00782505486231374	0.0135726057972409	0.0203845695157803	1.01850819766879	0.0197399652373795	0.0172903501801028	0.0185081976687873	0.00724129150831774	0.0125031640871765	0.0105048617766107	0.00310664159629862	0.0135726057972409	0.006770571231546	0.00739822018031205	0.006770571231546	0.00428205859860086	0.00366392963524738	0.00310664159629862	0.00306774402063022	0.00310664159629862	0.00493559187154639	0.00306774402063022	0.00306774402063022	0.00310664159629862	0.00351652094866564	0.130478947044542	0.128845248866469	0.124214375412685	0.126594754151963	0.118454204917113	0.0119237122923431	0.0135988371937765	0.00747193115597283	0.00508465563180073
"Elmerrillia_sp1_M_SD_002"	0.0190908126811527	0.0153589514075524	0.0116238388821978	0.0190700600299516	0.0295296145336761	0.0190908126811527	0.00629819156382635	0.0103648626442021	0.0251786414666785	0.0140999751695568	1.02827063829568	0.0265358590724631	0.0140999751695568	0.00569046580447134	0.00968923825428211	0.00799021897638652	0.00238602970185791	0.0103648626442021	0.00911164643667107	0.0056041892745286	0.00911164643667107	0.00736548117941148	0.00672561673481316	0.00238602970185791	0.00237464366781563	0.00238602970185791	0.00373511252535467	0.00237464366781563	0.00237464366781563	0.00238602970185791	0.00266457165801512	0.100213247478032	0.0997350340482564	0.0940677637284317	0.0959245796885441	0.0896427006085121	0.0870194613399506	0.014077017781163	0.00742934152076749	0.0785575204730089
"Ficus_371"	0.0206602938450108	0.0169968708800713	0.0132455820533725	0.0173399181070577	0.0311824798238896	0.0206602938450108	0.00792150323494123	0.00859896130194604	0.0268559343522134	0.0123502501286449	0.0265358590724631	1.02992726738624	0.0123502501286449	0.00904819629423032	0.0112690503237941	0.00800687137103171	0.00238190549694006	0.00859896130194604	0.0073005408995306	0.00562496587409164	0.0073005408995306	0.00890213364728033	0.00491863540259054	0.00238190549694006	0.000592089930914334	0.00238190549694006	0.00375128882669881	0.000592089930914334	0.000592089930914334	0.00238190549694006	0.00268279255260046	0.100040030871483	0.024867777098402	0.0941495462877179	0.0965805318936165	0.0900309318407715	0.086530909433524	0.0876369613831754	0.00795747008083971	0.0788725077771367
