"C._nigrescens"	"H._guatemalensis"	"M._curema"	"D._peruvianus"	"C._trimaculatum"	"L._argentiventris"	"D._latifrons"	"P._sphenops"	"G._maculatus"	"E._picta"	"Cornutushaptor_nigrescens"	"Neotetraonchus_sp."	"Ligophorus_mugilinus"	"Aristocleidus_hastatus"	"Crassicutis_cichlasomae"	"Neoapocreadium_marina"	"Paracryptogonimus_sp."	"Pseudoacanthostomum_panamense"	"Pseudacaenodera_cristata"	"Saccocoelioides_sp."	"Saccocoelioides_sogandaresi"	"Ascocotye_(Phagicola)_longa"	"Centrocestus_formosanus"	"Cladocystis_trifolium"	"Clinostomum_complanatum"	"Diplostomum_(Austrodiplostomum)_compactum"	"Echinochasmus_leopoldinae"	"Haplorchis_sp."	"Metadena_sp."	"Posthodiplostomum_minimum"	"Tylodelphys_sp."	"Parvitaenia_cochlearii"	"Proteocephalus_chamelensis"	"Proteocephalus_sp."	"Contracaecum_sp."	"Hysterothylacium_perezi"	"Gnathostoma_sp."	"Pseudoleptorhynchoides_lamothei"	"Floridosentis_mugilis"	"Neoechinorhynchus_golvani"	"Southwellina_hispida"	"Argulus_sp."	"Ergasilus_sp."
"Cornutushaptor_nigrescens"	0.548441243962775	0.00639532519548656	0.00927390919946454	0.00774022297358702	0.0151374001014006	0.022360710394849	0.0136329955324511	0.0131246155919145	0.0151593654200813	0.0154008782946573	1.02492914745285	0.000355295844193698	0.000579619324966534	0.000430012387421501	0.000630725004225024	0.000430012387421501	0.0260471829725958	0.0306046977883291	0.000430012387421501	0.000681649776622557	0.000656230779595725	0.0291313664243929	0.000656230779595726	0.000630725004225024	0.00347127164871597	0.029493035624285	0.0273850635288141	0.000430012387421501	0.00210497158977287	0.00128695578382075	0.000592341472871434	0.00190563147533071	0.000592341472871434	0.0249291474528534	0.0302494019441353	0.000355295844193698	0.00122398169870816	0.000355295844193698	0.000579619324966534	0.0285835394521516	0.027901889675529	0.00509593101050911	0.030604697788329
"Neotetraonchus_sp."	0.00781650857226135	0.563278793795215	0.00981754525969513	0.00714333228376905	0.0127606708541023	0.014867740613882	0.0102976360158344	0.00954483089144786	0.018050486726115	0.0130891216543449	0.000355295844193698	1.03129326632196	0.000613596578730946	0.000396851793542725	0.000531694618920931	0.000396851793542725	0.00109868287488779	0.0361817469029274	0.000396851793542725	0.000514881800791721	0.000477241544572393	0.00414509355027688	0.000477241544572393	0.000531694618920931	0.0342089706899244	0.0352700133085929	0.00209080622025191	0.000396851793542725	0.0327887569662386	0.00100893616349332	0.000503427755936342	0.00177041317031619	0.000503427755936342	0.000355295844193698	0.00488848058097098	0.0312932663219564	0.00125553136952447	0.0312932663219564	0.000613596578730946	0.00340079066412491	0.00288590886333319	0.0352128544800027	0.0361817469029273
"Ligophorus_mugilinus"	0.0127516251492637	0.011044738417157	0.548382839053988	0.00999080960941813	0.0160250568511583	0.0103640208189958	0.0132735046660918	0.0125408536829989	0.015982758679697	0.0163104597378979	0.000579619324966534	0.000613596578730946	1.03427392744087	0.000555044978301007	0.000667710702131594	0.000555044978301007	0.00109782036591632	0.0397920916362639	0.000555044978301007	0.000663675233304588	0.000627042684149947	0.0386602940165832	0.000627042684149947	0.000667710702131594	0.0375121836078966	0.0385733714246583	0.00238853828337086	0.000555044978301007	0.00179774589800144	0.00129475338628154	0.000627325374534535	0.00195694888615983	0.000627325374534536	0.000579619324966534	0.039178495057533	0.000613596578730946	0.00129327365285524	0.000613596578730946	0.0342739274408743	0.00372247995420775	0.00305880472090316	0.00493854487042311	0.0397920916362639
"Aristocleidus_hastatus"	0.00946027252327303	0.00714333228376905	0.00888071965281611	0.573801183023115	0.0117617754332532	0.00924699065583165	0.0113220846125245	0.0113729113702234	0.0117210673996079	0.0119563297122526	0.000430012387421501	0.000396851793542725	0.000555044978301007	1.03187784350128	0.000490073976385549	0.0318778435012842	0.000892361920213084	0.0362951626122676	0.0318778435012842	0.000566104230626223	0.00056864556851117	0.0354359612859333	0.00056864556851117	0.000490073976385549	0.00295631162225914	0.00385121488035717	0.00202711171935048	0.0318778435012842	0.0013475791346513	0.00105871954489672	0.00045985883508664	0.00151434087402986	0.00045985883508664	0.000430012387421501	0.0358983108187248	0.000396851793542725	0.000948236643403634	0.000396851793542725	0.000555044978301007	0.00289677677062849	0.00233067254000227	0.035310105246545	0.0362951626122676
"Crassicutis_cichlasomae"	0.0138759500929505	0.00957050314057676	0.0106833712341055	0.00882133157493988	0.545035399107599	0.0135625888517991	0.0132065464376066	0.0166240915093077	0.0174621092099477	0.0178247755078341	0.000630725004225024	0.000531694618920931	0.000667710702131594	0.000490073976385549	1.02270980829615	0.000490073976385549	0.00130885444681498	0.0286128301102594	0.000490073976385549	0.000660327321880332	0.000831204575465384	0.0274030060487485	0.000831204575465384	0.02270980829615	0.0259826971115935	0.0274624288119935	0.00280038634416069	0.000490073976385549	0.00193741194525871	0.0235410128716153	0.000685568288762849	0.002073483494391	0.000685568288762849	0.000630725004225024	0.0280811354913385	0.000531694618920931	0.00141315617251067	0.000531694618920931	0.000667710702131594	0.0260921462373559	0.0254318189154756	0.0273143944039028	0.0286128301102594
"Neoapocreadium_marina"	0.00946027252327303	0.00714333228376905	0.00888071965281611	0.573801183023115	0.0117617754332532	0.00924699065583165	0.0113220846125245	0.0113729113702234	0.0117210673996079	0.0119563297122526	0.000430012387421501	0.000396851793542725	0.000555044978301007	0.0318778435012842	0.000490073976385549	1.03187784350128	0.000892361920213084	0.0362951626122676	0.0318778435012842	0.000566104230626223	0.00056864556851117	0.0354359612859333	0.00056864556851117	0.000490073976385549	0.00295631162225914	0.00385121488035717	0.00202711171935048	0.0318778435012842	0.0013475791346513	0.00105871954489672	0.00045985883508664	0.00151434087402986	0.00045985883508664	0.000430012387421501	0.0358983108187248	0.000396851793542725	0.000948236643403634	0.000396851793542725	0.000555044978301007	0.00289677677062849	0.00233067254000227	0.0353101052465451	0.0362951626122676
"Paracryptogonimus_sp."	0.286519012698554	0.00988814587399015	0.00878256292733058	0.00803125728191775	0.0157062533617797	0.276060674134048	0.0141454060658646	0.0135925913367555	0.0179205560045203	0.0160202069819054	0.0130235914862979	0.000549341437443897	0.000548910182958162	0.000446180960106542	0.000654427223407489	0.000446180960106542	1.026826625193	0.0317752365075655	0.000446180960106542	0.000707270303293228	0.000679629566837777	0.0174228613634192	0.000679629566837777	0.000654427223407489	0.00382280078762082	0.0306217852441657	0.0282135250631313	0.000446180960106542	0.015099064977668	0.00133405679024527	0.00061616180699636	0.00207012194381127	0.00061616180699636	0.0130235914862979	0.0312258950701216	0.000549341437443898	0.00136285164051804	0.000549341437443898	0.000548910182958161	0.0295511743602191	0.0288439040569259	0.0182027348383094	0.0317752365075655
"Pseudoacanthostomum_panamense"	0.0673303351343239	0.0651271444252692	0.0636673466180223	0.0653312927020816	0.0686707922646225	0.0658915504536038	0.0659287663631334	0.0661460006172226	0.0687589415822751	0.0698144965061122	0.0030604697788329	0.00361817469029274	0.00397920916362639	0.00362951626122676	0.00286128301102594	0.00362951626122676	0.0063550473015131	1.03259709761851	0.00362951626122676	0.00329643831815667	0.00330730003086113	0.025684345405534	0.00330730003086113	0.00286128301102594	0.019305234024906	0.0256711430391235	0.0129587856505309	0.00362951626122676	0.00977770811223438	0.00616858304188706	0.00268517294254277	0.00884656715996091	0.00268517294254277	0.0030604697788329	0.0289789229282142	0.00361817469029274	0.00555012884180424	0.00361817469029274	0.00397920916362639	0.0180628974724999	0.0147664591543433	0.0255574186760476	0.032597097618507
"Pseudacaenodera_cristata"	0.00946027252327303	0.00714333228376904	0.00888071965281611	0.573801183023115	0.0117617754332532	0.00924699065583165	0.0113220846125245	0.0113729113702234	0.0117210673996079	0.0119563297122526	0.000430012387421501	0.000396851793542725	0.000555044978301007	0.0318778435012842	0.000490073976385549	0.0318778435012842	0.000892361920213084	0.0362951626122676	1.03187784350128	0.000566104230626223	0.00056864556851117	0.0354359612859333	0.00056864556851117	0.000490073976385549	0.00295631162225914	0.00385121488035717	0.00202711171935048	0.0318778435012842	0.0013475791346513	0.00105871954489672	0.00045985883508664	0.00151434087402986	0.00045985883508664	0.000430012387421501	0.0358983108187249	0.000396851793542725	0.000948236643403635	0.000396851793542725	0.000555044978301007	0.00289677677062849	0.00233067254000227	0.0353101052465451	0.0362951626122676
"Saccocoelioides_sp."	0.0149962950856963	0.00926787241425098	0.0106188037328734	0.010189876151272	0.015847855725128	0.014657816599278	0.535875159318588	0.0140661147958307	0.0203480940638273	0.0207987787799218	0.000681649776622557	0.000514881800791721	0.000663675233304589	0.000566104230626223	0.000660327321880333	0.000566104230626223	0.00141454060658646	0.0329643831815667	0.000566104230626223	1.02679375796593	0.000703305739791534	0.0317166105508111	0.000703305739791534	0.000660327321880333	0.0302804326045625	0.00560452098501109	0.0289116043123074	0.000566104230626223	0.00209560988341509	0.00136363306167187	0.000799953029996991	0.0284415482485859	0.000799953029996991	0.000681649776622557	0.032449501380775	0.000514881800791721	0.00164779028265646	0.000514881800791721	0.000663675233304589	0.0305164161770527	0.00372265821112325	0.0316190581716396	0.0329643831815667
"Saccocoelioides_sogandaresi"	0.014437077151106	0.00859034780230308	0.0100326829463992	0.0102356202332011	0.0199489098111692	0.0140605670815966	0.0140661147958307	0.549317064603219	0.012880336770619	0.0130979454712229	0.000656230779595726	0.000477241544572393	0.000627042684149947	0.00056864556851117	0.000831204575465384	0.00056864556851117	0.00135925913367555	0.0330730003086113	0.00056864556851117	0.000703305739791534	1.02746585323016	0.0318927304099591	0.027465853230161	0.000831204575465384	0.00367924237626362	0.0318010490003086	0.029528418103628	0.00056864556851117	0.00171695059742801	0.0282970578056263	0.000503767133508573	0.0017437535720759	0.000503767133508573	0.000656230779595725	0.0325957587640389	0.000477241544572393	0.00104044783228436	0.000477241544572393	0.000627042684149947	0.00393421728121684	0.0032309115414253	0.0317897268448656	0.0330730003086113
"Ascocotye_(Phagicola)_longa"	0.0801112576670805	0.00932646048812298	0.0773205880331663	0.0797309128933499	0.0822090181462455	0.0142858907561136	0.0792915263770277	0.0797318260248977	0.0811071478134595	0.0835520384672029	0.00364142080304911	0.00051813669378461	0.0048325367520729	0.00442949516074166	0.00342537575609356	0.00442949516074166	0.00435571534085479	0.0321054317569175	0.00442949516074166	0.00396457631885139	0.00398659130124488	1.03087300052533	0.00398659130124489	0.00342537575609356	0.0193336299540762	0.0237113602773245	0.0123068829609511	0.00442949516074166	0.00461189572381777	0.00741196705733844	0.00321353994104626	0.0105575807521251	0.00321353994104626	0.00364142080304911	0.0315872950631329	0.00051813669378461	0.00659300443327374	0.00051813669378461	0.0048325367520729	0.0183386718490735	0.0143740955302221	0.0236314742017955	0.0321054317569175
"Centrocestus_formosanus"	0.014437077151106	0.00859034780230308	0.0100326829463992	0.0102356202332011	0.0199489098111692	0.0140605670815966	0.0140661147958307	0.549317064603219	0.012880336770619	0.0130979454712229	0.000656230779595726	0.000477241544572393	0.000627042684149947	0.00056864556851117	0.000831204575465384	0.00056864556851117	0.00135925913367555	0.0330730003086113	0.00056864556851117	0.000703305739791534	0.027465853230161	0.0318927304099591	1.02746585323016	0.000831204575465384	0.00367924237626362	0.0318010490003086	0.029528418103628	0.00056864556851117	0.00171695059742801	0.0282970578056263	0.000503767133508573	0.0017437535720759	0.000503767133508573	0.000656230779595725	0.0325957587640389	0.000477241544572393	0.00104044783228436	0.000477241544572393	0.000627042684149947	0.00393421728121683	0.0032309115414253	0.0317897268448656	0.0330730003086113
"Cladocystis_trifolium"	0.0138759500929505	0.00957050314057676	0.0106833712341055	0.00882133157493988	0.545035399107599	0.0135625888517991	0.0132065464376066	0.0166240915093077	0.0174621092099477	0.0178247755078341	0.000630725004225024	0.000531694618920931	0.000667710702131594	0.000490073976385549	0.0227098082961499	0.000490073976385549	0.00130885444681498	0.0286128301102594	0.000490073976385549	0.000660327321880332	0.000831204575465384	0.0274030060487485	0.000831204575465384	1.02270980829615	0.0259826971115935	0.0274624288119935	0.00280038634416069	0.000490073976385549	0.00193741194525871	0.0235410128716153	0.000685568288762849	0.002073483494391	0.000685568288762848	0.000630725004225024	0.0280811354913385	0.000531694618920931	0.00141315617251067	0.000531694618920931	0.000667710702131594	0.0260921462373559	0.0254318189154756	0.0273143944039028	0.0286128301102594
"Clinostomum_complanatum"	0.0127279960452919	0.102626912069773	0.100032489621058	0.00886893486677741	0.103930788446374	0.0139144330884189	0.100934775348542	0.0122641412542121	0.104524483273914	0.106841712652306	0.000578545274785995	0.0057014951149874	0.0062520306013161	0.000492718603709856	0.00433044951859891	0.000492718603709856	0.00127426692920694	0.03217539004151	0.000492718603709856	0.00504673876742708	0.000613207062710604	0.0257781732721016	0.000613207062710604	0.00433044951859891	1.02979519744588	0.026635932670373	0.00693421275934463	0.000492718603709856	0.0107524035724881	0.00494365658130951	0.0041092966404733	0.0135112222109801	0.0041092966404733	0.000578545274785995	0.0264738949265225	0.0057014951149874	0.00846448344355305	0.00570149511498741	0.0062520306013161	0.019115938658786	0.0140691998913589	0.0253448141654079	0.0321753900415099
"Diplostomum_(Austrodiplostomum)_compactum"	0.0811058479667837	0.079357529944334	0.0771467428493166	0.00866523348080363	0.0823872864359805	0.079376337160116	0.0140113024625277	0.0795026225007715	0.0819400317949144	0.0831737320711183	0.00368662945303562	0.00440875166357411	0.00482167142808229	0.000481401860044646	0.00343280360149919	0.000481401860044646	0.00765544631104142	0.0320889287989044	0.000481401860044646	0.000700565123126387	0.00397513112503857	0.0237113602773245	0.00397513112503858	0.00343280360149919	0.0199769495027798	1.03090696181573	0.0123311425592064	0.000481401860044646	0.0117917365130347	0.00740793472653776	0.00319898969504301	0.00731372280962417	0.00319898969504301	0.00368662945303562	0.0276801771353303	0.00440875166357411	0.00661315768649778	0.00440875166357411	0.00482167142808229	0.0184019727221648	0.0177014075990384	0.0235806279177865	0.0320889287989044
"Echinochasmus_leopoldinae"	0.150617849408478	0.00940862799113359	0.00955415313348343	0.00912200273707714	0.0168023180649642	0.145209932987243	0.144558021561537	0.14764209051814	0.0172673857108717	0.0164842845537388	0.00684626588220353	0.000522701555062977	0.000597134570842715	0.000506777929837619	0.000700096586040174	0.000506777929837619	0.0141067625315657	0.0323969641263272	0.000506777929837619	0.00722790107807685	0.00738210452590701	0.0246137659219021	0.00738210452590701	0.000700096586040174	0.0104013191390169	0.0246622851184128	1.02871676813555	0.000506777929837619	0.00850267260904477	0.00808220111194718	0.000634010944374571	0.00858138642707107	0.000634010944374571	0.00684626588220353	0.0318742625712643	0.000522701555062977	0.00135348534899423	0.000522701555062977	0.000597134570842715	0.0233882455446769	0.0161603444666001	0.024953563673281	0.0323969641263272
"Haplorchis_sp."	0.00946027252327303	0.00714333228376905	0.00888071965281611	0.573801183023115	0.0117617754332532	0.00924699065583165	0.0113220846125245	0.0113729113702234	0.0117210673996079	0.0119563297122526	0.000430012387421502	0.000396851793542725	0.000555044978301007	0.0318778435012842	0.000490073976385549	0.0318778435012842	0.000892361920213084	0.0362951626122676	0.0318778435012842	0.000566104230626223	0.00056864556851117	0.0354359612859333	0.00056864556851117	0.000490073976385549	0.00295631162225914	0.00385121488035717	0.00202711171935048	1.03187784350128	0.0013475791346513	0.00105871954489672	0.00045985883508664	0.00151434087402986	0.00045985883508664	0.000430012387421501	0.0358983108187249	0.000396851793542725	0.000948236643403634	0.000396851793542725	0.000555044978301007	0.00289677677062849	0.00233067254000227	0.0353101052465451	0.0362951626122676
"Metadena_sp."	0.0154364583250011	0.196732541797432	0.00958797812267436	0.00808547480790781	0.0154992955620696	0.187287722437088	0.0139707325561006	0.0114463373161867	0.189627752263045	0.0189923734791627	0.000701657196590957	0.0109295856554129	0.000599248632667147	0.000449193044883767	0.000645803981752902	0.000449193044883767	0.0100660433184453	0.0325923603741146	0.000449193044883767	0.000698536627805031	0.000572316865809338	0.0122983885968474	0.000572316865809338	0.000645803981752902	0.0215048071449762	0.0314446307014258	0.0113368968120597	0.000449193044883767	1.02819512812156	0.00121812084756224	0.000730475903044718	0.00933016887514328	0.000730475903044718	0.000701657196590957	0.0216627747187018	0.0109295856554129	0.00863163224733825	0.0109295856554129	0.000599248632667147	0.0200420161753415	0.0193434795475365	0.0312914545448565	0.0325923603741146
"Posthodiplostomum_minimum"	0.0141565136220282	0.00908042547143991	0.0103580270902523	0.00952847590407047	0.282492154459384	0.0138115779666978	0.0136363306167187	0.282970578056263	0.0151712229902833	0.0154613604895285	0.000643477891910374	0.000504468081746662	0.00064737669314077	0.000529359772448359	0.0117705064358077	0.000529359772448359	0.00133405679024527	0.0308429152094353	0.000529359772448359	0.000681816530835933	0.0141485289028132	0.0296478682293538	0.0141485289028132	0.0117705064358077	0.0148309697439285	0.029631738906151	0.0161644022238944	0.000529359772448359	0.00182718127134336	1.02591903533862	0.00059466771113571	0.00190861853323345	0.00059466771113571	0.000643477891910374	0.0303384471276887	0.000504468081746662	0.00122680200239751	0.000504468081746662	0.00064737669314077	0.0150131817592864	0.0143313652284504	0.0295520606243842	0.0308429152094353
"Tylodelphys_sp."	0.0130315124031716	0.00906169960685417	0.0100372059925526	0.00827745903155951	0.0164536389303084	0.0127996428224257	0.0159990605999398	0.0100753426701715	0.0251524274898366	0.545778677119847	0.000592341472871434	0.000503427755936343	0.000627325374534536	0.00045985883508664	0.000685568288762849	0.00045985883508664	0.00123232361399272	0.0268517294254277	0.00045985883508664	0.000799953029996991	0.000503767133508573	0.0257083195283701	0.000503767133508573	0.000685568288762849	0.0246557798428398	0.0255919175603441	0.00253604377749828	0.00045985883508664	0.00219142770913415	0.00118933542227142	1.02099148758153	0.0228394584236061	0.0209914875815326	0.000592341472871434	0.0263483016694914	0.000503427755936342	0.0220395053936091	0.000503427755936343	0.000627325374534535	0.0247573503263617	0.0239573972963646	0.0256320625780218	0.0268517294254277
"Parvitaenia_cochlearii"	0.0139746308190919	0.0106224790218971	0.0104370607261858	0.00908604524417914	0.016587867955128	0.0148974160819455	0.189610321657239	0.0116250238138393	0.191883848342575	0.197941973004586	0.000635210491776905	0.00059013772343873	0.00065231629538661	0.000504780291343286	0.000691161164797	0.000504780291343286	0.00138008129587418	0.0294885571998697	0.000504780291343286	0.00948051608286195	0.000581251190691966	0.0281535486723337	0.000581251190691966	0.000691161164797	0.0270224444219603	0.0195032608256644	0.0114418485694281	0.000504780291343286	0.00933016887514328	0.00127241235548897	0.0076131528078687	1.02508882923834	0.0076131528078687	0.000635210491776904	0.028898419476431	0.00059013772343873	0.015608313155476	0.00059013772343873	0.00065231629538661	0.0271600716990091	0.0176795556161471	0.0282010304127062	0.0294885571998697
