"Alseis_blackiana"	"Capparis_frondosa"	"Chrysophyllum_panamense"	"Clytostoma_binatum"	"Connarus_panamensis"	"Cordia_bicolor"	"Cupania_rufescens"	"Cupania_sylvatica"	"Desmopsis_panamensis"	"Doliocarpus_major"	"Faramea_occidentalis"	"Garcinia_intermedia"	"Guatteria_dumetorum"	"Gustavia_superba"	"Heisteria_concinna"	"Hirtella_triandra"	"Hybanthus_prunifolius"	"Inga_marginata"	"Inga_vera"	"Lacistema_aggregatum"	"Licania_platypus"	"Mouriri_myrtilloides"	"Myrcia_fosteri"	"Nectandra_cissiflora"	"Ouratea_lucens"	"Paullinia_bracteosa"	"Paullinia_fibrigera"	"Prioria_copaifera"	"Psychotria_horizontalis"	"Psychotria_limonensis"	"Psychotria_marginata"	"Pterocarpus_rohrii"	"Sorocea_affinis"	"Swartzia_simplex"	"Talisia_princeps"	"Tetragastris_panamensis"	"Trichilia_tuberculata"	"Gymnelia_jansonis"	"arct_unknown"	"Quenyalia_amisena"	"Trichaea_pilicornis"	"Scotura_nervosa"	"gele_unknown"	"Anisodes_urcearia"	"Edula_antithesis"	"geom_species_1"	"Drephalys_alcomon"	"Entheus_sp."	"hesp_unknown"	"Telemiades_antiope"	"Udranomia_sp."	"lima_unknown"	"lyca_unknown"	"lyma_unknown"	"Tarchon_felderi"	"Nagara_vitrea"	"noct_unknown"	"Bardaxima_perses"	"Calledema_plusia"	"Elasmia_mandela"	"Gonodonta_fulvangula"	"noto_unknown"	"Strophocerus_sp."	"Zunacetha_annulata"	"nymp_unknown"	"Pyrrhogyra_otolatis"	"oeco_unknown"	"Homoeopteryx_malecena"	"Itaballia_sp."	"Perrhybris_pyrrha"	"psyc_unknown"	"Cosmopterosis_thetysalis"	"Desmia_sp."	"Spilorula_perspicata"	"satu_unknown"	"Periphoba_arcaei"	"Xylophanes_amadis"	"Xylophanes_sp."	"thyr_unknown"	"tort_unknown"	"ypon_unknown"	"unkn_unknown"
"Alseis_blackiana"	1.07380433256309	0	8.42665845837914e-06	0.0237508099233413	1.32239328362221e-06	5.54656504133721e-06	8.42665845837914e-06	9.63046680957616e-06	2.41895758909247e-05	0.0738043325630859	0	9.63046680957616e-06	0	0.000710246927206241	0.000381650577251781	0	0.000396414530422514	3.70270119414219e-05	0	0.0243552395417118	6.33893147581396e-06	3.01325230363457e-05	0.000604429618370436	0.000604429618370436	0.0282069993544996	0.00101488855837728	0.0237508099233413	0	6.2803034660881e-06	2.48724889746063e-07	4.47704801542914e-07	0.0805138173415483	0	0.000604429618370436	0	5.54656504133721e-06	0.000677308124945891	5.28957313448885e-06	0.00967087389392697	0	7.4617466923819e-07	3.96414530422514e-05	4.42698295349292e-05	7.53313075908641e-06	3.96414530422514e-05	6.83993446801674e-07	0	7.10246927206241e-05	1.58473286895349e-06	0	0.00235058327954163	0	8.92918921109142e-05	4.77063221564726e-05	0.300321135838468	2.40761670239404e-06	5.54656504133721e-05	0.00235058327954163	0	2.40761670239404e-06	0	0.00021092766125442	0	0.00260707914780324	0.0134189695569247	0.00016914809306288	9.67583035636987e-05	0	0	0	4.62837649267774e-06	0	7.4617466923819e-07	7.10246927206241e-05	0.00235058327954163	0	6.2803034660881e-07	5.59631001928643e-08	0	8.42665845837914e-05	3.96414530422514e-05	0.332511338926779
"Capparis_frondosa"	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222222222222222	0.222222222222222	0	0.222222222222222	0	0	0	0	0	0	0	0	0	0
"Chrysophyllum_panamense"	1.68533169167583e-05	0	1.06013364719334	1.49381672671267e-05	2.09348914065016e-06	1.5185412818292e-05	0.060133647193336	0.0687241682209555	5.49224985867708e-05	1.68533169167583e-05	0	0.0687241682209555	0	0.0684074062954638	0.00104488481153923	0	4.55923416741685e-05	5.86176959382044e-05	0	0.000519344420731828	1.73547575066194e-05	0.00106127110756185	0.000504406253464701	0.000504406253464701	0.000634430056702798	0.000589296144379441	1.49381672671267e-05	0	1.71942454556893e-05	6.80960216066904e-07	1.22572838892043e-06	1.83854366364636e-05	0	0.000504406253464701	0	1.5185412818292e-05	0.00153782996042958	8.37395656260062e-06	0.00807050005543522	0	2.04288064820071e-06	4.55923416741685e-06	1.18864461596924e-05	0.000265317776890462	4.55923416741685e-06	1.87264059418399e-06	0	0.00684074062954638	4.33868937665485e-06	0	5.28691713918998e-05	0	0.000199555957045973	0.000130610601442404	1.14908978977897e-05	0.0171810420552389	0.00015185412818292	5.28691713918998e-05	0	0.0171810420552389	0	0.00742889775293294	0	0.000286255031064961	3.0642394394106e-06	9.82160240632402e-05	0.000219689994347083	0	0	0	7.32721199227555e-06	0	2.04288064820071e-06	0.00684074062954638	5.28691713918998e-05	0	1.71942454556893e-06	1.53216048615054e-07	0	0.60133647193336	4.55923416741685e-06	0.000209134341739773
"Clytostoma_binatum"	0.0475016198466827	0	1.49381672671267e-05	1.04210370850047	2.34424263914847e-06	9.83254711873415e-06	1.49381672671267e-05	1.70721911624305e-05	4.28815208975483e-05	0.0475016198466827	0	1.70721911624305e-05	0	0.00125907409822925	0.000676562386946339	0	0.000702734849385366	6.5638793896157e-05	0	0.0431751973693981	1.12371967071247e-05	5.34167453826127e-05	0.00107148886892941	0.00107148886892941	0.0500033170375221	0.00179912062621427	0.0421037085004687	0	1.1133265235338e-05	4.40921395458931e-07	7.93658511826075e-07	0.0518199489236538	0	0.00107148886892941	0	9.83254711873415e-06	0.00120068258513135	9.37697055659386e-06	0.0171438219028705	0	1.32276418637679e-06	7.02734849385366e-05	7.84783341755563e-05	1.33541863456532e-05	7.02734849385366e-05	1.21253383751206e-06	0	0.000125907409822925	2.80929917678119e-06	0	0.00416694308646017	0	0.000158290172378439	8.45702983682924e-05	0.0323874680772836	4.26804779060762e-06	9.83254711873415e-05	0.00416694308646017	0	4.26804779060762e-06	0	0.000373917217678289	0	0.00462164030746938	0.0086366581539423	0.000299853437702378	0.000171526083590193	0	0	0	8.20484923701963e-06	0	1.32276418637679e-06	0.000125907409822925	0.00416694308646017	0	1.1133265235338e-06	9.92073139782594e-08	0	0.000149381672671267	7.02734849385366e-05	0.589451919006562
"Connarus_panamensis"	2.64478656724442e-06	0	2.09348914065016e-06	2.34424263914847e-06	1.14895098543206	3.01483013872146e-06	2.09348914065016e-06	2.39255901788589e-06	0.000210098559568233	2.64478656724442e-06	0	2.39255901788589e-06	0	0.000176451227569085	0.000207445807303057	0	0.00657285654728931	0.170627592097554	0	5.80856425678919e-05	3.44552015853881e-06	0.000115395675134608	5.57413999287434e-05	5.57413999287434e-05	0.000169805761180576	0.000159529961884206	2.34424263914847e-06	0	3.41365295976309e-06	1.35194176624281e-07	2.43349517923705e-07	2.88522170972119e-06	0	5.57413999287434e-05	0	3.01483013872146e-06	0.00588275966791053	0.595803941728222	0.000891862398859895	0	4.05582529872842e-07	0.000657285654728931	0.0219857346669232	2.88489187836521e-05	0.000657285654728931	3.71783985716772e-07	0	1.76451227569085e-05	8.61380039634702e-07	0	1.41504800983813e-05	0	0.0220637939706831	2.59307259128821e-05	1.80326356857574e-06	5.98139754471473e-07	3.01483013872146e-05	1.41504800983813e-05	0	5.98139754471473e-07	0	0.000807769725942259	0	0.000723955187720895	4.80870284953531e-07	2.6588326980701e-05	0.000840394238272934	0	0	0	0.0213284490121943	0	4.05582529872842e-07	1.76451227569085e-05	1.41504800983813e-05	0	3.41365295976309e-07	3.04186897404631e-08	0	2.09348914065016e-05	0.000657285654728931	3.28193969480785e-05
"Cordia_bicolor"	1.10931300826744e-05	0	1.5185412818292e-05	9.83254711873415e-06	3.01483013872146e-06	1.05908193305424	1.5185412818292e-05	1.73547575066194e-05	4.36124246145436e-05	1.10931300826744e-05	0	1.73547575066194e-05	0	0.00127991336611318	0.0653365979216715	0	0.00130750546888915	8.44152438842008e-05	0	5.14957019356718e-05	0.0675222092048437	0.00125151252784758	4.16631548169376e-05	4.16631548169376e-05	0.00128862827131181	0.00121932784394084	9.83254711873415e-06	0	0.0668977044672429	0.00264941403830665	0.00476894526895197	1.21015964538266e-05	0	4.16631548169376e-05	0	0.0590819330542382	0.00122114788920722	1.20593205548858e-05	0.000666610477071002	0	0.00794824211491994	0.000130750546888915	0.00014130245237444	0.000312878131961895	0.000130750546888915	0.00728588860534328	0	0.000127991336611318	0.0168805523012109	0	0.000107385689275984	0	0.000163195391636428	0.00816707474020894	7.56349778364165e-06	4.33868937665485e-06	0.590819330542382	0.000107385689275984	0	4.33868937665485e-06	0	0.00876058769493305	0	0.00860843228369731	2.01693274230444e-06	0.000203221307323473	0.000174449698458174	0	0	0	1.05519054855251e-05	0	0.00794824211491994	0.000127991336611318	0.000107385689275984	0	0.00668977044672429	0.000596118158618996	0	0.00015185412818292	0.000130750546888915	0.000137655659662278
"Cupania_rufescens"	1.68533169167583e-05	0	0.060133647193336	1.49381672671267e-05	2.09348914065016e-06	1.5185412818292e-05	1.06013364719334	0.0687241682209555	5.49224985867708e-05	1.68533169167583e-05	0	0.0687241682209555	0	0.0684074062954638	0.00104488481153923	0	4.55923416741685e-05	5.86176959382044e-05	0	0.000519344420731828	1.73547575066194e-05	0.00106127110756185	0.000504406253464701	0.000504406253464701	0.000634430056702798	0.000589296144379441	1.49381672671267e-05	0	1.71942454556893e-05	6.80960216066904e-07	1.22572838892043e-06	1.83854366364636e-05	0	0.000504406253464701	0	1.5185412818292e-05	0.00153782996042958	8.37395656260062e-06	0.00807050005543522	0	2.04288064820071e-06	4.55923416741685e-06	1.18864461596924e-05	0.000265317776890462	4.55923416741685e-06	1.87264059418399e-06	0	0.00684074062954638	4.33868937665485e-06	0	5.28691713918998e-05	0	0.000199555957045973	0.000130610601442404	1.14908978977897e-05	0.0171810420552389	0.00015185412818292	5.28691713918998e-05	0	0.0171810420552389	0	0.00742889775293294	0	0.000286255031064961	3.0642394394106e-06	9.82160240632402e-05	0.000219689994347083	0	0	0	7.32721199227555e-06	0	2.04288064820071e-06	0.00684074062954638	5.28691713918998e-05	0	1.71942454556893e-06	1.53216048615054e-07	0	0.60133647193336	4.55923416741685e-06	0.000209134341739773
"Cupania_sylvatica"	9.63046680957616e-06	0	0.0343620841104777	8.53609558121523e-06	1.19627950894295e-06	8.6773787533097e-06	0.0343620841104777	1.18212809612626	3.13842849067262e-05	9.63046680957616e-06	0	0.0392709532691174	0	0.0390899464545507	0.000597077035165275	0	2.60527666709534e-05	3.34958262504025e-05	0	0.000296768240418187	9.9170042894968e-06	0.000606440632892485	0.000288232144836972	0.000288232144836972	0.000362531460973027	0.000336740653931109	8.53609558121523e-06	0	9.82528311753676e-06	3.89120123466802e-07	7.00416222240244e-07	1.05059637922649e-05	0	0.000288232144836972	0	8.6773787533097e-06	0.000878759977388333	4.78511803577179e-06	0.00461171431739156	0	1.16736037040041e-06	2.60527666709534e-06	6.79225494839565e-06	0.000151610158223121	2.60527666709534e-06	1.07008033953371e-06	0	0.00390899464545507	2.4792510723742e-06	0	3.02109550810856e-05	0	0.000114031975454842	7.46346293956594e-05	6.56622737016557e-06	0.00981773831727935	8.67737875330969e-05	3.02109550810856e-05	0	0.295532024031565	0	0.00424508443024739	0	0.000163574303465692	1.75099396537748e-06	5.61234423218516e-05	0.000125537139626905	0	0	0	4.18697828130031e-06	0	1.16736037040041e-06	0.00390899464545507	3.02109550810856e-05	0	9.82528311753676e-07	8.75520277800306e-08	0	0.343620841104777	2.60527666709534e-06	0.000119505338137013
"Desmopsis_panamensis"	4.83791517818494e-05	0	5.49224985867708e-05	4.28815208975483e-05	0.000210098559568233	4.36124246145435e-05	5.49224985867708e-05	6.27685698134524e-05	1.1484897675622	4.83791517818494e-05	0	6.27685698134524e-05	0	0.00462918202374211	0.00300090360528387	0	0.000350781317235332	0.00588275966791053	0	0.00149004648543653	4.98427709880498e-05	0.00304477298084816	0.00144716496453898	0.00144716496453898	0.00182354838003826	0.0016938799763301	4.28815208975483e-05	0	4.93817812339563e-05	1.9557141082755e-06	3.52028539489589e-06	5.27772564892902e-05	0	0.00144716496453898	0	4.36124246145435e-05	0.157713491741523	0.000840394238272933	0.0231546394326238	0	5.86714232482649e-06	3.50781317235332e-05	0.00077042309021235	0.00076119324521204	3.50781317235332e-05	5.37821379775761e-06	0	0.000462918202374211	1.24606927470124e-05	0	0.000151962365003188	0	0.0204495314261792	0.000375112950660484	3.29857853058064e-05	1.56921424533631e-05	0.000436124246145435	0.000151962365003188	0	1.56921424533631e-05	0	0.0213134108659371	0	0.000844466776775556	8.7962094148817e-06	0.000282313329388351	0.593959070248789	0	0	0	0.000735344958488817	0	5.86714232482649e-06	0.000462918202374211	0.000151962365003188	0	4.93817812339563e-06	4.40035674361987e-07	0	0.000549224985867708	3.50781317235332e-05	0.000600341292565676
"Doliocarpus_major"	0.0738043325630859	0	8.42665845837914e-06	0.0237508099233413	1.32239328362221e-06	5.54656504133721e-06	8.42665845837914e-06	9.63046680957616e-06	2.41895758909247e-05	1.07380433256309	0	9.63046680957616e-06	0	0.000710246927206241	0.000381650577251781	0	0.000396414530422514	3.70270119414219e-05	0	0.0243552395417118	6.33893147581396e-06	3.01325230363457e-05	0.000604429618370436	0.000604429618370436	0.0282069993544996	0.00101488855837728	0.0237508099233413	0	6.2803034660881e-06	2.48724889746063e-07	4.47704801542914e-07	0.0805138173415483	0	0.000604429618370436	0	5.54656504133721e-06	0.000677308124945891	5.28957313448885e-06	0.00967087389392697	0	7.4617466923819e-07	3.96414530422514e-05	4.42698295349292e-05	7.53313075908641e-06	3.96414530422514e-05	6.83993446801674e-07	0	7.10246927206241e-05	1.58473286895349e-06	0	0.00235058327954163	0	8.92918921109142e-05	4.77063221564726e-05	0.300321135838468	2.40761670239404e-06	5.54656504133721e-05	0.00235058327954163	0	2.40761670239404e-06	0	0.00021092766125442	0	0.00260707914780324	0.0134189695569247	0.00016914809306288	9.67583035636987e-05	0	0	0	4.62837649267774e-06	0	7.4617466923819e-07	7.10246927206241e-05	0.00235058327954163	0	6.2803034660881e-07	5.59631001928643e-08	0	8.42665845837914e-05	3.96414530422514e-05	0.332511338926779
