"Ludwigia_nervosa"	"Hyptis_dilatata"	"Besmoscelis_villosa"	"Cuphea_o'donellii"	"Hyptis_conferta"	"Pterolepis_glomerata"	"Aeschynomene_pratensis"	"Sauvagesia_rubiginosa"	"Synqonanthus_caulescens"	"Tyttnera_scabra"	"Xyris_savanensis"	"Caperonia_pallustris"	"Croton_hirtus"	"Desmodium_barbatum"	"Ludwigia_decurrens"	"Melochia_villosa"	"Mimosa_camporum"	"Rhynchanthera_serrulata"	"Saggitaria_quyanensis"	"Shultesia_brachyptera"	"Clidemia_capitellata"	"Diodia_multiflora"	"Heliconia_psittacorum"	"Miconia_stephananthera"	"Sinningia_sp1_M_PL_030"	"Xyris_laxifolia"	"Montricharida_arborescens"	"Thalia_geniculata"	"Apis_mellifera"	"Augochlorensis_callichroa"	"Toxomerus_floralis"	"Auhochloropsis_vesta"	"Palpada_pusio"	"Polybia_occidentalis"	"Urbanus_dorantes_dorantes"	"Dialictus_sp1_M_PL_030"	"Melipona_favosa"	"Pereirapis_sp1_M_PL_030"	"Polistes_subsericeus"	"Pyrgus_oileus_orcus"	"Toxomerus_marginatus"	"Amazilia_fibriata"	"Amazilia_tovasi"	"Athidium_sp1_M_PL_030"	"Campsomeris_dorsata"	"Cerceris_sp1_M_PL_030"	"Euglossa_cordata"	"Eumenes_sp1_M_PL_030"	"Eurema_nise"	"Helicobia_morionella"	"Heliopetes_arsalte"	"Ornidia_obesa"	"Oxyssarcodexia_peltata"	"Polybia_ignobilis"	"Sphex_melanopus"	"Anthidiellum_sp1_M_PL_030"	"Augochlora_sp1_M_PL_030"	"Augochlora_sp2_M_PL_030"	"Augochloropsis_sp1_M_PL_030"	"Ceratina_sp1_M_PL_030"	"Chrysagria_duodecimpuntata"	"Cogia_calchas"	"Cyclocephala_gravis"	"Dialictus_sp2_M_PL_030"	"Euhibus_sp1_M_PL_030"	"Eulaema_nigrita"	"Exomalopsis_sp1_M_PL_030"	"Extemnius_sp1_M_PL_030"	"Junonia_evarete"	"Megachile_sp1_M_PL_030"	"Omicrom_ruficolle"	"Pachodunerus_brevithorax"	"Parancistrocerus_sp1_M_PL_030"	"Pepsis_sp1_M_PL_030"	"Phaenica_sp1_M_PL_030"	"Pompeius_amblyspoila"	"Sarcophagula_occidua"	"Tabanus_sp1_M_PL_030"	"Trigona_angustula"	"Urbanus_simplicius"	"Xylocopa_fibriata"
"Ludwigia_nervosa"	1.15822941942911	0.0225516113087175	0.0074120122102334	0.0169242482914533	0.0107980937029234	0.0111187152584217	0.00598730139800955	0.00820155933361285	0.00371385052907508	0.0206173416580435	0.0160126126322303	0.0057479901074543	0.0102925635271698	0.000819249733850556	0.000829042671855704	0.00886149030888217	0.00802084189879897	0.000873596408722944	0.000780699532134818	0.0035291912108339	0	0.00789815322563471	0	0.000416291441196906	0	0.0036974575149655	0	0	0.0442574981314822	0.0434546451418745	0.00712265148655073	0.00291404008837834	0.00360627490560412	0.0392378873662865	0.0410564767393366	0.0383317357997035	0.0021000740687731	0.000732521683466139	0.038402059292888	0.00356312950642526	0.00382721301174023	0	0	0.0381962459361886	0.0015468956465962	0.00220738993572821	0.00172953921002829	0.00133661120989018	0.0376050233814476	0.0387718370644152	0.00250210996818197	0.0379100966116881	0.0387718370644152	0.00171577910057486	0.0373222499225956	0.000136541622308426	0.000617667684186117	0.0361946693571598	0	0.00107980937029234	0.000138173778642617	0.00141035402428778	0	0.000130116588689136	0.000464231316134385	0	0.000748412674751194	0.00112758056543587	0.00141035402428778	0.000748412674751194	0.00107980937029234	0.00111187152584217	0.00112758056543587	0.00112758056543587	0	0.000145599401453824	0.000957998351242382	0.0361946693571598	0.0361946693571598	0.000104072860299226	0.0361946693571598
"Hyptis_dilatata"	0.036082578093948	1.16575214374687	0.0145151952053902	0.0123996779268034	0.0291944808169865	0.00598708493411548	0.00104671219005904	0.0115615491951787	0.000993379650800031	0.00106853562968178	0.00594282692618792	0.000437179896090881	0.00865656671479096	0.000532926048036514	0.00017797984561075	0.00559232876864502	0.00126500190601821	0.00904807856287596	0.000378687793102615	0.0165695721800613	0	0.00100209618309996	0	0.000237695621207861	0	0.00489105549777128	0	0	0.00934660712982878	0.0641211678816306	0.00373166493185764	0.00166386934845502	0.0624479810007372	0.00154211655621144	0.00334346589988532	0.00317148270824476	0.00292844634526488	0.000216950396135565	0.0623346358344781	0.0607661073306412	0.000761938754723562	0	0	0.00187043393120936	0.00112212750190637	0.0612070552690422	0.00180830809386073	0.00289243438710093	0.00216088705933616	0.0012611475191461	0.0023772484441715	0.0025703416845677	0.0012611475191461	0.0610492025506871	0.0594151877527794	8.88210080060856e-05	0.00120959960044918	0.00112758056543587	0	0.00291944808169865	2.96633076017918e-05	0.00103330649390029	0	6.31146321837692e-05	0.000124172456350004	0	0.00013083902375738	0.0582876071873435	0.00103330649390029	0.00013083902375738	0.00291944808169865	0.000598708493411548	0.0582876071873435	0.0582876071873435	0	0.00150801309381266	7.28633160151468e-05	0.00112758056543587	0.00112758056543587	5.94239053019651e-05	0.00112758056543587
"Besmoscelis_villosa"	0.0197653658939557	0.0241919920089836	1.11415570427731	0.00103220485293737	0.0082898960294668	0.0345296145604068	0.00110320182774414	0.00181300190607041	0.00763169331142518	0.00147481740057538	0.014953095814405	0.00103454787142734	0.0137777380845179	0.00040019307214808	0.000911372796168131	0.0082597662488999	0.0241762468181687	0.0324748476744393	0.000704904910967575	0.00746773592905832	0	0.00698693027337731	0	0.000375616766125762	0	0.00782284500475082	0	0	0.10413679431052	0.10332801336659	0.00530727145707513	0.00262931736288033	0.101764672583385	0.00495736702758682	0.00382704503175854	0.0042972543784856	0.102288157771877	0.0012233412817841	0.00265625688758198	0.0015222419097861	0.00378920909714062	0	0	0.00248680466098674	0.000152715916436128	0.00203858920339586	0.0962992701458169	0.00138252288331107	0.000703684755264232	0.00080201985925804	0.00160325294640878	0.00291395736493911	0.00080201985925804	0.00245422225529223	0.0018272672846353	6.66988453580133e-05	0.0928463086897761	0.000617667684186117	0	0.000828989602946681	0.000151895466028022	8.60170710781143e-05	0	0.000117484151827929	0.000953961663928147	0	0.000137900228468017	0.00120959960044918	8.60170710781142e-05	0.000137900228468017	0.00082898960294668	0.00345296145604068	0.00120959960044918	0.00120959960044918	0	0.00541247461240655	0.00017242464523789	0.000617667684186117	0.000617667684186117	9.39041915314404e-05	0.000617667684186117
"Cuphea_o'donellii"	0.0451313287772089	0.0206661298780057	0.00103220485293737	1.1790728648984	0.00117295683481539	0.00119637455030466	0.00028541840609075	0.0190571767384969	0.000654114759408051	0.00106395636166966	0.00137376625838942	0.000964365784335315	0.00124592997184598	0.0288398333032819	7.42954103921434e-05	0.0147899906676553	0.000591406936680515	0.000226525212301968	0.000296779651165372	0.000663742387682398	0	0.0135304388555842	0	0.000766669853320078	0	0.000637062983366011	0	0	0.00545895317402865	0.00544530001704604	0.00297735578578124	0.00536668897324055	0.00136473276233639	0.00170532677855176	0.105514034257659	0.00391213857163036	0.000222339095908528	0.000143610188518926	0.0025609562016696	0.101671525661079	0.000265014568637863	0	0	0.00158207480658645	0.103062710958747	0.00115060217738183	0.00020565452610858	0.000146301032041743	0.0996664260991541	0.00154334856949649	0.00484714553692134	0.00161800901959544	0.00154334856949648	0.00114393022518069	0.00244366051818806	0.00480663888388031	8.60170710781142e-05	0.00141035402428778	0	0.000117295683481539	1.23825683986906e-05	0.0982560720748663	0	4.94632751942286e-05	8.17643449260064e-05	0	3.56773007613437e-05	0.00103330649390029	0.0982560720748663	3.56773007613437e-05	0.000117295683481539	0.000119637455030466	0.00103330649390029	0.00103330649390029	0	3.77542020503279e-05	0.000160727630722552	0.00141035402428778	0.00141035402428778	0.00019166746333002	0.00141035402428778
"Hyptis_conferta"	0.0345538998493547	0.058388961633973	0.00994787523536016	0.00140754820177846	1.17591408890557	0.00100069030347159	0.000868055165560279	0.00104866612585853	0.00892361734582787	0.000865633614904017	0.00917349256424258	0.000399002941885253	0.000839956040614892	6.57275343200927e-05	0.000271549310824676	0.000961414547965032	0.00867422066547623	0.000996675036624687	0.000475676232933077	0.00947655650095279	0	0.00836079722975929	0	3.2214481896796e-05	0	0.000687013864178618	0	0	0.126877675437733	0.00640699187985398	0.00275245904455429	0.000225501373277572	0.00405454286418526	0.00270052020054762	0.00344754011920787	0.00131096166637181	0.00244080555329683	0.00123998975885478	0.121590666342548	0.00316782703091251	0.00025353145068094	0	0	0.00222649594082266	0.000128250272534887	0.120510856972256	0.00092905863329384	0.00168793297918717	0.00119710505377387	0.00118801357215534	0.000291319023726489	0.00121980204372815	0.00118801357215534	0.00449887416519078	0.00399925745199099	1.09545890533488e-05	0.000828989602946679	0.00107980937029234	0	0.117591408890557	4.52582184707793e-05	0.000117295683481539	0	7.92793721555128e-05	0.00111545216822848	0	0.000108506895695035	0.00291944808169865	0.000117295683481539	0.000108506895695035	0.117591408890557	0.000100069030347159	0.00291944808169865	0.00291944808169865	0	0.000166112506104115	6.65004903142088e-05	0.00107980937029234	0.00107980937029234	8.053620474199e-06	0.00107980937029234
"Pterolepis_glomerata"	0.0355798888269495	0.011974169868231	0.0414355374724882	0.00143564946036559	0.00100069030347159	1.13436553618484	0.000236463349568518	0.0220803797387579	0.00210080556255158	0.0228183114879882	0.0107278551044131	0.00021646517864205	0.000892798342231992	6.3130121170293e-05	0.0226127257843361	0.0103823353874821	0.00124361038559203	0.00130763176483344	0.00168583981560818	0.00063405671303074	0	0.000820014789264068	0	2.89479911615885e-05	0	0.00969048970035504	0	0	0.00678643280935374	0.124094088638166	0.00991951471440397	0.00020263593813112	0.0044184083006298	0.00138477537191058	0.00316690190943567	0.117308472611671	0.00387816848111159	0.00431236162864298	0.00181064904960088	0.00347839341578675	0.120057630185205	0	0	0.00245285341389381	0.000130159141892181	0.000698777523758707	0.116889515074525	0.000135234037534521	0.00123150898087264	0.0039641604618407	0.00449043669859175	0.00126067124954751	0.0039641604618407	0.000704384612250005	0.00171058001925372	1.05216868617155e-05	0.00345296145604068	0.00111187152584217	0	0.000100069030347159	0.00376878763072268	0.000119637455030466	0	0.000280973302601363	0.000262600695318947	0	2.95579186960648e-05	0.000598708493411548	0.000119637455030466	2.95579186960648e-05	0.000100069030347159	0.113436553618484	0.000598708493411548	0.000598708493411548	0	0.000217938627472241	3.60775297736751e-05	0.00111187152584217	0.00111187152584217	7.23699779039713e-06	0.00111187152584217
"Aeschynomene_pratensis"	0.0239492055920382	0.00261678047514761	0.00165480274161621	0.000428127609136124	0.00108506895695035	0.000295579186960648	1.21087708016134	0.000213293647985978	0.000856581466661636	0.00044802476558493	0.00109332463103295	0.0222911646381209	0.00079825012475103	0.000594993724057042	3.90767617642773e-05	0.00023652609926374	0.0213101844684263	0.000766259202169983	5.55774283312822e-05	0.0421360556290976	0	0.000882619894742713	0	0.000584800209553801	0	0.000119955918600432	0	0	0.0120335863843991	0.00125278542074584	0.000365654948280175	0.00409360146687661	0.000529490806712233	0.159374939212677	0.00104416596574217	0.000804632299445506	0.00381730750690073	0.000122848381681964	0.00098775859420361	0.000193178030516971	9.20738080215605e-05	0	0	0.000885078253630313	0.000134842921437517	0.000239345919452415	0.000167458147164082	0.15838231095835	0.000784089975512538	0.000804415770449311	6.60827225422039e-05	0.000881454362209699	0.000804415770449311	0.00715351496194032	0.000879251698508574	9.91656206761737e-05	0.000137900228468017	0.000748412674751194	0	0.000108506895695035	6.51279362737955e-06	3.56773007613437e-05	0	9.26290472188036e-06	0.000107072683332704	0	0.151359635020168	0.00013083902375738	3.56773007613437e-05	0.151359635020168	0.000108506895695035	2.95579186960648e-05	0.00013083902375738	0.00013083902375738	0	0.00012770986702833	0.00371519410635348	0.000748412674751194	0.000748412674751194	0.00014620005238845	0.000748412674751194
"Sauvagesia_rubiginosa"	0.0328062373344514	0.0289038729879466	0.00271950285910561	0.0285857651077454	0.00131083265732317	0.0276004746734474	0.000213293647985978	1.09505365877963	0.0143308226430023	0.0145752385833237	0.0146249855129152	0.000194743804732791	0.000536660870195451	0.000716360749373523	0.00169394332670287	0.0383101509314758	0.000561457501368309	0.00031510046649665	0.0142724124039761	0.000785525850565953	0	0.00162699088485404	0	3.57472944272041e-05	0	0.0135595544622913	0	0	0.00563362438671831	0.0170600982316357	0.148091712206094	0.000250231060990429	0.00181377911043815	0.0011778901737167	0.0101991148854732	0.1406669497315	0.00037271823290296	0.0044524121188218	0.00260147183183126	0.140709048089163	0.00486427617804401	0	0	0.00285331810581601	0.00250154055054104	0.00157627691512965	0.00298667270560354	0.000157582681092573	0.00340734200901373	0.00284709973961707	0.143266732502699	0.00111463839506752	0.00284709973961707	0.00157611462449166	0.00247038856609894	0.000119393458228921	0.000226625238258801	0.00102519491670161	0	0.000131083265732317	0.000282323887783813	0.00238214709231212	0	0.00237873540066269	0.00179135283037529	0	2.66617059982473e-05	0.00144519364939733	0.00238214709231212	2.66617059982473e-05	0.000131083265732317	0.00276004746734474	0.00144519364939733	0.00144519364939733	0	5.25167444161083e-05	3.24573007887985e-05	0.00102519491670161	0.00102519491670161	8.93682360680103e-06	0.00102519491670161
"Synqonanthus_caulescens"	0.0148554021163003	0.00248344912700008	0.0114475399671378	0.000981172139112077	0.0111545216822848	0.00262600695318947	0.000856581466661636	0.0143308226430023	1.11760727511204	0.0154288058344701	0.0239829480265862	0.000333033636579661	0.00029793753043492	3.99266188358357e-05	0.0288111991504301	0.00152464487271667	0.0101968765241298	0.000671862502296851	0.0417945087815378	0.0103669076211421	0	0.00985310994608901	0	1.65653774284054e-05	0	0.0136722357039289	0	0	0.151122997884687	0.00847500103982309	0.156802541841584	0.000115957641998837	0.00123976745906678	0.00232628902625201	0.00326338062636876	0.00251818484182862	0.0027654181683326	0.151468527377666	0.00170385594071287	0.0019972896316513	0.0069930679496994	0	0	0.00346209981945766	8.84187813986457e-05	0.00123962462457849	0.00121656235924709	0.00183489062018972	0.000545995661060392	0.00239283204544315	0.0020454603091614	0.000513887571206872	0.00239283204544315	0.00185199039320702	0.000588403772484389	6.65443647263929e-06	0.000953961663928146	0.000464231316134385	0	0.00111545216822848	0.00480186652507168	8.17643449260064e-05	0	0.00696575146358964	0.139700909389005	0	0.000107072683332705	0.000124172456350004	8.17643449260064e-05	0.000107072683332705	0.00111545216822848	0.000262600695318947	0.000124172456350004	0.000124172456350004	0	0.000111977083716142	5.55056060966101e-05	0.000464231316134385	0.000464231316134385	4.14134435710134e-06	0.000464231316134385
"Tyttnera_scabra"	0.0824693666321741	0.00267133907420445	0.00221222610086308	0.00159593454250448	0.00108204201863002	0.0285228893599853	0.00044802476558493	0.0145752385833237	0.0154288058344701	1.10731482403472	0.0148437945970371	0.000417442097176072	0.000761201139755351	6.87994966380659e-05	0.0282086135461165	0.0017297677414656	0.000857341044555463	0.000126879712938341	0.0152955639117238	0.000535597523368385	0	0.000844778315947513	0	3.08010551498639e-05	0	0.0132920622049969	0	0	0.00709715014510296	0.0112141602714926	0.149892609084398	0.000215607386049048	0.000465932604231094	0.00284563465990881	0.00320965145502863	0.00725136146616943	0.000348388967987557	0.00917929697228215	0.00281893886282866	0.00208846632183439	0.145968077531358	0	0	0.00443264203188508	0.000144461127981718	0.000241771155573224	0.00303664111107045	0.000145269349592847	0.00271016225246415	0.140991520711596	0.00211019944649306	0.00270403456388133	0.140991520711596	0.000222833207604953	0.00271073466096566	1.1466582773011e-05	0.000184352175071923	0.00257716770725544	0	0.000108204201863002	0.00470143559101942	0.000132994545208707	0	0.00254926065195397	0.00192860072930877	0	5.60030956981163e-05	0.000133566953710222	0.000132994545208707	5.60030956981163e-05	0.000108204201863002	0.00285228893599853	0.000133566953710222	0.000133566953710222	0	2.11466188230569e-05	6.95736828626787e-05	0.00257716770725544	0.00257716770725544	7.70026378746598e-06	0.00257716770725544
