"Nephrosperma_vanhoutteanum"	"Chrysobalanus_icaco"	"Paragenipa_wrightii"	"Phoenicophorium_borsigianum"	"Cinnamomum_verum"	"Dillenia_ferruginea"	"Nepenthes_pervillei"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_122"	"Neophyllomyza_approximatonervis"	"Cratopus_aurostriatus"	"Scaptodrosophila_sp1_M_PL_122"	"Rhiparida_seychellensis"	"Dichaetomyia_fasciculifera"	"Phelsuma_sp1_M_PL_122"	"Unidentified_sp3_M_PL_122"	"Megachile_seychellensis"	"Pachycerina_seychellensis"	"Plagiostenopterina_cyanosoma"	"Simosyrphus_aegyptius"	"Eristalinus_vicarians"	"Eristalodes_seychellarum"	"Nectarinia_dussumieri"	"Physiphoa_azurea"	"Polistes_olivaceus"	"Unidentified_sp2_M_PL_122"	"Xylocopa_caffra"
"Nephrosperma_vanhoutteanum"	1.14434485552129	0.0131698990088165	0.0225186171275215	0.0603342809132202	0.0186426521908205	0.039260446516336	0.0350625820553321	0.0601920456266178	0.0579970624584818	0.0596267692367215	0.0511872938522535	0.0476810356467203	0.0511872938522535	0.0564512289802423	0.0514519282037965	0.05048535325503	0.00350625820553321	0.05332847963109	0.00187655142729346	0.0476810356467203	0.00187655142729346	0.0514519282037965	0.00350625820553321	0.00280431760830971	0.00280431760830971	0.00219498316813608	0.00186426521908205	0.00186426521908205	0.00187655142729346	0.00377089255707626
"Chrysobalanus_icaco"	0.0526795960352659	1.13630696244599	0.0220645862433735	0.0493774885647068	0.0213747244939777	0.0489242548210176	0.00260572072899775	0.202136347544181	0.0127518538031818	0.0111737103558005	0.00245555524103586	0.00219498316813608	0.00245555524103586	0.198160159574502	0.00528107620343026	0.00568957279820877	0.000260572072899775	0.00711979172371138	0.00183871552028112	0.00219498316813608	0.00183871552028113	0.00528107620343026	0.000260572072899775	0.00349458963007269	0.00349458963007268	0.189384493740999	0.00213747244939777	0.00213747244939777	0.00183871552028113	0.00308609303529418
"Paragenipa_wrightii"	0.045037234255043	0.0110322931216868	1.18519999234892	0.0425405466302016	0.0230134732587342	0.0243716659407138	0.00213812777803587	0.109182897748392	0.107344182228111	0.00879132897683763	0.00209036420509705	0.00187655142729346	0.00209036420509705	0.00811488439344174	0.00453533559168106	0.00361738470877302	0.000213812777803587	0.103302001620758	0.0987666660290765	0.00187655142729346	0.0987666660290765	0.00453533559168106	0.000213812777803587	0.00174083328147956	0.00174083328147956	0.00183871552028113	0.00230134732587342	0.00230134732587342	0.0987666660290765	0.0026587841643876
"Phoenicophorium_borsigianum"	0.0905014213698302	0.0185165582117651	0.0319054099726512	1.1175768513065	0.0257861963035799	0.0374129814077759	0.0116339147612278	0.0846152984086136	0.0815292053733195	0.0800338126850546	0.00493428403319904	0.00377089255707626	0.00493428403319904	0.079377894613868	0.0736194457637327	0.00644324837191739	0.00116339147612278	0.0762782299281203	0.0026587841643876	0.00377089255707626	0.0026587841643876	0.0736194457637327	0.00116339147612278	0.00267235581484113	0.00267235581484113	0.00308609303529418	0.00257861963035799	0.00257861963035799	0.0026587841643876	0.0698485532066564
"Cinnamomum_verum"	0.0447423652579693	0.0128248346963866	0.0276161679104811	0.0412579140857278	1.15048550998126	0.0407253844992935	0.015681156902219	0.126839211658501	0.124701739209103	0.123968507573451	0.00343238090930396	0.00186426521908205	0.00343238090930396	0.00948931333450163	0.00444288484944004	0.00477322125474587	0.0015681156902219	0.00674423217531346	0.00230134732587342	0.00186426521908205	0.00230134732587342	0.00444288484944004	0.0015681156902219	0.00290895603566382	0.00290895603566382	0.00213747244939777	0.115048550998126	0.115048550998126	0.00230134732587342	0.00257861963035799
"Dillenia_ferruginea"	0.0673036225994331	0.0209675377804361	0.0208899993777547	0.0427576930374581	0.0290895603566382	1.13996382435373	0.0123610958278811	0.0950470398242049	0.0915524501941323	0.0910477264954408	0.00404042719109782	0.00280431760830971	0.00404042719109782	0.0903972505070615	0.00547667342315085	0.0842303050621477	0.00123610958278811	0.0072175067046304	0.00174083328147956	0.00280431760830971	0.00174083328147956	0.00547667342315084	0.00123610958278811	0.081425987453838	0.081425987453838	0.00349458963007268	0.00290895603566382	0.00290895603566382	0.00174083328147956	0.00267235581484113
"Nepenthes_pervillei"	0.084150196932797	0.00156343243739865	0.00256575333364305	0.0186142636179644	0.015681156902219	0.0173055341590335	1.19345299595028	0.00794825980536936	0.00768768773246959	0.126819174549694	0.122851557800561	0.00350625820553321	0.122851557800561	0.00616633133734387	0.00466964968165599	0.00474236778832132	0.119345299595028	0.00488346245945957	0.000213812777803587	0.00350625820553321	0.000213812777803587	0.00466964968165599	0.119345299595028	0.00123610958278811	0.00123610958278811	0.000260572072899775	0.0015681156902219	0.0015681156902219	0.000213812777803587	0.00116339147612278
"Apis_mellifera"	0.120384091253236	0.10106817377209	0.109182897748392	0.112820397878151	0.105699343048751	0.110888213128239	0.0066235498378078	1.05650107006754	0.0396563744388607	0.0312201546102755	0.00567835878599894	0.00501600380221815	0.00567835878599893	0.0368325609503014	0.0120672786696026	0.0129365904542352	0.00066235498378078	0.0211658534819686	0.00909857481236597	0.00501600380221815	0.00909857481236598	0.0120672786696026	0.00066235498378078	0.00792058665201708	0.00792058665201708	0.0168446956286817	0.0105699343048751	0.0105699343048751	0.00909857481236597	0.00705127486738447
"Lasioglossum_mahense"	0.139192949900356	0.00765111228190911	0.128813018673733	0.130446728597311	0.124701739209103	0.128173430271785	0.00768768773246958	0.0475876493266329	1.04631246394632	0.0363468144967506	0.00656847501909514	0.00579970624584818	0.00656847501909514	0.0243830571829115	0.0139526267831801	0.0149549512652614	0.000768768773246959	0.0246870450059912	0.0107344182228111	0.00579970624584818	0.0107344182228111	0.0139526267831801	0.000768768773246958	0.00915524501941323	0.00915524501941322	0.00127518538031818	0.0124701739209103	0.0124701739209103	0.0107344182228111	0.00815292053733194
"Hemipyrellia_germana"	0.143104246168132	0.0067042262134803	0.0105495947722051	0.128054100296087	0.123968507573451	0.127466817093617	0.126819174549694	0.0374641855323306	0.0363468144967506	1.04814959905404	0.0186445943786415	0.00596267692367215	0.0186445943786415	0.0241882018773017	0.0139660581921776	0.0150674495732162	0.0126819174549694	0.0148451910898614	0.000879132897683762	0.00596267692367215	0.000879132897683763	0.0139660581921776	0.0126819174549694	0.00910477264954408	0.00910477264954408	0.00111737103558005	0.0123968507573451	0.0123968507573451	0.000879132897683763	0.00800338126850546
