"Clethrionomys_rutilus"	"Clethrionomys_rufocanus"	"Tamias_sibiricus"	"Sciurus_vulgaris"	"Apodemus_peninsulae"	"Microtus_oeconomus"	"Clethrionomys_glareolus"	"Neomys_fodiens"	"Microtus_agrestis"	"Sicista_betulina"	"Talpa_altaica"	"Arvicola_terrestris"	"Myopus_schisticolor"	"Amalaraeus_penicilliger"	"Ceratophyllus_indages"	"Megabothris_rectangulatus"	"Hystrichopsylla_talpae"	"Tarsopsylla_octodecimdentata"	"Amphipsylla_sibirica"	"Palaeopsylla_soricis"	"Catallagia_dacenkoi"	"Neopsylla_mana"	"Megabothris_turbidus"	"Catallagia_ioffi"	"Catallagia_fetisovi"	"Rhadinopsylla_integella"	"Rhadinopsylla_altaica"	"Peromyscopsylla_bidentata"	"Corrodopsylla_birulai"	"Leptopsylla_sicistae"	"Rhadinopsylla_pseudodahurica"	"Ceratophyllus_sciurorum"	"Ctenophyllus_subarmatus"	"Neopsylla_acanthina"	"Frontopsylla_elata"	"Megabothris_calcarifer"	"Amphipsylla_vinogradovi"	"Hystrichopsylla_microti"	"Neopsylla_pleskei"
"Clethrionomys_rutilus"	1.11893468041604	0.0586694411699704	0.0218328799912273	0.00755560633116462	0.0386771925686626	0.0189653422827356	0.0246119650380041	0.0043217421045584	0.0246119650380041	0.00862539392022456	0.00185673126256728	0.00265075205428127	0.00201964115588798	0.0352861178908502	0.0340677298455393	0.0361156031302327	0.0363535408059836	0.000629633860930385	0.0334104920999895	0.0371346252513457	0.0309359184550297	0.0361156031302327	0.0354859692693023	0.0321488562323201	0.0284747219512293	0.030949295596189	0.0309768994808085	0.0297639617035181	0.0026722181166188	0.00215177914431121	0.0284747219512293	0.000629633860930385	0.00191887361321914	0.0279305416669565	0.0266413019146677	0.0284747219512293	0.0266413019146677	0.0266413019146677	0.0266413019146677
"Clethrionomys_rufocanus"	0.0770036415355862	1.07254798842205	0.026926840110445	0.00923429716162535	0.0396549637523543	0.0233665284048704	0.0303853799676867	0.00527665069924146	0.0303853799676867	0.0105580285884241	0.00228730784746887	0.00321794400921689	0.00248838286667432	0.0434717443858979	0.041976375121758	0.0444925860059049	0.0447908916001377	0.00076952476346878	0.0411713228219023	0.0457461569493774	0.0383890826715194	0.0444925860059049	0.0437230612424361	0.0398850182332108	0.0353505446747508	0.0381327848251336	0.0381683123615206	0.0366723767998292	0.00300575991058961	0.00237763498392089	0.0353505446747507	0.00076952476346878	0.00209135688854726	0.00315525216164005	0.00183342003656158	0.0353505446747507	0.00183342003656158	0.00183342003656158	0.00183342003656158
"Tamias_sibiricus"	0.0509433866461971	0.0478699379741244	1.04287216353602	0.0144161747517942	0.0413206407803101	0.0253972545902542	0.036695104102877	0.00819042264735863	0.036695104102877	0.0164604236580224	0.0036046934399761	0.00494542826273466	0.00392259884078467	0.068516766338189	0.0668944287565973	0.0701277995342904	0.0706067791341241	0.00120134789598285	0.0093430668538374	0.072093868799522	0.0063783837492695	0.0701277995342904	0.0689264516383075	0.0643157261679374	0.0027088733389818	0.00567355644354969	0.0620235704503267	0.0040862280316588	0.00397878219958711	0.00302339705847924	0.00270887333898179	0.00120134789598285	0.00257870258865985	0.00259029246996741	0.00121293777729041	0.00270887333898179	0.00121293777729041	0.00121293777729041	0.00121293777729041
"Sciurus_vulgaris"	0.0264446221590762	0.0246247924310009	0.0216242621276913	1.13763000090973	0.0483784249178231	0.0143854703748662	0.0220579631599307	0.00121952818814948	0.0220579631599307	0.0132208051381656	0.000453504826183237	0.000806209449542845	0.000429786491243232	0.00751956126111737	0.101221417076113	0.103442589488359	0.00773615684237818	0.0948025000758108	0.00611666100274881	0.00907009652366474	0.00360495494039223	0.103442589488359	0.00864008941254821	0.00480630283637508	0.00139915862439917	0.00391086468675574	0.00421312068430945	0.0030117727883266	0.00201742122433806	0.002934694677744	0.00139915862439917	0.0948025000758108	0.0964151142397383	0.00224224802485782	0.000629633860930385	0.00139915862439916	0.000629633860930385	0.000629633860930385	0.000629633860930385
"Apodemus_peninsulae"	0.0541480695961276	0.0422986280025113	0.0247923844681861	0.0193513699671292	1.073838258116	0.024573787131555	0.0239738051787552	0.0117457051218782	0.0239738051787552	0.0200099739974189	0.00244486627218274	0.0095727434509605	0.00260993685187552	0.0461094632502487	0.0437930298557138	0.0473298889511779	0.0469788633337593	0.00161261416392744	0.0423389226948315	0.0488973254436548	0.00500845239524275	0.0473298889511779	0.0457172747872504	0.00638580708791975	0.00261107187736723	0.039941542176956	0.0397830351739108	0.0384056804812338	0.0401454119869198	0.0377956060036085	0.00261107187736723	0.00161261416392744	0.0374072227677941	0.0370838483561553	0.00128923975228875	0.00261107187736723	0.00128923975228875	0.00128923975228875	0.00128923975228875
"Microtus_oeconomus"	0.049784023492181	0.0467330568097408	0.028571911414036	0.0107891027811497	0.0460758508716655	1.04107253292002	0.0346746203172946	0.00904781726470579	0.0346746203172946	0.0181326355141581	0.00398075181847962	0.00546432998924145	0.00433207982336781	0.0756695098621295	0.010135485955747	0.077015782814664	0.0779774368206206	0.000899091898429138	0.0727160989529282	0.0796150363695923	0.00611320394970483	0.077015782814664	0.0761166909162349	0.00770053236159572	0.00264574191797538	0.0692486369211987	0.00576893202558845	0.00418160361369756	0.00440991373715018	0.003349125247138	0.00264574191797538	0.000899091898429139	0.00243495359415133	0.00272119558839316	0.00118533389267098	0.00264574191797537	0.00118533389267098	0.00118533389267098	0.00118533389267098
"Clethrionomys_glareolus"	0.0516851265798086	0.0486166079482987	0.0330255936925893	0.0132347778959584	0.0359607077681328	0.0277396962538357	1.04446291443745	0.00753029368240848	0.0444629144374499	0.0151407316837017	0.00331961319432893	0.00454187666673977	0.00361247909263108	0.0630988043406609	0.0613325023161077	0.0645803065003426	0.0650246236673595	0.00110289815799653	0.060128579968832	0.0663922638865786	0.0571961586940295	0.0645803065003426	0.063477408342346	0.0590309138991734	0.00274986725028454	0.00568228852508702	0.00578331271436615	0.0039485575092223	0.00358920837269078	0.00271276342730793	0.00274986725028454	0.00110289815799653	0.00230158841693429	0.00242928851083796	0.0012305982519002	0.00274986725028454	0.0012305982519002	0.0012305982519002	0.0012305982519002
"Neomys_fodiens"	0.0302521947319088	0.0281421370626211	0.0245712679420759	0.00243905637629896	0.0587285256093911	0.0241275127058821	0.0251009789413616	1.05086770631178	0.0251009789413616	0.0120779936792088	0.00950220023693905	0.0319036319229354	0.0105191488715652	0.0169163955144938	0.00763577268766719	0.0103515415997057	0.189344679688173	0.000203254698024913	0.00757541709253347	0.190044004738781	0.0041098300281028	0.0103515415997057	0.0101482869016808	0.00547490046932924	0.00159973213396664	0.00506531919839731	0.00492242009550612	0.00355734965427968	0.185078143219677	0.00316541688823391	0.00159973213396664	0.000203254698024913	0.00216087221833795	0.00267790787107277	0.000720290350759732	0.00159973213396664	0.000720290350759733	0.000720290350759732	0.000720290350759732
"Microtus_agrestis"	0.0516851265798086	0.0486166079482987	0.0330255936925893	0.0132347778959584	0.0359607077681328	0.0277396962538357	0.0444629144374499	0.00753029368240848	1.04446291443745	0.0151407316837017	0.00331961319432893	0.00454187666673977	0.00361247909263108	0.0630988043406609	0.0613325023161077	0.0645803065003426	0.0650246236673595	0.00110289815799653	0.060128579968832	0.0663922638865786	0.0571961586940295	0.0645803065003426	0.063477408342346	0.0590309138991734	0.00274986725028454	0.00568228852508702	0.00578331271436615	0.0039485575092223	0.00358920837269078	0.00271276342730793	0.00274986725028454	0.00110289815799653	0.00230158841693429	0.00242928851083796	0.0012305982519002	0.00274986725028454	0.0012305982519002	0.0012305982519002	0.0012305982519002
"Sicista_betulina"	0.0362266544649432	0.0337856914829571	0.0296287625844403	0.0158649661657987	0.0600299219922567	0.029012216822653	0.0302814633674034	0.00724679620752526	0.0302814633674034	1.05305853158045	0.0059959202272067	0.00125725414044194	0.000663690929856345	0.0107211054396756	0.0099156088669659	0.117034725576426	0.0119464367374142	0.00132208051381656	0.00876074953876291	0.119918404544134	0.00494648858760521	0.117034725576426	0.11571264506261	0.00659253095340745	0.00191834225086487	0.00573260320202257	0.00556538201640899	0.00391933965060676	0.00352311030277325	0.107306850557787	0.00191834225086487	0.00132208051381656	0.00332307791355845	0.00286353679176434	0.000862539392022456	0.00191834225086487	0.000862539392022456	0.000862539392022456	0.000862539392022456
